Graph Number,Average Node Degree,Unique Degree Count,Degree Centrality,Assortivity Coefficient,Clustering Coefficient,Density,Number of Weakly Connected Components,Number of Strongly Connected Components,Number of Nodes,Number of Edges,Eigenvalue_1,Eigenvalue_2,Eigenvalue_3,Eigenvalue_4,Eigenvalue_5
30,2.009085009733939,12,0.0013046006556713889,-0.3239118240361037,0.05312811060845202,0.0006523003278356944,275,1274,1541,1548,6.432162293774557,-5.797903967169262,1.609277235254596,1.2216619267560322,1.0000000000000027
31,2.012016021361816,12,0.0013440320783980064,-0.32170430077664003,0.058384006782156654,0.0006720160391990033,263,1233,1498,1507,6.35896654452836,-5.634225404019982,1.543637663761438,1.0000000000000029,-1.0000000000000027
32,2.043824701195219,13,0.0013580230572725713,-0.32321162065552494,0.0639316395951911,0.0006790115286362854,249,1234,1506,1539,6.508263304338168,-5.781355281811454,1.7821036366480538,-1.0714446866467364,-1.0714446866467364
33,2.077117572692794,14,0.001313799856225676,-0.32054428834051285,0.06301822748903195,0.0006568999281128381,234,1306,1582,1643,6.362041744532481,-5.64082261836444,2.184188060112962,-1.6003259915101182,1.4801686087183017
34,2.109433962264151,15,0.0013275229466734745,-0.326150233110574,0.0647944047930216,0.0006637614733367372,220,1308,1590,1677,6.393539298602935,-5.634193536850387,2.228821414742195,-1.6538960571984695,1.4801686087182973
35,2.1578255151249452,14,0.0009464146996162041,-0.3801475552401255,0.049821936533611756,0.00047320734980810204,213,1968,2281,2461,7.004311476918414,-6.392885594455179,2.2407054346031514,-1.8392847551646505,1.5396133460819752
36,2.2086239695624603,15,0.0007004833395377291,-0.4277934878352285,0.06124845906958092,0.0003502416697688646,206,2721,3154,3483,7.628128618891198,-6.613505791932748,2.3889681548378787,-2.0803140998706686,1.9168733256716117
37,2.263578274760383,15,0.0006028171171132845,-0.415758514068931,0.06641882148263312,0.00030140855855664226,185,3162,3756,4251,8.243180416427723,-7.075428200530634,2.5066375656081195,-2.3081960557763384,2.1018488330039715
38,2.314650934119961,15,0.0005691298092254637,-0.40414745527657786,0.09440261967707331,0.00028456490461273184,193,3259,4068,4708,9.007907275409124,-7.3679293309478044,2.597000537230671,2.2722851841858285,-2.118389638824256
39,2.35181236673774,15,0.0005015594725395053,-0.41089697044156615,0.09982157136538265,0.0002507797362697526,196,3708,4690,5515,9.607509852341844,-7.895602248496537,3.146309841117447,2.3316371790501313,1.7987203115121406
40,2.3550019462826004,16,0.0004584391563719292,-0.42673624806083327,0.09475929046019176,0.0002292195781859646,194,4069,5138,6050,10.090707401037104,-8.453498562789811,2.2226323092923534,2.2226323092923534,2.086414757275087
41,2.3600973236009732,16,0.0004418003226508748,-0.4363912165972471,0.0997014629950551,0.00022090016132543741,192,4200,5343,6305,10.311048708241504,-8.577621495173712,2.202278569412526,1.9822390849005667,1.30323974470584
42,2.3468634686346865,15,0.00048121047132144496,-0.43434109758323214,0.08851401717046045,0.0002406052356607224,195,3820,4878,5724,9.850618312750631,-8.3608361616842,2.0043912399819557,1.8315620011135294,1.0583997905008875
43,2.31842659798642,14,0.0005429570487087635,-0.4627462435443396,0.06373103336836228,0.00027147852435438176,212,3538,4271,4951,9.2549893089474,-8.156354031129746,2.0000000000000044,1.8760412229910792,1.033986245064242
44,2.2774597983101663,14,0.0006208996178599144,-0.48112992215674255,0.050588565018526405,0.0003104498089299572,226,3033,3669,4178,8.516554157147517,-7.6725235888192955,2.0000000000000027,1.6632119481381284,1.324717957244751
45,2.2398818316100444,13,0.0006619036145419753,-0.5045903449017913,0.0431935872038586,0.00033095180727098764,214,2820,3385,3791,7.580071714688719,-6.8866050617061925,1.6180339887498965,1.5971774197941615,1.3247179572447498
46,2.185322962461955,14,0.0007392838168003908,-0.4764529610400646,0.03962439067800861,0.0003696419084001953,196,2478,2957,3231,6.242230185275347,-5.374676323356228,1.9338379430626897,1.3247179572447545,-1.024029467598586
47,2.1623867069486407,11,0.0008169197986205669,-0.45609157353328944,0.04431121170747642,0.00040845989931028343,163,2259,2648,2863,5.598754575588019,-4.25672796013077,1.7764162900666898,-1.1024201336646318,-1.0000000000000049
48,2.1701514059120406,14,0.0007826005791244287,-0.4759256180441626,0.04395655012491562,0.0003913002895622143,152,2468,2774,3010,5.563745458852592,-3.721569922586226,1.4734653859058549,1.0000000000000018,-1.0000000000000013
49,2.1474015748031494,14,0.0006765600424710617,-0.4904703417503196,0.05062563109302391,0.0003382800212355308,155,2859,3175,3409,6.225383704505573,-4.2867314881471605,1.4506404439621368,-1.0000000000000027,1.0000000000000018
50,2.148973607038123,15,0.0006303824015952255,-0.4913358009368991,0.04322666374367791,0.0003151912007976127,141,3108,3410,3664,6.360804872595395,-4.804915242974495,1.7429310631755333,1.1336877514752255,1.0000000000000018
51,2.130979498861048,15,0.0006069437478954851,-0.5144154648180099,0.03746284337604606,0.0003034718739477425,137,3217,3512,3742,6.34082331409982,-4.950620327164058,1.7462254890229707,1.1471451376127904,-1.0000000000000022
52,2.1366742596810933,15,0.0006085657247738802,-0.5352611828112274,0.03375180004934234,0.0003042828623869401,125,3238,3512,3752,6.537865582207052,-5.388584392680367,1.6350415922224042,1.1290585142642187,-1.000000000000001
53,2.117397881996974,14,0.000640858923122571,-0.5109881846662263,0.024472346238502616,0.00032042946156128545,134,3090,3305,3499,6.272823165975847,-5.500282551874483,1.4432699121554904,-1.000000000000002,1.0000000000000018
54,2.115820122937561,14,0.0006847314313713791,-0.5156496155929022,0.01848507449685551,0.00034236571568568944,129,2811,3091,3270,6.008386132434806,-5.3298200412764,1.414213562373098,-1.414213562373097,1.1695793171808047
55,2.092515983452426,13,0.0007872520629994076,-0.43873805114170333,0.014104426061942206,0.00039362603149970383,128,2442,2659,2782,5.466738312798537,-4.995817319324999,-1.414213562373094,1.4142135623730931,1.1352817181974435
56,2.041346153846154,14,0.000981888481888482,-0.3748436985988324,0.011622644991470059,0.0004909442409442409,132,1932,2080,2123,4.396877458082921,-4.145005669462866,2.348859037494242,1.414213562373097,-1.4142135623730951
57,1.9964050329538645,13,0.001196885511363228,-0.3452066060950141,0.017266960480316843,0.0005984427556816141,140,1548,1669,1666,3.849191904445714,-3.399508508251857,2.363890219860576,-1.4142135623730983,1.4142135623730956
58,1.9974858579509742,13,0.001256280413805644,-0.3350737061976602,0.021391038722585128,0.000628140206902822,137,1476,1591,1589,3.39878400681929,-2.555252690994392,2.126311266290603,-1.5256281250334158,-1.4142135623731005
59,1.9300873907615481,13,0.0012055511497573693,-0.3148040732754136,0.021585785266318155,0.0006027755748786846,175,1552,1602,1546,2.799171088725964,2.601679131883159,-2.2618022452599713,1.266150995574764,1.0
60,1.8847371754274858,15,0.001194383507875466,-0.30890677775842623,0.020906679852138912,0.0005971917539377332,201,1527,1579,1488,2.787698853531103,2.2143197433775366,-1.6751308705666461,-1.001122310929115,-1.001122310929115
61,1.8822768434670116,14,0.0012183021640563183,-0.3105610157214328,0.022989549508521792,0.0006091510820281591,203,1489,1546,1455,2.834430838322252,2.214319743377535,-1.6751308705666448,-1.0820134710548959,-1.0820134710548959
62,1.8772378516624042,14,0.0012010478897392222,-0.3151364777181835,0.021978517696708378,0.000600523944869611,217,1494,1564,1468,3.0427986448698183,1.7692923542386327,1.324717957244746,-1.1338609467547172,-1.1338609467547172
63,1.8593436034829203,14,0.001246208849519384,-0.3069138749979781,0.023379642884537335,0.0006231044247596918,220,1424,1493,1388,3.097923509707484,1.5213797068045691,1.3247179572447485,-1.1721589188643806,-1.1721589188643806
64,1.8151137197358767,12,0.0013326826136093074,-0.30211085501769086,0.01629234290816455,0.0006663413068046537,219,1311,1363,1237,2.6178598288570973,1.324717957244782,1.3247179572447074,-1.0790208616233332,-1.0790208616233332
65,1.7333333333333334,13,0.0014103607268782209,-0.29583809877088624,0.006508297503473992,0.0007051803634391104,227,1196,1230,1066,2.112528959061522,-1.4350037151758386,1.3247179572447463,-1.0000000000000004,1.0
66,1.685131195335277,14,0.0016392326802872341,-0.2759049663519774,0.008109857547614936,0.0008196163401436172,215,1000,1029,867,2.0770208748371495,-1.1434068055770845,-1.0000000000000009,1.0000000000000004,-1.0000000000000004
67,1.680084745762712,13,0.0017816381185182524,-0.2839065661988083,0.006887614741845178,0.0008908190592591261,199,917,944,793,1.6881227128333665,-1.3110610438393153,1.120868079206497,1.000000000000001,-1.0000000000000007
68,1.6393063583815028,13,0.0018973453222008135,-0.2907197888343131,0.007516385068885371,0.0009486726611004067,198,835,865,709,1.7895357851575,-1.410255939819866,1.1616668821282043,1.0000000000000004,1.0
69,1.5541069100391134,12,0.0020288601958735166,-0.27939872797951104,0.005713204795219843,0.001014430097936758,195,751,767,596,1.6932720711480012,-1.4877563878519855,-1.0000000000000004,-1.0000000000000004,1.0000000000000004
70,1.5832205683355887,12,0.002145285322947952,-0.29919011069767953,0.008578602089925252,0.001072642661473976,177,720,739,585,1.8560390651685297,-1.0000000000000007,1.0,-0.9999999999999999,0.9999999999999993
71,1.6328502415458936,12,0.0019744259268995087,-0.31340957164098443,0.010070851260782611,0.0009872129634497543,178,803,828,676,2.065417492219236,-1.0000000000000004,1.0000000000000002,-0.7943359345795618,-0.7943359345795618
72,1.6689038031319912,11,0.0018688732397894637,-0.32760892952035336,0.008580598353149138,0.0009344366198947319,179,865,894,746,2.395349700114319,-1.7067587850441315,1.0000000000000002,1.0,-1.0
73,1.6868250539956804,12,0.0018235946529683027,-0.3361865252301534,0.00649002989414951,0.0009117973264841516,178,899,926,781,2.1725813503355003,-1.4573554623618454,1.0000000000000004,-1.0000000000000002,-1.0
74,1.7047817047817049,10,0.0017739663941536993,-0.3633468057810236,0.014913647001335054,0.0008869831970768496,183,924,962,820,2.722257189927616,-2.003633024087123,1.0000000000000009,-1.0000000000000007,-1.0000000000000002
75,1.7316561844863732,10,0.0018170579060717452,-0.387721625132008,0.010108316904760129,0.0009085289530358726,170,922,954,826,2.6356882602946694,-2.0483979459486235,-1.000000005486053,1.000000000230027,0.9999999999999998
