Graph Number,Average Node Degree,Unique Degree Count,Degree Centrality,Assortivity Coefficient,Clustering Coefficient,Density,Number of Weakly Connected Components,Number of Strongly Connected Components,Number of Nodes,Number of Edges,Eigenvalue_1,Eigenvalue_2,Eigenvalue_3,Eigenvalue_4,Eigenvalue_5
21,10.106329113924051,59,0.012809035632349872,-0.17193372101624196,0.06227383953315129,0.006404517816174937,2,272,790,3992,13.894775210213009,-11.268982511140983,8.033606084058464,-7.006026592098958,6.694160153104755
22,9.35175879396985,59,0.011763218608767105,-0.17366035700275664,0.05655507943613568,0.005881609304383553,2,274,796,3722,13.089964853542686,-10.668239189975678,7.559285833856621,-6.7164848432344595,6.441580835444006
23,8.460543337645538,54,0.010959253028038263,-0.18815667860812518,0.044486552195720924,0.00547962651401913,3,287,773,3270,11.798567544769506,-9.787344724757393,6.862217422343224,-6.492243197071615,6.377240483330037
24,8.646723646723647,51,0.012334841150818326,-0.12103127339803467,0.03977671138620553,0.006167420575409163,3,228,702,3035,11.211587282253296,-8.854749018423203,6.586372586115347,6.059945311912922,-5.943257677361538
25,8.535455861070911,52,0.012370225885610018,-0.12415023386596301,0.04073737068033961,0.006185112942805008,5,232,691,2949,10.758020787122119,-8.70301635289625,6.355218033273212,5.725570307626501,5.725570307626501
26,8.365714285714287,49,0.011968117719190681,-0.12807116725824896,0.0448570636282101,0.005984058859595341,10,247,700,2928,10.04590823664596,-7.859622820161636,5.847457179523587,5.662528965564578,-5.613338245999616
27,8.504748982360923,52,0.011555365465164296,-0.12207876423246568,0.052592915492170225,0.005777682732582149,7,250,737,3134,10.087009243527916,-7.509756989464861,5.8482074978204235,5.58109076024612,5.58109076024612
28,8.555704697986577,51,0.011499603088691635,-0.11844654270488715,0.06405080689916093,0.005749801544345818,6,262,745,3187,10.319685075926737,-7.4843358157259345,5.758767308127582,5.758767308127582,-5.466992777571918
29,8.67007672634271,51,0.011101250609913843,-0.11923262342085589,0.06193753051714229,0.005550625304956921,6,290,782,3390,11.188117765116807,-8.19271602189487,6.055405470124084,5.998869132653388,-5.820631338752301
30,9.099879663056559,59,0.010963710437417543,-0.11239743835253635,0.06683738583094274,0.00548185521870877,8,285,831,3781,12.048358700319955,-8.710660178888219,6.239170580842783,6.13637030442674,6.13637030442674
31,9.191335740072201,61,0.011073898482014703,-0.09614680607159913,0.06688651149001351,0.005536949241007351,9,267,831,3819,12.098657632295982,-8.65393812852845,6.531873442174326,-6.002304710892085,-6.002304710892085
32,9.102137767220903,58,0.010822993777908326,-0.09157080518664171,0.0679478909423345,0.005411496888954163,11,273,842,3832,12.073364604912864,-8.723263003389535,6.459480124116207,6.352722194698236,-6.02927112180072
33,9.315420560747663,58,0.010895228726020658,-0.11032667137345901,0.07629299710461823,0.005447614363010329,10,269,856,3987,12.835730616731166,-8.69294534411617,6.952845705890797,-6.828921564682306,6.41663196012499
34,9.377880184331797,59,0.010816470800844056,-0.11099570144589692,0.07546224233791443,0.005408235400422029,13,270,868,4070,13.353191091180639,-8.908540257647642,-7.415712550407466,7.315444007652313,6.48362095675182
35,9.31390134529148,59,0.0104533123965112,-0.10439973964246553,0.0732746252848378,0.0052266561982556,11,269,892,4154,13.412303626431711,-8.849803888638428,-7.537855297930578,6.896528118055496,6.347916864035559
36,9.504843918191604,61,0.010242288704947849,-0.10126452606478771,0.07471519254709497,0.005121144352473924,10,293,929,4415,13.873158042259167,-9.14520854975954,-7.571244478032049,6.896151862353653,-6.6820639691237265
37,9.423204419889503,57,0.010423898694568034,-0.10033578222782716,0.0707472523706742,0.005211949347284017,7,279,905,4264,13.407028562450845,-8.659393851202331,-7.666307664419019,6.72668316096054,-6.595221373468821
38,8.859649122807017,57,0.009725191133706935,-0.09598428176351227,0.06711637326946358,0.004862595566853468,8,296,912,4040,12.825257587125613,-8.415465844780893,-7.416093690773845,6.579491465628122,6.203173729671853
39,8.694690265486726,56,0.009628671390350748,-0.09508790890529603,0.06291957389710882,0.004814335695175374,7,285,904,3930,12.602431769788991,-8.303747780623658,-7.390250861590266,6.612871864970102,-6.33547379016252
40,7.797777777777778,50,0.008673835125448028,-0.09724057269304752,0.04716288558210929,0.004336917562724014,6,304,900,3509,10.103698889424278,-7.901802003814984,5.967782135897057,5.967782135897057,-5.802933557995365
41,7.069082672706681,46,0.008014832962252473,-0.07392489634670636,0.03515887954725088,0.004007416481126237,6,301,883,3121,8.89706690908045,-7.537477705153485,5.82030546260202,-5.526072182465335,5.273340263999767
42,6.222972972972973,44,0.007015753069868064,-0.08938310841170621,0.02460955411103925,0.003507876534934032,8,315,888,2763,6.994972165200284,-5.676190222174036,5.0285453960515385,-4.642327630321996,4.633540617628958
43,5.261875761266748,31,0.0064169216600814,-0.031890668075230715,0.02330138630227947,0.0032084608300407,8,315,821,2160,5.19950983580565,-4.329260397776044,3.8886407500763585,-3.765383010342448,3.678050229074451
44,4.793017456359102,30,0.005983792080348442,-0.044881197283817,0.024336409901723373,0.002991896040174221,11,342,802,1922,4.628614487880483,-4.107474850886136,3.8932537020494107,-3.667957589469665,3.2555619269308673
45,4.823379923761118,32,0.006136615679085392,-0.06554109183713433,0.024951129445237048,0.003068307839542696,13,329,787,1898,4.740033242014946,-4.204528758009668,4.043907851195866,-3.7729548381388516,3.3670698465427353
46,4.845253576072822,30,0.006308923927178154,-0.05857312165531653,0.022331266034926734,0.003154461963589077,18,311,769,1863,4.7857495214561085,-4.125355275200931,3.7912329585090556,-3.4990653979443502,-3.4990653979443502
47,4.860495436766623,33,0.006345294303872877,-0.0725237393291462,0.020628897297384367,0.003172647151936438,15,310,767,1864,4.882498676417421,-4.251294748861741,3.633186540405422,3.633186540405422,-3.4300163555338257
48,4.841965471447543,30,0.0064387838716057745,-0.094064824518961,0.020953344290427885,0.0032193919358028877,17,308,753,1823,4.959069497137457,-4.272355965034607,3.8784035213991612,3.690834527638503,-3.654664288349623
49,5.020804438280167,33,0.006973339497611343,-0.118849487607897,0.018987322848750234,0.003486669748805671,21,296,721,1810,5.6455856977817955,-4.8941110167868285,4.149920659169203,3.9101709738034036,-3.9038706414079902
50,4.828282828282828,31,0.006977287324108132,-0.15171789382368792,0.014969275141354377,0.0034886436620540666,18,290,693,1673,5.811085360850685,-5.174138453257812,4.3864967642326445,-4.161126573122334,4.136117060887848
51,4.812403100775194,35,0.007472675622321729,-0.11259112908692201,0.015219712208336301,0.0037363378111608648,17,263,645,1552,6.253266468401364,-5.6174760374815085,4.679074537352257,-4.391016187327357,4.353446842724826
52,4.873015873015873,34,0.00774724304136069,-0.0960454624389794,0.01817975723196717,0.003873621520680344,21,247,630,1535,6.349362488350769,-5.613608467035059,4.852605055305724,-4.509452937462274,4.325817753528669
53,5.042925278219396,34,0.008030135793342988,-0.07613903402600515,0.01469116785223732,0.004015067896671494,20,231,629,1586,6.6485323763679505,-5.9571765440346,4.964362822661197,-4.607919980126666,-4.543750097338937
54,5.265905383360522,34,0.008604420561046607,-0.059281829864076485,0.01998540059145218,0.004302210280523302,16,215,613,1614,7.457346138497545,-6.443243408991136,4.975430367943621,4.755385105160857,-4.695790559097712
55,4.973821989528796,34,0.008695492988686706,-0.0700750994549446,0.021050627348035606,0.004347746494343353,16,217,573,1425,7.100365661737791,-6.178355238478231,4.808874896193216,4.599258041742935,-4.59480805561893
56,4.598019801980198,29,0.009123055162659122,-0.05605520475732891,0.016564720476004074,0.004561527581329562,16,195,505,1161,6.52435017146324,-5.807859198079135,4.440344067211301,4.392002065332008,-4.2388531343518725
57,4.099547511312217,25,0.009296026102748793,-0.021256495253457467,0.01750742105553475,0.0046480130513743955,18,187,442,906,5.7241768341135,-5.15566306992552,4.110059102043629,-3.9726245132367244,3.7835006538776996
58,3.6968215158924207,23,0.009060837048755934,-0.048834338556049,0.018309022021921414,0.004530418524377966,25,199,409,756,5.3072203328706395,-4.665030978433733,3.8567937721360437,-3.6716627217205806,3.6687217023394014
59,3.374331550802139,21,0.009046465283651849,-0.04365305699414832,0.016209398976801355,0.004523232641825923,28,194,374,631,5.077318273798738,-4.516514194070125,3.84622048185562,-3.6394207869229973,3.4743756995522777
60,3.0067567567567566,18,0.010192395785616126,-0.04678557091668308,0.01759520895676502,0.005096197892808062,38,173,296,445,4.55833912958056,-4.190412846882949,3.6621570151970673,-3.5462181593635145,3.1020759558858693
61,1.7058823529411764,8,0.012636165577342047,0.060312832234640686,0.0,0.006318082788671024,37,121,136,116,1.8477590650225728,-1.8477590650225677,1.7320508075688825,-1.7320508075688787,-1.4142135623730954
62,1.373134328358209,4,0.02080506558118498,-0.2391170523736551,0.0,0.010402532790592492,22,67,67,46,0.0,0.0,0.0,0.0,0.0
63,1.3714285714285714,5,0.019875776397515532,-0.33736824125986237,0.0,0.009937888198757764,22,70,70,48,0.0,0.0,0.0,0.0,0.0
64,1.4102564102564104,5,0.01831501831501831,-0.34638548613795156,0.0,0.009157509157509158,23,78,78,55,0.0,0.0,0.0,0.0,0.0
65,1.358974358974359,5,0.01764901764901764,-0.3128156001119468,0.0,0.008824508824508824,25,78,78,53,0.0,0.0,0.0,0.0,0.0
66,1.3506493506493507,5,0.017771701982228293,-0.35243851861747666,0.0,0.00888585099111415,25,77,77,52,0.0,0.0,0.0,0.0,0.0
67,1.9384615384615385,10,0.015026833631484795,-0.26352042081389243,0.0,0.0075134168157423974,24,112,130,126,2.205946115051095,-2.2059461150510917,1.414213562373096,-1.4142135623730951,-1.4142135623730951
68,2.494949494949495,14,0.01266471824847459,-0.21733824156500445,0.01034151034151034,0.006332359124237297,27,134,198,247,-4.429655343236795,4.429655343236792,2.370681833066849,-2.3706818330668407,2.2882456112707357
69,2.908333333333333,16,0.01216875871687587,-0.19053789690106493,0.01391281512605042,0.006084379358437936,21,145,240,349,4.911617254636877,-4.741048968011439,2.744645518794925,-2.7261463201996285,2.6031265214414296
70,3.270758122743682,20,0.011850572908491605,-0.1680639242856361,0.011595533696440627,0.005925286454245802,23,145,277,453,5.588024022030681,-5.432584603169806,-3.2154709327073063,3.1218919242078145,3.1218919242078145
71,3.495016611295681,20,0.011650055370985603,-0.15964340043682893,0.01415678219315219,0.005825027685492801,24,145,301,526,5.831883655263747,-5.656566713901013,-4.0995707063577,4.083020103960498,3.1637319206684733
72,3.725,20,0.011677115987460816,-0.1651268733099701,0.013811154450895017,0.005838557993730407,19,146,320,596,6.221593024883128,-6.0194857342796695,4.371126465538925,-4.354263714268441,3.174325205693221
73,4.029940119760479,20,0.012101922281563003,-0.14662854762755187,0.030523759002694096,0.0060509611407815,15,145,334,673,7.440517890986152,-6.520006730011275,-4.8542301086304045,4.152384138804912,3.266989952381121
74,4.169590643274854,19,0.012227538543328016,-0.1534445388704515,0.03340288183949248,0.006113769271664009,14,149,342,713,7.992081021664662,-6.870507580616239,-5.087831948253973,4.260922628828859,-3.431520874598124
75,4.087719298245614,21,0.011987446622421155,-0.15516621144684548,0.030551416152195147,0.0059937233112105776,15,150,342,699,7.719984145606926,-6.5999109987525175,-5.15694128453127,4.204501944700786,3.2758342334257393
76,4.090634441087613,20,0.012395861942689738,-0.17044617184642064,0.030710301804251005,0.006197930971344869,15,142,331,677,8.062637226721396,-6.953020446359187,-5.260298967606237,4.412932543348279,-3.1824142087601963
77,4.030864197530864,19,0.012479455719909797,-0.177246720457218,0.03625401211703547,0.0062397278599548986,19,150,324,653,7.87257280402696,-6.699799224937664,-5.410980183233096,4.595663238584819,-3.1762725537600383
78,3.937888198757764,21,0.012267564482111413,-0.1910833646753324,0.03647808503363801,0.0061337822410557075,22,152,322,634,7.8977870129422945,-6.792413159381387,-5.561870338414126,4.924045006340141,3.0888785810474917
79,3.9029126213592233,20,0.012671794225192283,-0.17956194152090646,0.026988688533582668,0.006335897112596142,18,140,309,603,7.589799811958315,-6.464963161022634,-5.373467380017691,4.741880648054153,3.040875803802128
80,3.834920634920635,20,0.01221312304114852,-0.18475096551201756,0.012681751620169093,0.00610656152057426,18,148,315,604,6.7629479289123315,-6.464688092364513,4.968963203798256,-4.847522016341985,3.2152984574450647
81,3.6315789473684212,21,0.011985409067222511,-0.16166216081914112,0.0050988899312070035,0.005992704533611256,19,149,304,552,6.07555010860812,-5.903560345056799,-4.436450551970223,4.3659851773022895,3.1476968788865864
82,3.632183908045977,21,0.01046738878399417,-0.20534193854366045,0.027862408437499177,0.005233694391997085,12,186,348,632,5.408544260130617,-5.155870871116443,-4.223274590700244,4.171462122559132,-3.189613340501015
83,3.572289156626506,19,0.010792414370472826,-0.22404899766778905,0.026480072574796298,0.005396207185236414,11,176,332,593,4.759388232933938,-4.527330266628863,3.5368368937343244,-3.512045251774984,3.1540812371700637
84,3.459627329192547,20,0.010777655231129427,-0.2263337864148359,0.026313619431083804,0.005388827615564714,10,175,322,557,4.595566849072309,-4.362614465240863,-3.353142594101973,3.277269102985912,3.05423689916409
85,3.3766233766233764,19,0.010998773213756927,-0.24619640139232585,0.023653627867009426,0.0054993866068784635,12,167,308,520,4.299044446413286,-4.1436111124207935,-3.2601130553406876,3.202816696026828,-2.9149302918083655
86,3.237458193979933,17,0.0108639536710736,-0.27905297213623714,0.02751175864519674,0.0054319768355368,14,173,299,484,3.9999486786669616,-3.8002633846932263,-3.226465541671959,3.117551202652455,-2.9306513942799906
87,3.037313432835821,17,0.011375705740958133,-0.3179027149686135,0.016970155136129064,0.005687852870479066,18,156,268,407,3.7979130836801733,-3.5797768586420182,-3.0959324163350725,3.0259639589443994,-2.798009626320353
