graph_num,l2_norm,cosine_similarity,g/s_pred_label,g/s_true_label,node_diff_1,edge_diff_1,node_diff_2,edge_diff_2,node_diff_3,edge_diff_3,node_diff_4,edge_diff_4,node_diff_5,edge_diff_5,node_diff_6,edge_diff_6,node_diff_7,edge_diff_7,node_diff_8,edge_diff_8,node_diff_9,edge_diff_9,node_diff_10,edge_diff_10
49,994.786409235671,0.9714773810005002,1,1,49,245,49,245,49,245,49,245,49,245,49,245,-119,143,15,368,15,368,0,-556
50,1262.2087782930366,0.9715783811410837,1,1,77,290,77,290,77,290,77,290,77,290,77,290,-167,153,14,437,14,437,0,-787
51,1617.0012368579066,0.9656187902946444,1,1,67,384,67,384,67,384,67,384,67,384,67,384,-231,223,15,629,15,629,0,-899
52,1827.9740151326002,0.9629575854969711,1,1,41,429,41,429,41,429,41,429,41,429,41,429,-307,242,12,754,12,754,0,-968
53,1808.139928213522,0.9649877322568575,1,1,50,407,50,407,50,407,50,407,50,407,50,407,-338,212,15,759,15,759,0,-974
54,1875.7246599647829,0.963430711714016,1,1,66,430,66,430,66,430,66,430,66,430,66,430,-358,217,15,792,15,792,0,-976
55,1828.2576404872482,0.9651031374127441,1,1,62,393,62,393,62,393,62,393,62,393,62,393,-398,163,14,789,14,789,0,-981
56,1849.5531892865367,0.9636371765035309,1,1,67,402,67,402,67,402,67,402,67,402,67,402,-406,163,17,795,17,795,0,-984
57,1647.7056776014338,0.9666323999324749,0,0,73,337,73,337,73,337,73,337,73,337,73,337,-390,83,15,697,15,697,0,-933
58,1486.1466953164481,0.9700784304496519,0,0,53,276,53,276,53,276,53,276,53,276,53,276,-419,11,8,648,8,648,0,-848
59,1504.3337395671215,0.9697404853678924,0,1,74,276,74,276,74,276,74,276,74,276,74,276,-431,-24,15,646,15,646,0,-867
60,1478.5276460046325,0.9702734804575762,1,0,68,262,68,262,68,262,68,262,68,262,68,262,-436,-24,11,657,11,657,0,-832
61,1532.6170428388168,0.9679767458896237,1,1,68,252,68,252,68,252,68,252,68,252,68,252,-470,-35,15,688,15,688,0,-878
62,1592.8204544141188,0.9672620549570691,1,1,67,266,67,266,67,266,67,266,67,266,67,266,-487,-20,16,719,16,719,0,-902
63,1549.5602602028744,0.9698540556701067,1,1,71,227,71,227,71,227,71,227,71,227,71,227,-507,-78,14,708,14,708,0,-892
64,1537.4160139662915,0.9688516082037287,0,0,75,249,75,249,75,249,75,249,75,249,75,249,-505,-72,11,680,11,680,0,-879
65,1596.6464856066293,0.9663977191627108,0,0,84,285,84,285,84,285,84,285,84,285,84,285,-477,-38,11,685,11,685,0,-923
66,1621.6587187198174,0.9643917830552533,0,0,73,304,73,304,73,304,73,304,73,304,73,304,-465,2,15,704,15,704,0,-914
67,1570.6352218131362,0.9666328714383944,1,0,73,280,73,280,73,280,73,280,73,280,73,280,-468,-36,12,684,12,684,0,-899
68,1548.0080749143397,0.9673164066945014,0,0,69,284,69,284,69,284,69,284,69,284,69,284,-449,-23,10,678,10,678,0,-873
69,1562.9088265154817,0.965426875571139,0,0,71,309,71,309,71,309,71,309,71,309,71,309,-425,9,13,674,13,674,0,-866
70,1524.4510487385287,0.9655916315066659,0,0,64,294,64,294,64,294,64,294,64,294,64,294,-431,-17,13,671,13,671,0,-833
71,1405.996443807736,0.9652738263261832,0,0,54,304,54,304,54,304,54,304,54,304,54,304,-367,26,7,611,7,611,0,-723
72,1287.8711115635756,0.9680174186300295,0,0,59,274,59,274,59,274,59,274,59,274,59,274,-344,-1,9,545,9,545,0,-689
73,1274.2664556520351,0.970369601477508,1,1,77,258,77,258,77,258,77,258,77,258,77,258,-355,-41,15,520,15,520,0,-721
74,1302.4983685210511,0.9706497272032647,1,1,79,267,79,267,79,267,79,267,79,267,79,267,-342,-21,15,527,15,527,0,-747
75,1368.5225610124226,0.9711591291101912,1,1,76,236,76,236,76,236,76,236,76,236,76,236,-438,-94,22,593,22,593,0,-774
76,1387.6887259036157,0.9726779258665473,1,1,79,228,79,228,79,228,79,228,79,228,79,228,-488,-133,10,592,10,592,0,-787
77,1502.857944051932,0.9723529112425369,1,1,100,233,100,233,100,233,100,233,100,233,100,233,-533,-169,16,639,16,639,0,-862
78,1730.143924649045,0.9712427569805623,1,1,88,235,88,235,88,235,88,235,88,235,88,235,-685,-239,16,755,16,755,0,-974
79,1903.3499415504234,0.9698970180272528,1,1,111,260,111,260,111,260,111,260,111,260,111,260,-760,-265,14,819,14,819,0,-1074
80,2003.8645163782905,0.9713192058592527,1,1,148,256,148,256,148,256,148,256,148,256,148,256,-799,-294,16,830,16,830,0,-1178
81,2176.533941844234,0.970519647649753,1,1,134,243,134,243,134,243,134,243,134,243,134,243,-896,-334,21,936,21,936,0,-1268
82,2241.8786764675738,0.9695846769385769,1,1,148,270,148,270,148,270,148,270,148,270,148,270,-891,-313,25,976,25,976,0,-1288
83,2340.146790267653,0.9692480055119892,1,1,137,229,137,229,137,229,137,229,137,229,137,229,-1032,-415,20,1017,20,1017,0,-1320
84,2367.24354471609,0.9684750891413741,1,1,138,240,138,240,138,240,138,240,138,240,138,240,-1057,-405,20,1032,20,1032,0,-1316
85,2304.8179971529207,0.9690152523289229,0,0,127,224,127,224,127,224,127,224,127,224,127,224,-1031,-404,23,1014,23,1014,0,-1277
86,2211.798589383762,0.9702319636435316,0,0,117,210,117,210,117,210,117,210,117,210,117,210,-997,-409,17,969,17,969,0,-1227
87,2059.6698764607886,0.9706652612631428,0,0,120,219,120,219,120,219,120,219,120,219,120,219,-917,-396,16,888,16,888,0,-1137
88,1815.2892331526675,0.9728011305685056,0,0,98,210,98,210,98,210,98,210,98,210,98,210,-812,-393,14,769,14,769,0,-988
89,1720.8538578275611,0.9728790430776076,0,0,108,193,108,193,108,193,108,193,108,193,108,193,-766,-398,12,722,12,722,0,-938
90,1543.8383982787836,0.97536158655409,0,0,92,178,92,178,92,178,92,178,92,178,92,178,-667,-337,10,641,10,641,0,-873
91,1554.265099653209,0.9735319677575571,0,0,99,192,99,192,99,192,99,192,99,192,99,192,-632,-294,19,664,19,664,0,-876
92,1504.5012462607,0.9738384395009231,0,0,81,198,81,198,81,198,81,198,81,198,81,198,-621,-275,14,650,14,650,0,-826
93,1522.332749434236,0.9741492792064866,0,1,93,228,93,228,93,228,93,228,93,228,93,228,-602,-242,14,637,14,637,0,-849
94,1522.572165777373,0.9739100725457247,0,0,88,226,88,226,88,226,88,226,88,226,88,226,-599,-249,11,641,11,641,0,-850
95,1559.3344734212733,0.9729550023388246,1,1,89,218,89,218,89,218,89,218,89,218,89,218,-612,-254,16,673,16,673,0,-868
96,1537.8592263272994,0.9732723252501191,0,0,94,212,94,212,94,212,94,212,94,212,94,212,-601,-241,10,652,10,652,0,-879
97,1537.3210464961442,0.9729239593082036,1,1,72,165,72,165,72,165,72,165,72,165,72,165,-665,-306,12,674,12,674,0,-851
98,1548.595169823282,0.9734902149641175,0,1,93,173,93,173,93,173,93,173,93,173,93,173,-643,-284,11,658,11,658,0,-898
99,1684.027612600221,0.971552345146711,1,1,105,203,105,203,105,203,105,203,105,203,105,203,-685,-272,19,723,19,723,0,-966
100,1738.9350189124377,0.9712999997044719,1,1,104,208,104,208,104,208,104,208,104,208,104,208,-715,-291,19,759,19,759,0,-975
101,1803.6488017349718,0.9713231622518848,1,1,125,221,125,221,125,221,125,221,125,221,125,221,-757,-300,17,761,17,761,0,-1022
102,1890.1214246709126,0.9711897452463507,1,1,132,184,132,184,132,184,132,184,132,184,132,184,-847,-385,17,787,17,787,0,-1077
103,1834.8648451589015,0.9741211029404125,0,0,104,182,104,182,104,182,104,182,104,182,104,182,-798,-364,19,793,19,793,0,-1037
104,1729.1995257922088,0.9760903442970352,0,0,102,213,102,213,102,213,102,213,102,213,102,213,-719,-308,19,741,19,741,0,-972
105,1625.4525523681089,0.9799817414970635,0,0,113,263,113,263,113,263,113,263,113,263,113,263,-604,-244,17,663,17,663,0,-920
106,1766.300370831643,0.9741877487384455,1,1,116,210,116,210,116,210,116,210,116,210,116,210,-736,-348,18,746,18,746,0,-999
107,1669.60803783403,0.975480461655443,0,0,94,241,94,241,94,241,94,241,94,241,94,241,-654,-241,23,723,23,723,0,-924
108,1526.112708812819,0.9788277651016674,0,0,98,235,98,235,98,235,98,235,98,235,98,235,-549,-200,19,641,19,641,0,-881
109,1573.5485375418198,0.9719685831011408,0,0,94,218,94,218,94,218,94,218,94,218,94,218,-626,-237,14,679,14,679,0,-876
110,1611.6085132562437,0.9712057310471254,0,0,89,239,89,239,89,239,89,239,89,239,89,239,-585,-187,20,710,20,710,0,-906
111,1642.7172611256021,0.9709768886188679,1,1,71,254,71,254,71,254,71,254,71,254,71,254,-605,-171,13,737,13,737,0,-894
112,1661.8375371858706,0.969166515516754,0,0,66,323,66,323,66,323,66,323,66,323,66,323,-531,-67,14,724,14,724,0,-880
113,1338.410251006768,0.9731750567793096,0,0,83,210,83,210,83,210,83,210,83,210,83,210,-483,-150,15,578,15,578,0,-749
114,1383.2020821268309,0.9717037015110814,0,0,70,248,70,248,70,248,70,248,70,248,70,248,-464,-100,14,604,14,604,0,-748
115,1387.8757148966906,0.9697177493133923,0,0,78,262,78,262,78,262,78,262,78,262,78,262,-417,-61,15,609,15,609,0,-747
116,1145.5631802742266,0.9735275434352682,0,0,71,182,71,182,71,182,71,182,71,182,71,182,-413,-137,13,490,13,490,0,-643
117,1086.7175345967323,0.9740611188897769,0,0,73,174,73,174,73,174,73,174,73,174,73,174,-378,-129,10,460,10,460,0,-620
118,1033.6730624331854,0.973558556459394,0,0,63,181,63,181,63,181,63,181,63,181,63,181,-359,-105,8,439,8,439,0,-568
119,1031.039766449384,0.9733897590262324,0,0,75,160,75,160,75,160,75,160,75,160,75,160,-364,-139,12,436,12,436,0,-586
120,975.5316499222359,0.9744864167875196,0,0,71,153,71,153,71,153,71,153,71,153,71,153,-350,-137,15,411,15,411,0,-549
121,972.0488670843663,0.9718188552535332,0,0,68,149,68,149,68,149,68,149,68,149,68,149,-360,-140,14,412,14,412,0,-543
122,950.8275343089302,0.9726806717537791,0,0,64,145,64,145,64,145,64,145,64,145,64,145,-346,-125,16,405,16,405,0,-538
123,892.6287022048978,0.9732681756941994,0,0,51,129,51,129,51,129,51,129,51,129,51,129,-347,-137,8,386,8,386,0,-494
124,906.0893995627583,0.9729355462050508,0,0,65,145,65,145,65,145,65,145,65,145,65,145,-327,-132,12,382,12,382,0,-503
125,896.9470441447477,0.9732879644293522,1,1,58,132,58,132,58,132,58,132,58,132,58,132,-349,-146,11,383,11,383,0,-493
126,850.7208707913542,0.9746340094728472,0,0,62,110,62,110,62,110,62,110,62,110,62,110,-333,-153,12,364,12,364,0,-478
127,847.3263833966224,0.9743640925410394,0,0,52,118,52,118,52,118,52,118,52,118,52,118,-334,-146,15,362,15,362,0,-472
128,843.764185065946,0.9746392898666061,1,0,57,109,57,109,57,109,57,109,57,109,57,109,-335,-161,15,363,15,363,0,-468
129,806.5562596620275,0.9779319916631491,1,1,48,94,48,94,48,94,48,94,48,94,48,94,-344,-181,9,343,9,343,0,-444
130,812.5915333056332,0.9775741683317976,0,0,52,105,52,105,52,105,52,105,52,105,52,105,-332,-163,9,344,9,344,0,-452
131,862.9049773874294,0.9762937463166368,1,1,65,125,65,125,65,125,65,125,65,125,65,125,-328,-152,14,360,14,360,0,-485
132,852.4130454187101,0.9766259961359891,1,0,54,125,54,125,54,125,54,125,54,125,54,125,-329,-148,14,360,14,360,0,-475
133,851.7159150796703,0.975752383049399,1,0,57,121,57,121,57,121,57,121,57,121,57,121,-335,-155,12,361,12,361,0,-470
134,877.0410480701573,0.975164232062253,0,1,62,133,62,133,62,133,62,133,62,133,62,133,-319,-137,18,370,18,370,0,-495
135,871.4918244022717,0.9760605465388615,0,0,55,148,55,148,55,148,55,148,55,148,55,148,-315,-124,14,359,14,359,0,-487
136,830.7689209401132,0.9765524709040222,1,0,53,136,53,136,53,136,53,136,53,136,53,136,-311,-123,12,350,12,350,0,-453
137,894.5048909871874,0.975851656096154,0,1,80,157,80,157,80,157,80,157,80,157,80,157,-293,-111,17,352,17,352,0,-517
138,843.8133679908135,0.9770622250813626,1,0,46,142,46,142,46,142,46,142,46,142,46,142,-309,-111,13,364,13,364,0,-453
139,837.6866956088057,0.9779509813245859,1,1,51,124,51,124,51,124,51,124,51,124,51,124,-315,-136,13,357,13,357,0,-470
140,869.888498601976,0.9781729876984195,1,1,60,121,60,121,60,121,60,121,60,121,60,121,-331,-151,16,369,16,369,0,-492
141,897.1226226107555,0.9773417320338603,1,1,69,118,69,118,69,118,69,118,69,118,69,118,-351,-169,15,371,15,371,0,-515
142,907.1372553257859,0.977063732527702,1,1,62,122,62,122,62,122,62,122,62,122,62,122,-375,-179,15,383,15,383,0,-494
143,940.8347357533097,0.9771542598846263,1,1,68,118,68,118,68,118,68,118,68,118,68,118,-386,-190,17,396,17,396,0,-524
144,1174.6331342168073,0.9760820647116021,1,1,83,95,83,95,83,95,83,95,83,95,83,95,-536,-282,13,490,13,490,0,-661
145,1285.1155590062708,0.9752965314542685,1,1,74,134,74,134,74,134,74,134,74,134,74,134,-583,-273,12,548,12,548,0,-704
146,1291.3899488535599,0.9747050007269535,0,0,76,115,76,115,76,115,76,115,76,115,76,115,-574,-282,13,562,13,562,0,-716
147,1295.95215961084,0.9738402725548095,0,0,65,131,65,131,65,131,65,131,65,131,65,131,-566,-243,14,577,14,577,0,-711
148,1344.5791163036856,0.9745081629334608,1,1,91,164,91,164,91,164,91,164,91,164,91,164,-519,-197,15,581,15,581,0,-783
149,1380.0318836896486,0.9729380554131914,1,1,74,184,74,184,74,184,74,184,74,184,74,184,-542,-181,11,610,11,610,0,-773
150,1378.3145504564625,0.9731015892282383,1,1,71,168,71,168,71,168,71,168,71,168,71,168,-538,-195,15,623,15,623,0,-772
151,1155.8507689143958,0.9734356555875316,0,0,69,178,69,178,69,178,69,178,69,178,69,178,-415,-140,14,500,14,500,0,-652
152,1165.0935584750266,0.970912826379181,0,0,60,189,60,189,60,189,60,189,60,189,60,189,-424,-130,14,508,14,508,0,-639
153,1127.4085328752838,0.972941878832907,1,0,64,173,64,173,64,173,64,173,64,173,64,173,-416,-152,11,493,11,493,0,-620
154,1180.87171191455,0.971696778771961,0,1,78,200,78,200,78,200,78,200,78,200,78,200,-411,-138,13,499,13,499,0,-657
155,1115.378411123328,0.9733855584710635,1,0,89,165,89,165,89,165,89,165,89,165,89,165,-421,-182,16,450,16,450,0,-646
156,1086.5794954811176,0.9742171994010382,1,0,58,142,58,142,58,142,58,142,58,142,58,142,-454,-209,9,466,9,466,0,-596
157,1100.2558793298947,0.9738032118552149,0,0,88,157,88,157,88,157,88,157,88,157,88,157,-410,-196,14,452,14,452,0,-633
158,1047.3122743480094,0.9736238074923664,0,0,59,153,59,153,59,153,59,153,59,153,59,153,-422,-183,14,449,14,449,0,-566
159,1029.8970822368613,0.9735464773268553,0,0,70,142,70,142,70,142,70,142,70,142,70,142,-397,-179,15,442,15,442,0,-574
160,1061.6807429731407,0.9730712257816214,1,1,69,135,69,135,69,135,69,135,69,135,69,135,-429,-207,13,447,13,447,0,-602
161,1058.5527856465164,0.9723658397171608,0,0,70,163,70,163,70,163,70,163,70,163,70,163,-401,-171,15,446,15,446,0,-586
162,1015.5333574038816,0.972343401703799,0,0,82,161,82,161,82,161,82,161,82,161,82,161,-381,-168,15,411,15,411,0,-569
163,1115.5240920751107,0.9717756180556877,1,1,86,159,86,159,86,159,86,159,86,159,86,159,-448,-227,17,440,17,440,0,-639
164,1202.8748895874417,0.9711204121015056,1,1,98,141,98,141,98,141,98,141,98,141,98,141,-499,-281,15,481,15,481,0,-692
165,1305.7224054139533,0.9714036614526532,1,1,89,177,89,177,89,177,89,177,89,177,89,177,-533,-248,14,531,14,531,0,-748
166,1364.8703235106257,0.9715774776014399,1,1,91,178,91,178,91,178,91,178,91,178,91,178,-568,-264,10,576,10,576,0,-753
167,1391.416185043138,0.9702403280011908,0,0,79,188,79,188,79,188,79,188,79,188,79,188,-582,-251,15,597,15,597,0,-756
168,1390.0622288228683,0.9706549702331748,0,1,84,187,84,187,84,187,84,187,84,187,84,187,-580,-251,12,585,12,585,0,-772
169,1386.318505971842,0.9688969692879753,0,0,73,201,73,201,73,201,73,201,73,201,73,201,-561,-209,12,602,12,602,0,-751
170,1296.020833165887,0.9697601287629554,0,0,81,171,81,171,81,171,81,171,81,171,81,171,-516,-210,15,552,15,552,0,-738
171,1337.2946571343205,0.9705149188568262,1,1,109,171,109,171,109,171,109,171,109,171,109,171,-510,-200,17,543,17,543,0,-807
172,1424.5518593578824,0.9684274947495417,1,1,111,179,111,179,111,179,111,179,111,179,111,179,-573,-234,14,587,14,587,0,-831
173,1442.27667248694,0.9675812641886613,1,1,95,185,95,185,95,185,95,185,95,185,95,185,-620,-250,8,603,8,603,0,-804
174,1546.8390349354388,0.9662422092113947,1,1,97,159,97,159,97,159,97,159,97,159,97,159,-713,-321,18,646,18,646,0,-859
175,1576.3356241613014,0.9667111067608016,1,1,105,174,105,174,105,174,105,174,105,174,105,174,-710,-312,16,656,16,656,0,-880
176,1593.457875188422,0.9650086430775584,0,0,71,176,71,176,71,176,71,176,71,176,71,176,-736,-314,13,694,13,694,0,-848
177,1647.4498474915708,0.9649324171698986,0,1,109,194,109,194,109,194,109,194,109,194,109,194,-714,-318,21,697,21,697,0,-913
178,1510.515143916141,0.9675395693970148,0,0,94,184,94,184,94,184,94,184,94,184,94,184,-666,-305,14,625,14,625,0,-841
179,1484.288718545014,0.9687253085957988,0,0,109,212,109,212,109,212,109,212,109,212,109,212,-588,-245,14,607,14,607,0,-848
180,1514.3701661086698,0.9691042919763296,1,1,94,228,94,228,94,228,94,228,94,228,94,228,-594,-235,18,638,18,638,0,-840
181,1509.870524250341,0.9690494052746965,0,0,106,232,106,232,106,232,106,232,106,232,106,232,-552,-199,14,622,14,622,0,-878
182,1570.3626969588904,0.9686140337468677,1,1,89,239,89,239,89,239,89,239,89,239,89,239,-594,-205,14,677,14,677,0,-874
183,1745.5884394667605,0.9671401076303304,1,1,117,255,117,255,117,255,117,255,117,255,117,255,-671,-237,22,742,22,742,0,-983
184,1834.2734256375193,0.9680622349101189,1,1,124,270,124,270,124,270,124,270,124,270,124,270,-696,-245,18,765,18,765,0,-1058
185,1866.6737797483522,0.9684498012405012,1,1,116,264,116,264,116,264,116,264,116,264,116,264,-742,-273,12,789,12,789,0,-1056
186,1887.7958046356603,0.9675117895922553,0,0,112,280,112,280,112,280,112,280,112,280,112,280,-732,-269,19,807,19,807,0,-1052
187,2023.4102401638675,0.968504557449341,1,1,130,285,130,285,130,285,130,285,130,285,130,285,-773,-286,19,852,19,852,0,-1172
188,2096.070609497686,0.9685980176527457,1,1,133,253,133,253,133,253,133,253,133,253,133,253,-888,-374,18,884,18,884,0,-1188
189,2310.6252400594954,0.9695233179622633,1,1,188,310,188,310,188,310,188,310,188,310,188,310,-905,-353,22,929,22,929,0,-1371
190,2496.0901426030273,0.9692551878581378,1,1,166,308,166,308,166,308,166,308,166,308,166,308,-1020,-392,23,1058,23,1058,0,-1436
191,2590.213697747736,0.9695942778791277,1,1,160,296,160,296,160,296,160,296,160,296,160,296,-1151,-472,19,1088,19,1088,0,-1454
192,2671.5637742715408,0.9679224693291375,0,0,155,333,155,333,155,333,155,333,155,333,155,333,-1140,-430,21,1147,21,1147,0,-1487
193,2752.3522666984327,0.9670386628143126,1,1,164,362,164,362,164,362,164,362,164,362,164,362,-1165,-417,24,1182,24,1182,0,-1517
194,2711.088342345192,0.9683704057407695,0,0,153,331,153,331,153,331,153,331,153,331,153,331,-1139,-465,25,1178,25,1178,0,-1504
195,2665.4243564580856,0.9687868483569662,0,0,138,364,138,364,138,364,138,364,138,364,138,364,-1088,-382,19,1148,19,1148,0,-1493
196,2527.95154225709,0.9700930972390873,0,0,136,382,136,382,136,382,136,382,136,382,136,382,-981,-348,22,1081,22,1081,0,-1408
197,2364.6946948813497,0.9713933575216048,0,0,141,389,141,389,141,389,141,389,141,389,141,389,-840,-262,25,995,25,995,0,-1345
198,2068.2470838852887,0.9727467495123703,0,0,99,405,99,405,99,405,99,405,99,405,99,405,-661,-114,19,889,19,889,0,-1097
199,1871.3962701683467,0.9741460899762735,0,0,82,349,82,349,82,349,82,349,82,349,82,349,-601,-126,18,828,18,828,0,-991
200,1908.0550306529422,0.9715042261286344,0,1,101,324,101,324,101,324,101,324,101,324,101,324,-673,-188,17,826,17,826,0,-1047
201,1728.6488943680843,0.9726955500584513,0,0,88,301,88,301,88,301,88,301,88,301,88,301,-607,-170,15,751,15,751,0,-934
202,1550.9748547284705,0.9750478121861441,0,0,79,224,79,224,79,224,79,224,79,224,79,224,-591,-226,20,678,20,678,0,-864
203,1644.0614343752486,0.9765515891702391,1,1,121,258,121,258,121,258,121,258,121,258,121,258,-589,-239,17,664,17,664,0,-964
204,1853.1457039315608,0.9775661318725549,1,1,170,294,170,294,170,294,170,294,170,294,170,294,-633,-300,15,693,15,693,0,-1136
