Graph Number,Average Node Degree,Unique Degree Count,Degree Centrality,Assortivity Coefficient,Clustering Coefficient,Density,Number of Weakly Connected Components,Number of Strongly Connected Components,Number of Nodes,Number of Edges,Eigenvalue_1,Eigenvalue_2,Eigenvalue_3,Eigenvalue_4,Eigenvalue_5
23,1.5391221374045803,17,0.0007346645047277232,-0.1905786158247621,0.015437356017858513,0.00036733225236386163,574,2066,2096,1613,1.7099759466766973,1.4655712318767662,1.2599210498948756,1.2599210498948734,-1.0000000000000009
24,1.5762118940529735,16,0.000788105947026487,-0.19259016758273864,0.01220039715294655,0.00039405297351324337,556,1926,2001,1577,4.949232003839768,-4.949232003839764,1.4655712318767686,1.3247179572447474,1.2599210498948732
25,1.5575692963752665,16,0.0008307036247334756,-0.1876982195004228,0.013019959934461003,0.00041535181236673774,527,1792,1876,1461,4.7144579696483895,-4.7144573206093945,1.4584068676475215,1.3247179572447463,1.2599210498948512
26,1.561965811965812,17,0.0008348294024403056,-0.18744539098047402,0.012994144171842767,0.00041741470122015286,528,1788,1872,1462,4.6286381131594725,-4.628636993261552,1.5800910500206662,1.324717957244747,1.1262401190916955
27,1.5771305285868393,18,0.0008511227893075227,-0.19498501739441607,0.01364007307483571,0.00042556139465376125,504,1774,1854,1462,4.641191882750428,-4.641191300583406,1.583594580286824,1.3247179572447456,1.092802623571676
28,1.5246679316888045,18,0.0007236202808205052,-0.1703445282693483,0.012156099727423028,0.0003618101404102526,613,2025,2108,1607,4.641191882750426,-4.641191300583407,1.6180339887498967,1.583594580286828,1.3247179572447465
29,1.5356009070294785,17,0.0006967336238790736,-0.1639973964538426,0.011241393781591589,0.00034836681193953684,635,2125,2205,1693,4.890603425183824,-4.890310694090404,1.6180339887498971,1.5855280558699925,1.3247179572447427
30,1.5386004514672686,18,0.0006949414866609162,-0.1629235023898515,0.010708939005227075,0.0003474707433304581,631,2132,2215,1704,4.907836234032682,-4.907119067639109,1.7059773666502667,1.6180339887498967,1.324717957244747
31,1.4910251296370163,16,0.0005949820948272211,-0.12904287456348953,0.012301965551270612,0.0002974910474136106,749,2444,2507,1869,3.853334334733242,-3.8496181146216224,1.8054743470793322,1.6180339887498967,-1.4142135623730958
32,1.5071915215745648,17,0.0005706897090399715,-0.1344921371725267,0.011736691189208434,0.00028534485451998573,778,2573,2642,1991,3.98168746314674,-3.97915759647338,1.700527232315133,1.4422495703074114,1.4142135623730954
33,1.4992458521870287,18,0.0005655397405458426,-0.1363004988454369,0.01043391657848902,0.00028276987027292126,781,2588,2652,1988,4.1625557007369745,-4.133100760023919,1.440059575242552,-1.4142135623730951,1.414213562373095
34,1.492537313432836,18,0.0005714155105026172,-0.13168304867249225,0.011610513844671542,0.00028570775525130855,778,2551,2613,1950,3.828964639543549,-3.7935616099231693,1.5835442915073294,1.4422495703074116,-1.4142135623730951
35,1.51283129995793,16,0.000636713510083304,-0.14729683007976382,0.011781627997784053,0.000318356755041652,694,2314,2377,1798,3.864138835956932,-3.794033943045449,1.5798752040256017,1.4422495703074079,1.2599210498948732
36,1.5254848894903021,16,0.0006883957082537464,-0.15468599727578358,0.013834920125079883,0.00034419785412687326,641,2154,2217,1691,3.8284700671874163,-3.7574499042805165,1.7048806702547654,1.2599210498948739,1.2599210498948739
37,1.5156777616980222,16,0.0007315047112442191,-0.15194657357846703,0.01640407710996541,0.0003657523556221096,604,2019,2073,1571,3.420216596740761,-3.3325107998001426,1.9129311827723894,1.4422495703074083,1.0000000000000018
38,1.541795665634675,13,0.0009552637333548171,-0.1685698788041562,0.014760218178504843,0.0004776318666774086,450,1568,1615,1245,2.995729626051447,-2.8699426432984483,1.6899811233993127,1.6716998816571609,1.0
39,1.5537742150968603,14,0.001038619127738543,-0.16379710125806568,0.01934481137091004,0.0005193095638692715,414,1445,1497,1163,2.6825589364794538,-2.4213030964179327,2.099458789863642,1.6716998816571622,1.618033988749895
40,1.5756331279945244,13,0.0010792007725989891,-0.17287022927981233,0.01936534927076609,0.0005396003862994947,394,1414,1461,1151,2.4887531450921143,-2.1072770382972745,1.9496645122309346,1.6716998816571633,1.6180339887498953
41,1.6146540027137042,14,0.0010961670079522772,-0.18718594067904767,0.023266863114142167,0.0005480835039761386,382,1414,1474,1190,2.705969853589843,-2.3102676646024056,1.8299861418548504,1.808434002511501,1.618033988749896
42,1.6377952755905512,14,0.0011732057848069849,-0.1931493942140291,0.02622264038433124,0.0005866028924034926,349,1329,1397,1144,2.914289784899852,-2.6798968512137082,2.13252937964668,1.837801846382848,1.6180339887498916
43,1.6266866566716642,14,0.0012203200725218787,-0.19049262610655493,0.021213430691970236,0.0006101600362609393,334,1278,1334,1085,2.667700756254759,-2.4330047900102274,2.0025406445630733,1.6636776543965344,1.6180339887498945
44,1.622154779969651,15,0.0012317044646694387,-0.1953259556193668,0.018435766673310018,0.0006158522323347195,330,1265,1318,1069,2.6320286434807807,-2.4330649169503125,1.8933846431904273,1.6636776543965373,1.6180339887498965
45,1.6182634730538923,16,0.0012121823768193951,-0.2029512858320157,0.01743966806840513,0.0006060911884096975,334,1288,1336,1081,2.4810668610550004,-2.3550893321211643,1.9182595877511321,1.618033988749895,1.445844661882661
46,1.6125,14,0.0012607505863956214,-0.2044283052749214,0.014071095822622354,0.0006303752931978108,325,1234,1280,1032,2.7316963458485386,-2.6231224104636954,1.3953369944670755,1.3078891284306455,1.0350776082277835
47,1.5886850152905199,14,0.0012155202871388829,-0.19361412762362745,0.013263084651336582,0.0006077601435694414,345,1262,1308,1039,2.6987483700092487,-2.5520139669698256,1.4220457544863416,1.324717957244745,1.2207440846057587
48,1.5829596412556053,13,0.0011839638304080818,-0.1959048000994992,0.013711955966814907,0.0005919819152040409,358,1297,1338,1059,2.683792288066841,-2.6078797606768815,1.578406371477143,1.5213797068045685,1.2207440846057587
49,1.5669398907103824,14,0.00107104572160655,-0.18982768467026348,0.013256499528846286,0.000535522860803275,400,1424,1464,1147,2.223574626918765,-2.107213057647556,1.521379706804566,1.521379706804566,1.2394766966848487
50,1.5678524374176548,16,0.00103352171220676,-0.18367446467778856,0.014644576725247266,0.0005167608561033799,415,1469,1518,1190,2.622462898806063,-2.53841936026589,1.7772220437751136,1.2627950409547468,1.2620138260223595
51,1.5864615384615384,15,0.0009768851837817355,-0.1952067626697914,0.013675885836102724,0.0004884425918908678,433,1573,1625,1289,3.0277377013798685,-2.9675992528873705,1.9269339942721404,1.2640897086885199,1.2614374186075612
52,1.5744186046511628,17,0.000915892149302596,-0.18863953362106084,0.01700342434875684,0.0004579460746512981,479,1655,1720,1354,3.1800072670685062,-3.0723087272356833,2.1939259994226967,1.4057247674798559,1.2659636838809953
53,1.5348837209302326,16,0.0008116783294184202,-0.17601967034816596,0.012989862834236603,0.0004058391647092101,548,1832,1892,1452,2.9698224012194947,-2.9083920163904287,2.1421143200066846,1.4945301804796696,1.39161502885296
54,1.6015108593012275,17,0.0007565001697218838,-0.16962866345356262,0.013431979129076536,0.0003782500848609418,584,2047,2118,1696,3.3261026731456096,-3.278045483984918,2.2249517521505706,1.4764385086007,-1.4606248948225513
55,1.6261203585147248,18,0.0006943297858730678,-0.1749294314219929,0.015365682347185935,0.00034716489293653386,656,2260,2343,1905,3.6258087025960593,-3.5853251016200813,2.076148436778105,1.5952932259344696,1.5787510468787573
56,1.647108843537415,16,0.0007005992528870331,-0.17600145115594207,0.020974820769240333,0.00035029962644351657,650,2159,2352,1937,3.823003262089298,-3.7770184699568126,2.5661721526804064,2.3477599577571477,-1.7538811960197873
57,1.6767432486900444,15,0.0006761061486653404,-0.1868695321986193,0.025370051186109768,0.0003380530743326702,661,2265,2481,2080,3.6960779929679832,-3.5933877852600338,2.5966883333497415,2.346501618461519,-1.7326602451433417
58,1.6615017878426699,17,0.0006603743194923172,-0.18212743677742177,0.021034795098212045,0.00033018715974615854,680,2309,2517,2091,3.532798490952827,-3.4245459760417747,2.6121115690023933,2.3211971081773726,-1.708076292014543
59,1.6657381615598885,17,0.0006631123254617391,-0.18362269607787327,0.020205096095260024,0.0003315561627308695,682,2299,2513,2093,3.7287849275967044,-3.6651482655184804,2.642395232398293,2.2617493988662654,-1.682756546181472
60,1.6926179911254537,17,0.0006830581077988111,-0.18858594651947777,0.025968839809292366,0.00034152905389940553,655,2247,2479,2098,3.8513274488086844,-3.7772238252903207,2.6631747751826893,2.3598521940925203,1.933629289921411
61,1.6418918918918919,16,0.0006936594389065872,-0.17357922880191912,0.052160814137999674,0.0003468297194532936,651,2181,2368,1944,4.462698034141103,-3.6526289909049763,3.631062906000465,2.262445982870897,-2.187958469488648
62,1.6098020735155514,16,0.0007589825900591944,-0.1665296604748969,0.03315001223246717,0.0003794912950295972,581,1989,2122,1708,3.6215869610850953,-3.50642215775435,3.234073164113254,1.832082135272333,1.674468600031504
63,1.6416906820365034,18,0.0007888950898781852,-0.1785365675366577,0.0339018694018881,0.0003944475449390926,552,1953,2082,1709,3.706523649083481,-3.6615535358017643,3.481458069685421,1.9398922193984576,-1.761982029137219
64,1.629080118694362,16,0.0008060762586315499,-0.18529783452166973,0.028311651500177754,0.00040303812931577487,550,1889,2022,1647,4.109292108602524,-4.0674838920398,3.2114805458922824,1.8128606507983338,-1.6096165898609245
65,1.6506639427987742,16,0.0008434665011746419,-0.20949198904847013,0.027194536816179525,0.00042173325058732095,522,1825,1958,1616,4.193673782162123,-4.108358379621601,3.024681166496883,1.793812385799509,-1.5164600778868063
66,1.6412649040953862,16,0.0008512784772278973,-0.2098793633590507,0.031040627465331615,0.0004256392386139487,519,1791,1929,1583,4.0681352136714075,-3.947099604525029,3.15079876225676,1.8234650835662842,-1.585824563642142
67,1.6125933831376735,15,0.0008609681703885067,-0.2115827775667732,0.025740668980232282,0.0004304840851942535,515,1770,1874,1511,3.853990716145358,-3.72004897148826,2.9894892772031025,1.5698979148368228,-1.5066031756299183
68,1.6713973799126638,16,0.0009128330856977956,-0.2338819720748194,0.03329592080271465,0.0004564165428488978,460,1710,1832,1531,4.005045956068783,-3.7956157811286904,3.4829657137221393,-1.7872463467898925,-1.7872463467898925
69,1.6524590163934427,16,0.0009034767722216744,-0.23440216852127205,0.03189463412997643,0.00045173838611083724,463,1720,1830,1512,3.7952122474627337,-3.656657731060701,3.2470941856100253,-1.654006419089856,-1.654006419089856
70,1.6515486725663717,14,0.0009139727020289827,-0.24579332037964807,0.025961608304428688,0.00045698635101449134,451,1708,1808,1493,4.211766488085062,-4.166052308571248,3.0105889469124096,1.5396133460819785,-1.5072663883071735
71,1.6403857061826432,15,0.0009309794019197747,-0.24519912411541717,0.023875501674294742,0.0004654897009598874,445,1659,1763,1446,4.438133666427384,-4.373901015324629,2.843781279226261,1.5857323772612717,-1.4219076560742323
72,1.6308871851040525,16,0.0008936368137556453,-0.22475740562454996,0.02827612874426179,0.00044681840687782264,471,1715,1826,1489,4.345158368079232,-4.313562446533053,3.2335841014367652,-1.61745403604192,-1.61745403604192
73,1.6461211477151967,17,0.0008751308600293443,-0.23501900394735892,0.029040129957054413,0.00043756543001467215,474,1764,1882,1549,4.382707726492466,-4.354084364097578,3.2685631706568317,-1.6345863625960124,-1.6345863625960124
74,1.6597077244258873,18,0.0008666881067498105,-0.23204144219240536,0.031748048620622374,0.0004333440533749053,477,1784,1916,1590,4.803133143322543,-4.779908688973043,3.360523684298037,-1.6803784504720012,-1.6803784504720012
75,1.614382490880667,16,0.0008417009858606189,-0.20666385376292926,0.026154621498686664,0.00042085049293030943,501,1803,1919,1549,4.814178090103639,-4.791298539231405,2.9601731770017548,1.7002698527085789,1.5416516841045234
76,1.6232629953679876,17,0.0008358717792832069,-0.21242053587474605,0.031150290744449978,0.0004179358896416034,506,1803,1943,1577,4.90374999744395,-4.880915088364085,3.1711585835448974,1.7584843089904856,-1.5856942457893317
77,1.6238437821171634,16,0.0008348811219111379,-0.22117687414703824,0.03166680529872035,0.000417440560955569,495,1825,1946,1580,-4.543619638822114,4.543619638822105,3.174927884415358,1.6803214056946074,-1.5874473671952773
