Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
1282.0,110.0,1241.0,3.0,125.0,13.0
1224.0,126.0,1203.0,5.0,137.0,9.0
1321.0,187.0,1198.0,8.0,204.0,99.0
1381.0,169.0,1344.0,12.0,196.0,6.0
1449.0,153.0,1416.0,9.0,169.0,18.0
1491.0,188.0,1457.0,10.0,208.0,23.0
1574.0,323.0,1519.0,11.0,391.0,23.0
1835.0,309.0,1855.0,11.0,336.0,21.0
2052.0,252.0,2095.0,8.0,272.0,31.0
2056.0,239.0,2114.0,9.0,296.0,22.0
2142.0,228.0,2234.0,5.0,254.0,17.0
2241.0,250.0,2331.0,4.0,258.0,10.0
2322.0,185.0,2382.0,9.0,183.0,22.0
2193.0,164.0,2176.0,3.0,175.0,146.0
2070.0,185.0,2089.0,3.0,213.0,19.0
2009.0,193.0,1997.0,5.0,227.0,15.0
1963.0,202.0,1924.0,5.0,232.0,16.0
1979.0,219.0,1916.0,6.0,256.0,26.0
2050.0,294.0,1964.0,7.0,305.0,37.0
2267.0,292.0,2137.0,7.0,348.0,83.0
2376.0,207.0,2293.0,7.0,223.0,33.0
2539.0,414.0,2408.0,18.0,412.0,67.0
2884.0,362.0,2753.0,9.0,398.0,106.0
3104.0,316.0,3057.0,13.0,369.0,27.0
3253.0,277.0,3218.0,6.0,339.0,22.0
3325.0,239.0,3274.0,12.0,283.0,39.0
3217.0,247.0,3165.0,8.0,260.0,47.0
3265.0,251.0,3232.0,6.0,290.0,47.0
2951.0,150.0,2991.0,6.0,157.0,16.0
2621.0,119.0,2666.0,0.0,134.0,21.0
2363.0,106.0,2379.0,3.0,114.0,15.0
2142.0,113.0,2091.0,2.0,116.0,15.0
1866.0,99.0,1765.0,4.0,101.0,23.0
1653.0,173.0,1493.0,5.0,205.0,19.0
1478.0,129.0,1325.0,8.0,152.0,14.0
1452.0,136.0,1317.0,7.0,169.0,5.0
1462.0,105.0,1321.0,2.0,135.0,13.0
1456.0,141.0,1333.0,8.0,178.0,10.0
1469.0,98.0,1384.0,1.0,128.0,8.0
1514.0,148.0,1423.0,5.0,187.0,15.0
1513.0,160.0,1412.0,7.0,205.0,8.0
1546.0,101.0,1469.0,2.0,118.0,12.0
1509.0,124.0,1426.0,3.0,150.0,12.0
1525.0,112.0,1453.0,1.0,143.0,8.0
1487.0,100.0,1423.0,2.0,132.0,12.0
1515.0,111.0,1454.0,0.0,142.0,15.0
1467.0,131.0,1415.0,3.0,160.0,21.0
1404.0,176.0,1385.0,14.0,178.0,9.0
1475.0,152.0,1449.0,6.0,153.0,14.0
1511.0,137.0,1461.0,4.0,143.0,15.0
1540.0,134.0,1464.0,3.0,155.0,81.0
1573.0,150.0,1551.0,7.0,161.0,17.0
1611.0,141.0,1576.0,5.0,163.0,15.0
1702.0,336.0,1612.0,22.0,392.0,24.0
1917.0,238.0,1866.0,6.0,302.0,20.0
2073.0,231.0,2070.0,2.0,288.0,26.0
2218.0,261.0,2232.0,13.0,316.0,22.0
2306.0,271.0,2359.0,10.0,329.0,41.0
2463.0,233.0,2578.0,8.0,305.0,12.0
2551.0,196.0,2708.0,10.0,220.0,9.0
2367.0,237.0,2475.0,10.0,267.0,14.0
2385.0,273.0,2423.0,14.0,290.0,14.0
2426.0,328.0,2399.0,12.0,388.0,26.0
2479.0,248.0,2472.0,4.0,304.0,13.0
2421.0,196.0,2394.0,10.0,238.0,14.0
2431.0,305.0,2331.0,6.0,405.0,17.0
2605.0,215.0,2537.0,1.0,290.0,25.0
2644.0,267.0,2548.0,6.0,370.0,21.0
2660.0,298.0,2596.0,14.0,374.0,28.0
2636.0,208.0,2589.0,6.0,250.0,19.0
2716.0,390.0,2571.0,12.0,525.0,30.0
3044.0,473.0,2960.0,21.0,611.0,49.0
3200.0,313.0,3214.0,17.0,401.0,37.0
3289.0,245.0,3349.0,14.0,298.0,21.0
3245.0,217.0,3269.0,6.0,279.0,24.0
3114.0,246.0,3143.0,18.0,296.0,22.0
3153.0,205.0,3201.0,4.0,262.0,17.0
2876.0,214.0,2885.0,7.0,261.0,18.0
2502.0,303.0,2424.0,12.0,384.0,17.0
2384.0,184.0,2342.0,8.0,219.0,10.0
2285.0,216.0,2245.0,3.0,244.0,24.0
2294.0,286.0,2190.0,16.0,311.0,23.0
2336.0,284.0,2206.0,10.0,377.0,44.0
2452.0,306.0,2358.0,7.0,368.0,31.0
2541.0,181.0,2477.0,6.0,219.0,58.0
2453.0,191.0,2373.0,7.0,223.0,65.0
2526.0,218.0,2451.0,7.0,269.0,14.0
2525.0,108.0,2461.0,5.0,130.0,12.0
2366.0,167.0,2250.0,5.0,196.0,17.0
2253.0,273.0,2037.0,9.0,332.0,22.0
2261.0,313.0,2006.0,14.0,388.0,48.0
2365.0,249.0,2168.0,7.0,296.0,24.0
2395.0,237.0,2212.0,9.0,293.0,21.0
2364.0,117.0,2205.0,5.0,125.0,9.0
2348.0,92.0,2181.0,2.0,100.0,9.0
2256.0,103.0,2066.0,7.0,104.0,21.0
1986.0,170.0,1805.0,4.0,196.0,18.0
1761.0,162.0,1559.0,1.0,199.0,11.0
1609.0,160.0,1431.0,7.0,178.0,16.0
1455.0,96.0,1280.0,5.0,100.0,31.0
1448.0,140.0,1293.0,7.0,160.0,23.0
1530.0,150.0,1380.0,5.0,185.0,17.0
1583.0,141.0,1445.0,7.0,169.0,15.0
1559.0,129.0,1421.0,2.0,153.0,16.0
1508.0,111.0,1383.0,5.0,138.0,7.0
1468.0,118.0,1328.0,0.0,147.0,16.0
1495.0,133.0,1363.0,4.0,152.0,14.0
1490.0,94.0,1353.0,3.0,108.0,5.0
1383.0,59.0,1258.0,3.0,68.0,8.0
1260.0,133.0,1138.0,6.0,157.0,2.0
1246.0,88.0,1129.0,0.0,112.0,15.0
1181.0,63.0,1076.0,1.0,80.0,4.0
1090.0,63.0,978.0,2.0,77.0,2.0
958.0,79.0,858.0,6.0,78.0,6.0
906.0,79.0,806.0,2.0,85.0,7.0
942.0,91.0,824.0,3.0,107.0,5.0
897.0,174.0,771.0,1.0,199.0,5.0
971.0,103.0,851.0,3.0,117.0,7.0
1012.0,80.0,890.0,2.0,98.0,13.0
1047.0,93.0,918.0,3.0,112.0,9.0
1083.0,74.0,962.0,1.0,88.0,9.0
1086.0,82.0,965.0,1.0,104.0,7.0
1092.0,77.0,977.0,1.0,96.0,19.0
1037.0,150.0,888.0,4.0,194.0,8.0
1125.0,138.0,969.0,9.0,182.0,14.0
1203.0,137.0,1075.0,9.0,169.0,11.0
1234.0,63.0,1143.0,1.0,67.0,10.0
1262.0,121.0,1134.0,5.0,129.0,18.0
1286.0,63.0,1168.0,4.0,67.0,9.0
1241.0,56.0,1118.0,5.0,57.0,9.0
1099.0,66.0,970.0,1.0,72.0,4.0
976.0,50.0,829.0,2.0,54.0,4.0
835.0,50.0,671.0,2.0,58.0,2.0
839.0,57.0,656.0,1.0,68.0,12.0
732.0,57.0,564.0,1.0,71.0,7.0
717.0,49.0,563.0,1.0,53.0,5.0
722.0,54.0,560.0,2.0,59.0,4.0
697.0,37.0,543.0,3.0,36.0,8.0
700.0,54.0,533.0,1.0,59.0,13.0
720.0,44.0,557.0,0.0,52.0,6.0
677.0,112.0,518.0,3.0,157.0,3.0
738.0,75.0,597.0,6.0,82.0,17.0
780.0,59.0,649.0,2.0,71.0,8.0
800.0,73.0,666.0,1.0,89.0,16.0
839.0,75.0,727.0,2.0,87.0,7.0
859.0,91.0,755.0,2.0,103.0,13.0
915.0,52.0,817.0,1.0,60.0,12.0
870.0,60.0,731.0,1.0,78.0,7.0
824.0,39.0,700.0,0.0,46.0,6.0
779.0,38.0,662.0,0.0,45.0,7.0
737.0,63.0,611.0,1.0,74.0,4.0
741.0,65.0,600.0,0.0,77.0,9.0
729.0,69.0,575.0,6.0,67.0,11.0
781.0,83.0,615.0,4.0,92.0,11.0
814.0,59.0,645.0,1.0,71.0,8.0
877.0,77.0,700.0,7.0,83.0,10.0
936.0,67.0,753.0,2.0,75.0,10.0
941.0,54.0,766.0,1.0,71.0,5.0
901.0,39.0,748.0,2.0,45.0,4.0
901.0,81.0,724.0,7.0,91.0,18.0
882.0,52.0,718.0,3.0,57.0,8.0
906.0,86.0,724.0,6.0,85.0,15.0
899.0,54.0,725.0,2.0,61.0,12.0
884.0,53.0,716.0,3.0,54.0,10.0
883.0,46.0,703.0,2.0,53.0,4.0
900.0,45.0,720.0,1.0,51.0,9.0
781.0,43.0,626.0,1.0,44.0,7.0
761.0,66.0,597.0,3.0,68.0,15.0
689.0,66.0,560.0,6.0,65.0,8.0
682.0,55.0,557.0,3.0,57.0,9.0
683.0,80.0,556.0,1.0,88.0,3.0
707.0,70.0,583.0,4.0,68.0,5.0
763.0,80.0,608.0,9.0,79.0,17.0
822.0,70.0,678.0,1.0,73.0,7.0
845.0,98.0,678.0,2.0,107.0,16.0
899.0,92.0,715.0,0.0,99.0,9.0
981.0,81.0,774.0,2.0,85.0,11.0
1027.0,115.0,792.0,6.0,115.0,9.0
1096.0,95.0,846.0,8.0,90.0,12.0
1126.0,97.0,866.0,11.0,90.0,17.0
1179.0,97.0,903.0,23.0,77.0,13.0
1151.0,97.0,876.0,4.0,103.0,14.0
1148.0,89.0,888.0,6.0,87.0,17.0
1128.0,79.0,886.0,3.0,81.0,11.0
1077.0,72.0,844.0,3.0,76.0,11.0
1100.0,97.0,824.0,9.0,146.0,5.0
1061.0,62.0,846.0,3.0,63.0,4.0
1001.0,78.0,787.0,3.0,77.0,11.0
956.0,47.0,755.0,1.0,53.0,5.0
891.0,54.0,704.0,1.0,59.0,10.0
983.0,73.0,687.0,1.0,74.0,145.0
1172.0,57.0,822.0,1.0,68.0,254.0
1093.0,94.0,991.0,3.0,100.0,26.0
1185.0,93.0,1064.0,2.0,101.0,28.0
1245.0,92.0,1121.0,3.0,107.0,16.0
1364.0,129.0,1206.0,2.0,161.0,10.0
1461.0,101.0,1306.0,1.0,112.0,11.0
1399.0,130.0,1219.0,5.0,144.0,23.0
1275.0,158.0,1087.0,6.0,170.0,16.0
1428.0,264.0,1174.0,9.0,297.0,33.0
1622.0,168.0,1383.0,7.0,193.0,47.0
1727.0,168.0,1514.0,6.0,189.0,13.0
1731.0,128.0,1541.0,4.0,143.0,16.0
1840.0,178.0,1601.0,10.0,196.0,62.0
1884.0,101.0,1694.0,3.0,107.0,28.0
1811.0,122.0,1630.0,2.0,133.0,8.0
1549.0,84.0,1381.0,2.0,93.0,3.0
1416.0,103.0,1239.0,9.0,99.0,18.0
1309.0,122.0,1133.0,5.0,132.0,7.0
1314.0,113.0,1105.0,11.0,136.0,13.0
1141.0,118.0,986.0,7.0,130.0,6.0
1184.0,118.0,992.0,1.0,130.0,47.0
1163.0,106.0,1023.0,2.0,119.0,5.0
1217.0,92.0,1057.0,1.0,104.0,22.0
1186.0,99.0,1048.0,5.0,102.0,9.0
1211.0,123.0,1041.0,1.0,151.0,20.0
1241.0,152.0,1069.0,5.0,162.0,7.0
1318.0,170.0,1119.0,8.0,179.0,20.0
1455.0,303.0,1185.0,6.0,328.0,32.0
1691.0,196.0,1439.0,6.0,192.0,30.0
1868.0,224.0,1560.0,4.0,245.0,60.0
2028.0,153.0,1770.0,24.0,147.0,36.0
2048.0,186.0,1803.0,8.0,197.0,54.0
2126.0,186.0,1906.0,1.0,207.0,38.0
2131.0,108.0,1930.0,4.0,112.0,24.0
1888.0,111.0,1666.0,5.0,119.0,26.0
1784.0,98.0,1576.0,1.0,105.0,19.0
1572.0,94.0,1365.0,5.0,91.0,27.0
1492.0,204.0,1277.0,1.0,211.0,36.0
1485.0,127.0,1277.0,3.0,129.0,57.0
1362.0,94.0,1217.0,1.0,99.0,48.0
1363.0,112.0,1244.0,5.0,109.0,68.0
1352.0,92.0,1285.0,0.0,106.0,21.0
1356.0,118.0,1309.0,6.0,119.0,17.0
1379.0,76.0,1340.0,2.0,89.0,39.0
1249.0,78.0,1206.0,0.0,95.0,13.0
1201.0,62.0,1079.0,2.0,68.0,62.0
1126.0,72.0,1025.0,1.0,84.0,15.0
1039.0,77.0,930.0,5.0,87.0,48.0
1003.0,54.0,942.0,0.0,70.0,8.0
914.0,66.0,852.0,1.0,68.0,10.0
868.0,65.0,796.0,3.0,71.0,11.0
870.0,93.0,786.0,3.0,107.0,22.0
852.0,61.0,788.0,1.0,67.0,10.0
829.0,57.0,763.0,3.0,57.0,11.0
763.0,71.0,681.0,1.0,78.0,15.0
795.0,65.0,706.0,2.0,74.0,14.0
789.0,47.0,731.0,1.0,55.0,6.0
750.0,59.0,697.0,3.0,63.0,2.0
688.0,55.0,614.0,0.0,68.0,16.0
668.0,48.0,615.0,6.0,54.0,9.0
652.0,41.0,618.0,1.0,44.0,4.0
591.0,20.0,567.0,0.0,23.0,2.0
529.0,38.0,496.0,2.0,36.0,4.0
529.0,59.0,470.0,2.0,59.0,10.0
524.0,39.0,476.0,0.0,42.0,3.0
476.0,37.0,418.0,1.0,41.0,5.0
444.0,42.0,386.0,1.0,46.0,2.0
446.0,32.0,380.0,0.0,33.0,9.0
468.0,38.0,398.0,3.0,42.0,5.0
467.0,50.0,398.0,2.0,54.0,7.0
457.0,53.0,393.0,3.0,57.0,3.0
474.0,43.0,409.0,1.0,47.0,9.0
481.0,30.0,418.0,0.0,35.0,8.0
487.0,52.0,412.0,1.0,62.0,12.0
506.0,37.0,448.0,3.0,39.0,7.0
496.0,23.0,443.0,0.0,23.0,8.0
468.0,31.0,419.0,3.0,31.0,6.0
436.0,22.0,390.0,0.0,23.0,7.0
401.0,17.0,360.0,1.0,16.0,5.0
377.0,27.0,341.0,1.0,26.0,7.0
335.0,28.0,291.0,0.0,30.0,7.0
310.0,24.0,269.0,0.0,27.0,1.0
352.0,46.0,291.0,1.0,56.0,17.0
397.0,52.0,341.0,2.0,62.0,10.0
479.0,82.0,402.0,3.0,100.0,14.0
543.0,31.0,500.0,1.0,34.0,5.0
556.0,44.0,509.0,1.0,45.0,15.0
584.0,45.0,552.0,3.0,52.0,11.0
646.0,56.0,604.0,2.0,71.0,13.0
637.0,43.0,613.0,0.0,51.0,8.0
599.0,40.0,583.0,0.0,45.0,11.0
522.0,29.0,514.0,1.0,29.0,11.0
517.0,27.0,509.0,0.0,29.0,4.0
498.0,32.0,482.0,1.0,33.0,5.0
469.0,18.0,442.0,0.0,22.0,14.0
846.0,58.0,380.0,1.0,64.0,439.0
874.0,32.0,821.0,1.0,36.0,16.0
850.0,26.0,814.0,0.0,29.0,3.0
837.0,24.0,801.0,0.0,29.0,9.0
842.0,38.0,809.0,1.0,46.0,4.0
860.0,24.0,818.0,0.0,25.0,17.0
862.0,16.0,825.0,0.0,17.0,5.0
352.0,42.0,334.0,2.0,49.0,14.0
355.0,17.0,348.0,0.0,21.0,15.0
377.0,36.0,358.0,0.0,41.0,19.0
385.0,19.0,378.0,0.0,22.0,6.0
357.0,11.0,353.0,0.0,14.0,8.0
338.0,24.0,329.0,0.0,31.0,4.0
348.0,22.0,336.0,3.0,22.0,4.0
304.0,19.0,288.0,0.0,22.0,2.0
294.0,25.0,274.0,0.0,30.0,3.0
274.0,29.0,253.0,0.0,32.0,8.0
280.0,19.0,268.0,0.0,22.0,5.0
286.0,17.0,272.0,1.0,19.0,8.0
282.0,28.0,270.0,0.0,37.0,7.0
285.0,22.0,285.0,1.0,26.0,7.0
332.0,64.0,338.0,6.0,84.0,7.0
385.0,40.0,420.0,1.0,50.0,14.0
379.0,21.0,431.0,3.0,20.0,5.0
381.0,25.0,433.0,1.0,26.0,5.0
399.0,30.0,445.0,1.0,35.0,12.0
399.0,14.0,455.0,0.0,20.0,6.0
393.0,28.0,450.0,2.0,29.0,5.0
332.0,15.0,354.0,1.0,17.0,5.0
309.0,25.0,293.0,0.0,29.0,10.0
332.0,29.0,313.0,2.0,30.0,6.0
339.0,25.0,325.0,1.0,28.0,0.0
329.0,29.0,305.0,0.0,39.0,3.0
343.0,15.0,317.0,1.0,17.0,3.0
332.0,32.0,301.0,2.0,33.0,3.0
348.0,30.0,307.0,1.0,36.0,4.0
358.0,34.0,307.0,1.0,40.0,9.0
369.0,40.0,317.0,1.0,48.0,13.0
390.0,40.0,351.0,1.0,48.0,9.0
394.0,35.0,360.0,0.0,41.0,10.0
420.0,36.0,387.0,0.0,42.0,10.0
446.0,60.0,399.0,5.0,65.0,9.0
