Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
1824.0,1018.0,878.0,626.0,549.0,18.0
2605.0,348.0,1870.0,128.0,113.0,43.0
2856.0,599.0,2051.0,300.0,85.0,20.0
3326.0,176.0,2361.0,61.0,62.0,4.0
3367.0,233.0,2387.0,79.0,114.0,28.0
3445.0,339.0,2437.0,111.0,181.0,32.0
3642.0,192.0,2622.0,67.0,93.0,14.0
2620.0,97.0,1704.0,29.0,56.0,9.0
2329.0,276.0,1521.0,44.0,218.0,60.0
2030.0,323.0,1429.0,58.0,241.0,44.0
2169.0,222.0,1634.0,46.0,155.0,21.0
2135.0,201.0,1645.0,37.0,145.0,35.0
2141.0,705.0,1600.0,106.0,619.0,87.0
2739.0,512.0,2268.0,61.0,460.0,58.0
3177.0,351.0,2756.0,28.0,324.0,51.0
3268.0,340.0,2865.0,37.0,286.0,10.0
3330.0,388.0,2895.0,38.0,338.0,59.0
3541.0,435.0,3123.0,42.0,388.0,32.0
3818.0,342.0,3392.0,26.0,325.0,29.0
3405.0,362.0,2991.0,28.0,330.0,76.0
3200.0,295.0,2853.0,20.0,273.0,30.0
3138.0,256.0,2771.0,16.0,239.0,23.0
3079.0,276.0,2717.0,25.0,242.0,20.0
2951.0,284.0,2554.0,30.0,239.0,22.0
2999.0,292.0,2470.0,25.0,248.0,51.0
3056.0,201.0,2482.0,11.0,189.0,52.0
2922.0,211.0,2328.0,12.0,192.0,62.0
2863.0,231.0,2313.0,11.0,218.0,64.0
2859.0,203.0,2353.0,10.0,189.0,52.0
2848.0,301.0,2354.0,23.0,265.0,72.0
2899.0,233.0,2449.0,15.0,220.0,35.0
2621.0,207.0,2292.0,18.0,192.0,59.0
2540.0,165.0,2274.0,9.0,170.0,19.0
2399.0,156.0,2168.0,18.0,129.0,11.0
2239.0,157.0,1998.0,14.0,137.0,20.0
2145.0,179.0,1890.0,15.0,170.0,20.0
1990.0,172.0,1730.0,11.0,168.0,44.0
1897.0,231.0,1682.0,15.0,225.0,26.0
1891.0,246.0,1679.0,17.0,251.0,23.0
1969.0,178.0,1764.0,14.0,175.0,20.0
1991.0,187.0,1806.0,17.0,185.0,26.0
2022.0,181.0,1842.0,8.0,186.0,19.0
2036.0,144.0,1848.0,9.0,147.0,34.0
1957.0,130.0,1807.0,10.0,124.0,9.0
1824.0,126.0,1668.0,6.0,127.0,12.0
1653.0,111.0,1510.0,1.0,121.0,9.0
1588.0,135.0,1431.0,3.0,152.0,15.0
1551.0,158.0,1373.0,7.0,166.0,27.0
1511.0,134.0,1354.0,5.0,133.0,16.0
1433.0,45.0,1266.0,6.0,35.0,11.0
1328.0,103.0,1163.0,2.0,108.0,11.0
1313.0,209.0,1144.0,9.0,202.0,18.0
1408.0,163.0,1245.0,8.0,164.0,19.0
1467.0,139.0,1286.0,4.0,145.0,16.0
1558.0,122.0,1325.0,9.0,114.0,28.0
1617.0,122.0,1360.0,8.0,117.0,20.0
1803.0,97.0,1536.0,2.0,107.0,20.0
1831.0,115.0,1558.0,3.0,121.0,9.0
1827.0,157.0,1519.0,11.0,157.0,18.0
1842.0,126.0,1527.0,3.0,129.0,13.0
1802.0,122.0,1483.0,6.0,121.0,11.0
1650.0,120.0,1381.0,11.0,103.0,20.0
1579.0,115.0,1330.0,6.0,108.0,13.0
1549.0,106.0,1283.0,3.0,109.0,22.0
1512.0,100.0,1275.0,9.0,90.0,14.0
1351.0,126.0,1114.0,61.0,80.0,2.0
1316.0,115.0,1087.0,6.0,111.0,19.0
1308.0,116.0,1060.0,6.0,112.0,33.0
1275.0,114.0,1039.0,6.0,109.0,28.0
1281.0,130.0,1016.0,6.0,127.0,40.0
1288.0,121.0,1020.0,3.0,123.0,29.0
1309.0,133.0,1031.0,8.0,134.0,27.0
1336.0,134.0,1072.0,5.0,130.0,33.0
1378.0,99.0,1116.0,6.0,95.0,24.0
1329.0,83.0,1095.0,7.0,70.0,19.0
1308.0,108.0,1061.0,14.0,93.0,16.0
1276.0,99.0,1032.0,6.0,94.0,21.0
1250.0,153.0,1004.0,5.0,156.0,37.0
1243.0,118.0,1025.0,4.0,121.0,31.0
1205.0,98.0,1017.0,4.0,95.0,18.0
1205.0,84.0,1004.0,5.0,77.0,29.0
1202.0,105.0,1009.0,1.0,109.0,28.0
1200.0,97.0,1013.0,3.0,99.0,31.0
1284.0,137.0,1060.0,5.0,133.0,38.0
1695.0,280.0,1190.0,20.0,256.0,117.0
2150.0,271.0,1528.0,16.0,271.0,126.0
2454.0,202.0,1861.0,3.0,233.0,64.0
2685.0,175.0,2097.0,5.0,188.0,65.0
3850.0,176.0,2598.0,15.0,160.0,1222.0
4021.0,151.0,3894.0,5.0,155.0,61.0
4103.0,202.0,3981.0,6.0,246.0,180.0
3853.0,190.0,3901.0,7.0,215.0,67.0
3643.0,155.0,3699.0,3.0,183.0,60.0
3577.0,139.0,3643.0,7.0,158.0,42.0
3492.0,106.0,3567.0,1.0,127.0,31.0
2150.0,105.0,2202.0,4.0,122.0,40.0
2020.0,92.0,2085.0,1.0,112.0,28.0
1577.0,97.0,1599.0,4.0,100.0,32.0
1446.0,94.0,1438.0,1.0,111.0,34.0
1343.0,104.0,1318.0,6.0,114.0,33.0
1273.0,83.0,1251.0,4.0,95.0,24.0
1242.0,83.0,1235.0,2.0,97.0,32.0
1203.0,73.0,1207.0,2.0,80.0,32.0
1216.0,107.0,1199.0,3.0,118.0,25.0
1223.0,86.0,1196.0,2.0,101.0,35.0
1210.0,102.0,1189.0,5.0,117.0,36.0
1179.0,75.0,1167.0,5.0,82.0,34.0
1209.0,135.0,1182.0,42.0,155.0,36.0
1223.0,93.0,1258.0,2.0,118.0,29.0
1221.0,76.0,1257.0,2.0,93.0,25.0
1196.0,102.0,1205.0,8.0,112.0,44.0
1224.0,104.0,1238.0,1.0,139.0,47.0
1282.0,102.0,1290.0,4.0,123.0,55.0
1475.0,135.0,1471.0,2.0,168.0,52.0
1591.0,117.0,1557.0,8.0,138.0,22.0
1728.0,102.0,1654.0,1.0,126.0,32.0
1902.0,115.0,1772.0,5.0,126.0,38.0
1986.0,138.0,1829.0,10.0,156.0,38.0
2072.0,124.0,1871.0,9.0,147.0,46.0
2147.0,138.0,1933.0,6.0,162.0,46.0
2083.0,123.0,1870.0,7.0,142.0,47.0
2051.0,170.0,1856.0,7.0,237.0,47.0
2133.0,213.0,1982.0,9.0,279.0,74.0
2238.0,190.0,2148.0,12.0,227.0,65.0
2355.0,194.0,2264.0,9.0,234.0,68.0
