from,to,date,value
49404,49672,2014-04-10,1.0
11791,38807,2014-04-10,1.0
49208,934,2014-04-10,1.0
49407,9025,2014-04-10,1.0
9317,25905,2014-04-10,1.0
49410,37644,2014-04-10,1.0
49409,49406,2014-04-10,1.0
3402,3402,2014-04-10,1.0
49247,54780,2014-04-10,1.0
4600,49357,2014-04-10,1.0
3041,47707,2014-04-10,1.0
25510,49406,2014-04-10,1.0
1355,49406,2014-04-10,1.0
1409,47707,2014-04-10,1.0
327,40588,2014-04-10,1.0
5792,2356,2014-04-10,1.0
38624,25905,2014-04-10,1.0
327,10591,2014-04-10,1.0
21684,54780,2014-04-10,1.0
18086,49406,2014-04-10,1.0
321,19088,2014-04-10,1.0
11236,49058,2014-04-10,1.0
13650,6094,2014-04-10,1.0
25510,12337,2014-04-10,1.0
4832,49420,2014-04-10,1.0
1946,43354,2014-04-10,1.0
38407,49425,2014-04-10,1.0
33286,49425,2014-04-10,1.0
12481,49433,2014-04-10,1.0
1946,43701,2014-04-10,1.0
46855,1056,2014-04-10,1.0
46855,36090,2014-04-10,1.0
3995,36090,2014-04-10,1.0
36720,36720,2014-04-10,1.0
11142,48584,2014-04-10,1.0
1056,49440,2014-04-10,1.0
46855,43172,2014-04-10,1.0
49438,48365,2014-04-10,1.0
7460,1107,2014-04-10,1.0
11919,49394,2014-04-10,1.0
49438,49394,2014-04-10,1.0
3106,1056,2014-04-10,1.0
360,49450,2014-04-10,1.0
45255,49446,2014-04-11,1.0
10400,48554,2014-04-11,1.0
31944,31944,2014-04-11,1.0
12518,49445,2014-04-11,1.0
10076,29730,2014-04-11,1.0
12518,46938,2014-04-11,1.0
14515,49443,2014-04-11,1.0
20186,16615,2014-04-11,1.0
5101,10898,2014-04-11,1.0
49460,49446,2014-04-11,1.0
49461,15161,2014-04-11,1.0
49292,49292,2014-04-11,1.0
18060,27398,2014-04-11,1.0
48584,41416,2014-04-11,1.0
327,48365,2014-04-11,1.0
4042,4517,2014-04-11,1.0
440,48547,2014-04-11,1.0
42278,49468,2014-04-11,1.0
3684,49433,2014-04-11,1.0
5428,49313,2014-04-11,1.0
49472,11926,2014-04-11,1.0
18060,4504,2014-04-11,1.0
11540,49450,2014-04-11,1.0
440,49446,2014-04-11,1.0
5091,29979,2014-04-11,1.0
34050,11115,2014-04-11,1.0
10400,11877,2014-04-11,1.0
49483,49446,2014-04-11,1.0
13265,11926,2014-04-11,1.0
48142,22954,2014-04-11,1.0
17836,8385,2014-04-11,1.0
66,49485,2014-04-11,1.0
12178,10446,2014-04-11,1.0
23950,2362,2014-04-11,1.0
16510,2481,2014-04-11,1.0
4600,11394,2014-04-11,1.0
22388,4002,2014-04-12,1.0
9833,11394,2014-04-12,1.0
2481,49492,2014-04-12,1.0
40206,7294,2014-04-12,1.0
18739,47136,2014-04-12,1.0
46855,31035,2014-04-12,1.0
1102,46573,2014-04-12,1.0
7591,10368,2014-04-12,1.0
49404,2274,2014-04-12,1.0
18060,29546,2014-04-12,1.0
26040,25812,2014-04-12,1.0
26040,4624,2014-04-12,1.0
46575,49434,2014-04-12,1.0
14830,49507,2014-04-12,1.0
766,11394,2014-04-12,1.0
2290,10898,2014-04-12,1.0
11926,46987,2014-04-12,1.0
2363,49035,2014-04-12,1.0
9915,21123,2014-04-12,1.0
4600,8385,2014-04-12,1.0
36090,43941,2014-04-12,1.0
31310,15161,2014-04-12,1.0
12481,46987,2014-04-12,1.0
6101,5690,2014-04-12,1.0
16183,16183,2014-04-12,1.0
32972,45262,2014-04-12,1.0
26039,36977,2014-04-12,1.0
40297,9947,2014-04-12,1.0
10926,8385,2014-04-12,1.0
33741,47482,2014-04-12,1.0
46855,8385,2014-04-12,1.0
17907,46987,2014-04-12,1.0
15155,43941,2014-04-12,1.0
1266,49525,2014-04-12,1.0
3384,46987,2014-04-12,1.0
14514,1992,2014-04-12,1.0
36985,49044,2014-04-12,1.0
3503,38495,2014-04-12,1.0
3603,31035,2014-04-13,1.0
4231,49530,2014-04-13,1.0
14514,943,2014-04-13,1.0
35353,49520,2014-04-13,1.0
14514,1950,2014-04-13,1.0
14450,49528,2014-04-13,1.0
14514,5094,2014-04-13,1.0
16981,49520,2014-04-13,1.0
39117,36895,2014-04-13,1.0
14514,13441,2014-04-13,1.0
14514,13693,2014-04-13,1.0
47248,49537,2014-04-13,1.0
4158,49530,2014-04-13,1.0
8588,48466,2014-04-13,1.0
39602,36221,2014-04-13,1.0
15629,39773,2014-04-13,1.0
15704,1724,2014-04-13,1.0
43559,6094,2014-04-13,1.0
4600,37850,2014-04-13,1.0
8588,37850,2014-04-13,1.0
36090,37850,2014-04-13,1.0
121,40564,2014-04-13,1.0
8430,49490,2014-04-13,1.0
297,6094,2014-04-13,1.0
327,49550,2014-04-13,1.0
44817,48499,2014-04-13,1.0
38624,6514,2014-04-14,1.0
11142,49561,2014-04-14,1.0
3651,11966,2014-04-14,1.0
46575,49066,2014-04-14,1.0
39129,49425,2014-04-14,1.0
24309,36688,2014-04-14,1.0
49570,11028,2014-04-14,1.0
1465,54780,2014-04-14,1.0
1847,6094,2014-04-14,1.0
8385,48403,2014-04-14,1.0
32389,34679,2014-04-14,1.0
49208,12337,2014-04-14,1.0
5690,290,2014-04-14,1.0
4832,6094,2014-04-14,1.0
4428,7,2014-04-14,1.0
24309,46551,2014-04-14,1.0
35840,38889,2014-04-14,1.0
13552,290,2014-04-14,1.0
26737,16120,2014-04-14,1.0
1946,47181,2014-04-14,1.0
10366,10547,2014-04-14,1.0
18756,9300,2014-04-14,1.0
806,16959,2014-04-14,1.0
32389,10547,2014-04-14,1.0
10400,8419,2014-04-14,1.0
34050,39212,2014-04-14,1.0
39129,15934,2014-04-14,1.0
4649,49535,2014-04-14,1.0
8008,44498,2014-04-14,1.0
5519,29818,2014-04-14,1.0
15934,38889,2014-04-14,1.0
35840,38889,2014-04-15,1.0
586,39677,2014-04-15,1.0
35733,49598,2014-04-15,1.0
5100,10547,2014-04-15,1.0
49208,36221,2014-04-15,1.0
11142,43459,2014-04-15,1.0
48142,45300,2014-04-15,1.0
5107,21684,2014-04-15,1.0
16002,21684,2014-04-15,1.0
3959,46237,2014-04-15,1.0
5081,21684,2014-04-15,1.0
4231,21684,2014-04-15,1.0
43054,49605,2014-04-15,1.0
13972,1106,2014-04-15,1.0
15629,45300,2014-04-15,1.0
23008,49572,2014-04-15,1.0
48839,6094,2014-04-15,1.0
1946,43354,2014-04-15,1.0
48142,29783,2014-04-15,1.0
43054,11765,2014-04-15,1.0
3404,11765,2014-04-15,1.0
11054,10898,2014-04-15,1.0
40297,49605,2014-04-15,1.0
4053,38889,2014-04-15,1.0
290,49605,2014-04-15,1.0
2821,38495,2014-04-15,1.0
11145,43354,2014-04-15,1.0
613,31899,2014-04-15,1.0
34050,49607,2014-04-15,1.0
1056,33128,2014-04-15,1.0
32389,46298,2014-04-15,1.0
35840,37302,2014-04-15,1.0
38236,46237,2014-04-15,1.0
16702,16323,2014-04-15,1.0
26737,16120,2014-04-15,1.0
20302,16323,2014-04-15,1.0
297,7,2014-04-15,1.0
274,49620,2014-04-15,1.0
11142,17787,2014-04-15,1.0
22088,297,2014-04-15,1.0
37432,39261,2014-04-15,1.0
27816,40345,2014-04-15,1.0
11142,40345,2014-04-15,1.0
33741,33741,2014-04-15,1.0
49628,39261,2014-04-15,1.0
35520,11142,2014-04-15,1.0
43054,48932,2014-04-15,1.0
4600,49474,2014-04-15,1.0
3928,42006,2014-04-15,1.0
22277,44498,2014-04-16,1.0
11332,20793,2014-04-16,1.0
5091,49625,2014-04-16,1.0
2968,49620,2014-04-16,1.0
4362,45600,2014-04-16,1.0
14514,370,2014-04-16,1.0
1463,37302,2014-04-16,1.0
3959,46237,2014-04-16,1.0
3106,8588,2014-04-16,1.0
48584,44143,2014-04-16,1.0
23008,13625,2014-04-16,1.0
47510,47510,2014-04-16,1.0
37855,1162,2014-04-16,1.0
2181,4477,2014-04-16,1.0
14830,11598,2014-04-16,1.0
12481,19075,2014-04-16,1.0
49656,27736,2014-04-16,1.0
16537,16537,2014-04-16,1.0
3847,2841,2014-04-16,1.0
184,16537,2014-04-16,1.0
43423,49642,2014-04-16,1.0
17988,8811,2014-04-16,1.0
12482,32330,2014-04-16,1.0
4428,5101,2014-04-16,1.0
25485,45740,2014-04-16,1.0
39954,2481,2014-04-16,1.0
2284,2481,2014-04-16,1.0
22989,49668,2014-04-16,1.0
23008,35626,2014-04-16,1.0
8430,34919,2014-04-16,1.0
10203,44143,2014-04-16,1.0
3460,49655,2014-04-16,1.0
7460,25812,2014-04-16,1.0
7460,42325,2014-04-16,1.0
13265,5101,2014-04-17,1.0
3041,27121,2014-04-17,1.0
8133,10290,2014-04-17,1.0
26039,35593,2014-04-17,1.0
327,48339,2014-04-17,1.0
1409,49644,2014-04-17,1.0
450,49624,2014-04-17,1.0
1345,3970,2014-04-17,1.0
3970,38889,2014-04-17,1.0
13268,42506,2014-04-17,1.0
1463,3970,2014-04-17,1.0
136,10446,2014-04-17,1.0
18263,26039,2014-04-17,1.0
7762,10941,2014-04-17,1.0
11236,42506,2014-04-17,1.0
14514,37338,2014-04-17,1.0
38448,1737,2014-04-17,1.0
1946,6094,2014-04-17,1.0
1050,48499,2014-04-17,1.0
35733,1737,2014-04-17,1.0
5743,39091,2014-04-17,1.0
8385,14556,2014-04-17,1.0
5101,40983,2014-04-17,1.0
3995,4807,2014-04-17,1.0
10400,39310,2014-04-17,1.0
35840,22878,2014-04-17,1.0
49003,36563,2014-04-17,1.0
3365,3365,2014-04-17,1.0
11260,25511,2014-04-17,1.0
11260,48301,2014-04-17,1.0
25199,25511,2014-04-17,1.0
33792,296,2014-04-17,1.0
37855,8430,2014-04-17,1.0
22294,43696,2014-04-17,1.0
3970,15482,2014-04-17,1.0
3970,42695,2014-04-17,1.0
11260,40739,2014-04-17,1.0
39115,25511,2014-04-17,1.0
36105,16537,2014-04-17,1.0
7460,42695,2014-04-17,1.0
2821,14556,2014-04-17,1.0
17857,5101,2014-04-17,1.0
44143,34538,2014-04-17,1.0
3969,10072,2014-04-17,1.0
39310,39310,2014-04-17,1.0
14830,16959,2014-04-17,1.0
4181,10072,2014-04-17,1.0
17907,5101,2014-04-18,1.0
8385,14556,2014-04-18,1.0
11142,16959,2014-04-18,1.0
3206,14556,2014-04-18,1.0
14514,5259,2014-04-18,1.0
32332,42695,2014-04-18,1.0
14094,22878,2014-04-18,1.0
40297,49710,2014-04-18,1.0
12176,48408,2014-04-18,1.0
16981,16981,2014-04-18,1.0
48481,49691,2014-04-18,1.0
11142,3970,2014-04-18,1.0
46677,44937,2014-04-18,1.0
8385,10072,2014-04-18,1.0
36085,27111,2014-04-18,1.0
297,37646,2014-04-18,1.0
12610,22878,2014-04-18,1.0
1441,5010,2014-04-18,1.0
4720,49716,2014-04-18,1.0
6647,43455,2014-04-18,1.0
32389,5585,2014-04-18,1.0
1345,16537,2014-04-18,1.0
4600,35660,2014-04-18,1.0
49726,9716,2014-04-18,1.0
12898,49716,2014-04-18,1.0
24274,3757,2014-04-18,1.0
425,47345,2014-04-18,1.0
1441,6666,2014-04-18,1.0
48144,49716,2014-04-18,1.0
13972,49349,2014-04-18,1.0
21684,49740,2014-04-18,1.0
297,33757,2014-04-18,1.0
21684,3970,2014-04-19,1.0
11142,31310,2014-04-19,1.0
14450,11142,2014-04-19,1.0
44143,34859,2014-04-19,1.0
6094,16959,2014-04-19,1.0
39129,27249,2014-04-19,1.0
6094,31310,2014-04-19,1.0
1573,49740,2014-04-19,1.0
11260,39129,2014-04-19,1.0
12898,24060,2014-04-19,1.0
12898,47210,2014-04-19,1.0
7710,3621,2014-04-19,1.0
3106,31310,2014-04-19,1.0
284,12782,2014-04-19,1.0
26218,13625,2014-04-19,1.0
14450,49750,2014-04-19,1.0
2906,42015,2014-04-19,1.0
2906,4362,2014-04-19,1.0
47462,49045,2014-04-19,1.0
47248,39752,2014-04-19,1.0
13625,13625,2014-04-19,1.0
14450,38722,2014-04-19,1.0
49765,17988,2014-04-19,1.0
39715,1657,2014-04-19,1.0
40297,46578,2014-04-19,1.0
32389,1409,2014-04-19,1.0
31883,49750,2014-04-19,1.0
2578,20978,2014-04-19,1.0
22277,41291,2014-04-19,1.0
2578,13923,2014-04-19,1.0
38624,36814,2014-04-20,1.0
49771,1847,2014-04-20,1.0
15242,36867,2014-04-20,1.0
8385,8385,2014-04-20,1.0
43054,36867,2014-04-20,1.0
30462,30462,2014-04-20,1.0
1946,30186,2014-04-20,1.0
49777,48933,2014-04-20,1.0
34774,34774,2014-04-20,1.0
15629,34884,2014-04-20,1.0
7460,49778,2014-04-20,1.0
30582,35660,2014-04-20,1.0
1441,22,2014-04-20,1.0
5801,22,2014-04-20,1.0
23141,36735,2014-04-20,1.0
7710,7710,2014-04-20,1.0
49,7952,2014-04-20,1.0
49,2841,2014-04-20,1.0
4622,43941,2014-04-20,1.0
38624,10670,2014-04-20,1.0
17118,4129,2014-04-20,1.0
4600,16557,2014-04-20,1.0
23917,49642,2014-04-20,1.0
17029,22,2014-04-20,1.0
25510,43941,2014-04-20,1.0
49793,28199,2014-04-20,1.0
6101,14497,2014-04-20,1.0
4600,2028,2014-04-20,1.0
35593,2738,2014-04-20,1.0
5091,13625,2014-04-21,1.0
39747,49787,2014-04-21,1.0
11145,26080,2014-04-21,1.0
391,49740,2014-04-21,1.0
30264,39261,2014-04-21,1.0
6794,26080,2014-04-21,1.0
14450,763,2014-04-21,1.0
13265,37214,2014-04-21,1.0
18516,35936,2014-04-21,1.0
39004,7952,2014-04-21,1.0
327,49716,2014-04-21,1.0
10503,2811,2014-04-21,1.0
440,6094,2014-04-21,1.0
4923,49761,2014-04-21,1.0
13832,13832,2014-04-21,1.0
9025,42922,2014-04-21,1.0
6942,11115,2014-04-21,1.0
7206,49822,2014-04-21,1.0
22989,49822,2014-04-21,1.0
49825,24820,2014-04-21,1.0
4002,49830,2014-04-21,1.0
13265,18286,2014-04-21,1.0
48365,416,2014-04-21,1.0
1568,4572,2014-04-21,1.0
1568,13832,2014-04-21,1.0
29818,416,2014-04-21,1.0
33741,49672,2014-04-21,1.0
8008,35660,2014-04-21,1.0
290,30366,2014-04-21,1.0
8008,49831,2014-04-22,1.0
13972,49740,2014-04-22,1.0
7206,8133,2014-04-22,1.0
49247,49740,2014-04-22,1.0
9652,49849,2014-04-22,1.0
49731,21697,2014-04-22,1.0
44143,12473,2014-04-22,1.0
10898,12473,2014-04-22,1.0
35959,49839,2014-04-22,1.0
49438,12473,2014-04-22,1.0
14830,45118,2014-04-22,1.0
25510,12473,2014-04-22,1.0
9317,12473,2014-04-22,1.0
9025,35660,2014-04-22,1.0
26486,45004,2014-04-22,1.0
3897,13739,2014-04-22,1.0
3970,49854,2014-04-22,1.0
5701,43697,2014-04-22,1.0
440,24478,2014-04-22,1.0
13119,49857,2014-04-22,1.0
4600,49838,2014-04-22,1.0
318,32972,2014-04-22,1.0
1017,30366,2014-04-22,1.0
37708,37708,2014-04-22,1.0
1568,24274,2014-04-22,1.0
26935,16702,2014-04-22,1.0
8103,32972,2014-04-22,1.0
2060,49156,2014-04-22,1.0
297,15054,2014-04-22,1.0
4953,37987,2014-04-22,1.0
2926,2841,2014-04-22,1.0
19949,30366,2014-04-22,1.0
11260,9485,2014-04-22,1.0
38624,9833,2014-04-22,1.0
22989,40789,2014-04-22,1.0
9317,40932,2014-04-22,1.0
3803,9317,2014-04-22,1.0
14514,3525,2014-04-23,1.0
22,290,2014-04-23,1.0
11142,21491,2014-04-23,1.0
32332,9091,2014-04-23,1.0
27465,9091,2014-04-23,1.0
5263,38889,2014-04-23,1.0
14514,25812,2014-04-23,1.0
8430,49887,2014-04-23,1.0
46191,49357,2014-04-23,1.0
2954,21491,2014-04-23,1.0
18086,955,2014-04-23,1.0
25510,6856,2014-04-23,1.0
46690,29730,2014-04-23,1.0
44143,18263,2014-04-23,1.0
11115,33768,2014-04-23,1.0
40297,25812,2014-04-23,1.0
3684,78,2014-04-23,1.0
2622,6856,2014-04-23,1.0
2481,2666,2014-04-23,1.0
11260,31310,2014-04-23,1.0
27453,20595,2014-04-23,1.0
7644,29437,2014-04-23,1.0
44484,6094,2014-04-23,1.0
11142,49664,2014-04-23,1.0
39129,49664,2014-04-23,1.0
48142,15540,2014-04-23,1.0
1946,11115,2014-04-23,1.0
20233,9581,2014-04-23,1.0
6842,16888,2014-04-23,1.0
49900,40780,2014-04-23,1.0
48142,2666,2014-04-23,1.0
16510,47897,2014-04-23,1.0
49915,29730,2014-04-23,1.0
49917,25863,2014-04-23,1.0
1532,31429,2014-04-23,1.0
14514,31724,2014-04-23,1.0
3948,49919,2014-04-23,1.0
290,6856,2014-04-23,1.0
1540,49919,2014-04-23,1.0
35593,32866,2014-04-23,1.0
14514,17092,2014-04-24,1.0
3970,25011,2014-04-24,1.0
38448,25863,2014-04-24,1.0
20302,49923,2014-04-24,1.0
13972,49924,2014-04-24,1.0
801,46638,2014-04-24,1.0
23008,23008,2014-04-24,1.0
43951,3233,2014-04-24,1.0
40297,5239,2014-04-24,1.0
45255,955,2014-04-24,1.0
25510,49916,2014-04-24,1.0
8991,2575,2014-04-24,1.0
49927,45600,2014-04-24,1.0
12166,2811,2014-04-24,1.0
49247,37072,2014-04-24,1.0
49936,49928,2014-04-24,1.0
49936,23008,2014-04-24,1.0
1946,49933,2014-04-24,1.0
1345,20595,2014-04-24,1.0
12610,46638,2014-04-24,1.0
11054,44797,2014-04-24,1.0
5712,3615,2014-04-24,1.0
12898,29444,2014-04-24,1.0
41953,11115,2014-04-24,1.0
2312,25863,2014-04-24,1.0
14450,46638,2014-04-24,1.0
9928,12744,2014-04-24,1.0
24309,29444,2014-04-24,1.0
11260,11025,2014-04-24,1.0
8588,49945,2014-04-24,1.0
49954,30525,2014-04-24,1.0
49957,48265,2014-04-24,1.0
25510,30081,2014-04-24,1.0
35840,17565,2014-04-24,1.0
39004,2811,2014-04-24,1.0
13915,17697,2014-04-24,1.0
613,30525,2014-04-24,1.0
11142,45392,2014-04-24,1.0
40821,45392,2014-04-24,1.0
11919,45392,2014-04-24,1.0
13268,40883,2014-04-24,1.0
20302,40883,2014-04-24,1.0
3970,40128,2014-04-24,1.0
4231,27465,2014-04-25,1.0
23008,29783,2014-04-25,1.0
14514,49956,2014-04-25,1.0
8588,39129,2014-04-25,1.0
3847,9164,2014-04-25,1.0
4600,49975,2014-04-25,1.0
30062,12884,2014-04-25,1.0
12166,18512,2014-04-25,1.0
3206,48408,2014-04-25,1.0
15247,18512,2014-04-25,1.0
1946,49975,2014-04-25,1.0
1946,4423,2014-04-25,1.0
32332,12884,2014-04-25,1.0
1056,48790,2014-04-25,1.0
35520,34919,2014-04-25,1.0
49983,37214,2014-04-25,1.0
9694,763,2014-04-25,1.0
49990,48790,2014-04-25,1.0
14514,49985,2014-04-25,1.0
2926,39004,2014-04-25,1.0
34884,3377,2014-04-25,1.0
25510,40883,2014-04-25,1.0
36466,47958,2014-04-25,1.0
49765,14440,2014-04-25,1.0
9025,48790,2014-04-25,1.0
4600,26809,2014-04-25,1.0
13650,46634,2014-04-25,1.0
13915,17697,2014-04-25,1.0
38407,45902,2014-04-25,1.0
37555,24669,2014-04-25,1.0
11054,49952,2014-04-25,1.0
32389,7606,2014-04-25,1.0
2578,49998,2014-04-25,1.0
2415,50006,2014-04-25,1.0
32389,7324,2014-04-25,1.0
23297,49443,2014-04-25,1.0
19475,7324,2014-04-25,1.0
50011,1302,2014-04-25,1.0
14447,5181,2014-04-25,1.0
805,37003,2014-04-25,1.0
38319,9485,2014-04-25,1.0
35520,1302,2014-04-25,1.0
16530,35936,2014-04-25,1.0
3377,21574,2014-04-25,1.0
360,5181,2014-04-25,1.0
15780,50006,2014-04-25,1.0
66,4366,2014-04-25,1.0
44143,5017,2014-04-25,1.0
284,11142,2014-04-25,1.0
23141,50006,2014-04-26,1.0
25355,25355,2014-04-26,1.0
16981,25355,2014-04-26,1.0
6647,11145,2014-04-26,1.0
16722,4162,2014-04-26,1.0
49,39004,2014-04-26,1.0
20302,10304,2014-04-26,1.0
49,7341,2014-04-26,1.0
13480,7341,2014-04-26,1.0
17118,43697,2014-04-26,1.0
1946,40780,2014-04-26,1.0
5690,48971,2014-04-26,1.0
35353,31308,2014-04-26,1.0
49357,1302,2014-04-26,1.0
17440,31308,2014-04-26,1.0
4428,21029,2014-04-26,1.0
46774,18938,2014-04-26,1.0
4600,49831,2014-04-26,1.0
19276,37259,2014-04-26,1.0
16702,49467,2014-04-26,1.0
4600,49467,2014-04-26,1.0
23008,48444,2014-04-26,1.0
15934,2415,2014-04-26,1.0
22989,36310,2014-04-26,1.0
13972,25516,2014-04-26,1.0
14515,25516,2014-04-26,1.0
21179,21179,2014-04-26,1.0
49628,50039,2014-04-26,1.0
20787,37302,2014-04-26,1.0
4144,42042,2014-04-26,1.0
46292,5279,2014-04-27,1.0
1266,50057,2014-04-27,1.0
1946,26080,2014-04-27,1.0
11260,20838,2014-04-27,1.0
1946,6094,2014-04-27,1.0
39602,6094,2014-04-27,1.0
6153,39246,2014-04-27,1.0
4600,32608,2014-04-27,1.0
50066,49203,2014-04-27,1.0
30062,39246,2014-04-27,1.0
11260,6094,2014-04-27,1.0
23297,46551,2014-04-27,1.0
955,49203,2014-04-27,1.0
22989,24114,2014-04-27,1.0
48111,6094,2014-04-27,1.0
8103,50064,2014-04-27,1.0
1946,43354,2014-04-27,1.0
50073,44362,2014-04-27,1.0
25510,11966,2014-04-27,1.0
22131,24703,2014-04-27,1.0
25510,39654,2014-04-27,1.0
10368,6094,2014-04-27,1.0
9317,6094,2014-04-27,1.0
1266,31179,2014-04-27,1.0
14450,4366,2014-04-27,1.0
11142,17787,2014-04-27,1.0
50077,17787,2014-04-27,1.0
6666,6094,2014-04-27,1.0
16702,50064,2014-04-27,1.0
6085,38512,2014-04-27,1.0
1098,6094,2014-04-27,1.0
5229,5801,2014-04-27,1.0
23008,37841,2014-04-27,1.0
16678,5801,2014-04-28,1.0
30412,12481,2014-04-28,1.0
7076,50070,2014-04-28,1.0
8621,766,2014-04-28,1.0
13972,36688,2014-04-28,1.0
11142,45002,2014-04-28,1.0
37777,50086,2014-04-28,1.0
37555,50091,2014-04-28,1.0
2672,6892,2014-04-28,1.0
4096,431,2014-04-28,1.0
3460,17787,2014-04-28,1.0
9317,50086,2014-04-28,1.0
6794,24703,2014-04-28,1.0
11142,50110,2014-04-28,1.0
9025,50110,2014-04-28,1.0
35520,1302,2014-04-28,1.0
5513,5801,2014-04-28,1.0
4600,44602,2014-04-28,1.0
49628,46773,2014-04-28,1.0
24891,33757,2014-04-28,1.0
66,6059,2014-04-28,1.0
14450,2530,2014-04-28,1.0
31310,31310,2014-04-28,1.0
1688,38730,2014-04-28,1.0
50128,16019,2014-04-28,1.0
24309,38730,2014-04-28,1.0
12481,35419,2014-04-28,1.0
12166,38585,2014-04-28,1.0
431,12481,2014-04-28,1.0
801,47163,2014-04-28,1.0
184,78,2014-04-28,1.0
431,35419,2014-04-28,1.0
8938,2660,2014-04-28,1.0
4231,50148,2014-04-28,1.0
50128,50133,2014-04-28,1.0
11926,12481,2014-04-29,1.0
8345,35419,2014-04-29,1.0
7302,35419,2014-04-29,1.0
7410,1532,2014-04-29,1.0
1703,2811,2014-04-29,1.0
7710,35419,2014-04-29,1.0
7410,42454,2014-04-29,1.0
7410,238,2014-04-29,1.0
30412,35419,2014-04-29,1.0
1946,39939,2014-04-29,1.0
1946,17164,2014-04-29,1.0
30062,36563,2014-04-29,1.0
14497,49533,2014-04-29,1.0
11145,26080,2014-04-29,1.0
1946,26080,2014-04-29,1.0
6794,26080,2014-04-29,1.0
19276,238,2014-04-29,1.0
50157,47964,2014-04-29,1.0
38566,42454,2014-04-29,1.0
3041,49058,2014-04-29,1.0
297,1532,2014-04-29,1.0
50164,50163,2014-04-29,1.0
13381,36688,2014-04-29,1.0
4600,14024,2014-04-29,1.0
5442,12978,2014-04-29,1.0
