from,to,date,value
104308,85335,2017-10-13,280215593300.0
79969,104310,2017-10-13,62000000000.0
104290,93786,2017-10-13,824000308900.0
78128,80226,2017-10-13,198393332800.0
104290,79989,2017-10-13,604266893200.0
104290,104297,2017-10-13,2043520766000.0
104315,104316,2017-10-13,11000000000.0
90760,103881,2017-10-13,3323268808000.0
104290,100730,2017-10-13,384533477500.0
104290,104301,2017-10-13,3680534713000.0
104307,104325,2017-10-13,274666769600.0
82703,100499,2017-10-13,150000000000000.0
104290,103988,2017-10-13,824000308900.0
104301,79969,2017-10-13,1098600000000.0
102494,102465,2017-10-13,566667000000.0
104308,104320,2017-10-13,169239120700.0
81856,104308,2017-10-13,10431788420.0
104290,104300,2017-10-13,2746667696000.0
104290,96196,2017-10-13,439466831400.0
82489,81423,2017-10-13,29700000000.0
104290,82476,2017-10-13,3515734651000.0
104319,104317,2017-10-13,109873120700.0
104290,77330,2017-10-13,2746667696000.0
82703,100499,2017-10-13,149999900000000.0
104314,103289,2017-10-13,793700000000.0
85335,104308,2017-10-13,5576567747.0
104290,103873,2017-10-13,2087467449000.0
104290,91625,2017-10-13,1373333848000.0
102487,92499,2017-10-13,300000000.0
79873,104308,2017-10-13,6000000000.0
104308,103187,2017-10-13,1880274375000.0
101802,28345,2017-10-13,300000000000.0
103935,104308,2017-10-13,8351000000.0
100521,100520,2017-10-13,4766197800.0
96184,100680,2017-10-13,549333515000.0
78128,104031,2017-10-13,79357333130.0
104314,103960,2017-10-13,3968500000000.0
104298,103846,2017-10-13,1000000000.0
104308,81856,2017-10-13,765737660800.0
104290,104307,2017-10-13,547136205100.0
104308,99798,2017-10-13,391192065800.0
104284,92733,2017-10-13,5000062245159.0
104301,104318,2017-10-13,823900000000.0
83348,88965,2017-10-13,119035999702.0
78128,97262,2017-10-13,79357333130.0
104290,82541,2017-10-13,933867016800.0
104290,16141,2017-10-13,1098667079000.0
104290,79989,2017-10-13,10986670790.0
104290,38806,2017-10-13,219733415700.0
96898,104308,2017-10-13,4466803021.0
102487,92499,2017-10-13,400000000.0
95531,91765,2017-10-13,4618000000.0
103187,104308,2017-10-13,21577155560.0
104332,81240,2017-10-13,1800000710000.0
104323,82451,2017-10-13,169126166282.0
104307,104324,2017-10-13,107669373700.0
104321,103470,2017-10-13,274639025553.0
104290,77872,2017-10-13,1648000618000.0
104298,103846,2017-10-13,3296001236000.0
104290,90760,2017-10-13,2087467449000.0
104290,104297,2017-10-13,1527147239000.0
90760,82159,2017-10-13,108600000000.0
79969,102561,2017-10-13,240460491200.0
104290,104297,2017-10-13,3169654522000.0
103883,92633,2017-10-13,58250000000.0
93341,104308,2017-10-13,5576567747.0
104290,86199,2017-10-13,466933508400.0
104290,94586,2017-10-13,2472000927000.0
104314,103853,2017-10-13,198400000000.0
104290,90380,2017-10-13,10986670790000.0
104319,104308,2017-10-13,4466000000.0
104295,103145,2017-10-13,436687225397.0
104308,79873,2017-10-13,224727357000.0
104290,104309,2017-10-13,12469871340000.0
104317,94232,2017-10-13,36000000000.0
104290,104303,2017-10-13,186593001200.0
104308,104252,2017-10-13,332929417700.0
104301,95145,2017-10-13,549328350000.0
104290,101979,2017-10-13,32900810190000.0
104290,87063,2017-10-13,2142400803000.0
104319,104053,2017-10-13,54900000000.0
104290,103825,2017-10-13,549333539300.0
104290,79945,2017-10-13,659200247100.0
104290,104305,2017-10-13,56032021010.0
104317,104331,2017-10-13,71500000000.0
104290,99087,2017-10-13,824000308900.0
103694,90375,2017-10-13,198393333333.0
104330,103019,2017-10-13,595180000000.0
86095,104308,2017-10-13,3357038295.0
104290,81060,2017-10-13,274666769600.0
104308,86095,2017-10-13,58262648100.0
104290,103931,2017-10-13,1153600432000.0
104290,76998,2017-10-13,1098667079000.0
103694,94746,2017-10-13,396786666666.0
104290,86701,2017-10-13,274666769600.0
104314,103689,2017-10-13,3770000000000.0
104290,101979,2017-10-13,21973341570000.0
104308,93341,2017-10-13,280215593300.0
104308,100115,2017-10-13,11097647200.0
103694,101174,2017-10-13,2203163245513.0
104321,104308,2017-10-13,5576567747.0
104308,103775,2017-10-13,224727357000.0
103694,95424,2017-10-13,991966666666.0
104314,103987,2017-10-13,595200000000.0
104290,104328,2017-10-13,548059372000.0
104308,96898,2017-10-13,169239120700.0
103680,95121,2017-10-13,100000000.0
104290,103913,2017-10-13,32960012360000.0
103694,82084,2017-10-13,1983933333333.0
104290,87063,2017-10-13,604266893200.0
104307,104326,2017-10-13,164800061800.0
104290,81289,2017-10-13,109866707900.0
104311,104312,2017-10-13,929968750000.0
104290,8248,2017-10-13,274666769600.0
90760,81976,2017-10-13,108600000000.0
104308,79969,2017-10-13,240460491200.0
104308,104321,2017-10-13,280215593300.0
104290,104299,2017-10-13,383958845800.0
102494,103533,2017-10-13,566667000000.0
95531,91765,2017-10-13,59999958686.0
103071,96184,2017-10-13,3570667850000.0
103694,92997,2017-10-13,198393333333.0
104308,82647,2017-10-13,890586192400.0
104308,82278,2017-10-13,110976472600.0
103680,95121,2017-10-13,1999900000000.0
104290,103297,2017-10-13,1373333848000.0
103694,103991,2017-10-13,11189384000000.0
104290,104284,2017-10-13,1373333848000.0
16141,104308,2017-10-13,5576567747.0
104298,103846,2017-10-13,20000000000.0
104301,28345,2017-10-13,549300000000.0
104292,102707,2017-10-13,549333539000.0
104302,88269,2017-10-13,357107999107.0
96184,88740,2017-10-13,1373333788000.0
104298,103846,2017-10-13,3275001236000.0
104290,104308,2017-10-13,8605090159000.0
103694,92516,2017-10-13,158714666666.0
104290,101039,2017-10-13,2746667696000.0
104290,80604,2017-10-13,1812800680000.0
104292,85001,2017-10-13,4586935053000.0
104306,95817,2017-10-13,430800000000.0
82703,100499,2017-10-13,100000000.0
104301,104317,2017-10-13,219700000000.0
104290,100223,2017-10-13,21973341570000.0
104290,104329,2017-10-13,538346868500.0
104308,104319,2017-10-13,169239120700.0
104308,28151,2017-10-13,274666769600.0
104309,103071,2017-10-13,9064003000000.0
104308,82599,2017-10-13,888366663000.0
104308,103681,2017-10-13,124848531600.0
104308,16141,2017-10-13,280215593300.0
90760,103669,2017-10-13,1955300000000.0
90760,100185,2017-10-13,217300000000.0
104306,95817,2017-10-13,5500000000.0
104309,81152,2017-10-13,3405868340000.0
103694,91968,2017-10-13,396786666666.0
103694,80128,2017-10-13,1388753333333.0
104308,103935,2017-10-13,557656774700.0
104298,103846,2017-10-13,3275001235000.0
104295,103145,2017-10-13,1000000000000.0
102487,104327,2017-10-13,500000000.0
79969,102561,2017-10-13,1036600000000.0
104290,79945,2017-10-13,988800370700.0
13520,103694,2017-10-13,1983934000000.0
104290,80609,2017-10-13,824000308900.0
104314,103673,2017-10-13,79300000000.0
95652,36352,2017-10-13,400738817000.0
104320,84926,2017-10-14,169239120700.0
82599,104308,2017-10-14,11658078440.0
104339,104297,2017-10-14,100000000.0
82647,104308,2017-10-14,11680273740.0
57276,104283,2017-10-14,274250000000.0
103825,103836,2017-10-14,274600000000.0
90380,104290,2017-10-14,10986670790000.0
71708,104333,2017-10-14,20000000000000.0
104332,81240,2017-10-14,3300000000.0
104342,42861,2017-10-14,99196666418675.0
93300,103947,2017-10-14,25000000000.0
100499,77217,2017-10-14,29759000000000.0
77593,103634,2017-10-14,100000000000.0
28151,104308,2017-10-14,5521079511.0
104334,100057,2017-10-14,50760000000.0
104284,92733,2017-10-14,1500033567809.0
104336,104337,2017-10-14,53938187500.0
82599,100186,2017-10-14,876708584560.0
103775,104308,2017-10-14,5100000000.0
104297,104339,2017-10-14,11298890903000.0
67094,69200,2017-10-14,200000000000.0
101802,28345,2017-10-14,199700000000.0
104334,100057,2017-10-14,42063695371.0
15613,15614,2017-10-14,10000000000.0
85001,102633,2017-10-14,4586935053000.0
104299,29595,2017-10-14,703146900000.0
93300,103947,2017-10-14,10000000000.0
72044,67404,2017-10-14,21052700000.0
84926,104308,2017-10-14,4466803021.0
104339,81265,2017-10-14,1000000000.0
102707,102706,2017-10-14,549333539000.0
99798,99799,2017-10-14,200000000000.0
95859,76893,2017-10-14,51268400000.0
104339,81265,2017-10-14,11299290903000.0
72130,100623,2017-10-14,14000000000.0
104285,82680,2017-10-14,22923000000.0
104332,81240,2017-10-14,246700000000.0
99741,104247,2017-10-14,78666567.0
81265,104339,2017-10-14,500000000.0
100499,104340,2017-10-14,10963842012070.0
104338,81240,2017-10-14,19973899900.0
71708,102634,2017-10-14,20000000000000.0
104252,104308,2017-10-14,6103705992.0
104299,79796,2017-10-14,65920055000.0
104297,104339,2017-10-14,1000000000.0
104318,104346,2017-10-14,823900000000.0
71708,102450,2017-10-14,30000000000000.0
104359,99778,2017-10-15,100000000.0
104350,104351,2017-10-15,82169987597.0
100165,92611,2017-10-15,10000000000.0
104353,100219,2017-10-15,169055926.0
104283,99754,2017-10-15,291950000000.0
104351,104350,2017-10-15,82169000000.0
104352,79856,2017-10-15,1343100000000.0
104352,79856,2017-10-15,100000000.0
104352,100219,2017-10-15,100000000.0
104360,6913,2017-10-15,257900000000.0
104351,104350,2017-10-15,82169987597.0
89563,104357,2017-10-15,39700000000.0
104290,77330,2017-10-15,32921021667700.0
104363,95722,2017-10-15,15000000000000.0
104308,79969,2017-10-15,132172329461.0
104347,81240,2017-10-15,598175656.0
104352,100219,2017-10-15,116700000000.0
104349,85474,2017-10-15,13887500000000.0
104353,100219,2017-10-15,3183700000000.0
104359,99778,2017-10-15,111496000000.0
104303,104348,2017-10-15,186593001200.0
99971,99972,2017-10-15,1000000000.0
100005,102777,2017-10-15,18064600000.0
104354,104355,2017-10-15,3967866656.0
104304,103765,2017-10-15,329600123600.0
104353,100219,2017-10-15,743975000000.0
99972,99971,2017-10-15,1000000000.0
104356,81240,2017-10-15,647167850363.0
104349,85474,2017-10-15,33298614.0
37965,22717,2017-10-15,71173000000.0
103694,92304,2017-10-16,396786666666.0
100115,104308,2017-10-16,2886309571.0
103846,103974,2017-10-16,45774000000.0
103694,95642,2017-10-16,595180000000.0
104368,104370,2017-10-16,19400000.0
104367,79985,2017-10-16,115356905988.0
39233,102485,2017-10-16,1584000000000.0
100680,102457,2017-10-16,160000000000.0
104314,103367,2017-10-16,2706800000000.0
104314,103365,2017-10-16,2706800000000.0
103934,97837,2017-10-16,8999970908.0
104368,104370,2017-10-16,36600000000.0
103934,79647,2017-10-16,210000000000.0
104314,103366,2017-10-16,2706800000000.0
103846,93300,2017-10-16,36619400000.0
103846,95535,2017-10-16,18309700000.0
103846,104368,2017-10-16,36619400000.0
103846,96320,2017-10-16,36619400000.0
103694,104050,2017-10-16,4761440000000.0
103681,104308,2017-10-16,4100000000.0
104314,103362,2017-10-16,2706800000000.0
104314,103363,2017-10-16,2706800000000.0
100219,79842,2017-10-16,5387844055926.0
77330,101979,2017-10-16,32900810190000.0
103846,79445,2017-10-16,36619400000.0
104314,103364,2017-10-16,2706800000000.0
81856,93300,2017-10-16,36619400000.0
103846,103993,2017-10-16,36619400000.0
103694,78048,2017-10-16,793573333333.0
103846,78496,2017-10-16,73238800000.0
104305,104369,2017-10-16,56032021010.0
103846,77220,2017-10-16,183097000000.0
86447,89323,2017-10-16,1000000000.0
95859,76893,2017-10-16,23807199940.0
103916,103864,2017-10-16,149170100000.0
102813,104371,2017-10-16,878900000000.0
84028,103204,2017-10-16,1000000000000.0
104372,104373,2017-10-16,119035999702.0
104314,103359,2017-10-16,21261953060335.0
100680,103900,2017-10-16,160000000000.0
97048,103878,2017-10-17,100000000000.0
102527,102528,2017-10-17,1000000000.0
103913,103761,2017-10-17,27460056800000.0
104263,63378,2017-10-17,119035000000.0
104375,103655,2017-10-17,85072053300.0
103922,104260,2017-10-17,671600000000.0
104378,93905,2017-10-17,634517800000.0
103931,104374,2017-10-17,54933353900.0
104376,86649,2017-10-17,44638500000.0
102527,102528,2017-10-17,14999000000000.0
104377,99542,2017-10-17,100000000.0
84028,103204,2017-10-17,2000000000000.0
104360,93139,2017-10-17,11332688.0
103931,81327,2017-10-17,549333539000.0
103916,103864,2017-10-17,39099379555.0
104377,99542,2017-10-17,148695000000.0
103913,103761,2017-10-17,6500000000.0
100646,79267,2017-10-17,147303100000.0
104380,81337,2017-10-17,876000000000.0
69363,70928,2017-10-17,350105870000.0
95722,95705,2017-10-17,5000000000000.0
104287,76142,2017-10-17,10000000000.0
103669,81286,2017-10-17,905000000000.0
104379,103909,2017-10-17,185993750000.0
104382,77814,2017-10-18,392165481028.0
101979,104383,2017-10-18,2746454042000.0
90380,103088,2017-10-18,4394668316000.0
99673,82578,2017-10-18,343306700000.0
99673,82485,2017-10-18,160209800000.0
101979,103901,2017-10-18,25900553750.0
104387,79940,2017-10-18,95900000000.0
100021,95924,2017-10-18,15871466626.0
101979,84752,2017-10-18,4073906829000.0
101979,104383,2017-10-18,23545957960.0
101979,103616,2017-10-18,137351421400.0
101979,103901,2017-10-18,3021099446000.0
101979,99673,2017-10-18,49446511710.0
103694,102360,2017-10-18,4761440000000.0
101979,87108,2017-10-18,19621631630.0
101979,99673,2017-10-18,5767553488000.0
101979,21717,2017-10-18,2517582872000.0
99673,103684,2017-10-18,457742340000.0
101979,103616,2017-10-18,16020981910000.0
101979,86089,2017-10-18,7003457807000.0
101979,86089,2017-10-18,60042192790.0
101979,21717,2017-10-18,21584000000.0
103969,103968,2017-10-18,10000000000.0
36439,95924,2017-10-18,396786665674.0
95531,91765,2017-10-18,16600000000.0
99673,77170,2017-10-18,778161970000.0
103694,103535,2017-10-18,198393333333.0
99673,80103,2017-10-18,343306700000.0
103974,81856,2017-10-18,45800000000.0
83884,104385,2017-10-18,500000000.0
83884,80921,2017-10-18,601152800000.0
79842,95924,2017-10-18,5387844055926.0
104383,104386,2017-10-18,2769999999960.0
104386,104383,2017-10-18,1269999999960.0
78268,95924,2017-10-18,132464748422.0
99673,25169,2017-10-18,1647872400000.0
101979,84752,2017-10-18,34926504300.0
99673,104384,2017-10-18,343306700000.0
104384,30723,2017-10-18,205900000000.0
101979,87108,2017-10-18,2288711702000.0
63957,95924,2017-10-19,232107999107.0
78390,95924,2017-10-19,116556083134.0
80026,80027,2017-10-19,150000000000.0
80871,95924,2017-10-19,1043733725000.0
80128,95924,2017-10-19,1190253000000.0
99673,25169,2017-10-19,14126000000.0
104393,102496,2017-10-19,102705778509.0
80921,95924,2017-10-19,1197067896100.0
97520,95924,2017-10-19,118639213026.0
87852,95924,2017-10-19,64000000000.0
37428,20932,2017-10-19,50000000000.0
100663,82175,2017-10-19,1000000000.0
93392,95924,2017-10-19,584000000000.0
103206,102574,2017-10-19,993000000000.0
95583,95924,2017-10-19,29759000000.0
89648,95924,2017-10-19,1963035000000.0
104394,95924,2017-10-19,1115962500000.0
97122,95924,2017-10-19,595000000.0
81147,95924,2017-10-19,296806326494.0
99872,97389,2017-10-19,39000000000.0
77152,95924,2017-10-19,147307050000.0
100525,25936,2017-10-19,102500000000.0
88852,95924,2017-10-19,12500000000.0
81147,95924,2017-10-19,296800000000.0
95859,76893,2017-10-19,60000000000.0
80438,95924,2017-10-19,223192500000.0
57276,95924,2017-10-19,947074813155.0
93839,95924,2017-10-19,29759000000.0
104383,104386,2017-10-19,1269999999960.0
81050,95924,2017-10-19,595179998512.0
87075,95924,2017-10-19,26039125000.0
104316,95924,2017-10-19,100277000000.0
79764,95924,2017-10-19,420197000000.0
104291,81432,2017-10-19,219833539300.0
80303,95924,2017-10-19,79255253772.0
104389,95924,2017-10-19,79100000000.0
79845,95924,2017-10-19,1000000000000.0
103865,95924,2017-10-19,87100000000.0
71595,95924,2017-10-19,307509666567.0
100882,95924,2017-10-19,213605669357.0
92635,95924,2017-10-19,39641344931.0
99673,80079,2017-10-19,400000000000.0
96841,95924,2017-10-19,8927700000000.0
76299,95924,2017-10-19,446385000000.0
104391,95924,2017-10-19,79357333134.0
104400,95924,2017-10-19,355548628400.0
102649,102650,2017-10-19,600000000000.0
79998,95924,2017-10-19,59518000000.0
79949,95924,2017-10-19,300000000000.0
93608,95924,2017-10-19,876000000000.0
81240,95924,2017-10-19,2717740635919.0
103901,103902,2017-10-19,1500000000000.0
102448,102449,2017-10-19,37130971079.0
83848,95924,2017-10-19,2975900000000.0
104404,68980,2017-10-19,29759000000.0
100035,95924,2017-10-19,238072000000.0
98149,95924,2017-10-19,317429332539.0
103694,81085,2017-10-19,39678666666.0
104398,95924,2017-10-19,1872833061975.0
79835,95924,2017-10-19,109810710000.0
104405,88269,2017-10-19,125000000000.0
99946,95924,2017-10-19,396786665674.0
104415,95924,2017-10-19,159453300000.0
104395,95924,2017-10-19,148795000000.0
94204,98220,2017-10-19,148393332837.0
93449,95924,2017-10-19,116556083134.0
70164,95924,2017-10-19,396786665674.0
79336,95924,2017-10-19,3967800000000.0
102503,95860,2017-10-19,50000000000.0
81234,95924,2017-10-19,1008830100000.0
104317,104403,2017-10-19,215832120700.0
90095,95924,2017-10-19,595180000000.0
84165,95924,2017-10-19,59517999851.0
101178,95924,2017-10-19,833251997916.0
76893,95924,2017-10-19,59882356985.0
104285,95924,2017-10-19,473060000000.0
22396,104420,2017-10-19,337268665823.0
94204,95924,2017-10-19,50000000000.0
80279,95924,2017-10-19,7002117598.0
81595,95924,2017-10-19,2219200000000.0
104419,95924,2017-10-19,148795000000.0
104424,95924,2017-10-19,3908348656.0
104308,82278,2017-10-19,3900000000.0
79934,95924,2017-10-19,199999999498.0
94232,95924,2017-10-19,29700000000.0
5390,95924,2017-10-19,2827105000000.0
92499,84580,2017-10-19,300000000.0
100730,80702,2017-10-19,384533477500.0
100958,95924,2017-10-19,396786665674.0
103850,95924,2017-10-19,250824000000.0
104385,80921,2017-10-19,149530096100.0
79886,95924,2017-10-19,833200000000.0
97302,95924,2017-10-19,14700946000.0
86133,95924,2017-10-19,595180000000.0
79928,95924,2017-10-19,549333539300.0
88269,104405,2017-10-19,125000000000.0
76249,95924,2017-10-19,74397500000.0
103901,103902,2017-10-19,10000000000.0
79884,92002,2017-10-19,164790000000.0
26767,95924,2017-10-19,1983933328373.0
82485,103760,2017-10-19,161583200000.0
99673,103684,2017-10-19,3924000000.0
104416,95924,2017-10-19,4331587776.0
104413,95924,2017-10-19,38885093236.0
104035,95924,2017-10-19,38948802392.0
100277,95924,2017-10-19,198393332837.0
80904,95924,2017-10-19,38488306570.0
103694,82084,2017-10-19,238072000000.0
79939,95924,2017-10-19,549333539300.0
102503,95860,2017-10-19,100000000000.0
104418,95924,2017-10-19,208313000000.0
65009,95924,2017-10-19,743975000000.0
79969,102561,2017-10-19,141420467361.0
82116,95924,2017-10-19,69933650000.0
103694,76392,2017-10-19,1891482040000.0
104412,95924,2017-10-19,2975900000000.0
104308,91596,2017-10-19,1638171671.0
99673,104384,2017-10-19,2943000000.0
79551,95924,2017-10-19,74397500000.0
72385,95924,2017-10-19,89277000000.0
100133,94825,2017-10-19,87600000000.0
22717,95924,2017-10-19,477879332837.0
103948,79924,2017-10-19,892770000000.0
90687,95924,2017-10-19,595180000000.0
79805,95924,2017-10-19,493999400000.0
78147,95924,2017-10-19,297590000000.0
102649,102650,2017-10-19,60000000000.0
79922,95924,2017-10-19,39678660000.0
37428,20932,2017-10-19,240112100000.0
88449,95924,2017-10-19,1343200000000.0
79973,95924,2017-10-19,17855400000.0
79949,95924,2017-10-19,143975000000.0
104308,79969,2017-10-19,9248137900.0
80964,95924,2017-10-19,145819100000.0
104407,95924,2017-10-19,595180000000.0
92002,95924,2017-10-19,164790000000.0
80121,95924,2017-10-19,211909870603.0
92337,95924,2017-10-19,7058483674.0
93265,95924,2017-10-19,24999999940.0
88269,63957,2017-10-19,232107999107.0
104396,95924,2017-10-19,198393332837.0
28151,95924,2017-10-19,269145690089.0
103796,95924,2017-10-19,29759000000.0
79819,95924,2017-10-19,78960546469.0
99673,77170,2017-10-19,6670000000.0
80724,95924,2017-10-19,481200000000.0
24420,95924,2017-10-19,218232666121.0
100663,82175,2017-10-19,100000000.0
77814,95924,2017-10-19,503761731028.0
99673,82578,2017-10-19,2943000000.0
83490,95924,2017-10-19,89277000000.0
104286,95924,2017-10-19,39679000000.0
80359,95924,2017-10-19,32734900000.0
102065,102511,2017-10-19,10000000000.0
78028,95924,2017-10-19,2746667696000.0
103694,78000,2017-10-19,793573333333.0
101128,95924,2017-10-19,1983933328373.0
103857,82592,2017-10-19,519722189938.0
94588,95924,2017-10-19,29759000000.0
79871,95924,2017-10-19,95228800000.0
103916,103864,2017-10-19,69136400000.0
77662,95924,2017-10-19,39678666567.0
104423,93449,2017-10-19,116556083134.0
28209,95924,2017-10-19,297590000000.0
100962,95924,2017-10-19,396786665674.0
81744,95924,2017-10-19,14804507320.0
77071,95924,2017-10-19,793573331349.0
104422,95924,2017-10-19,4463850000.0
89183,104426,2017-10-19,200000000.0
77975,95924,2017-10-19,7400000000.0
81478,95924,2017-10-19,79357333134.0
80860,95924,2017-10-19,5396298653176.0
100165,92611,2017-10-19,742490519.0
81470,95924,2017-10-19,5158226653771.0
82338,95924,2017-10-19,584000000000.0
86825,95924,2017-10-19,2617276306368.0
102403,95924,2017-10-19,6600000000.0
94979,94988,2017-10-19,501529200000.0
101319,95924,2017-10-19,51582266537.0
104401,99905,2017-10-19,1983933328373.0
80351,95924,2017-10-19,39678666567.0
80714,95924,2017-10-19,2460077327183.0
100057,95924,2017-10-19,509449695371.0
76893,95924,2017-10-19,1588177810940.0
104397,95924,2017-10-19,15871466626988.0
104421,79692,2017-10-19,148261034263.0
102065,102511,2017-10-19,1638000618000.0
79989,95924,2017-10-19,615253563990.0
88269,95924,2017-10-19,125000000000.0
104401,80860,2017-10-19,5396298653176.0
104427,95924,2017-10-19,59518000000.0
103694,101174,2017-10-19,2000000000000.0
79949,95924,2017-10-19,200000000000.0
99673,82485,2017-10-19,1373400000.0
80230,95924,2017-10-19,297590000000.0
101210,95924,2017-10-19,297590000000.0
99971,95924,2017-10-19,1343200000000.0
82510,95924,2017-10-19,483467060639.0
104410,95924,2017-10-19,13093959967.0
28345,95924,2017-10-19,1049000000000.0
104392,95924,2017-10-19,595180000000.0
82248,95924,2017-10-19,198393332837.0
84234,95924,2017-10-19,13490746632.0
79975,95924,2017-10-19,350105879902.0
77627,95924,2017-10-19,330324900000.0
104388,93608,2017-10-19,876000000000.0
82491,95924,2017-10-19,297887590000.0
104417,95924,2017-10-19,8927700000000.0
66393,95924,2017-10-19,29759000000.0
104408,95924,2017-10-19,14879500000.0
82451,95924,2017-10-19,344326166282.0
63378,104263,2017-10-19,119000000000.0
99673,80103,2017-10-19,2943000000.0
79985,95924,2017-10-19,115356905988.0
104406,95924,2017-10-19,16202878300.0
79949,95924,2017-10-19,100000000000.0
80543,95924,2017-10-19,148795000000.0
104399,91561,2017-10-19,42300000000.0
104390,95924,2017-10-19,104094006100.0
96008,95924,2017-10-19,292000000000.0
82680,95924,2017-10-19,274667000000.0
95859,76893,2017-10-19,59882356985.0
104402,95924,2017-10-19,1638132947024.0
99949,95924,2017-10-19,1693791400000.0
79981,95924,2017-10-19,1179944350000.0
86064,95924,2017-10-19,535662000000.0
80549,95924,2017-10-19,297590000000.0
102251,95924,2017-10-19,130900000000.0
81313,95924,2017-10-19,73405533224.0
92499,92499,2017-10-19,300000000.0
104425,95924,2017-10-19,3273490000000.0
88015,95924,2017-10-19,297590000000.0
20845,95924,2017-10-19,44638500000.0
80882,95924,2017-10-19,474945000000.0
79924,95924,2017-10-19,892770000000.0
104428,95924,2017-10-19,89277000000.0
100133,95924,2017-10-19,204400000000.0
90043,95924,2017-10-19,29759000000.0
82278,104308,2017-10-19,3900000000.0
104331,95924,2017-10-20,71500000000.0
103867,79455,2017-10-20,240000000000.0
79692,95924,2017-10-20,148261034263.0
99311,95924,2017-10-20,148795000000.0
91625,95924,2017-10-20,1373333848000.0
104436,103095,2017-10-20,16367450000.0
103984,96856,2017-10-20,2000000000000.0
104435,95924,2017-10-20,15000000000.0
104432,77681,2017-10-20,5870000000000.0
89366,95924,2017-10-20,207717820000.0
100628,95924,2017-10-20,99196666418.0
80450,95924,2017-10-20,247887590000.0
104439,80798,2017-10-20,88769278971.0
15729,5328,2017-10-20,7700000000.0
104438,104439,2017-10-20,59000000000.0
