from,to,date,value
73622,17602,2015-08-21,1.0
7709,2893,2015-08-21,1.0
33699,33699,2015-08-21,1.0
1573,68708,2015-08-21,1.0
613,3948,2015-08-21,1.0
35840,15242,2015-08-21,1.0
1532,1532,2015-08-21,1.0
70618,6316,2015-08-21,1.0
35394,63877,2015-08-21,1.0
297,69977,2015-08-21,1.0
10858,297,2015-08-21,1.0
297,10858,2015-08-21,1.0
44953,78401,2015-08-21,1.0
3651,61682,2015-08-21,1.0
2530,41291,2015-08-21,1.0
22131,63877,2015-08-21,1.0
10898,10898,2015-08-21,1.0
13265,24706,2015-08-21,1.0
78375,78375,2015-08-21,1.0
78386,45707,2015-08-21,1.0
9417,66607,2015-08-21,1.0
17087,66,2015-08-21,1.0
37987,37987,2015-08-21,1.0
18060,2381,2015-08-21,1.0
297,297,2015-08-21,1.0
78401,78401,2015-08-21,1.0
35482,21369,2015-08-21,1.0
75422,75422,2015-08-21,1.0
13265,61515,2015-08-21,1.0
61515,61515,2015-08-21,1.0
14094,5034,2015-08-21,1.0
3948,50438,2015-08-21,1.0
4312,36721,2015-08-21,1.0
3651,8628,2015-08-21,1.0
10366,76241,2015-08-21,1.0
7076,1532,2015-08-21,1.0
806,806,2015-08-21,1.0
3651,3993,2015-08-21,1.0
18739,297,2015-08-21,1.0
21146,10898,2015-08-21,1.0
11115,11115,2015-08-21,1.0
23835,11115,2015-08-21,1.0
14830,10035,2015-08-21,1.0
121,69977,2015-08-21,1.0
3199,76241,2015-08-21,1.0
297,4002,2015-08-21,1.0
36721,36721,2015-08-21,1.0
45707,78386,2015-08-21,1.0
37096,37096,2015-08-21,1.0
8106,61605,2015-08-21,1.0
2926,75735,2015-08-21,1.0
11115,23835,2015-08-21,1.0
8103,78392,2015-08-21,1.0
23141,37385,2015-08-21,1.0
12156,78400,2015-08-21,1.0
27219,72287,2015-08-21,1.0
3460,56878,2015-08-21,1.0
43326,65800,2015-08-21,1.0
11640,38418,2015-08-21,1.0
27013,38418,2015-08-21,1.0
14515,50438,2015-08-21,1.0
806,78375,2015-08-21,1.0
33128,47795,2015-08-21,1.0
1266,2000,2015-08-21,1.0
3948,3948,2015-08-21,1.0
47795,47795,2015-08-21,1.0
2893,2893,2015-08-21,1.0
25028,2893,2015-08-21,1.0
50438,50438,2015-08-21,1.0
23835,23835,2015-08-21,1.0
290,4002,2015-08-21,1.0
8508,12281,2015-08-21,1.0
27013,50438,2015-08-21,1.0
1162,35158,2015-08-21,1.0
78315,78315,2015-08-21,1.0
11054,10858,2015-08-21,1.0
70739,297,2015-08-21,1.0
4002,297,2015-08-21,1.0
78386,78386,2015-08-21,1.0
6205,66607,2015-08-21,1.0
12481,12481,2015-08-21,1.0
33699,6666,2015-08-21,1.0
4312,2807,2015-08-21,1.0
16537,32898,2015-08-21,1.0
32898,32898,2015-08-21,1.0
8857,37987,2015-08-21,1.0
2381,18060,2015-08-21,1.0
68708,68708,2015-08-21,1.0
78392,8103,2015-08-21,1.0
10035,12481,2015-08-21,1.0
8103,8103,2015-08-21,1.0
3651,11260,2015-08-21,1.0
3651,3651,2015-08-21,1.0
14094,78172,2015-08-21,1.0
6032,36688,2015-08-21,1.0
12481,10035,2015-08-21,1.0
40297,69977,2015-08-21,1.0
70739,24706,2015-08-21,1.0
10035,14830,2015-08-21,1.0
18060,18060,2015-08-21,1.0
5034,5034,2015-08-21,1.0
3460,3460,2015-08-21,1.0
11145,78370,2015-08-21,1.0
11054,37987,2015-08-21,1.0
31807,78370,2015-08-21,1.0
11145,11145,2015-08-21,1.0
31807,11145,2015-08-21,1.0
40883,58443,2015-08-21,1.0
71105,75422,2015-08-21,1.0
10858,10858,2015-08-21,1.0
70618,70618,2015-08-21,1.0
10035,47795,2015-08-21,1.0
6794,70618,2015-08-21,1.0
13972,10858,2015-08-21,1.0
22277,8628,2015-08-21,1.0
14830,14830,2015-08-21,1.0
49,1176,2015-08-21,1.0
75616,58443,2015-08-21,1.0
1946,1946,2015-08-21,1.0
11926,33128,2015-08-21,1.0
8008,78375,2015-08-21,1.0
11054,36721,2015-08-21,1.0
75082,6481,2015-08-21,1.0
25028,25028,2015-08-21,1.0
4040,25028,2015-08-21,1.0
75082,9928,2015-08-21,1.0
75082,26844,2015-08-21,1.0
4137,78386,2015-08-21,1.0
14094,9317,2015-08-22,1.0
36721,36721,2015-08-22,1.0
78386,78416,2015-08-22,1.0
11142,78416,2015-08-22,1.0
3651,6801,2015-08-22,1.0
25510,35353,2015-08-22,1.0
11054,4497,2015-08-22,1.0
10076,16183,2015-08-22,1.0
11142,69931,2015-08-22,1.0
75418,6950,2015-08-22,1.0
4144,16183,2015-08-22,1.0
6666,78424,2015-08-22,1.0
2622,76128,2015-08-22,1.0
21146,10898,2015-08-22,1.0
9652,36721,2015-08-22,1.0
1715,75801,2015-08-22,1.0
36688,36688,2015-08-22,1.0
54780,54780,2015-08-22,1.0
14094,1463,2015-08-22,1.0
2530,41075,2015-08-22,1.0
6801,3651,2015-08-22,1.0
49556,49556,2015-08-22,1.0
2530,49556,2015-08-22,1.0
4312,4312,2015-08-22,1.0
9652,4312,2015-08-22,1.0
2622,54780,2015-08-22,1.0
73395,73395,2015-08-22,1.0
9652,54780,2015-08-22,1.0
61328,65800,2015-08-22,1.0
12481,12481,2015-08-22,1.0
17773,2873,2015-08-22,1.0
26522,12481,2015-08-22,1.0
11260,78422,2015-08-22,1.0
9025,58096,2015-08-22,1.0
35840,73395,2015-08-22,1.0
14094,14094,2015-08-22,1.0
13265,41075,2015-08-22,1.0
37026,44812,2015-08-22,1.0
17845,41075,2015-08-22,1.0
11142,11142,2015-08-22,1.0
69931,11142,2015-08-22,1.0
23141,23141,2015-08-22,1.0
7206,43354,2015-08-22,1.0
78262,78262,2015-08-22,1.0
69931,69931,2015-08-22,1.0
78262,8628,2015-08-22,1.0
806,69931,2015-08-22,1.0
73395,14094,2015-08-22,1.0
2000,75801,2015-08-22,1.0
8588,11054,2015-08-22,1.0
51223,10366,2015-08-22,1.0
37385,23141,2015-08-22,1.0
4144,4144,2015-08-22,1.0
2622,4144,2015-08-22,1.0
17589,17589,2015-08-22,1.0
18086,17589,2015-08-22,1.0
75749,10110,2015-08-22,1.0
6032,36688,2015-08-22,1.0
766,297,2015-08-22,1.0
68708,78381,2015-08-22,1.0
68708,68708,2015-08-22,1.0
11054,40564,2015-08-22,1.0
10035,10035,2015-08-22,1.0
3651,78249,2015-08-22,1.0
385,10035,2015-08-22,1.0
13917,4500,2015-08-22,1.0
41291,40564,2015-08-22,1.0
405,36554,2015-08-22,1.0
7076,58096,2015-08-22,1.0
2502,2502,2015-08-22,1.0
4312,18739,2015-08-22,1.0
36554,36554,2015-08-22,1.0
41654,41654,2015-08-22,1.0
9317,9317,2015-08-22,1.0
10898,10898,2015-08-22,1.0
4231,69977,2015-08-22,1.0
297,7709,2015-08-22,1.0
20186,78416,2015-08-22,1.0
7717,41075,2015-08-22,1.0
58096,58096,2015-08-22,1.0
78381,78381,2015-08-22,1.0
4497,11054,2015-08-22,1.0
1847,25510,2015-08-22,1.0
1061,25510,2015-08-22,1.0
76479,76479,2015-08-22,1.0
13265,24706,2015-08-22,1.0
7206,17836,2015-08-22,1.0
297,297,2015-08-22,1.0
24706,24706,2015-08-22,1.0
66607,66607,2015-08-22,1.0
78458,78458,2015-08-23,1.0
2530,78458,2015-08-23,1.0
1988,36688,2015-08-23,1.0
11142,57982,2015-08-23,1.0
11145,11145,2015-08-23,1.0
41953,11145,2015-08-23,1.0
23141,23141,2015-08-23,1.0
402,66688,2015-08-23,1.0
10898,78458,2015-08-23,1.0
36721,50901,2015-08-23,1.0
78324,78324,2015-08-23,1.0
7206,17836,2015-08-23,1.0
8430,8430,2015-08-23,1.0
13972,8430,2015-08-23,1.0
11145,11233,2015-08-23,1.0
13972,13972,2015-08-23,1.0
26080,26080,2015-08-23,1.0
8430,297,2015-08-23,1.0
56921,17836,2015-08-23,1.0
56921,1532,2015-08-23,1.0
1650,1650,2015-08-23,1.0
28104,57982,2015-08-23,1.0
77927,13904,2015-08-23,1.0
25311,1650,2015-08-23,1.0
1916,78324,2015-08-23,1.0
1532,1532,2015-08-23,1.0
6094,35353,2015-08-23,1.0
11233,11145,2015-08-23,1.0
4312,13972,2015-08-23,1.0
50901,36721,2015-08-23,1.0
22989,73923,2015-08-23,1.0
75735,3959,2015-08-23,1.0
2000,75801,2015-08-23,1.0
35453,49556,2015-08-23,1.0
6794,66688,2015-08-23,1.0
11919,76102,2015-08-23,1.0
297,4497,2015-08-23,1.0
30062,37211,2015-08-23,1.0
4312,75801,2015-08-23,1.0
75735,8590,2015-08-23,1.0
297,297,2015-08-23,1.0
9672,25311,2015-08-23,1.0
8430,78434,2015-08-23,1.0
7076,58096,2015-08-23,1.0
75735,22277,2015-08-23,1.0
37385,23141,2015-08-23,1.0
66,78324,2015-08-23,1.0
57982,57982,2015-08-23,1.0
34180,1532,2015-08-23,1.0
5010,25311,2015-08-23,1.0
8991,5917,2015-08-23,1.0
13972,78434,2015-08-23,1.0
1650,25311,2015-08-23,1.0
19885,77936,2015-08-23,1.0
1465,1465,2015-08-23,1.0
7206,11233,2015-08-23,1.0
12705,5917,2015-08-23,1.0
7206,43354,2015-08-23,1.0
43354,43354,2015-08-23,1.0
10076,75418,2015-08-23,1.0
73923,22989,2015-08-23,1.0
23835,11115,2015-08-23,1.0
78440,3106,2015-08-23,1.0
4312,1715,2015-08-23,1.0
4312,50901,2015-08-23,1.0
7206,20597,2015-08-23,1.0
3041,20597,2015-08-23,1.0
766,297,2015-08-23,1.0
3041,76593,2015-08-23,1.0
766,78434,2015-08-23,1.0
1946,20597,2015-08-23,1.0
11233,11233,2015-08-23,1.0
4497,297,2015-08-23,1.0
76593,76593,2015-08-23,1.0
78434,78434,2015-08-23,1.0
5034,14094,2015-08-23,1.0
66688,6794,2015-08-23,1.0
21265,41626,2015-08-23,1.0
17845,5034,2015-08-23,1.0
3959,75735,2015-08-23,1.0
25510,25510,2015-08-23,1.0
22971,18739,2015-08-23,1.0
1898,8430,2015-08-23,1.0
6794,5917,2015-08-23,1.0
20507,54780,2015-08-23,1.0
18739,18739,2015-08-23,1.0
8628,3651,2015-08-23,1.0
8628,26080,2015-08-23,1.0
5917,5917,2015-08-23,1.0
1946,5917,2015-08-23,1.0
77936,19885,2015-08-23,1.0
11100,78347,2015-08-23,1.0
9672,9672,2015-08-23,1.0
25311,9672,2015-08-23,1.0
20597,20597,2015-08-23,1.0
5442,5917,2015-08-23,1.0
41644,25311,2015-08-23,1.0
1847,25510,2015-08-23,1.0
1058,43354,2015-08-23,1.0
6094,25311,2015-08-23,1.0
78164,78164,2015-08-23,1.0
25311,25311,2015-08-23,1.0
6950,75418,2015-08-23,1.0
454,78446,2015-08-23,1.0
12565,11576,2015-08-24,1.0
74606,74606,2015-08-24,1.0
21339,5701,2015-08-24,1.0
51384,51384,2015-08-24,1.0
14830,14830,2015-08-24,1.0
78282,78282,2015-08-24,1.0
70739,3521,2015-08-24,1.0
3684,41928,2015-08-24,1.0
78474,14830,2015-08-24,1.0
69977,69977,2015-08-24,1.0
7206,11145,2015-08-24,1.0
25256,51663,2015-08-24,1.0
48866,5100,2015-08-24,1.0
4177,40883,2015-08-24,1.0
43326,64541,2015-08-24,1.0
20507,20507,2015-08-24,1.0
1688,16183,2015-08-24,1.0
16183,16183,2015-08-24,1.0
49556,35453,2015-08-24,1.0
40723,47958,2015-08-24,1.0
51663,51663,2015-08-24,1.0
5917,8991,2015-08-24,1.0
64294,78474,2015-08-24,1.0
20781,75735,2015-08-24,1.0
11926,10898,2015-08-24,1.0
50901,50901,2015-08-24,1.0
48831,57483,2015-08-24,1.0
78434,13972,2015-08-24,1.0
5091,76391,2015-08-24,1.0
18060,39380,2015-08-24,1.0
10881,25309,2015-08-24,1.0
36688,36688,2015-08-24,1.0
39380,39380,2015-08-24,1.0
10898,10898,2015-08-24,1.0
3521,39380,2015-08-24,1.0
14094,1358,2015-08-24,1.0
18698,2784,2015-08-24,1.0
1358,1358,2015-08-24,1.0
25311,1650,2015-08-24,1.0
47958,1358,2015-08-24,1.0
77927,13904,2015-08-24,1.0
13904,13904,2015-08-24,1.0
66607,46290,2015-08-24,1.0
38624,75718,2015-08-24,1.0
20598,1358,2015-08-24,1.0
25510,16183,2015-08-24,1.0
22389,57982,2015-08-24,1.0
36688,23571,2015-08-24,1.0
12547,40883,2015-08-24,1.0
20597,20597,2015-08-24,1.0
78469,78469,2015-08-24,1.0
76479,74606,2015-08-24,1.0
11919,11919,2015-08-24,1.0
6094,51384,2015-08-24,1.0
40883,40883,2015-08-24,1.0
2926,40883,2015-08-24,1.0
78,40883,2015-08-24,1.0
58096,7076,2015-08-24,1.0
2926,51780,2015-08-24,1.0
5701,5701,2015-08-24,1.0
766,11919,2015-08-24,1.0
70739,39380,2015-08-24,1.0
25485,75735,2015-08-24,1.0
36721,50901,2015-08-24,1.0
36688,13431,2015-08-24,1.0
1358,78446,2015-08-24,1.0
41291,1532,2015-08-24,1.0
2530,78458,2015-08-24,1.0
297,297,2015-08-24,1.0
22989,297,2015-08-24,1.0
56920,56920,2015-08-24,1.0
43326,76284,2015-08-24,1.0
3106,3106,2015-08-24,1.0
52936,9417,2015-08-24,1.0
25311,5010,2015-08-24,1.0
43954,54415,2015-08-24,1.0
6094,14450,2015-08-24,1.0
613,16183,2015-08-24,1.0
9652,16183,2015-08-24,1.0
11145,11145,2015-08-24,1.0
3816,51,2015-08-24,1.0
13119,63984,2015-08-24,1.0
1688,1688,2015-08-24,1.0
11540,40883,2015-08-24,1.0
1441,1688,2015-08-24,1.0
47958,47958,2015-08-24,1.0
34180,1532,2015-08-24,1.0
17118,66016,2015-08-24,1.0
63984,63984,2015-08-24,1.0
12705,8991,2015-08-24,1.0
5784,5784,2015-08-24,1.0
25256,76284,2015-08-24,1.0
8103,78392,2015-08-24,1.0
75,56920,2015-08-24,1.0
78392,78392,2015-08-24,1.0
78416,78386,2015-08-24,1.0
3521,3521,2015-08-24,1.0
7360,7360,2015-08-24,1.0
12166,78392,2015-08-24,1.0
12166,78484,2015-08-24,1.0
18060,78484,2015-08-24,1.0
9417,9417,2015-08-24,1.0
3651,1840,2015-08-24,1.0
13972,46290,2015-08-24,1.0
1532,1532,2015-08-24,1.0
13265,69183,2015-08-24,1.0
78474,78474,2015-08-24,1.0
13552,51663,2015-08-24,1.0
20507,78446,2015-08-24,1.0
14830,78474,2015-08-24,1.0
9091,47228,2015-08-24,1.0
19276,16702,2015-08-24,1.0
1568,14547,2015-08-24,1.0
11919,30186,2015-08-24,1.0
78465,37987,2015-08-24,1.0
25510,78446,2015-08-24,1.0
13972,13904,2015-08-24,1.0
74606,76479,2015-08-24,1.0
75735,20781,2015-08-24,1.0
14515,46290,2015-08-24,1.0
12301,78451,2015-08-24,1.0
33064,33064,2015-08-24,1.0
14450,1358,2015-08-24,1.0
11919,78324,2015-08-24,1.0
57982,57982,2015-08-24,1.0
9417,63984,2015-08-24,1.0
3460,63984,2015-08-24,1.0
17836,17836,2015-08-24,1.0
3651,61682,2015-08-24,1.0
4149,78350,2015-08-24,1.0
3651,3993,2015-08-24,1.0
11142,1358,2015-08-24,1.0
47763,76284,2015-08-24,1.0
10266,47958,2015-08-24,1.0
49003,38889,2015-08-24,1.0
297,38889,2015-08-24,1.0
11054,7360,2015-08-24,1.0
52918,78484,2015-08-24,1.0
297,11561,2015-08-24,1.0
16659,46298,2015-08-24,1.0
4037,78496,2015-08-25,1.0
1056,78474,2015-08-25,1.0
3684,41928,2015-08-25,1.0
18060,18060,2015-08-25,1.0
78474,1056,2015-08-25,1.0
63984,9417,2015-08-25,1.0
39714,39714,2015-08-25,1.0
61426,21146,2015-08-25,1.0
17118,66016,2015-08-25,1.0
78273,39714,2015-08-25,1.0
3993,3993,2015-08-25,1.0
78458,2530,2015-08-25,1.0
66607,38448,2015-08-25,1.0
37987,78465,2015-08-25,1.0
12166,78484,2015-08-25,1.0
38889,49003,2015-08-25,1.0
56921,4556,2015-08-25,1.0
6094,20595,2015-08-25,1.0
78273,20595,2015-08-25,1.0
14830,20595,2015-08-25,1.0
290,56920,2015-08-25,1.0
66016,66016,2015-08-25,1.0
7092,20595,2015-08-25,1.0
41928,41928,2015-08-25,1.0
4177,72287,2015-08-25,1.0
60450,56222,2015-08-25,1.0
18060,78484,2015-08-25,1.0
18060,57771,2015-08-25,1.0
78474,14830,2015-08-25,1.0
2554,16107,2015-08-25,1.0
63984,3460,2015-08-25,1.0
7076,7076,2015-08-25,1.0
40883,11392,2015-08-25,1.0
1056,1056,2015-08-25,1.0
1847,66016,2015-08-25,1.0
78386,78386,2015-08-25,1.0
3106,3684,2015-08-25,1.0
12547,40883,2015-08-25,1.0
22277,37555,2015-08-25,1.0
75749,42440,2015-08-25,1.0
15629,15629,2015-08-25,1.0
2555,50754,2015-08-25,1.0
42440,42440,2015-08-25,1.0
806,73430,2015-08-25,1.0
36688,13972,2015-08-25,1.0
75,73430,2015-08-25,1.0
78273,73430,2015-08-25,1.0
75,75,2015-08-25,1.0
56920,75,2015-08-25,1.0
6094,67002,2015-08-25,1.0
25510,11392,2015-08-25,1.0
