Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
608.0,22.0,914.0,5.0,29.0,39.0
616.0,24.0,894.0,8.0,26.0,63.0
597.0,23.0,884.0,8.0,35.0,66.0
598.0,26.0,858.0,11.0,29.0,82.0
601.0,23.0,830.0,6.0,35.0,80.0
580.0,30.0,828.0,10.0,46.0,61.0
567.0,32.0,795.0,12.0,43.0,59.0
589.0,27.0,844.0,10.0,36.0,53.0
595.0,17.0,852.0,5.0,25.0,58.0
587.0,22.0,840.0,4.0,32.0,76.0
575.0,27.0,835.0,8.0,34.0,72.0
576.0,32.0,839.0,8.0,42.0,76.0
578.0,20.0,836.0,3.0,32.0,76.0
571.0,23.0,838.0,13.0,29.0,66.0
564.0,18.0,841.0,9.0,25.0,60.0
552.0,15.0,844.0,4.0,23.0,42.0
545.0,26.0,794.0,7.0,37.0,68.0
550.0,21.0,785.0,7.0,24.0,83.0
539.0,35.0,768.0,18.0,44.0,66.0
549.0,27.0,789.0,7.0,38.0,67.0
546.0,15.0,783.0,3.0,16.0,79.0
560.0,24.0,805.0,5.0,31.0,74.0
580.0,22.0,855.0,7.0,31.0,63.0
574.0,20.0,842.0,8.0,24.0,66.0
569.0,25.0,830.0,7.0,50.0,77.0
565.0,24.0,836.0,11.0,33.0,86.0
585.0,25.0,857.0,11.0,33.0,67.0
597.0,30.0,879.0,10.0,27.0,75.0
594.0,21.0,884.0,8.0,31.0,42.0
593.0,13.0,853.0,1.0,19.0,42.0
570.0,23.0,812.0,7.0,24.0,65.0
566.0,20.0,773.0,6.0,21.0,77.0
555.0,29.0,738.0,9.0,38.0,86.0
559.0,25.0,772.0,5.0,31.0,71.0
546.0,29.0,760.0,10.0,35.0,67.0
565.0,14.0,789.0,6.0,19.0,65.0
574.0,20.0,821.0,4.0,27.0,46.0
574.0,17.0,815.0,7.0,28.0,64.0
571.0,23.0,805.0,8.0,26.0,66.0
562.0,20.0,783.0,7.0,27.0,59.0
571.0,26.0,758.0,7.0,27.0,63.0
561.0,13.0,737.0,4.0,24.0,51.0
548.0,10.0,730.0,2.0,15.0,63.0
543.0,26.0,738.0,7.0,38.0,64.0
547.0,10.0,748.0,4.0,11.0,70.0
532.0,22.0,729.0,4.0,27.0,85.0
522.0,24.0,737.0,6.0,35.0,77.0
525.0,19.0,757.0,6.0,28.0,75.0
527.0,31.0,787.0,14.0,42.0,60.0
546.0,20.0,829.0,1.0,27.0,44.0
535.0,13.0,790.0,2.0,22.0,47.0
538.0,29.0,780.0,12.0,44.0,60.0
544.0,27.0,784.0,8.0,37.0,84.0
547.0,29.0,802.0,6.0,28.0,79.0
539.0,16.0,791.0,8.0,26.0,53.0
537.0,20.0,761.0,4.0,25.0,83.0
557.0,24.0,797.0,13.0,47.0,61.0
576.0,20.0,850.0,8.0,21.0,40.0
559.0,16.0,816.0,3.0,16.0,59.0
537.0,23.0,764.0,7.0,35.0,59.0
518.0,21.0,734.0,5.0,29.0,67.0
539.0,28.0,748.0,10.0,46.0,50.0
544.0,24.0,733.0,4.0,33.0,68.0
542.0,15.0,726.0,2.0,22.0,55.0
543.0,16.0,734.0,8.0,19.0,55.0
537.0,17.0,725.0,5.0,26.0,56.0
533.0,22.0,714.0,8.0,29.0,63.0
528.0,15.0,728.0,4.0,18.0,80.0
494.0,25.0,728.0,3.0,28.0,47.0
477.0,18.0,697.0,0.0,24.0,38.0
462.0,17.0,671.0,6.0,19.0,36.0
454.0,20.0,642.0,9.0,23.0,48.0
460.0,21.0,642.0,9.0,26.0,50.0
446.0,15.0,614.0,4.0,16.0,58.0
444.0,17.0,589.0,1.0,23.0,60.0
453.0,17.0,597.0,4.0,21.0,69.0
452.0,15.0,642.0,7.0,20.0,34.0
462.0,12.0,654.0,3.0,15.0,45.0
451.0,16.0,647.0,3.0,12.0,46.0
466.0,13.0,626.0,3.0,24.0,71.0
469.0,16.0,653.0,4.0,29.0,63.0
499.0,23.0,670.0,7.0,33.0,73.0
491.0,16.0,692.0,5.0,23.0,56.0
521.0,28.0,729.0,8.0,41.0,68.0
521.0,10.0,779.0,3.0,16.0,48.0
522.0,13.0,780.0,5.0,23.0,45.0
516.0,13.0,750.0,1.0,14.0,56.0
509.0,15.0,717.0,5.0,24.0,64.0
498.0,19.0,696.0,6.0,32.0,63.0
509.0,18.0,725.0,7.0,29.0,71.0
490.0,21.0,708.0,6.0,29.0,48.0
504.0,22.0,720.0,6.0,27.0,40.0
495.0,17.0,713.0,4.0,25.0,36.0
499.0,18.0,710.0,6.0,28.0,61.0
512.0,13.0,701.0,1.0,15.0,73.0
508.0,10.0,696.0,0.0,20.0,65.0
497.0,15.0,661.0,5.0,24.0,49.0
488.0,33.0,647.0,11.0,41.0,34.0
504.0,12.0,669.0,5.0,22.0,46.0
502.0,13.0,681.0,4.0,25.0,41.0
501.0,18.0,665.0,5.0,22.0,66.0
509.0,9.0,672.0,6.0,15.0,66.0
496.0,26.0,662.0,8.0,45.0,54.0
523.0,20.0,685.0,4.0,31.0,65.0
532.0,22.0,709.0,3.0,23.0,89.0
544.0,7.0,762.0,1.0,11.0,55.0
542.0,17.0,761.0,6.0,35.0,45.0
540.0,17.0,760.0,2.0,23.0,63.0
535.0,17.0,751.0,5.0,31.0,54.0
532.0,21.0,744.0,8.0,39.0,88.0
554.0,20.0,792.0,5.0,23.0,105.0
547.0,20.0,801.0,8.0,25.0,84.0
566.0,12.0,852.0,5.0,27.0,67.0
565.0,19.0,871.0,4.0,22.0,65.0
573.0,14.0,867.0,5.0,28.0,75.0
592.0,24.0,882.0,8.0,30.0,88.0
594.0,21.0,891.0,4.0,27.0,75.0
575.0,26.0,856.0,10.0,36.0,63.0
578.0,15.0,843.0,5.0,25.0,71.0
586.0,13.0,854.0,4.0,23.0,55.0
579.0,26.0,835.0,1.0,34.0,59.0
595.0,20.0,836.0,3.0,34.0,49.0
586.0,23.0,799.0,4.0,28.0,67.0
594.0,24.0,782.0,5.0,46.0,71.0
592.0,25.0,786.0,9.0,28.0,100.0
601.0,20.0,825.0,6.0,26.0,66.0
601.0,12.0,838.0,7.0,25.0,56.0
579.0,16.0,833.0,1.0,19.0,60.0
584.0,19.0,842.0,4.0,22.0,63.0
596.0,31.0,829.0,8.0,39.0,67.0
