graph_num,l2_norm,cosine_similarity,g/s_pred_label,g/s_true_label,node_diff_1,edge_diff_1,node_diff_2,edge_diff_2,node_diff_3,edge_diff_3,node_diff_4,edge_diff_4,node_diff_5,edge_diff_5,node_diff_6,edge_diff_6,node_diff_7,edge_diff_7,node_diff_8,edge_diff_8,node_diff_9,edge_diff_9,node_diff_10,edge_diff_10
23,272.6187814513153,0.976759450874015,1,1,10,80,10,80,10,80,10,80,10,80,10,80,10,80,10,80,0,89,0,-120
24,277.1642112539063,0.9786779377092121,1,1,8,78,8,78,8,78,8,78,8,78,8,78,8,78,8,78,4,106,0,-128
25,278.6359632208305,0.9788681600245429,1,1,4,79,4,79,4,79,4,79,4,79,4,79,4,79,4,79,2,107,0,-127
26,278.6108397029807,0.9809848578529705,1,1,10,78,10,78,10,78,10,78,10,78,10,78,10,78,10,78,4,106,0,-130
27,255.98632775990205,0.982477971043688,0,0,9,70,9,70,9,70,9,70,9,70,9,70,9,70,9,70,2,99,0,-126
28,128.17956155331473,0.9920551100579299,0,0,12,33,12,33,12,33,12,33,12,33,12,33,12,33,12,33,1,47,0,-66
29,148.07092894960846,0.9890087616858337,0,1,12,36,12,36,12,36,12,36,12,36,12,36,12,36,12,36,6,63,0,-80
30,128.3160161476345,0.9911727388922317,1,0,10,29,10,29,10,29,10,29,10,29,10,29,10,29,10,29,5,56,0,-76
31,115.94395197680645,0.9914673993799693,0,0,8,27,8,27,8,27,8,27,8,27,8,27,8,27,8,27,3,51,0,-67
32,115.22586515188333,0.9905152029223518,0,0,3,28,3,28,3,28,3,28,3,28,3,28,3,28,3,28,2,52,0,-65
33,119.24764148611074,0.9886226873414707,0,0,4,28,4,28,4,28,4,28,4,28,4,28,4,28,4,28,2,54,0,-70
34,137.39723432442153,0.9859969806620263,1,1,9,35,9,35,9,35,9,35,9,35,9,35,9,35,9,35,5,58,0,-71
35,133.9104178172856,0.9856869285565583,0,0,4,33,4,33,4,33,4,33,4,33,4,33,4,33,4,33,4,60,0,-74
36,115.77132632910448,0.9882548017176004,0,0,5,27,5,27,5,27,5,27,5,27,5,27,5,27,5,27,3,51,0,-69
37,123.23148948219364,0.9855470130882409,0,0,7,31,7,31,7,31,7,31,7,31,7,31,7,31,7,31,4,51,0,-67
38,126.62543188475212,0.9842918946919252,0,0,6,33,6,33,6,33,6,33,6,33,6,33,6,33,6,33,3,49,0,-68
39,109.33434958877288,0.9916386736410829,1,1,4,24,4,24,4,24,4,24,4,24,4,24,4,24,4,24,3,45,0,-72
40,166.9281282468596,0.9876320073298253,1,1,13,38,13,38,13,38,13,38,13,38,13,38,13,38,13,38,7,64,0,-104
41,177.43449495518058,0.9867963008968985,1,0,12,43,12,43,12,43,12,43,12,43,12,43,12,43,12,43,3,73,0,-101
42,202.6746160721663,0.9879560760142222,1,1,13,42,13,42,13,42,13,42,13,42,13,42,13,42,13,42,8,93,0,-130
43,319.01724091340265,0.9896141312763205,1,1,42,63,42,63,42,63,42,63,42,63,42,63,42,63,42,63,12,108,0,-210
44,391.8137312550442,0.9911937273899211,1,1,39,78,39,78,39,78,39,78,39,78,39,78,39,78,39,78,10,153,0,-263
45,488.3410693357666,0.9879328869638954,1,1,38,112,38,112,38,112,38,112,38,112,38,112,38,112,38,112,11,214,0,-284
46,503.53649321573505,0.9876455813147968,1,1,23,102,23,102,23,102,23,102,23,102,23,102,23,102,23,102,17,264,0,-310
47,559.5793062649833,0.9865262158223442,1,1,47,129,47,129,47,129,47,129,47,129,47,129,47,129,47,129,9,242,0,-322
48,588.0110543178589,0.9865932574705818,1,1,45,129,45,129,45,129,45,129,45,129,45,129,45,129,45,129,12,261,0,-358
49,574.9869563737947,0.9863954765561886,1,1,35,124,35,124,35,124,35,124,35,124,35,124,35,124,35,124,8,283,0,-343
50,613.0097878500799,0.9819607451899446,0,0,40,141,40,141,40,141,40,141,40,141,40,141,40,141,40,141,12,275,0,-358
51,576.7191690935892,0.9800904569485676,0,0,38,140,38,140,38,140,38,140,38,140,38,140,38,140,38,140,5,238,0,-328
52,827.7179471293347,0.9713702287364229,1,1,75,192,75,192,75,192,75,192,75,192,75,192,75,192,75,192,18,316,0,-495
53,954.3306554858227,0.9694303321009677,1,1,72,225,72,225,72,225,72,225,72,225,72,225,72,225,72,225,15,395,0,-555
54,869.599908003675,0.9701274216574399,0,0,36,213,36,213,36,213,36,213,36,213,36,213,36,213,36,213,10,400,0,-472
55,812.1754736508608,0.9706611043769197,0,0,38,202,38,202,38,202,38,202,38,202,38,202,38,202,38,202,8,365,0,-434
56,788.4877931838894,0.9702459677105554,0,0,45,199,45,199,45,199,45,199,45,199,45,199,45,199,45,199,7,340,0,-416
57,680.842125606223,0.9750155372865765,0,0,34,171,34,171,34,171,34,171,34,171,34,171,34,171,34,171,7,300,0,-361
58,491.0498956317983,0.9844672749804708,0,0,27,106,27,106,27,106,27,106,27,106,27,106,27,106,27,106,5,244,0,-293
59,274.9454491349148,0.9947060971853496,0,0,38,42,38,42,38,42,38,42,38,42,38,42,38,42,38,42,5,109,0,-195
60,152.2169504358828,0.9985080256318228,0,0,17,-47,17,-47,17,-47,17,-47,17,-47,17,-47,17,-47,17,-47,5,-5,0,-56
61,148.02026888233922,0.9990416783057396,1,1,29,-37,29,-37,29,-37,29,-37,29,-37,29,-37,29,-37,29,-37,5,-19,0,-62
62,153.0686120666154,0.9991964286703838,1,1,26,-40,26,-40,26,-40,26,-40,26,-40,26,-40,26,-40,26,-40,10,-19,0,-69
63,165.22409025320732,0.9992905013378389,1,1,36,-37,36,-37,36,-37,36,-37,36,-37,36,-37,36,-37,36,-37,11,-23,0,-73
64,184.37190675371343,0.9993719913071012,1,1,45,-36,45,-36,45,-36,45,-36,45,-36,45,-36,45,-36,45,-36,12,-15,0,-84
65,200.75856146127367,0.9993795351418022,1,1,53,-31,53,-31,53,-31,53,-31,53,-31,53,-31,53,-31,53,-31,12,-28,0,-96
66,484.5307007816945,0.9981786304504127,1,1,71,-88,71,-88,71,-88,71,-88,71,-88,71,-88,71,-88,71,-88,17,165,0,-324
67,578.3511044339762,0.9978364784185121,0,1,118,-51,118,-51,118,-51,118,-51,118,-51,118,-51,118,-51,118,-51,28,185,0,-409
68,596.6523275744427,0.9984003427459455,1,1,119,-27,119,-27,119,-27,119,-27,119,-27,119,-27,119,-27,119,-27,31,212,0,-437
69,627.8479115199794,0.9983792302702829,1,1,127,6,127,6,127,6,127,6,127,6,127,6,127,6,127,6,44,244,0,-451
70,569.1915319117107,0.9985655817196247,1,1,94,-26,94,-26,94,-26,94,-26,94,-26,94,-26,94,-26,94,-26,29,251,0,-429
71,623.994391000432,0.9984777874477089,1,1,111,-5,111,-5,111,-5,111,-5,111,-5,111,-5,111,-5,111,-5,32,251,0,-476
72,671.2443668292494,0.9983714514272906,1,1,132,6,132,6,132,6,132,6,132,6,132,6,132,6,132,6,37,252,0,-496
73,324.9692293125612,0.9993012113050335,0,0,59,-3,59,-3,59,-3,59,-3,59,-3,59,-3,59,-3,59,-3,25,112,0,-254
74,463.92779610624757,0.9983903549137475,0,1,68,49,68,49,68,49,68,49,68,49,68,49,68,49,68,49,23,170,0,-360
75,585.2862547506135,0.9967758414392365,0,0,71,87,71,87,71,87,71,87,71,87,71,87,71,87,71,87,20,248,0,-424
76,709.2954250522133,0.9951622050158654,1,1,56,121,56,121,56,121,56,121,56,121,56,121,56,121,56,121,22,344,0,-492
77,828.8317078876748,0.993144573866707,0,1,59,174,59,174,59,174,59,174,59,174,59,174,59,174,59,174,16,367,0,-531
78,1262.6816700974161,0.98911021206416,1,1,111,271,111,271,111,271,111,271,111,271,111,271,111,271,111,271,13,450,0,-840
79,1653.3665655262296,0.9853008161967388,1,1,96,386,96,386,96,386,96,386,96,386,96,386,96,386,96,386,15,678,0,-1004
80,1953.6990556377918,0.9824013981541466,1,1,94,475,94,475,94,475,94,475,94,475,94,475,94,475,94,475,22,812,0,-1132
81,2066.795103535907,0.9815093390540107,1,1,80,530,80,530,80,530,80,530,80,530,80,530,80,530,80,530,17,837,0,-1128
82,2286.387981074078,0.978880075106624,0,1,98,581,98,581,98,581,98,581,98,581,98,581,98,581,98,581,20,919,0,-1267
83,2462.08590426898,0.9784220917017061,1,1,93,631,93,631,93,631,93,631,93,631,93,631,93,631,93,631,19,999,0,-1345
84,2736.2627797782875,0.9757929480761725,1,1,105,722,105,722,105,722,105,722,105,722,105,722,105,722,105,722,18,1097,0,-1423
85,2509.577055999676,0.9754617201008866,0,0,79,648,79,648,79,648,79,648,79,648,79,648,79,648,79,648,13,1022,0,-1358
86,2450.0073469277595,0.9733483573272842,0,0,77,657,77,657,77,657,77,657,77,657,77,657,77,657,77,657,10,964,0,-1254
87,2395.790892377713,0.9735820569117011,0,0,89,651,89,651,89,651,89,651,89,651,89,651,89,651,89,651,14,921,0,-1199
88,2339.364657337543,0.974458036085345,0,0,85,629,85,629,85,629,85,629,85,629,85,629,85,629,85,629,13,909,0,-1193
89,2173.763096567793,0.9764508607864746,0,0,71,583,71,583,71,583,71,583,71,583,71,583,71,583,71,583,9,850,0,-1115
90,2057.644527123186,0.9801796523907047,1,0,71,564,71,564,71,564,71,564,71,564,71,564,71,564,71,564,10,776,0,-1023
91,1987.0435324873988,0.9811368505420457,0,0,70,543,70,543,70,543,70,543,70,543,70,543,70,543,70,543,10,759,0,-987
92,1783.752505254022,0.9835775723575825,0,0,68,475,68,475,68,475,68,475,68,475,68,475,68,475,68,475,14,697,0,-924
93,1793.2972425116814,0.9826672908288605,1,1,75,480,75,480,75,480,75,480,75,480,75,480,75,480,75,480,11,687,0,-925
94,1770.4781839943694,0.9823661250315403,0,0,71,466,71,466,71,466,71,466,71,466,71,466,71,466,71,466,16,700,0,-931
95,1800.2549819400583,0.9824922059362269,1,1,78,463,78,463,78,463,78,463,78,463,78,463,78,463,78,463,13,705,0,-990
96,1866.357146957677,0.9809476717367013,0,1,76,485,76,485,76,485,76,485,76,485,76,485,76,485,76,485,16,745,0,-1000
97,1916.4868901195227,0.9751046429972179,0,0,77,504,77,504,77,504,77,504,77,504,77,504,77,504,77,504,11,765,0,-1004
98,1909.4915553623168,0.9728988102771847,0,0,70,505,70,505,70,505,70,505,70,505,70,505,70,505,70,505,11,771,0,-986
99,1907.1919148318557,0.970310142087925,0,0,57,520,57,520,57,520,57,520,57,520,57,520,57,520,57,520,10,760,0,-933
100,1716.0457453110043,0.9724345205692986,0,0,54,461,54,461,54,461,54,461,54,461,54,461,54,461,54,461,10,689,0,-864
101,1709.4110096755549,0.9714486044181432,0,0,61,470,61,470,61,470,61,470,61,470,61,470,61,470,61,470,9,674,0,-819
102,1385.0620924709476,0.9774231128591673,0,0,42,355,42,355,42,355,42,355,42,355,42,355,42,355,42,355,2,584,0,-745
103,1401.816678456923,0.9759394088402916,0,0,57,359,57,359,57,359,57,359,57,359,57,359,57,359,57,359,3,560,0,-771
104,1382.2713192423548,0.976241068326711,1,1,65,339,65,339,65,339,65,339,65,339,65,339,65,339,65,339,7,576,0,-791
105,1421.1706442225718,0.975177406914024,1,1,55,368,55,368,55,368,55,368,55,368,55,368,55,368,55,368,3,581,0,-758
106,1414.4981442193553,0.9754299509211981,1,1,61,349,61,349,61,349,61,349,61,349,61,349,61,349,61,349,7,618,0,-784
107,1401.9226084203078,0.9762967250482635,1,1,55,336,55,336,55,336,55,336,55,336,55,336,55,336,55,336,9,627,0,-803
108,1449.1066213360562,0.974385739128837,0,0,63,358,63,358,63,358,63,358,63,358,63,358,63,358,63,358,9,627,0,-806
109,1363.9395147879543,0.9751018453685946,0,0,48,334,48,334,48,334,48,334,48,334,48,334,48,334,48,334,7,611,0,-759
110,1302.445776222565,0.9746142975382875,0,0,50,325,50,325,50,325,50,325,50,325,50,325,50,325,50,325,9,572,0,-710
111,1220.4249259991375,0.9728781982407727,0,0,50,313,50,313,50,313,50,313,50,313,50,313,50,313,50,313,4,513,0,-650
112,1123.891008950601,0.9758623207258657,0,0,50,273,50,273,50,273,50,273,50,273,50,273,50,273,50,273,7,491,0,-637
113,1163.6704860053812,0.9745229140452776,0,0,52,295,52,295,52,295,52,295,52,295,52,295,52,295,52,295,8,472,0,-643
114,1136.965698691038,0.9738804768501752,0,0,41,292,41,292,41,292,41,292,41,292,41,292,41,292,41,292,9,473,0,-611
115,1003.5741128586369,0.9754779407022007,0,0,26,267,26,267,26,267,26,267,26,267,26,267,26,267,26,267,4,420,0,-505
116,986.3944444287995,0.9750438554011195,0,0,36,259,36,259,36,259,36,259,36,259,36,259,36,259,36,259,5,397,0,-518
117,1062.657047217022,0.9744942788959641,1,1,47,273,47,273,47,273,47,273,47,273,47,273,47,273,47,273,6,406,0,-592
118,1163.8732748886366,0.9714871105456981,1,1,52,306,52,306,52,306,52,306,52,306,52,306,52,306,52,306,11,452,0,-616
119,1154.2711986357451,0.9732456223659824,1,1,45,310,45,310,45,310,45,310,45,310,45,310,45,310,45,310,5,441,0,-594
120,1113.217858282915,0.977176499434952,1,1,42,298,42,298,42,298,42,298,42,298,42,298,42,298,42,298,11,442,0,-565
121,1072.7040598412966,0.9800506015180475,1,1,37,282,37,282,37,282,37,282,37,282,37,282,37,282,37,282,10,437,0,-559
122,1207.4659415486633,0.9786913203235195,1,1,50,321,50,321,50,321,50,321,50,321,50,321,50,321,50,321,15,490,0,-611
123,1181.5794514123882,0.9803791114048069,1,1,39,308,39,308,39,308,39,308,39,308,39,308,39,308,39,308,13,484,0,-625
124,1069.6583566728211,0.9843058123128257,1,1,46,262,46,262,46,262,46,262,46,262,46,262,46,262,46,262,12,451,0,-612
125,1086.7212153997914,0.983855196337678,1,0,49,284,49,284,49,284,49,284,49,284,49,284,49,284,49,284,11,431,0,-575
126,1016.9660761303693,0.9852579735343613,0,0,52,255,52,255,52,255,52,255,52,255,52,255,52,255,52,255,12,420,0,-562
127,984.1437903070872,0.9835641199295336,0,0,41,245,41,245,41,245,41,245,41,245,41,245,41,245,41,245,11,419,0,-547
128,975.1322987164357,0.9824885872428543,0,0,36,247,36,247,36,247,36,247,36,247,36,247,36,247,36,247,7,405,0,-537
129,975.8422003582341,0.9818853397907893,0,0,39,252,39,252,39,252,39,252,39,252,39,252,39,252,39,252,8,402,0,-520
130,957.759886401597,0.9816014503787025,0,0,54,245,54,245,54,245,54,245,54,245,54,245,54,245,54,245,8,384,0,-516
131,859.931974053762,0.9823774864452893,0,0,34,226,34,226,34,226,34,226,34,226,34,226,34,226,34,226,5,359,0,-439
132,831.6351363428556,0.9825394231787392,0,0,39,213,39,213,39,213,39,213,39,213,39,213,39,213,39,213,8,328,0,-457
133,802.2854853479527,0.9838489039868824,0,0,40,199,40,199,40,199,40,199,40,199,40,199,40,199,40,199,10,327,0,-455
134,772.6868706015393,0.9843410961199952,0,0,37,187,37,187,37,187,37,187,37,187,37,187,37,187,37,187,16,326,0,-447
135,768.808818888025,0.9851970146109429,1,1,35,192,35,192,35,192,35,192,35,192,35,192,35,192,35,192,11,297,0,-445
136,804.2965870871267,0.9842811869895215,0,0,35,208,35,208,35,208,35,208,35,208,35,208,35,208,35,208,16,303,0,-446
137,774.8328852081589,0.9858983332348995,1,1,29,197,29,197,29,197,29,197,29,197,29,197,29,197,29,197,14,309,0,-433
138,842.3289143796502,0.9839621616189854,0,1,32,216,32,216,32,216,32,216,32,216,32,216,32,216,32,216,19,321,0,-474
139,759.8670936420394,0.9868788082402649,1,1,25,188,25,188,25,188,25,188,25,188,25,188,25,188,25,188,11,295,0,-450
140,793.0636796626108,0.9845291093375377,0,0,26,202,26,202,26,202,26,202,26,202,26,202,26,202,26,202,15,313,0,-446
141,788.711607623471,0.9850353505397224,1,0,29,208,29,208,29,208,29,208,29,208,29,208,29,208,29,208,7,299,0,-424
142,806.5915943028417,0.9835743979955723,0,0,31,210,31,210,31,210,31,210,31,210,31,210,31,210,31,210,17,313,0,-438
143,881.5645183422482,0.9808861776146247,1,1,37,229,37,229,37,229,37,229,37,229,37,229,37,229,37,229,16,332,0,-486
144,870.1315992423215,0.9799779187847012,0,0,33,225,33,225,33,225,33,225,33,225,33,225,33,225,33,225,11,336,0,-480
145,828.6301949603334,0.9801912190158465,0,0,30,216,30,216,30,216,30,216,30,216,30,216,30,216,30,216,12,330,0,-444
146,866.4346484299898,0.9780665066763311,0,0,23,234,23,234,23,234,23,234,23,234,23,234,23,234,23,234,13,336,0,-442
147,847.053127023329,0.9789773458682813,1,1,25,220,25,220,25,220,25,220,25,220,25,220,25,220,25,220,13,341,0,-457
148,901.1958721609859,0.9762045928137137,0,0,28,241,28,241,28,241,28,241,28,241,28,241,28,241,28,241,13,348,0,-469
149,935.0962517302697,0.9786527236371683,1,1,32,244,32,244,32,244,32,244,32,244,32,244,32,244,32,244,15,360,0,-510
150,898.2833628649704,0.9900122791880998,1,1,53,209,53,209,53,209,53,209,53,209,53,209,53,209,53,209,13,310,0,-582
151,1068.2251635306106,0.9904148989340873,1,1,45,245,45,245,45,245,45,245,45,245,45,245,45,245,45,245,17,400,0,-696
152,1193.1395559614978,0.9900230743340976,1,1,51,281,51,281,51,281,51,281,51,281,51,281,51,281,51,281,17,474,0,-739
153,1345.405886712259,0.9890669190665643,1,1,55,324,55,324,55,324,55,324,55,324,55,324,55,324,55,324,22,547,0,-804
154,2640.69725640786,0.9746865929410965,1,1,224,509,224,509,224,509,224,509,224,509,224,509,224,509,224,509,29,808,0,-1961
155,3002.445170190457,0.9695455225833114,1,1,89,765,89,765,89,765,89,765,89,765,89,765,89,765,89,765,15,1280,0,-1622
156,3249.304079337605,0.9651428538375054,1,1,115,810,115,810,115,810,115,810,115,810,115,810,115,810,115,810,24,1401,0,-1800
157,3474.959136450384,0.9570253734998457,0,0,89,910,89,910,89,910,89,910,89,910,89,910,89,910,89,910,24,1454,0,-1809
158,3534.5281156046844,0.951199171404723,0,0,82,955,82,955,82,955,82,955,82,955,82,955,82,955,82,955,24,1425,0,-1764
159,3511.005838787512,0.9503083271401886,0,0,70,954,70,954,70,954,70,954,70,954,70,954,70,954,70,954,28,1425,0,-1725
160,3398.57882062488,0.950617006644487,0,0,55,926,55,926,55,926,55,926,55,926,55,926,55,926,55,926,15,1387,0,-1656
161,1703.0610676073832,0.9644818032626195,0,0,47,404,47,404,47,404,47,404,47,404,47,404,47,404,47,404,19,780,0,-984
162,1600.5317866259327,0.9641413010748413,0,0,47,378,47,378,47,378,47,378,47,378,47,378,47,378,47,378,15,747,0,-918
163,1191.324473013125,0.9678750035819128,0,0,52,266,52,266,52,266,52,266,52,266,52,266,52,266,52,266,17,567,0,-714
164,1122.7528668411405,0.9668169965114048,0,0,59,252,59,252,59,252,59,252,59,252,59,252,59,252,59,252,18,521,0,-673
165,1027.6852631034465,0.9691434134741235,0,0,53,235,53,235,53,235,53,235,53,235,53,235,53,235,53,235,14,462,0,-615
166,975.1246074220463,0.9681556703034275,0,0,49,226,49,226,49,226,49,226,49,226,49,226,49,226,49,226,14,450,0,-566
167,924.5853124509388,0.968524152232453,0,0,40,201,40,201,40,201,40,201,40,201,40,201,40,201,40,201,15,444,0,-567
168,870.9471855399729,0.969642847959059,0,0,41,183,41,183,41,183,41,183,41,183,41,183,41,183,41,183,12,423,0,-546
169,931.8368955992245,0.9696201430537167,1,1,67,212,67,212,67,212,67,212,67,212,67,212,67,212,67,212,14,396,0,-562
170,895.4473742214,0.9708708888495207,1,0,45,202,45,202,45,202,45,202,45,202,45,202,45,202,45,202,16,413,0,-537
171,864.9219617977104,0.9724368322863145,1,1,42,186,42,186,42,186,42,186,42,186,42,186,42,186,42,186,15,408,0,-539
172,819.5175409959204,0.9726253909732272,0,0,42,171,42,171,42,171,42,171,42,171,42,171,42,171,42,171,20,400,0,-513
173,805.6984547583544,0.9757878423571733,1,1,49,154,49,154,49,154,49,154,49,154,49,154,49,154,49,154,10,395,0,-533
174,829.9403593030044,0.972659517398633,0,0,55,145,55,145,55,145,55,145,55,145,55,145,55,145,55,145,22,419,0,-566
175,825.6960699918584,0.9723835938702303,0,0,45,149,45,149,45,149,45,149,45,149,45,149,45,149,45,149,18,429,0,-551
176,824.6029347510231,0.972743228779674,0,0,54,154,54,154,54,154,54,154,54,154,54,154,54,154,54,154,13,397,0,-556
177,850.2740734610223,0.9718859057331388,1,1,52,155,52,155,52,155,52,155,52,155,52,155,52,155,52,155,18,411,0,-583
178,872.9564708506375,0.9729499473887544,1,1,60,149,60,149,60,149,60,149,60,149,60,149,60,149,60,149,19,428,0,-610
179,937.1291266415744,0.9770453960761243,1,1,78,154,78,154,78,154,78,154,78,154,78,154,78,154,78,154,21,441,0,-667
180,947.0179512554131,0.9795344518018063,1,1,60,178,60,178,60,178,60,178,60,178,60,178,60,178,60,178,17,451,0,-641
181,908.225742863524,0.9835989180437734,1,1,64,151,64,151,64,151,64,151,64,151,64,151,64,151,64,151,17,447,0,-640
182,1018.2052838205074,0.9835516086652681,1,1,77,179,77,179,77,179,77,179,77,179,77,179,77,179,77,179,27,502,0,-693
183,982.9720240169605,0.9858691629513994,1,1,56,163,56,163,56,163,56,163,56,163,56,163,56,163,56,163,15,505,0,-688
184,944.121814174421,0.9877594652971393,1,1,56,152,56,152,56,152,56,152,56,152,56,152,56,152,56,152,14,475,0,-675
185,1035.9898648152887,0.9865307420106363,1,1,74,166,74,166,74,166,74,166,74,166,74,166,74,166,74,166,17,521,0,-733
186,990.5437900466592,0.9868666842465476,0,0,71,182,71,182,71,182,71,182,71,182,71,182,71,182,71,182,12,472,0,-673
187,962.9428851183231,0.9871727680872624,1,1,67,147,67,147,67,147,67,147,67,147,67,147,67,147,67,147,15,485,0,-695
188,1103.8758988219645,0.9844404138543118,1,1,84,167,84,167,84,167,84,167,84,167,84,167,84,167,84,167,19,530,0,-811
189,1169.2600224073344,0.9837927717261473,1,1,97,189,97,189,97,189,97,189,97,189,97,189,97,189,97,189,18,557,0,-834
190,1203.3690207081117,0.984274984823001,1,1,81,174,81,174,81,174,81,174,81,174,81,174,81,174,81,174,26,602,0,-889
