,Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
258,24,15,7,1,21,3
259,15,4,9,0,6,0
260,18,11,10,1,13,2
261,18,5,10,1,5,1
262,6,4,2,0,4,0
263,9,5,3,0,7,0
264,6,9,4,3,3,0
265,11,6,6,1,6,3
266,16,7,9,0,9,1
267,16,6,8,0,7,1
268,18,9,7,2,8,2
269,12,10,7,1,10,0
270,23,18,14,3,19,4
271,17,8,10,0,10,1
272,7,2,4,0,2,2
273,8,8,3,3,3,1
274,9,10,4,3,7,0
275,9,3,4,0,3,1
276,13,21,6,7,15,1
277,17,6,3,1,6,8
278,16,11,6,3,8,3
279,18,7,10,1,7,3
280,20,6,12,0,7,3
281,16,7,10,0,7,0
282,23,12,11,2,15,3
283,20,16,13,3,19,1
284,20,6,9,0,7,4
285,33,5,24,0,6,2
286,11,12,4,2,11,1
287,29,22,13,2,35,3
288,15,2,10,0,4,1
289,33,8,16,0,15,6
290,46,28,29,2,42,7
291,39,28,25,2,37,4
292,31,7,28,0,9,5
293,21,8,14,3,9,3
294,12,6,9,1,5,0
295,14,6,10,2,5,1
296,17,7,7,0,9,0
297,9,2,3,1,1,3
298,17,7,5,2,8,2
299,14,8,5,3,4,3
300,20,11,6,0,13,3
301,17,7,13,2,4,1
302,32,20,14,4,24,7
303,18,17,11,4,19,2
304,14,5,7,0,6,1
305,12,12,6,5,9,2
306,17,16,7,2,19,0
307,18,12,12,6,3,1
308,15,0,8,0,0,2
309,10,8,3,1,8,0
310,33,5,16,0,9,11
311,21,10,6,2,10,8
312,15,6,8,0,8,4
313,14,12,7,7,11,1
314,22,9,10,0,14,3
315,17,9,11,3,6,3
316,38,21,24,0,36,8
317,41,22,26,0,40,5
318,50,34,31,6,34,6
319,84,40,72,3,49,11
320,48,26,31,2,30,7
321,56,21,32,2,31,5
322,35,15,22,4,13,3
323,33,14,20,2,13,7
324,17,22,4,3,22,5
325,28,27,17,1,30,5
326,45,29,31,2,31,4
327,24,22,15,2,30,1
328,42,24,30,0,31,4
329,41,19,20,0,27,5
330,28,22,14,5,22,3
331,28,27,14,1,35,2
332,29,28,12,7,32,6
333,49,28,37,1,38,2
334,50,34,34,2,42,6
335,48,39,37,2,52,3
336,30,16,30,0,20,1
337,20,16,11,4,14,4
338,36,25,22,1,37,2
339,32,32,21,2,52,2
340,35,46,29,2,73,1
341,31,14,19,1,18,3
342,23,14,16,4,12,2
343,27,9,15,1,10,3
344,19,8,13,0,8,1
345,31,9,15,0,14,5
346,23,6,11,1,5,3
347,14,11,7,0,14,3
348,25,17,12,1,20,1
349,33,14,21,0,23,2
350,12,8,5,2,12,0
351,18,4,9,0,6,2
352,23,15,5,1,16,4
353,24,14,16,1,17,2
354,21,17,15,2,20,0
355,39,22,20,3,23,5
356,61,21,40,0,25,5
357,26,17,14,1,17,3
358,28,13,12,2,15,2
359,20,16,14,3,13,1
360,58,55,42,5,80,3
361,58,35,38,3,39,3
362,52,30,34,1,44,2
363,26,17,19,2,15,0
364,57,36,40,4,49,5
365,46,35,33,4,41,3
366,41,31,28,3,30,4
367,93,67,30,32,109,15
368,39,24,23,2,28,5
369,46,30,31,2,32,0
370,65,49,45,3,48,4
371,47,20,25,0,23,15
372,37,41,21,2,49,5
373,81,41,56,5,38,12
374,89,51,58,5,55,5
375,62,24,42,1,24,3
376,42,24,23,1,26,2
377,54,33,28,2,38,3
378,25,16,17,0,20,2
379,23,21,14,2,25,1
380,48,28,29,0,41,4
381,32,27,20,7,29,2
382,85,51,63,7,52,5
383,123,105,69,5,133,10
384,58,64,24,1,67,4
385,96,66,57,3,70,15
386,86,71,50,9,69,6
387,104,60,67,3,70,6
388,94,57,51,1,66,13
389,119,81,77,5,94,9
390,97,76,55,5,83,8
391,72,49,44,4,51,8
392,65,46,35,1,55,6
393,111,64,54,3,76,21
394,92,54,40,4,56,15
395,81,59,38,3,60,7
396,121,77,42,6,75,25
397,111,45,26,3,46,34
398,55,38,17,4,39,13
399,77,60,22,0,75,24
400,68,54,34,4,64,9
401,78,57,40,4,67,9
402,46,25,20,2,25,9
403,62,54,33,1,61,9
404,33,26,18,4,24,5
405,37,31,16,0,37,7
406,44,45,24,2,50,2
407,64,42,32,4,49,7
408,48,36,12,1,37,14
409,57,38,33,2,36,6
410,58,39,15,2,42,19
411,46,31,18,1,36,7
412,57,88,41,8,85,4
413,52,34,34,0,41,2
414,42,45,21,6,46,4
415,68,40,37,1,44,3
416,19,18,4,1,22,4
417,19,21,7,1,20,1
418,62,42,33,5,40,10
419,56,33,22,2,40,8
420,38,30,22,1,32,3
421,26,35,16,3,35,1
422,59,38,31,1,42,12
423,52,29,36,1,31,5
424,42,19,21,0,21,8
425,40,22,29,1,24,1
426,34,22,16,0,24,4
427,34,33,19,1,33,3
428,27,31,13,0,31,4
429,28,21,13,2,20,2
430,48,17,28,0,18,6
431,32,15,17,0,15,3
432,33,21,21,0,21,1
433,41,27,28,1,28,3
434,39,20,27,2,19,2
435,28,17,21,2,14,1
436,97,35,34,2,39,41
437,64,43,42,1,58,5
438,60,35,40,5,38,5
439,54,29,44,0,31,5
440,36,16,29,2,16,1
441,22,28,13,0,47,1
442,30,20,19,0,22,2
443,33,15,20,1,17,3
444,42,18,32,2,17,2
445,46,20,32,2,18,4
446,46,24,28,1,25,3
447,46,30,26,6,34,7
448,31,31,18,0,47,3
449,44,18,30,0,23,6
450,37,25,32,2,25,2
451,40,50,24,0,77,1
452,53,36,36,3,43,4
453,36,29,24,1,33,1
454,27,19,16,2,24,0
455,20,12,12,1,14,4
456,27,18,13,1,17,1
457,27,17,17,1,17,1
458,30,14,18,1,15,3
459,34,13,15,0,13,4
460,35,18,18,0,20,5
461,25,19,16,0,20,0
462,70,44,22,5,59,35
463,51,27,29,2,26,5
464,52,28,20,1,37,14
465,45,38,34,2,39,0
466,45,37,23,1,42,0
467,44,44,18,1,47,1
468,49,30,28,1,34,3
469,59,32,37,3,31,7
470,48,41,29,2,45,0
471,40,39,21,2,39,2
472,28,11,18,0,12,1
473,85,39,25,4,41,44
474,54,42,34,1,40,4
475,54,38,36,1,37,2
476,39,26,26,1,26,4
477,38,31,34,2,30,1
478,85,32,40,3,31,40
479,32,25,11,0,33,4
480,63,71,27,5,83,5
481,55,44,47,3,54,1
482,47,52,25,5,57,2
483,45,32,23,0,38,4
484,44,37,20,2,44,4
485,42,29,18,1,37,4
486,60,37,34,1,43,5
487,52,44,28,1,50,3
488,51,43,19,2,54,8
489,51,68,29,2,91,3
490,50,38,30,2,45,2
491,38,34,27,2,39,1
492,69,60,47,0,67,4
493,56,62,39,2,64,5
494,70,160,49,6,165,7
495,88,203,48,0,221,7
496,46,31,16,0,39,6
497,53,108,26,2,117,4
498,63,95,34,3,108,6
499,53,113,28,5,115,6
500,62,101,23,3,119,19
501,74,88,30,1,114,6
502,44,62,12,9,61,9
503,41,104,23,1,112,2
504,47,104,18,2,108,5
505,36,25,15,0,30,5
506,53,129,26,2,139,5
507,36,71,14,0,78,3
508,45,41,14,3,48,5
509,26,17,11,0,21,4
510,31,25,9,0,30,4
511,27,31,10,0,36,0
512,32,22,15,0,26,1
513,25,21,11,1,21,2
514,47,28,21,1,34,3
515,38,30,14,0,37,2
516,43,30,13,0,36,6
517,36,24,9,1,25,6
518,27,25,9,1,29,2
519,26,23,6,2,23,3
520,21,14,5,3,17,4
521,40,27,18,2,32,2
522,35,29,16,0,42,2
523,21,17,10,7,14,3
524,19,15,6,0,18,1
525,27,16,11,0,16,1
526,34,17,8,0,22,5
527,33,11,14,0,13,2
528,23,8,13,1,8,1
529,45,19,18,1,19,6
530,28,20,11,0,23,2
531,38,21,19,0,27,5
532,31,25,12,4,26,4
533,23,18,8,1,17,2
534,48,24,23,0,30,1
535,45,22,26,0,24,4
536,37,27,15,0,31,3
537,25,18,12,0,19,2
538,25,15,10,1,16,5
539,32,14,10,0,16,3
540,20,10,10,0,11,1
541,21,10,9,0,11,2
542,33,16,17,1,16,4
543,23,20,5,2,23,1
544,30,23,9,0,28,2
545,19,6,10,0,6,2
546,28,24,10,1,24,0
547,33,23,12,2,21,3
548,36,15,26,1,19,1
549,36,23,13,3,24,5
550,30,22,13,0,24,1
551,40,23,19,1,22,4
552,36,27,14,0,30,3
553,18,12,5,0,14,3
554,27,19,6,0,23,3
555,24,12,5,0,15,3
556,27,15,9,0,18,2
557,26,18,11,3,15,1
558,28,19,13,1,24,3
559,36,16,21,0,21,2
560,29,18,10,0,22,5
561,20,5,6,0,5,5
562,24,23,7,5,22,3
563,34,24,13,2,21,0
564,28,25,11,7,18,1
565,36,20,11,1,20,4
566,34,17,10,1,18,3
567,34,16,13,0,18,3
568,29,19,10,0,19,2
569,30,44,12,1,44,5
570,30,21,12,2,18,4
571,37,26,12,2,25,2
572,37,22,17,0,25,3
573,35,24,19,3,23,1
574,98,77,19,0,79,9
575,56,58,10,3,60,3
576,181,276,43,75,199,21
577,84,104,33,30,92,8
578,72,77,26,4,87,7
579,101,121,38,2,190,23
580,66,65,15,2,67,21
581,45,37,17,1,38,8
582,59,44,24,0,56,7
583,60,50,28,2,62,9
584,37,24,12,0,24,2
585,71,41,27,1,47,23
586,74,27,22,1,31,34
587,81,22,25,0,24,45
588,106,21,20,0,25,69
589,71,39,21,0,48,10
590,42,23,18,0,25,6
591,94,54,52,0,63,15
592,72,34,43,0,46,10
593,94,52,54,3,78,11
594,62,47,25,4,44,9
595,75,42,42,2,47,4
596,78,57,32,2,70,10
597,95,39,60,1,49,17
598,83,62,31,1,75,20
599,67,44,38,2,48,13
600,82,61,45,3,68,19
601,59,40,34,0,44,14
602,70,91,51,6,93,8
603,59,31,33,2,34,18
604,46,26,37,2,26,3
605,68,32,37,2,34,18
606,68,36,31,2,36,9
607,57,50,36,2,57,6
608,60,51,40,2,57,4
609,57,37,31,1,41,9
610,44,28,23,1,34,5
611,42,31,31,1,34,4
612,60,39,44,1,39,4
613,54,47,33,1,53,7
614,54,38,28,0,41,5
615,61,57,33,3,55,8
616,105,98,60,4,114,13
617,106,91,72,1,114,16
618,91,76,54,11,89,16
619,132,139,83,3,172,38
620,137,86,90,0,101,47
621,81,66,34,0,77,23
622,76,68,33,0,88,16
623,111,367,67,2,381,43
624,87,185,28,0,187,30
625,56,131,21,1,132,16
626,76,65,33,0,68,22
627,95,57,37,2,58,35
628,99,62,34,1,67,42
629,68,45,25,0,51,19
630,55,48,20,1,52,11
631,67,42,21,0,52,27
632,45,44,13,0,53,8
633,71,42,32,0,53,16
634,33,29,10,1,41,10
635,49,41,25,0,52,10
636,106,76,61,0,102,26
637,49,44,16,1,56,9
638,46,37,16,0,46,9
639,47,39,17,2,40,9
640,69,37,40,2,42,26
641,69,54,40,4,60,18
642,117,69,74,0,88,45
643,287,484,149,31,584,62
644,169,168,57,12,194,57
645,110,109,48,6,124,42
646,128,79,69,2,92,51
647,101,56,53,0,67,44
648,86,41,52,2,45,24
649,46,22,26,3,19,8
650,62,40,39,1,44,14
651,42,43,16,1,55,6
652,44,39,15,1,45,6
653,58,28,30,3,29,9
654,34,33,15,2,34,6
655,60,31,32,0,45,14
656,35,32,15,2,39,8
657,34,23,12,0,28,5
658,37,21,17,0,25,6
659,99,63,70,2,76,13
660,57,47,24,3,48,13
661,64,36,28,3,38,15
662,127,76,88,7,89,31
663,67,45,33,0,61,15
664,76,56,38,3,74,12
665,107,89,62,3,100,26
666,93,69,48,1,82,20
667,143,85,62,5,95,36
668,161,86,93,8,92,32
669,221,193,141,20,208,42
670,183,145,104,10,169,41
671,101,76,51,5,88,22
672,98,76,67,5,79,12
673,103,74,52,5,75,21
674,83,58,35,6,54,19
675,94,73,44,4,83,20
676,79,49,40,3,55,10
677,87,67,52,4,66,28
678,66,65,37,1,75,14
679,60,52,21,0,63,20
680,42,35,15,0,36,9
681,50,38,11,0,38,9
682,65,25,24,0,30,25
683,211,43,46,4,45,147
684,151,96,82,8,107,36
685,107,64,63,7,64,18
686,79,62,35,5,71,15
687,62,41,28,1,48,11
688,85,49,20,1,49,38
689,57,39,20,1,39,13
690,123,48,50,4,46,55
691,78,46,39,3,51,17
692,78,38,36,0,47,23
693,52,38,23,1,40,9
694,43,40,14,2,46,7
695,93,38,52,3,45,20
696,76,40,37,1,54,8
697,51,41,23,5,42,10
698,81,40,49,0,54,13
699,58,38,28,6,49,8
700,56,27,31,1,33,7
701,37,22,17,0,30,6
702,49,31,23,2,36,10
703,58,33,19,2,36,12
704,72,39,33,3,48,14
705,43,27,27,0,34,8
706,85,50,60,1,62,23
707,58,31,30,0,38,12
708,38,15,12,0,19,11
709,42,26,27,2,29,4
710,54,25,32,0,30,9
711,60,34,24,1,41,16
712,65,40,31,2,48,9
713,58,32,30,1,43,14
714,121,19,34,0,22,77
715,54,35,19,2,39,8
716,53,37,30,3,49,6
717,56,22,25,0,26,12
718,44,27,13,1,32,5
719,56,29,19,0,34,15
720,60,24,37,0,27,6
721,77,32,52,2,36,19
722,47,22,29,1,25,4
723,51,22,27,0,26,7
724,137,42,26,3,44,80
