,Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
140,314,24,306,5,16,4
141,304,3,294,0,4,3
142,273,18,269,5,12,0
143,274,18,271,5,11,0
144,294,6,276,0,7,12
145,203,9,200,1,9,2
146,175,15,162,5,7,5
147,159,9,152,2,10,4
148,162,12,154,1,11,1
149,162,9,148,1,9,1
150,149,10,141,4,6,0
151,144,8,137,2,5,3
152,134,5,122,1,7,1
153,116,8,106,4,6,0
154,117,14,103,2,12,4
155,115,11,107,4,5,1
156,119,25,109,11,21,14
157,134,11,139,0,11,4
158,137,10,141,1,9,1
159,151,9,148,1,9,5
160,157,12,156,0,19,6
161,156,1,165,0,1,1
162,140,7,149,1,6,2
163,107,0,111,0,0,0
164,91,2,92,0,2,0
165,85,5,79,0,5,2
166,74,4,67,0,6,2
167,57,6,50,0,6,1
168,72,10,60,1,13,8
169,84,13,82,1,18,4
170,101,8,107,0,14,0
171,119,8,128,0,12,1
172,130,11,138,1,12,5
173,142,6,154,0,10,0
174,149,9,154,1,11,4
175,140,9,150,4,4,0
176,130,1,135,0,2,1
177,129,10,126,3,15,3
178,120,8,125,0,10,2
179,116,1,122,0,1,0
180,111,9,109,1,14,2
181,103,2,107,0,4,1
182,99,10,102,4,7,3
183,105,5,109,1,4,0
184,99,4,95,0,4,0
185,88,0,84,0,0,0
186,89,10,81,2,8,2
187,87,6,73,0,8,1
188,87,4,75,1,5,4
189,82,14,75,3,10,2
190,96,5,89,1,4,3
191,101,5,97,0,6,0
192,110,7,102,0,11,4
193,113,6,108,0,8,4
194,115,5,113,1,7,0
195,116,14,109,2,15,1
196,117,4,114,0,6,2
197,119,5,120,2,6,2
198,118,2,121,1,1,2
199,116,7,114,1,6,0
200,108,4,105,0,5,1
201,102,3,100,0,4,1
202,89,10,83,1,10,3
203,89,2,84,1,0,2
204,80,2,72,0,3,1
205,74,1,69,0,1,3
206,69,9,66,4,7,1
207,75,2,73,0,2,0
208,74,6,71,2,4,2
209,71,7,62,1,6,2
210,79,6,71,1,7,1
211,87,7,79,0,10,1
212,93,6,87,1,8,2
213,87,8,84,0,12,1
214,119,23,114,1,37,2
215,136,10,146,3,9,3
216,141,6,153,0,8,2
217,140,5,155,0,7,0
218,136,8,148,0,10,0
219,139,4,146,0,4,2
220,136,2,142,0,2,0
221,99,7,96,0,11,0
222,98,8,94,1,9,3
223,99,4,98,1,3,2
224,98,8,93,0,9,0
225,102,7,95,1,8,1
226,103,4,101,1,3,1
227,104,4,100,1,3,1
228,97,1,94,0,1,1
229,84,3,80,0,4,1
230,82,10,77,2,10,6
231,90,6,86,0,11,7
232,94,8,93,1,8,3
233,94,2,100,0,3,0
234,97,8,101,2,5,1
235,105,9,107,4,5,2
236,111,5,108,2,4,1
237,97,9,92,4,7,16
238,92,11,96,0,19,2
239,97,14,102,0,17,5
240,112,9,123,0,15,7
241,122,12,139,1,19,1
242,131,9,148,1,12,2
243,144,7,162,0,10,4
244,138,11,157,1,12,3
245,140,7,157,2,6,2
246,141,13,146,1,16,5
247,140,10,146,1,9,0
248,134,10,132,1,11,0
249,134,15,134,2,14,2
250,139,8,139,1,8,1
251,127,4,129,0,4,1
252,123,13,120,4,10,5
253,119,15,116,1,21,3
254,127,4,131,0,6,0
255,129,11,127,1,13,2
256,133,5,130,1,5,1
257,124,4,115,0,4,0
258,123,5,109,0,7,0
259,113,9,100,3,3,0
260,95,6,79,1,6,3
261,94,7,82,0,9,1
262,88,6,75,0,7,1
263,86,9,71,2,8,2
264,95,10,81,1,10,0
265,108,18,93,3,19,4
266,120,8,116,0,10,1
267,122,2,120,0,2,2
268,113,8,110,3,3,1
269,109,10,104,3,7,0
270,103,3,99,0,3,1
271,100,21,93,7,15,1
272,94,6,82,1,6,8
273,93,11,83,3,8,3
274,102,7,95,1,7,3
275,112,6,105,0,7,3
276,110,7,106,0,7,0
277,116,12,111,2,15,3
278,120,16,115,3,19,1
279,124,6,124,0,7,4
280,136,5,138,0,6,2
281,136,12,134,2,11,1
282,147,22,137,2,35,3
283,165,2,174,0,4,1
284,166,8,162,0,15,6
285,178,28,166,2,42,7
286,207,28,215,2,37,4
287,227,7,251,0,9,5
288,229,8,253,3,9,3
289,203,6,227,1,5,0
290,208,6,227,2,5,1
291,195,7,214,0,9,0
292,153,2,159,1,1,3
293,112,7,108,2,8,2
294,101,8,91,3,4,3
295,102,11,82,0,13,3
296,114,7,98,2,4,1
297,118,20,94,4,24,7
298,135,17,123,4,19,2
299,151,5,143,0,6,1
300,145,12,139,5,9,2
301,153,16,144,2,19,0
302,158,12,156,6,3,1
303,165,0,157,0,0,2
304,130,8,120,1,8,0
305,131,5,106,0,9,11
306,135,10,119,2,10,8
307,136,6,130,0,8,4
308,126,12,122,7,11,1
309,135,9,129,0,14,3
310,144,9,145,3,6,3
311,160,21,161,0,36,8
312,181,22,195,0,40,5
313,207,34,233,6,34,6
314,269,40,300,3,49,11
315,302,26,345,2,30,7
316,338,21,376,2,31,5
317,361,15,404,4,13,3
318,351,14,377,2,13,7
319,330,22,346,3,22,5
320,321,27,336,1,30,5
321,283,29,280,2,31,4
322,279,22,272,2,30,1
323,269,24,266,0,31,4
324,280,19,283,0,27,5
325,280,22,288,5,22,3
326,286,27,291,1,35,2
327,295,28,296,7,32,6
328,291,28,305,1,38,2
329,304,34,314,2,42,6
330,312,39,328,2,52,3
331,325,16,357,0,20,1
332,312,16,343,4,14,4
333,304,25,332,1,37,2
334,303,32,338,2,52,2
335,300,46,346,2,73,1
336,300,14,363,1,18,3
337,260,14,317,4,12,2
338,268,9,311,1,10,3
339,260,8,301,0,8,1
340,248,9,275,0,14,5
341,222,6,236,1,5,3
342,167,11,157,0,14,3
343,155,17,146,1,20,1
344,161,14,150,0,23,2
345,158,8,155,2,12,0
346,164,4,158,0,6,2
347,151,15,141,1,16,4
348,157,14,156,1,17,2
349,163,17,162,2,20,0
350,180,22,171,3,23,5
351,212,21,190,0,25,5
352,228,17,206,1,17,3
353,246,13,218,2,15,2
354,241,16,218,3,13,1
355,250,55,217,5,80,3
356,307,35,293,3,39,3
357,324,30,314,1,44,2
358,317,17,322,2,15,0
359,339,36,338,4,49,5
360,362,35,384,4,41,3
361,390,31,423,3,30,4
362,406,67,371,32,109,15
363,425,24,474,2,28,5
364,419,30,461,2,32,0
365,455,49,495,3,48,4
366,459,20,486,0,23,15
367,436,41,469,2,49,5
368,464,41,504,5,38,12
369,424,51,417,5,55,5
370,467,24,456,1,24,3
371,465,24,447,1,26,2
372,449,33,409,2,38,3
373,445,16,408,0,20,2
374,424,21,385,2,25,1
375,379,28,341,0,41,4
376,323,27,299,7,29,2
377,333,51,312,7,52,5
378,406,105,364,5,133,10
379,476,64,470,1,67,4
380,556,66,537,3,70,15
381,634,71,613,9,69,6
382,683,60,656,3,70,6
383,745,57,712,1,66,13
384,784,81,745,5,94,9
385,746,76,701,5,83,8
386,777,49,738,4,51,8
387,761,46,720,1,55,6
388,767,64,718,3,76,21
389,784,54,733,4,56,15
390,792,59,725,3,60,7
391,767,77,657,6,75,25
392,760,45,650,3,46,34
393,751,38,668,4,39,13
394,749,60,655,0,75,24
395,723,54,641,4,64,9
396,715,57,645,4,67,9
397,713,25,646,2,25,9
398,631,54,564,1,61,9
399,584,26,545,4,24,5
400,562,31,522,0,37,7
401,498,45,468,2,50,2
402,484,42,436,4,49,7
403,464,36,401,1,37,14
404,478,38,422,2,36,6
405,458,39,386,2,42,19
406,482,31,418,1,36,7
407,491,88,439,8,85,4
408,527,34,477,0,41,2
409,500,45,443,6,46,4
410,528,40,473,1,44,3
411,510,18,457,1,22,4
412,453,21,413,1,20,1
413,450,42,404,5,40,10
414,417,33,364,2,40,8
415,407,30,363,1,32,3
416,384,35,340,3,35,1
417,362,38,318,1,42,12
418,397,29,359,1,31,5
419,413,19,376,0,21,8
420,372,22,340,1,24,1
421,338,22,304,0,24,4
422,332,33,297,1,33,3
423,341,31,301,0,31,4
424,316,21,272,2,20,2
425,311,17,258,0,18,6
426,306,15,254,0,15,3
427,286,21,234,0,21,1
428,287,27,235,1,28,3
429,288,20,236,2,19,2
430,284,17,232,2,14,1
431,321,35,237,2,39,41
432,350,43,304,1,58,5
433,391,35,358,5,38,5
434,411,29,383,0,31,5
435,411,16,387,2,16,1
436,398,28,371,0,47,1
437,410,20,402,0,22,2
438,345,15,339,1,17,3
439,306,18,291,2,17,2
440,281,20,263,2,18,4
441,257,24,241,1,25,3
442,272,30,253,6,34,7
443,273,31,253,0,47,3
444,286,18,281,0,23,6
445,288,25,293,2,25,2
446,295,50,294,0,77,1
447,331,36,353,3,43,4
448,338,29,366,1,33,1
449,338,19,356,2,24,0
450,323,12,335,1,14,4
451,313,18,321,1,17,1
452,302,17,300,1,17,1
453,270,14,248,1,15,3
454,246,13,209,0,13,4
455,237,18,192,0,20,5
456,229,19,190,0,20,0
457,253,44,198,5,59,35
458,296,27,280,2,26,5
459,318,28,294,1,37,14
460,334,38,333,2,39,0
461,368,37,361,1,42,0
462,401,44,377,1,47,1
463,443,30,406,1,34,3
464,425,32,352,3,31,7
465,421,41,353,2,45,0
466,424,39,354,2,39,2
467,415,11,345,0,12,1
468,404,39,315,4,41,44
469,418,42,368,1,40,4
470,435,38,382,1,37,2
471,430,26,378,1,26,4
472,415,31,365,2,30,1
473,413,32,362,3,31,40
474,438,25,424,0,33,4
475,404,71,380,5,83,5
476,439,44,436,3,54,1
477,450,52,453,5,57,2
478,490,32,491,0,38,4
479,504,37,489,2,44,4
480,475,29,454,1,37,4
481,478,37,461,1,43,5
482,446,44,416,1,50,3
483,449,43,395,2,54,8
484,440,68,392,2,91,3
485,478,38,446,2,45,2
486,477,34,454,2,39,1
487,492,60,467,0,67,4
488,527,62,502,2,64,5
489,567,160,544,6,165,7
490,704,203,682,0,221,7
491,833,31,812,0,39,6
492,816,108,803,2,117,4
493,906,95,893,3,108,6
494,918,113,915,5,115,6
495,976,101,956,3,119,19
496,932,88,913,1,114,6
497,794,62,774,9,61,9
498,820,104,815,1,112,2
499,821,104,808,2,108,5
500,814,25,797,0,30,5
501,734,129,716,2,139,5
502,751,71,719,0,78,3
503,713,41,665,3,48,5
504,674,17,637,0,21,4
505,583,25,537,0,30,4
506,494,31,452,0,36,0
507,491,22,449,0,26,1
508,363,21,317,1,21,2
509,326,28,265,1,34,3
510,306,30,246,0,37,2
511,328,30,261,0,36,6
512,329,24,268,1,25,6
513,325,25,267,1,29,2
514,322,23,265,2,23,3
515,322,14,263,3,17,4
516,304,27,248,2,32,2
517,302,29,247,0,42,2
518,280,17,243,7,14,3
519,265,15,231,0,18,1
520,257,16,218,0,16,1
521,257,17,209,0,22,5
522,268,11,221,0,13,2
523,238,8,195,1,8,1
524,228,19,167,1,19,6
525,237,20,170,0,23,2
526,257,21,189,0,27,5
527,264,25,205,4,26,4
528,267,18,215,1,17,2
529,282,24,223,0,30,1
530,307,22,253,0,24,4
531,300,27,249,0,31,3
532,304,18,258,0,19,2
533,294,15,238,1,16,5
534,283,14,223,0,16,3
535,276,10,224,0,11,1
536,246,10,196,0,11,2
537,225,16,172,1,16,4
538,200,20,150,2,23,1
539,207,23,150,0,28,2
540,215,6,159,0,6,2
541,203,24,146,1,24,0
542,230,23,166,2,21,3
543,254,15,193,1,19,1
544,252,23,190,3,24,5
545,261,22,202,0,24,1
546,266,23,203,1,22,4
547,290,27,222,0,30,3
548,293,12,231,0,14,3
549,282,19,221,0,23,3
550,277,12,210,0,15,3
551,260,15,196,0,18,2
552,249,18,187,3,15,1
553,235,19,176,1,24,3
554,226,16,175,0,21,2
555,236,18,184,0,22,5
556,231,5,186,0,5,5
557,225,23,181,5,22,3
558,241,24,195,2,21,0
559,250,25,199,7,18,1
560,263,20,194,1,20,4
561,265,17,184,1,18,3
562,269,16,182,0,18,3
563,285,19,197,0,19,2
564,283,44,192,1,44,5
565,301,21,217,2,18,4
566,302,26,213,2,25,2
567,308,22,224,0,25,3
568,313,24,234,3,23,1
569,379,77,240,0,79,9
570,464,58,307,3,60,3
571,614,276,354,75,199,21
572,896,104,634,30,92,8
573,988,77,737,4,87,7
574,1059,121,812,2,190,23
575,1164,65,994,2,67,21
576,1099,37,992,1,38,8
577,1057,44,970,0,56,7
578,729,50,735,2,62,9
579,658,24,677,0,24,2
580,610,41,604,1,47,23
581,507,27,450,1,31,34
582,480,22,433,0,24,45
583,507,21,451,0,25,69
584,506,39,484,0,48,10
585,493,23,465,0,25,6
586,530,54,486,0,63,15
587,551,34,497,0,46,10
588,576,52,506,3,78,11
589,595,47,538,4,44,9
590,582,42,522,2,47,4
591,588,57,517,2,70,10
592,628,39,575,1,49,17
593,613,62,564,1,75,20
594,641,44,605,2,48,13
595,611,61,570,3,68,19
596,613,40,598,0,44,14
597,597,91,601,6,93,8
598,616,31,625,2,34,18
599,575,26,598,2,26,3
600,522,32,535,2,34,18
601,508,36,526,2,36,9
602,469,50,480,2,57,6
603,482,51,486,2,57,4
604,442,37,427,1,41,9
605,453,28,427,1,34,5
606,464,31,436,1,34,4
607,458,39,422,1,39,4
608,456,47,424,1,53,7
609,463,38,426,0,41,5
610,460,57,412,3,55,8
611,499,98,440,4,114,13
612,602,91,557,1,114,16
613,680,76,659,11,89,16
614,760,139,752,3,172,38
615,881,86,924,0,101,47
616,936,66,1030,0,77,23
617,948,68,1059,0,88,16
618,917,367,1039,2,381,43
619,1176,185,1318,0,187,30
620,1260,131,1416,1,132,16
621,1245,65,1337,0,68,22
622,1186,57,1243,2,58,35
623,1157,62,1231,1,67,42
624,1138,45,1231,0,51,19
625,818,48,836,1,52,11
626,678,42,681,0,52,27
627,605,44,611,0,53,8
628,589,42,586,0,53,16
629,550,29,547,1,41,10
630,486,41,489,0,52,10
631,505,76,502,0,102,26
632,527,44,557,1,56,9
633,510,37,548,0,46,9
634,501,39,547,2,40,9
635,497,37,528,2,42,26
636,519,54,554,4,60,18
637,572,69,598,0,88,45
638,693,484,643,31,584,62
639,1178,168,1266,12,194,57
640,1334,109,1481,6,124,42
641,1400,79,1608,2,92,51
642,1453,56,1697,0,67,44
643,1462,41,1733,2,45,24
644,1430,22,1679,3,19,8
645,872,40,983,1,44,14
646,671,43,760,1,55,6
647,574,39,647,1,45,6
648,498,28,543,3,29,9
649,425,33,450,2,34,6
650,395,31,404,0,45,14
651,393,32,422,2,39,8
652,381,23,394,0,28,5
653,370,21,365,0,25,6
654,389,63,384,2,76,13
655,416,47,420,3,48,13
656,450,36,443,3,38,15
657,493,76,483,7,89,31
658,547,45,565,0,61,15
659,583,56,627,3,74,12
660,650,89,705,3,100,26
661,670,69,736,1,82,20
662,731,85,788,5,95,36
663,808,86,900,8,92,32
664,898,193,931,20,208,42
665,1108,145,1150,10,169,41
666,1213,76,1291,5,88,22
667,1205,76,1281,5,79,12
668,1217,74,1271,5,75,21
669,1172,58,1234,6,54,19
670,1100,73,1148,4,83,20
671,916,49,935,3,55,10
672,760,67,752,4,66,28
673,734,65,732,1,75,14
674,724,52,717,0,63,20
675,679,35,684,0,36,9
676,636,38,640,0,38,9
677,568,25,567,0,30,25
678,675,43,557,4,45,147
679,689,96,680,8,107,36
680,755,64,758,7,64,18
681,793,62,772,5,71,15
682,836,41,822,1,48,11
683,871,49,842,1,49,38
684,878,39,875,1,39,13
685,730,48,729,4,46,55
686,634,46,651,3,51,17
687,618,38,614,0,47,23
688,590,38,584,1,40,9
689,591,40,567,2,46,7
690,583,38,555,3,45,20
691,606,40,589,1,54,8
692,558,41,534,5,42,10
693,549,40,526,0,54,13
694,527,38,512,6,49,8
695,521,27,532,1,33,7
696,499,22,520,0,30,6
697,456,31,463,2,36,10
698,435,33,441,2,36,12
699,437,39,446,3,48,14
700,403,27,424,0,34,8
701,411,50,430,1,62,23
702,434,31,471,0,38,12
703,443,15,481,0,19,11
704,419,26,455,2,29,4
705,400,25,439,0,30,9
706,369,34,399,1,41,16
707,405,40,434,2,48,9
708,377,32,385,1,43,14
709,446,19,405,0,22,77
710,468,35,482,2,39,8
711,481,37,497,3,49,6
712,488,22,514,0,26,12
713,467,27,486,1,32,5
714,455,29,461,0,34,15
715,460,24,459,0,27,6
716,417,32,405,2,36,19
717,403,22,415,1,25,4
718,384,22,382,0,26,7
719,464,42,382,3,44,80
