overshoot0,overshoot1,overshoot2,overshoot3,overshoot4,overshoot5,overshoot6,overshoot7,overshoot8,overshoot9,overshoot10,overshoot11,overshoot12,overshoot13,overshoot14,overshoot15,overshoot16,overshoot17,overshoot18,overshoot19,cosine_similarity,norm
900.2405,268.39474,860.46716,295.2474,920.3989,257.33356,946.44434,309.29507,979.5563,274.47223,933.70276,284.95123,903.499,281.09305,1084.955,412.92657,1032.3839,370.37067,1038.7319,675.70825,0.9835907,3253.3335
751.3168,230.44821,765.287,203.23819,716.5513,218.84305,758.9595,234.47272,807.6781,225.37195,750.4093,233.36856,717.3501,214.01706,848.7223,290.37634,814.47205,275.95773,886.93884,576.1644,0.9869281,2642.1177
931.64404,261.40793,915.99927,279.6456,893.9243,263.4307,874.98804,268.9728,879.82556,290.86215,878.0028,270.06207,940.1138,274.44724,997.53357,383.62787,1003.2279,374.42688,974.71924,707.5603,0.9844557,3156.1487
993.26575,297.35843,1015.1477,289.67786,1021.8865,325.2546,994.5327,302.6593,1046.8547,309.9338,1002.2339,295.24704,1018.1509,325.80054,1110.0892,410.21332,1086.4675,457.60938,1123.537,851.01587,0.9839088,3552.9587
1384.6736,404.5616,1405.823,413.0227,1366.2592,406.4558,1360.2275,370.21725,1346.688,376.21777,1351.9697,421.82852,1387.513,346.3959,1639.2041,571.60925,1575.1436,529.2758,1647.052,1296.1472,0.99028516,4941.744
1231.5878,369.14856,1195.2654,325.96185,1223.6057,309.33145,1194.2653,329.39865,1185.445,339.18277,1174.58,346.15305,1232.6031,345.2345,1444.6378,465.7746,1421.4574,478.19733,1469.6023,1174.1113,0.9930879,4366.3887
1228.47,341.75522,1189.176,353.10855,1211.1289,352.34894,1123.5479,341.7935,1128.3494,348.22186,1171.2465,355.57504,1243.4092,340.70032,1405.8209,493.03516,1407.7039,440.86383,1401.0983,1158.8026,0.9941519,4288.4795
1420.5817,355.01947,1412.0739,383.42944,1444.2012,420.82452,1495.4324,419.3533,1475.3341,437.70966,1527.9869,371.16068,1391.5603,400.06543,1726.1213,611.332,1758.7117,577.95807,1799.7415,1456.616,0.9954042,5295.127
839.416,264.0534,863.04126,238.04254,777.95105,253.80243,790.1459,237.83292,787.9977,256.59512,872.53613,231.01703,782.28284,229.88657,1104.2832,407.69324,1016.7439,275.47226,1053.9324,812.6194,0.9961935,3059.2617
670.3296,189.86984,691.9634,197.32944,680.7527,244.93338,697.1376,188.40701,703.19446,240.31833,724.73425,200.35617,664.18445,220.2771,754.87854,296.1245,730.10425,317.19717,725.7644,515.0403,0.99120736,2395.5247
1307.0637,390.46027,1300.2662,361.40906,1252.5001,350.9198,1254.6335,342.23236,1229.639,358.3205,1272.5769,345.90167,1271.3608,344.0749,1616.5369,547.4896,1525.0947,424.1789,1613.0505,1235.9414,0.9954241,4661.3115
904.297,276.0137,898.35547,237.56982,963.68335,253.60892,933.984,247.80246,973.27686,233.83783,925.7544,274.08994,876.56836,292.10104,1076.1632,379.80994,1071.8397,411.34247,1102.6589,834.12915,0.995288,3317.2275
911.9126,226.298,857.79846,269.31943,914.3839,240.47964,968.1727,239.15814,912.7018,286.1299,874.2206,218.7091,963.52576,247.95044,1000.32715,358.14532,1042.5399,390.74133,1058.5028,835.40967,0.99460423,3237.794
857.7667,213.64984,844.2219,238.6984,875.39624,226.81854,876.7937,270.87955,872.2091,263.6519,814.1786,259.27054,930.1406,232.48828,992.214,311.58234,985.2306,336.53107,996.6338,700.0023,0.99297774,3056.0388
736.88025,268.73386,728.746,215.58386,739.1477,203.36255,666.1802,213.32205,725.20105,201.0737,657.19434,216.09692,717.5487,218.98297,801.886,259.792,785.7313,280.31573,868.3429,580.07764,0.9937378,2524.7788
944.03906,250.42587,906.10376,289.61063,974.5786,275.18152,940.72253,293.11005,920.3082,296.68298,953.38184,252.07816,941.1316,276.67938,1044.8011,386.3872,1076.5852,415.33423,1082.9584,781.17896,0.99363816,3328.7312
769.91003,234.8212,781.16394,222.5802,731.4789,223.73593,690.69116,232.8374,719.5818,250.83981,787.2755,217.77698,727.52124,210.10828,839.4862,327.02344,905.0355,290.1074,889.15625,658.18396,0.9960405,2680.3296
779.6638,200.88058,685.3109,195.17041,759.13635,211.1907,764.21313,204.34906,718.7295,197.90408,758.2218,222.7655,797.5657,191.90799,934.8972,316.59198,897.194,284.92722,839.8353,577.83936,0.9940018,2674.971
1100.6191,339.09772,1119.8657,341.55038,1139.8857,341.26852,1113.4636,343.00256,1181.5704,340.36078,1192.8219,297.3201,1106.4803,311.6964,1351.8438,536.91583,1288.1521,468.68585,1389.0508,1028.6533,0.99358577,4098.456
1075.6715,328.71497,1068.4569,304.0673,1011.62134,338.9564,1051.1351,323.90643,1069.4867,311.6631,1087.0668,341.0849,1032.9526,334.2883,1274.1052,477.36566,1212.474,475.20483,1183.7504,920.9758,0.99206966,3789.6667
1123.0908,311.90143,1126.1812,328.92737,1010.64233,336.3039,1094.4159,265.8938,1094.5269,310.86395,1087.1488,317.9351,989.8085,337.60083,1189.8684,437.05334,1188.6052,544.1347,1204.2344,957.2516,0.99256015,3806.772
972.5051,261.89297,947.1666,266.90094,993.7501,298.07608,938.8462,279.41528,904.4027,295.75687,1056.1621,252.93323,904.6172,234.01706,1034.627,458.92108,1061.5328,365.81866,1054.2722,745.1394,0.99262536,3344.4033
860.926,256.2775,862.50793,236.79968,917.4138,241.33133,861.3407,251.81512,930.66736,260.60107,855.2097,252.19415,903.0874,243.93585,1034.4803,338.42407,948.47144,358.1856,997.5166,633.3988,0.9925853,3086.2588
-52.118835,75.17557,-99.09985,88.106186,-76.07129,107.768585,-19.11029,66.967804,-49.79901,140.72894,-99.67163,107.394806,-58.24756,119.164795,-251.92993,92.64731,-206.51685,55.455902,-303.60583,-526.11566,0.988113,772.2038
153.82275,184.38461,150.2168,221.81882,82.40393,242.53458,116.944214,180.50177,161.50647,211.80527,148.4613,231.61606,97.92456,211.65948,53.959717,235.25806,56.180054,222.38593,18.998291,-219.19678,0.9904777,775.62714
