graph_num,l2_norm,cosine_similarity,g/s_pred_label,g/s_true_label,node_diff_1,edge_diff_1,node_diff_2,edge_diff_2,node_diff_3,edge_diff_3,node_diff_4,edge_diff_4,node_diff_5,edge_diff_5,node_diff_6,edge_diff_6,node_diff_7,edge_diff_7,node_diff_8,edge_diff_8,node_diff_9,edge_diff_9,node_diff_10,edge_diff_10
41,7134.733141470674,0.9230576234205596,1,1,28,2182,28,2182,28,2182,28,2182,28,2182,28,2182,28,2182,15,2289,15,2289,0,-2663
42,7003.762845785114,0.9262357311340083,0,1,33,2127,33,2127,33,2127,33,2127,33,2127,33,2127,33,2127,9,2225,9,2225,0,-2734
43,6660.410948282396,0.9226113302170239,0,0,32,2041,32,2041,32,2041,32,2041,32,2041,32,2041,32,2041,18,2159,18,2159,0,-2423
44,5495.23984917856,0.9281218693901685,0,0,19,1668,19,1668,19,1668,19,1668,19,1668,19,1668,19,1668,15,1834,15,1834,0,-1998
45,4410.622745146086,0.9352515302203548,0,0,29,1316,29,1316,29,1316,29,1316,29,1316,29,1316,29,1316,14,1507,14,1507,0,-1668
46,3061.334022938366,0.9478361147806779,0,0,27,878,27,878,27,878,27,878,27,878,27,878,27,878,15,1100,15,1100,0,-1245
47,2085.8966896756897,0.9596287583444144,0,0,36,567,36,567,36,567,36,567,36,567,36,567,36,567,23,778,23,778,0,-938
48,1553.2607636839348,0.9691729596246754,0,0,32,403,32,403,32,403,32,403,32,403,32,403,32,403,10,604,10,604,0,-734
49,874.4118022991227,0.9794029660013007,0,0,39,189,39,189,39,189,39,189,39,189,39,189,39,189,22,373,22,373,0,-474
50,513.5279933947127,0.9882950733392819,0,0,32,75,32,75,32,75,32,75,32,75,32,75,32,75,20,236,20,236,0,-324
51,481.177721845058,0.9883118230920105,0,0,31,74,31,74,31,74,31,74,31,74,31,74,31,74,20,226,20,226,0,-289
52,472.5939060123395,0.9884582804467454,0,0,29,79,29,79,29,79,29,79,29,79,29,79,29,79,23,224,23,224,0,-269
53,459.50081610373667,0.9898109629322146,1,1,32,82,32,82,32,82,32,82,32,82,32,82,32,82,22,212,22,212,0,-257
54,629.8237848795487,0.9895295630303869,1,1,75,83,75,83,75,83,75,83,75,83,75,83,75,83,38,248,38,248,0,-428
55,654.4287585367867,0.9908446058819943,1,1,60,106,60,106,60,106,60,106,60,106,60,106,60,106,26,282,26,282,0,-405
56,781.1958781253265,0.9900165166191575,1,1,40,148,40,148,40,148,40,148,40,148,40,148,40,148,22,355,22,355,0,-439
57,868.3616758010455,0.9900009151126227,1,1,57,156,57,156,57,156,57,156,57,156,57,156,57,156,23,367,23,367,0,-539
58,1010.6626539058421,0.9875411429362612,1,1,59,186,59,186,59,186,59,186,59,186,59,186,59,186,30,450,30,450,0,-590
59,1062.681043399194,0.9869146665207938,1,1,56,207,56,207,56,207,56,207,56,207,56,207,56,207,40,480,40,480,0,-586
60,930.2617911104379,0.988775298265385,0,0,55,171,55,171,55,171,55,171,55,171,55,171,55,171,33,419,33,419,0,-535
61,725.8519132715709,0.9918657436807236,0,0,50,129,50,129,50,129,50,129,50,129,50,129,50,129,30,317,30,317,0,-436
62,668.1586637917674,0.9925576366863896,0,0,46,107,46,107,46,107,46,107,46,107,46,107,46,107,30,306,30,306,0,-403
63,668.9020855102785,0.991807214402568,0,0,43,129,43,129,43,129,43,129,43,129,43,129,43,129,28,288,28,288,0,-388
64,597.620280780363,0.9924461805940711,0,0,47,102,47,102,47,102,47,102,47,102,47,102,47,102,37,266,37,266,0,-353
65,514.3170228565257,0.9940652668493766,0,0,52,84,52,84,52,84,52,84,52,84,52,84,52,84,26,215,26,215,0,-320
66,532.8179801770957,0.993531742979266,0,1,55,90,55,90,55,90,55,90,55,90,55,90,55,90,24,216,24,216,0,-334
67,539.13912861153,0.993367650940566,1,1,35,89,35,89,35,89,35,89,35,89,35,89,35,89,18,244,18,244,0,-327
68,575.1443297121167,0.9920633304969201,0,0,43,92,43,92,43,92,43,92,43,92,43,92,43,92,28,258,28,258,0,-352
69,547.1864398904637,0.9922174306158464,0,0,44,85,44,85,44,85,44,85,44,85,44,85,44,85,19,248,19,248,0,-334
70,892.3850065974888,0.9844167641569097,1,1,37,186,37,186,37,186,37,186,37,186,37,186,37,186,25,405,25,405,0,-464
71,766.0783249772833,0.9871675320308071,1,0,43,121,43,121,43,121,43,121,43,121,43,121,43,121,20,371,20,371,0,-442
72,718.3139981929908,0.9873019074949103,0,0,51,106,51,106,51,106,51,106,51,106,51,106,51,106,22,344,22,344,0,-426
73,721.8344685591012,0.9865204258875091,0,0,58,98,58,98,58,98,58,98,58,98,58,98,58,98,25,345,25,345,0,-437
74,685.6923508396459,0.9876223267638133,1,1,49,69,49,69,49,69,49,69,49,69,49,69,49,69,23,329,23,329,0,-450
75,625.152781326293,0.9884978296278871,0,0,41,57,41,57,41,57,41,57,41,57,41,57,41,57,16,305,16,305,0,-412
76,626.226795977304,0.9865839855698884,0,0,36,61,36,61,36,61,36,61,36,61,36,61,36,61,18,314,18,314,0,-399
77,422.58135311440327,0.992193446015188,0,0,30,51,30,51,30,51,30,51,30,51,30,51,30,51,15,191,15,191,0,-284
78,392.28943396426064,0.9911825486096537,0,0,27,38,27,38,27,38,27,38,27,38,27,38,27,38,14,188,14,188,0,-260
79,382.286541745848,0.9912977273151219,1,1,22,43,22,43,22,43,22,43,22,43,22,43,22,43,13,187,13,187,0,-244
80,357.86170513202444,0.9913135979916133,0,0,24,32,24,32,24,32,24,32,24,32,24,32,24,32,14,168,14,168,0,-245
81,346.99567720650356,0.9914972201777343,0,0,26,33,26,33,26,33,26,33,26,33,26,33,26,33,13,162,13,162,0,-235
82,409.6974493452455,0.9898863728368182,1,1,37,48,37,48,37,48,37,48,37,48,37,48,37,48,13,169,13,169,0,-291
83,408.5914830243039,0.9894160097907383,1,0,27,52,27,52,27,52,27,52,27,52,27,52,27,52,8,184,8,184,0,-274
84,461.00867670793355,0.9866263526703358,0,0,34,72,34,72,34,72,34,72,34,72,34,72,34,72,17,205,17,205,0,-289
85,418.35272199425214,0.9886441654180225,0,0,33,58,33,58,33,58,33,58,33,58,33,58,33,58,11,179,11,179,0,-282
86,395.5616260458034,0.9898482951985537,1,0,28,63,28,63,28,63,28,63,28,63,28,63,28,63,10,171,10,171,0,-254
87,382.60554099489985,0.9903047365186143,0,0,23,60,23,60,23,60,23,60,23,60,23,60,23,60,12,174,12,174,0,-238
88,381.377765476699,0.9899623362761122,1,1,27,53,27,53,27,53,27,53,27,53,27,53,27,53,10,171,10,171,0,-249
89,324.51040044966203,0.9918629914570468,0,0,33,43,33,43,33,43,33,43,33,43,33,43,33,43,9,143,9,143,0,-209
90,299.6531328052487,0.9928805087902477,1,1,31,40,31,40,31,40,31,40,31,40,31,40,31,40,6,122,6,122,0,-205
91,276.6188713735923,0.9936282392458996,1,1,25,22,25,22,25,22,25,22,25,22,25,22,25,22,4,119,4,119,0,-201
92,317.61297202727724,0.9918169211098504,1,1,15,34,15,34,15,34,15,34,15,34,15,34,15,34,7,154,7,154,0,-209
93,274.85996434548264,0.9927558110757314,0,0,21,22,21,22,21,22,21,22,21,22,21,22,21,22,6,126,6,126,0,-193
94,332.3898313727422,0.9892858863259767,0,0,30,27,30,27,30,27,30,27,30,27,30,27,30,27,17,151,17,151,0,-230
95,286.2498908296735,0.9911265993134111,0,0,21,17,21,17,21,17,21,17,21,17,21,17,21,17,9,139,9,139,0,-195
96,289.1124348761222,0.9910242561657514,0,1,23,15,23,15,23,15,23,15,23,15,23,15,23,15,11,135,11,135,0,-204
97,301.6355416723964,0.9915753306106179,1,1,33,25,33,25,33,25,33,25,33,25,33,25,33,25,11,130,11,130,0,-212
98,298.01342251650345,0.99238445243237,1,1,30,40,30,40,30,40,30,40,30,40,30,40,30,40,8,128,8,128,0,-196
99,314.2737660066459,0.9920555591160939,0,0,16,49,16,49,16,49,16,49,16,49,16,49,16,49,10,150,10,150,0,-187
100,324.2606975876047,0.9929699520218531,1,1,31,41,31,41,31,41,31,41,31,41,31,41,31,41,7,142,7,142,0,-215
101,478.11504891605324,0.9899974401167663,1,1,54,64,54,64,54,64,54,64,54,64,54,64,54,64,11,184,11,184,0,-334
102,483.54317283982,0.9894522228646885,1,1,33,55,33,55,33,55,33,55,33,55,33,55,33,55,13,233,13,233,0,-310
103,465.89805751902423,0.989644561594817,0,0,37,60,37,60,37,60,37,60,37,60,37,60,37,60,9,216,9,216,0,-298
104,466.06544604808454,0.9900866458561961,1,1,37,57,37,57,37,57,37,57,37,57,37,57,37,57,11,202,11,202,0,-321
105,487.21350555993416,0.9887868939791582,0,0,35,51,35,51,35,51,35,51,35,51,35,51,35,51,12,237,12,237,0,-313
106,457.07329827938975,0.9900755857827467,1,0,35,50,35,50,35,50,35,50,35,50,35,50,35,50,8,216,8,216,0,-299
107,490.07244362440946,0.9894686022174386,1,1,45,65,45,65,45,65,45,65,45,65,45,65,45,65,11,223,11,223,0,-311
108,317.72314992773187,0.9942396887038611,0,0,34,43,34,43,34,43,34,43,34,43,34,43,34,43,10,126,10,126,0,-219
109,350.9743580377347,0.9930953431053733,1,1,30,51,30,51,30,51,30,51,30,51,30,51,30,51,15,155,15,155,0,-224
110,316.6764910756717,0.9942427933851837,1,1,20,25,20,25,20,25,20,25,20,25,20,25,20,25,9,147,9,147,0,-223
111,352.52659474144644,0.9938208268433747,1,1,27,39,27,39,27,39,27,39,27,39,27,39,27,39,9,163,9,163,0,-235
112,391.95918154828314,0.9925035083195698,0,1,25,40,25,40,25,40,25,40,25,40,25,40,25,40,12,188,12,188,0,-259
113,352.09515759237587,0.9938624570115842,1,0,21,28,21,28,21,28,21,28,21,28,21,28,21,28,5,161,5,161,0,-252
114,363.0991600100446,0.9933586665181391,0,0,34,30,34,30,34,30,34,30,34,30,34,30,34,30,10,160,10,160,0,-257
115,382.26823043512263,0.9925110754068386,1,1,25,29,25,29,25,29,25,29,25,29,25,29,25,29,15,182,15,182,0,-263
116,328.29407548720707,0.9942940980875858,1,0,31,21,31,21,31,21,31,21,31,21,31,21,31,21,10,149,10,149,0,-231
117,314.5886202646243,0.9945102388008707,1,1,19,2,19,2,19,2,19,2,19,2,19,2,19,2,12,143,12,143,0,-235
118,309.69016774834813,0.9947815031073839,0,0,23,-1,23,-1,23,-1,23,-1,23,-1,23,-1,23,-1,15,136,15,136,0,-234
119,316.9195481506308,0.9945726516790152,1,1,22,14,22,14,22,14,22,14,22,14,22,14,22,14,10,149,10,149,0,-226
120,307.1042168385188,0.9946028675684091,1,1,19,6,19,6,19,6,19,6,19,6,19,6,19,6,10,145,10,145,0,-222
121,334.14368167002647,0.9933825796884197,0,0,26,24,26,24,26,24,26,24,26,24,26,24,26,24,12,150,12,150,0,-240
122,333.70046448873876,0.9922355480368247,0,0,19,20,19,20,19,20,19,20,19,20,19,20,19,20,11,159,11,159,0,-235
123,332.7566678520507,0.9919358925513966,0,0,26,24,26,24,26,24,26,24,26,24,26,24,26,24,11,154,11,154,0,-233
124,1068.4343685973415,0.9745242568608696,1,1,127,137,127,137,127,137,127,137,127,137,127,137,127,137,19,180,19,180,0,-912
125,1513.6333770104304,0.953913163097431,1,1,47,395,47,395,47,395,47,395,47,395,47,395,47,395,15,557,15,557,0,-750
126,1542.3180605828359,0.9528630445203046,1,0,38,408,38,408,38,408,38,408,38,408,38,408,38,408,11,593,11,593,0,-707
127,1574.156281949159,0.9539195260044055,1,1,26,417,26,417,26,417,26,417,26,417,26,417,26,417,9,609,9,609,0,-717
128,1597.1073852437098,0.9544910236470524,1,1,29,417,29,417,29,417,29,417,29,417,29,417,29,417,13,622,13,622,0,-744
129,1586.8935061937837,0.9565341067544729,1,1,27,402,27,402,27,402,27,402,27,402,27,402,27,402,10,640,10,640,0,-750
130,1605.692996808543,0.9589910280561239,1,1,29,408,29,408,29,408,29,408,29,408,29,408,29,408,8,641,8,641,0,-765
131,556.6641716510952,0.9850614275723902,0,0,29,67,29,67,29,67,29,67,29,67,29,67,29,67,9,261,9,261,0,-369
132,563.2663668283417,0.9870591593604126,1,1,74,39,74,39,74,39,74,39,74,39,74,39,74,39,24,209,24,209,0,-424
133,585.581762011079,0.9889797534274017,1,1,64,21,64,21,64,21,64,21,64,21,64,21,64,21,20,253,20,253,0,-427
134,810.934029376003,0.9855193193723055,1,1,100,62,100,62,100,62,100,62,100,62,100,62,100,62,25,300,25,300,0,-616
135,957.5907267721425,0.9853727689537539,1,1,83,90,83,90,83,90,83,90,83,90,83,90,83,90,20,428,20,428,0,-667
136,1158.2944357977378,0.9837217179087993,1,1,102,102,102,102,102,102,102,102,102,102,102,102,102,102,21,516,21,516,0,-814
137,1374.9079969219758,0.9794237429047067,1,1,94,38,94,38,94,38,94,38,94,38,94,38,94,38,20,682,20,682,0,-942
138,1514.2991778377218,0.9775446034009619,1,1,92,42,92,42,92,42,92,42,92,42,92,42,92,42,27,768,27,768,0,-1020
139,1593.5156102153503,0.9811493731113639,1,1,145,23,145,23,145,23,145,23,145,23,145,23,145,23,27,754,27,754,0,-1118
140,1707.3567289819664,0.9802114494592357,1,1,130,42,130,42,130,42,130,42,130,42,130,42,130,42,22,829,22,829,0,-1187
141,1573.2447362060361,0.9824854904510937,0,0,103,30,103,30,103,30,103,30,103,30,103,30,103,30,28,794,28,794,0,-1064
142,1447.6380763160382,0.9846868358966174,0,0,106,40,106,40,106,40,106,40,106,40,106,40,106,40,22,724,22,724,0,-978
143,1350.069627834061,0.9861665615227012,0,0,89,127,89,127,89,127,89,127,89,127,89,127,89,127,20,663,20,663,0,-880
144,1071.9906716012038,0.9890462529242358,0,0,67,85,67,85,67,85,67,85,67,85,67,85,67,85,14,525,14,525,0,-718
145,1000.4359049934184,0.9898284531878369,0,0,66,85,66,85,66,85,66,85,66,85,66,85,66,85,19,491,19,491,0,-661
146,862.3120084980842,0.9873209661611768,0,0,50,97,50,97,50,97,50,97,50,97,50,97,50,97,15,422,15,422,0,-551
147,687.2677789624653,0.9875366642396924,0,0,50,73,50,73,50,73,50,73,50,73,50,73,50,73,14,333,14,333,0,-442
148,638.1441843345436,0.9871144058150101,0,0,34,52,34,52,34,52,34,52,34,52,34,52,34,52,16,324,16,324,0,-412
149,630.0912632309704,0.9867706858706291,0,0,56,50,56,50,56,50,56,50,56,50,56,50,56,50,20,301,20,301,0,-419
150,635.7554561307359,0.9884180292415069,1,1,67,71,67,71,67,71,67,71,67,71,67,71,67,71,17,278,17,278,0,-427
151,614.6649493829951,0.9895773635027167,1,1,55,58,55,58,55,58,55,58,55,58,55,58,55,58,16,291,16,291,0,-404
152,609.0114941444044,0.9902686858286999,0,0,47,76,47,76,47,76,47,76,47,76,47,76,47,76,15,285,15,285,0,-390
153,614.9292642247561,0.9904451821368793,1,1,48,82,48,82,48,82,48,82,48,82,48,82,48,82,14,285,14,285,0,-390
154,647.332217644078,0.9910335456275625,1,1,61,98,61,98,61,98,61,98,61,98,61,98,61,98,13,279,13,279,0,-412
155,655.3235841933357,0.9912518612325065,1,1,61,91,61,91,61,91,61,91,61,91,61,91,61,91,16,291,16,291,0,-419
156,606.9069121372734,0.9909591821012934,0,0,46,91,46,91,46,91,46,91,46,91,46,91,46,91,15,271,15,271,0,-385
157,527.4504716084724,0.9911631916407017,0,0,42,90,42,90,42,90,42,90,42,90,42,90,42,90,13,219,13,219,0,-336
158,517.7209673173378,0.9912817422298031,0,0,38,75,38,75,38,75,38,75,38,75,38,75,38,75,18,220,18,220,0,-348
159,462.8541887030947,0.9919781410100716,0,0,32,69,32,69,32,69,32,69,32,69,32,69,32,69,12,191,12,191,0,-317
160,525.0999904780041,0.9906061957577637,0,1,42,78,42,78,42,78,42,78,42,78,42,78,42,78,22,219,22,219,0,-352
161,471.43292205784695,0.9913836049521065,0,0,33,65,33,65,33,65,33,65,33,65,33,65,33,65,19,200,19,200,0,-323
162,459.96521607617245,0.9898678643582826,1,1,28,21,28,21,28,21,28,21,28,21,28,21,28,21,16,214,16,214,0,-333
163,467.266519237148,0.9882599864845362,0,0,29,7,29,7,29,7,29,7,29,7,29,7,29,7,20,214,20,214,0,-346
164,474.35956826019645,0.9877190167083608,1,1,40,1,40,1,40,1,40,1,40,1,40,1,40,1,16,201,16,201,0,-364
165,458.0076418576441,0.9869952680599848,1,0,26,10,26,10,26,10,26,10,26,10,26,10,26,10,9,208,9,208,0,-343
166,534.5007015898108,0.9838541403705671,1,1,26,18,26,18,26,18,26,18,26,18,26,18,26,18,18,247,18,247,0,-395
167,577.9922144804375,0.9816935997710873,0,1,25,42,25,42,25,42,25,42,25,42,25,42,25,42,18,268,18,268,0,-416
168,642.5916277076757,0.977045708555237,0,1,20,75,20,75,20,75,20,75,20,75,20,75,20,75,15,295,15,295,0,-443
169,936.27506642012,0.9745194284474203,1,1,109,124,109,124,109,124,109,124,109,124,109,124,109,124,27,283,27,283,0,-724
170,1479.5593938737302,0.9682245441954498,1,1,144,207,144,207,144,207,144,207,144,207,144,207,144,207,32,506,32,506,0,-1109
171,1181.342456699157,0.981639132905307,1,1,153,89,153,89,153,89,153,89,153,89,153,89,153,89,31,431,31,431,0,-896
172,1175.9863944791198,0.9808703854776021,1,1,66,92,66,92,66,92,66,92,66,92,66,92,66,92,26,558,26,558,0,-818
173,1109.3642323421104,0.9809481941127425,0,0,55,81,55,81,55,81,55,81,55,81,55,81,55,81,17,550,17,550,0,-747
174,1063.228573731914,0.9816674524630462,0,0,43,85,43,85,43,85,43,85,43,85,43,85,43,85,16,520,16,520,0,-725
175,1037.6015612941221,0.9817325622725595,0,0,45,80,45,80,45,80,45,80,45,80,45,80,45,80,18,505,18,505,0,-712
176,791.6028044417226,0.9887688583883187,0,0,49,-14,49,-14,49,-14,49,-14,49,-14,49,-14,49,-14,19,373,19,373,0,-574
177,465.2386484375519,0.995709982280971,0,0,36,-57,36,-57,36,-57,36,-57,36,-57,36,-57,36,-57,15,187,15,187,0,-338
178,317.22547186504426,0.990355783045402,0,0,25,-12,25,-12,25,-12,25,-12,25,-12,25,-12,25,-12,12,134,12,134,0,-243
179,296.6580523093887,0.9891048103680975,0,0,26,-7,26,-7,26,-7,26,-7,26,-7,26,-7,26,-7,12,121,12,121,0,-231
180,298.7055406248769,0.9881478964937516,1,0,16,-4,16,-4,16,-4,16,-4,16,-4,16,-4,16,-4,14,138,14,138,0,-221
181,284.4327688575984,0.9882016674009931,0,0,25,-1,25,-1,25,-1,25,-1,25,-1,25,-1,25,-1,13,133,13,133,0,-202
182,273.1135295074193,0.9870766902232282,0,0,17,8,17,8,17,8,17,8,17,8,17,8,17,8,9,131,9,131,0,-194
183,245.22846490568747,0.9883251886343765,0,0,8,2,8,2,8,2,8,2,8,2,8,2,8,2,9,123,9,123,0,-171
184,260.79685580926775,0.9867019402967677,0,1,9,0,9,0,9,0,9,0,9,0,9,0,9,0,7,125,7,125,0,-190
185,291.7944481994131,0.9843868017952219,0,1,17,4,17,4,17,4,17,4,17,4,17,4,17,4,8,140,8,140,0,-209
186,257.65480783404763,0.9851630861951132,0,0,9,8,9,8,9,8,9,8,9,8,9,8,9,8,11,130,11,130,0,-177
187,285.9423018722483,0.9841964705336508,1,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,4,144,4,144,0,-200
188,367.6955262170047,0.9754946597751555,1,1,21,17,21,17,21,17,21,17,21,17,21,17,21,17,13,182,13,182,0,-252
189,399.75992795676757,0.9716311737857608,0,1,23,13,23,13,23,13,23,13,23,13,23,13,23,13,13,198,13,198,0,-276
190,457.71716157469996,0.9669227346383295,1,1,36,1,36,1,36,1,36,1,36,1,36,1,36,1,14,215,14,215,0,-328
191,429.7476003423405,0.9703247809904155,1,0,17,5,17,5,17,5,17,5,17,5,17,5,17,5,7,217,7,217,0,-297
192,438.17005831069747,0.9675543807213756,0,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,9,229,9,229,0,-291
193,422.82738794926706,0.9701650940403184,1,1,22,-12,22,-12,22,-12,22,-12,22,-12,22,-12,22,-12,8,213,8,213,0,-289
194,359.14342538879924,0.9722749854164732,0,0,19,4,19,4,19,4,19,4,19,4,19,4,19,4,6,182,6,182,0,-245
195,312.27551937351734,0.975422196942589,0,0,12,-20,12,-20,12,-20,12,-20,12,-20,12,-20,12,-20,6,160,6,160,0,-206
196,319.85621769789,0.9741929523817133,1,1,26,-14,26,-14,26,-14,26,-14,26,-14,26,-14,26,-14,8,150,8,150,0,-226
197,325.35672730097343,0.9741524149732487,1,1,31,-21,31,-21,31,-21,31,-21,31,-21,31,-21,31,-21,5,146,5,146,0,-231
198,463.42421171104127,0.9602420548487363,0,1,47,-8,47,-8,47,-8,47,-8,47,-8,47,-8,47,-8,19,212,19,212,0,-329
199,455.2636598719472,0.9614446217801266,1,1,24,-12,24,-12,24,-12,24,-12,24,-12,24,-12,24,-12,12,228,12,228,0,-313
200,435.41933810982715,0.9641764938222986,0,0,17,-13,17,-13,17,-13,17,-13,17,-13,17,-13,17,-13,10,222,10,222,0,-296
201,438.55102325727165,0.9668130555367019,1,1,15,-5,15,-5,15,-5,15,-5,15,-5,15,-5,15,-5,10,222,10,222,0,-303
202,472.05614072904507,0.9648544393589861,1,1,24,-4,24,-4,24,-4,24,-4,24,-4,24,-4,24,-4,11,229,11,229,0,-337
203,479.26923539906045,0.9636359301997176,0,0,16,5,16,5,16,5,16,5,16,5,16,5,16,5,7,245,7,245,0,-328
204,391.6758864163072,0.968823526850234,0,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,10,193,10,193,0,-275
205,289.99310336626974,0.9775791643506037,0,0,6,-5,6,-5,6,-5,6,-5,6,-5,6,-5,6,-5,5,147,5,147,0,-201
206,266.22546835342405,0.9804180789811117,0,0,12,-11,12,-11,12,-11,12,-11,12,-11,12,-11,12,-11,3,129,3,129,0,-189
207,271.1918140357485,0.98053080944925,0,0,9,-7,9,-7,9,-7,9,-7,9,-7,9,-7,9,-7,2,133,2,133,0,-193
208,267.0655350283896,0.9791456645390894,0,0,9,-16,9,-16,9,-16,9,-16,9,-16,9,-16,9,-16,7,133,7,133,0,-183
