,Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
305,19,132,9,51,65,1
306,17,79,4,21,63,1
307,16,139,5,51,75,0
308,29,167,13,60,88,3
309,16,135,6,50,74,0
310,18,72,5,18,56,2
311,20,87,5,24,59,3
312,22,70,7,21,50,3
313,16,78,7,26,49,1
314,20,92,4,31,59,3
315,14,78,5,28,46,1
316,17,89,6,27,56,0
317,19,99,11,28,71,2
318,22,81,18,25,55,0
319,15,74,9,26,48,1
320,18,71,4,25,45,8
321,18,75,8,19,60,2
322,15,75,2,20,55,2
323,12,67,4,23,41,1
324,9,68,5,24,36,0
325,16,48,8,12,32,5
326,14,66,8,23,43,1
327,16,55,9,18,37,1
328,18,80,6,26,58,2
329,13,78,5,24,48,3
330,18,97,4,26,70,0
331,20,106,4,44,81,4
332,19,77,8,20,58,2
333,20,126,8,46,62,4
334,24,86,8,29,56,2
335,11,106,1,41,66,0
336,25,108,9,34,68,1
337,24,121,7,40,71,2
338,36,189,17,66,124,3
339,29,127,10,39,78,4
340,26,117,14,39,74,2
341,19,120,4,44,72,3
342,23,160,12,63,89,2
