,Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
305,22,129,10,47,68,1
306,18,78,5,21,62,1
307,17,138,5,50,75,1
308,31,165,14,58,89,3
309,17,134,6,49,75,0
310,20,70,6,18,54,3
311,20,87,5,24,59,3
312,24,68,8,20,50,3
313,16,78,7,26,49,1
314,21,91,4,31,58,4
315,15,77,5,27,47,1
316,22,84,8,24,56,1
317,23,95,14,25,72,1
318,27,76,20,23,53,2
319,15,74,9,26,48,1
320,21,68,6,22,47,7
321,21,72,9,18,58,4
322,17,73,4,18,54,3
323,14,65,4,21,43,1
324,10,67,5,23,37,0
325,19,45,11,11,31,4
326,14,66,8,23,43,1
327,18,53,10,16,39,0
328,20,78,6,24,60,2
329,15,76,5,22,50,3
330,18,97,4,26,70,0
331,21,105,5,41,83,4
332,20,76,8,20,57,3
333,25,121,8,40,68,4
334,24,86,8,29,56,2
335,14,103,3,40,64,1
336,27,106,11,33,67,1
337,27,118,7,38,72,3
338,38,187,18,65,124,3
339,32,124,11,38,77,5
340,26,117,14,39,74,2
341,19,120,4,44,72,3
342,24,159,13,63,88,2
