,Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
305,81,70,25,2,96,3
306,50,46,20,0,67,2
307,79,76,25,0,105,1
308,101,95,31,4,122,7
309,74,77,14,0,114,2
310,42,48,14,1,65,1
311,58,49,20,0,67,4
312,54,38,22,1,54,4
313,47,47,14,1,67,1
314,56,56,16,2,76,3
315,47,45,10,1,65,4
316,56,50,16,1,68,4
317,64,54,35,3,71,3
318,55,48,30,2,64,2
319,45,44,16,1,61,6
320,50,39,17,5,51,9
321,46,47,19,1,65,4
322,36,54,7,4,63,5
323,42,37,14,1,52,2
324,39,38,15,4,44,2
325,37,27,20,1,33,3
326,44,36,18,1,53,3
327,40,31,20,3,42,0
328,51,47,15,2,70,5
329,55,36,21,0,50,9
330,59,56,18,0,77,5
331,60,66,20,2,104,7
332,45,51,17,4,62,5
333,73,73,18,3,92,7
334,60,50,18,2,70,5
335,61,56,18,1,84,5
336,76,57,28,0,79,5
337,75,70,22,2,94,2
338,112,113,42,6,158,4
339,88,68,34,1,94,2
340,69,74,21,1,104,3
341,64,75,12,4,103,4
342,95,88,27,6,126,7
