,Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
105,36,81,17,31,34,9
106,34,151,18,37,93,5
107,59,99,29,36,45,9
108,41,126,19,50,50,6
109,54,156,28,72,49,7
110,36,109,16,40,39,7
111,44,127,28,37,66,11
112,42,105,29,35,53,6
113,61,201,50,59,139,7
114,46,112,32,40,46,7
115,38,125,24,46,44,9
116,52,130,28,50,45,7
117,50,122,32,47,45,6
118,40,106,28,37,44,7
119,57,110,48,36,59,13
120,66,172,59,54,95,5
121,61,119,40,49,53,14
122,62,102,47,33,50,8
123,38,108,24,31,52,1
124,33,61,17,17,35,2
125,36,77,24,24,32,4
126,123,767,18,13,749,101
127,61,230,23,24,201,27
128,52,129,36,47,53,12
129,51,131,41,37,81,13
130,84,149,61,37,102,34
131,89,107,56,41,74,10
132,35,119,27,45,52,4
133,40,100,25,36,38,6
134,74,347,59,87,251,15
135,105,304,63,123,131,26
136,120,390,68,68,318,51
137,134,471,74,137,360,23
138,189,471,79,119,342,77
139,246,335,46,103,245,165
140,136,241,81,75,150,53
141,218,609,108,223,300,72
142,167,416,116,128,235,46
143,112,214,78,65,130,29
144,124,257,105,86,127,19
145,86,218,57,65,137,20
146,70,158,53,46,93,12
147,71,170,61,54,103,10
148,41,113,28,34,65,5
149,34,106,22,34,57,5
150,35,112,20,40,48,6
151,67,240,56,80,129,11
152,79,327,66,120,148,15
153,65,201,46,72,94,6
154,54,201,26,66,85,7
155,47,145,23,44,78,4
156,69,209,39,68,92,16
157,51,145,28,44,80,9
158,55,118,20,34,64,20
159,39,131,20,39,73,13
160,51,187,31,59,88,15
161,52,131,17,45,57,22
162,51,177,23,53,83,8
163,53,161,19,49,74,14
164,136,118,24,30,86,103
165,83,85,36,22,57,31
166,69,129,47,34,90,31
167,64,116,28,30,77,30
168,77,168,30,61,110,34
169,54,132,28,37,100,23
170,46,112,18,31,89,24
171,39,510,20,45,481,6
172,77,708,32,64,733,34
173,525,503,29,28,636,41
174,83,138,13,30,127,10
175,44,72,14,19,52,10
176,42,107,19,26,104,9
177,38,83,14,24,66,5
178,31,98,9,31,69,4
179,32,71,16,20,52,7
180,27,73,15,23,48,9
181,33,105,17,24,75,11
182,23,70,9,21,48,5
183,26,80,12,28,42,3
184,33,59,12,15,51,17
185,27,74,15,26,42,6
186,35,73,23,16,66,9
187,26,86,19,22,68,2
188,14,56,2,32,21,1
189,28,124,15,61,110,5
190,32,96,19,20,98,13
191,27,79,14,20,63,6
192,25,118,15,25,125,4
193,18,75,5,22,60,4
194,15,71,10,19,66,2
195,22,67,9,13,72,5
196,19,33,9,9,23,4
197,16,56,6,17,36,3
198,20,89,7,7,118,6
199,44,149,16,28,176,26
200,24,147,14,33,140,2
201,32,76,16,17,79,8
202,27,57,16,13,46,3
203,25,67,10,21,53,10
204,20,85,7,23,70,7
205,34,58,16,6,76,14
206,30,78,14,19,67,12
207,33,67,17,20,57,11
208,29,71,17,16,71,5
209,30,60,15,17,38,7
210,26,49,18,13,48,7
211,23,58,12,14,56,4
212,28,71,19,11,79,9
213,25,50,15,13,36,5
214,24,74,9,18,75,8
215,24,44,12,9,45,6
216,25,73,22,16,68,6
217,25,73,15,15,76,6
218,25,47,20,11,35,2
219,25,60,10,12,49,7
220,18,71,7,14,58,2
221,41,77,17,14,69,22
222,23,57,11,18,42,7
223,22,38,11,11,26,6
224,21,33,13,10,22,2
225,11,16,6,3,12,1
226,22,50,8,12,31,4
227,20,46,4,6,48,5
228,22,33,12,9,20,4
229,50,60,17,13,52,28
230,31,76,21,9,99,11
231,28,86,20,10,97,6
232,21,54,18,10,61,3
233,29,73,17,23,53,12
234,36,69,34,19,50,7
235,22,41,14,6,40,7
236,35,59,16,15,49,15
237,35,50,19,11,47,5
238,32,24,28,4,22,7
239,26,37,13,9,30,9
240,19,25,12,8,13,4
241,28,134,19,45,93,4
242,106,2618,56,1481,1329,55
243,143,593,78,136,557,78
244,509,2258,88,178,2253,414
245,169,444,97,48,483,104
246,145,376,53,15,390,102
247,210,2405,64,47,3788,169
248,175,1122,60,5,1325,129
249,96,480,43,6,562,59
250,71,289,39,2,335,32
251,666,515,64,7,609,605
252,106,326,36,6,387,78
253,44,209,16,2,236,22
254,120,244,22,2,297,87
255,41,200,13,5,248,21
256,70,242,12,8,278,52
257,25,118,6,2,136,9
258,32,317,12,4,329,15
259,16,88,4,5,93,3
260,12,104,1,6,109,4
261,23,105,8,11,100,6
262,13,194,1,97,99,3
263,38,136,8,9,143,22
