,Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
105,62,55,30,14,37,10
106,79,106,29,10,99,15
107,100,58,41,11,50,17
108,99,68,40,11,60,14
109,92,118,38,48,56,14
110,84,61,33,13,43,13
111,88,83,53,12,69,8
112,86,61,49,12,50,12
113,122,140,77,28,126,24
114,91,67,49,14,48,14
115,87,76,43,17,49,14
116,105,77,42,14,63,11
117,103,69,46,9,61,14
118,79,67,46,17,43,10
119,113,54,68,7,57,24
120,134,104,85,12,99,17
121,126,54,64,7,67,18
122,112,52,68,10,41,19
123,82,64,38,7,55,8
124,56,38,25,5,35,6
125,68,45,35,3,40,6
126,868,22,54,2,23,802
127,253,38,31,4,47,193
128,98,83,48,15,70,15
129,98,84,65,10,82,15
130,134,99,89,9,100,36
131,133,63,73,13,79,16
132,89,65,37,8,70,13
133,81,59,42,11,43,9
134,174,247,102,21,251,38
135,232,177,91,22,187,43
136,182,328,91,24,341,49
137,259,346,106,42,385,61
138,308,352,120,29,379,89
139,346,235,81,26,277,175
140,226,151,111,23,151,74
141,420,407,161,67,372,103
142,292,291,145,34,283,63
143,184,142,109,16,143,34
144,211,170,128,23,155,31
145,150,154,76,13,155,35
146,118,110,69,15,102,18
147,132,109,78,14,113,23
148,73,81,35,11,73,13
149,74,66,32,9,60,17
150,75,72,28,13,55,18
151,163,144,89,13,151,23
152,214,192,108,25,178,38
153,142,124,71,19,107,21
154,130,125,41,14,108,21
155,105,87,38,9,83,19
156,141,137,60,17,116,22
157,97,99,37,13,91,20
158,97,76,31,8,70,29
159,91,79,31,5,80,29
160,129,109,58,11,97,27
161,92,91,32,14,75,20
162,104,124,30,8,117,12
163,92,122,27,19,92,18
164,178,76,39,5,89,110
165,118,50,49,1,64,32
166,121,77,62,5,88,47
167,114,66,40,4,76,45
168,163,82,55,9,84,87
169,90,96,37,8,118,25
170,85,73,24,11,88,39
171,87,462,34,7,500,11
172,158,627,66,9,739,49
173,602,426,65,5,562,102
174,122,99,28,9,118,25
175,67,49,23,6,50,16
176,72,77,25,5,114,14
177,72,49,22,1,71,15
178,72,57,22,4,74,13
179,52,51,25,6,54,10
180,54,46,28,6,48,13
181,98,40,36,4,44,43
182,51,42,16,2,52,13
183,59,47,22,4,50,9
184,53,39,31,4,45,15
185,56,45,27,5,49,8
186,65,43,45,1,57,11
187,63,49,40,4,55,12
188,45,25,5,4,45,2
189,70,82,27,48,86,30
190,55,73,29,3,101,17
191,57,49,19,3,64,17
192,52,91,26,4,134,5
193,40,53,8,6,65,12
194,32,54,14,6,73,4
195,43,46,19,5,61,14
196,31,21,19,4,17,5
197,40,32,11,2,38,11
198,35,74,16,1,111,10
199,82,111,28,5,176,37
200,72,99,26,4,142,17
201,53,55,30,3,77,10
202,48,36,25,3,44,6
203,52,40,22,1,58,13
204,51,54,18,3,71,15
205,44,48,25,3,69,15
206,59,49,22,1,67,22
207,61,39,31,2,59,13
208,53,47,26,3,65,15
209,51,39,19,1,46,11
210,39,36,26,6,46,8
211,38,43,22,6,53,5
212,61,38,32,2,57,27
213,39,36,20,4,38,7
214,47,51,22,6,66,16
215,37,31,17,0,47,8
216,51,47,34,6,57,15
217,53,45,33,0,69,10
218,42,30,24,0,35,9
219,51,34,15,0,46,17
220,50,39,15,0,50,16
221,81,37,30,0,50,42
222,42,38,18,6,42,12
223,42,18,23,2,19,10
224,34,20,15,0,25,7
225,16,11,11,1,9,1
226,46,26,16,0,29,10
227,49,17,21,0,19,23
228,41,14,22,0,17,6
229,77,33,33,2,42,33
230,54,53,46,0,82,12
231,75,39,38,1,57,37
232,34,41,22,1,61,8
233,61,41,34,5,49,17
234,71,34,45,1,45,19
235,38,25,28,1,29,9
236,63,31,28,4,38,25
237,53,32,24,1,47,10
238,42,14,38,0,17,6
239,45,18,26,0,23,12
240,30,14,15,0,17,5
241,97,65,56,4,89,12
242,1757,967,368,88,2150,315
243,319,417,133,32,560,124
244,2340,427,274,56,622,1981
245,436,177,130,16,269,317
246,423,98,100,5,130,325
247,306,2309,92,37,3703,236
248,189,1108,65,5,1309,140
249,119,457,51,3,542,74
250,86,274,41,1,322,44
251,690,491,74,3,591,617
252,120,312,38,0,384,85
253,59,194,17,1,223,35
254,136,228,23,1,281,103
255,57,184,18,2,238,29
256,145,167,16,1,215,118
257,37,106,13,0,127,13
258,249,100,22,0,117,221
259,31,73,5,0,85,15
260,30,86,8,0,100,12
261,43,85,11,1,98,15
262,117,90,4,4,177,15
263,61,113,15,0,136,31
