,Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
101,1054,71,901,12,68,9
102,1041,55,911,14,37,10
103,1021,106,885,10,99,15
104,1056,58,922,11,50,17
105,1045,68,910,11,60,14
106,1027,118,903,48,56,14
107,901,61,709,13,43,13
108,883,83,701,12,69,8
109,921,61,735,12,50,12
110,914,140,712,28,126,24
111,993,67,820,14,48,14
112,981,76,812,17,49,14
113,951,77,779,14,63,11
114,969,69,798,9,61,14
115,951,67,795,17,43,10
116,966,54,788,7,57,24
117,906,104,705,12,99,17
118,966,54,771,7,67,18
119,953,52,795,10,41,19
120,915,64,782,7,55,8
121,872,38,758,5,35,6
122,835,45,725,3,40,6
123,1526,22,696,2,23,802
124,1568,38,1359,4,47,193
125,1533,83,1501,15,70,15
126,1581,84,1532,10,82,15
127,1619,99,1576,9,100,36
128,1706,63,1681,13,79,16
129,1765,65,1731,8,70,13
130,1062,59,1020,11,43,9
131,973,247,877,21,251,38
132,1226,177,1103,22,187,43
133,1354,328,1257,24,341,49
134,1666,346,1534,42,385,61
135,1990,352,1923,29,379,89
136,2347,235,2361,26,277,175
137,2582,151,2789,23,151,74
138,2682,407,2762,67,372,103
139,2926,291,3061,34,283,63
140,2976,142,3041,16,143,34
141,2820,170,2768,23,155,31
142,2681,154,2473,13,155,35
143,2406,110,2178,15,102,18
144,2312,109,2059,14,113,23
145,1783,81,1628,11,73,13
146,1426,66,1295,9,60,17
147,1291,72,1161,13,55,18
148,1165,144,1012,13,151,23
149,1195,192,1000,25,178,38
150,1300,124,1111,19,107,21
151,1315,125,1089,14,108,21
152,1380,87,1140,9,83,19
153,1435,137,1175,17,116,22
154,1518,99,1250,13,91,20
155,1408,76,1159,8,70,29
156,1206,79,978,5,80,29
157,1162,109,943,11,97,27
158,1110,91,930,14,75,20
159,1107,124,916,8,117,12
160,1051,122,881,19,92,18
161,1058,76,880,5,89,110
162,1037,50,978,1,64,32
163,1016,77,975,5,88,47
164,977,66,971,4,76,45
165,1011,82,1011,9,84,87
166,997,96,1044,8,118,25
167,1007,73,1059,11,88,39
168,956,462,1002,7,500,11
169,1393,627,1439,9,739,49
170,1968,426,2109,5,562,102
171,2293,99,2649,9,118,25
172,2233,49,2610,6,50,16
173,2164,77,2518,5,114,14
174,2152,49,2513,1,71,15
175,1990,57,2088,4,74,13
176,1681,51,1350,6,54,10
177,772,46,719,6,48,13
178,683,40,634,4,44,43
179,663,42,652,2,52,13
180,614,47,585,4,50,9
181,581,39,570,4,45,15
182,542,45,539,5,49,8
183,544,43,545,1,57,11
184,553,49,561,4,55,12
185,525,25,524,4,45,2
186,524,82,514,48,86,30
187,558,73,616,3,101,17
188,587,49,655,3,64,17
189,590,91,679,4,134,5
190,626,53,734,6,65,12
191,613,54,726,6,73,4
192,633,46,766,5,61,14
193,569,21,683,4,17,5
194,509,32,576,2,38,11
195,471,74,542,1,111,10
196,458,111,515,5,176,37
197,543,99,658,4,142,17
198,594,55,749,3,77,10
199,603,36,761,3,44,6
200,633,40,791,1,58,13
201,649,54,818,3,71,15
202,649,48,798,3,69,15
203,562,49,665,1,67,22
204,499,39,593,2,59,13
205,482,47,572,3,65,15
206,499,39,596,1,46,11
207,480,36,578,6,46,8
208,459,43,553,6,53,5
209,473,38,534,2,57,27
210,444,36,525,4,38,7
211,438,51,504,6,66,16
212,438,31,505,0,47,8
213,428,47,511,6,57,15
214,453,45,536,0,69,10
215,451,30,543,0,35,9
216,438,34,497,0,46,17
217,457,39,511,0,50,16
218,465,37,499,0,50,42
219,475,38,535,6,42,12
220,459,18,512,2,19,10
221,420,20,449,0,25,7
222,398,11,432,1,9,1
223,368,26,381,0,29,10
224,356,17,362,0,19,23
225,304,14,306,0,17,6
226,288,33,279,2,42,33
227,304,53,335,0,82,12
228,376,39,414,1,57,37
229,413,41,498,1,61,8
230,440,41,539,5,49,17
231,482,34,573,1,45,19
232,504,25,619,1,29,9
233,489,31,584,4,38,25
234,463,32,543,1,47,10
235,423,14,504,0,17,6
236,404,18,463,0,23,12
237,363,14,414,0,17,5
238,372,65,387,4,89,12
239,2057,967,752,88,2150,315
240,3146,417,3290,32,560,124
241,5357,427,4132,56,622,1981
242,6030,177,6785,16,269,317
243,6451,98,7385,5,130,325
244,6628,2309,7848,37,3703,236
245,8862,1108,11698,5,1309,140
246,7819,457,10386,3,542,74
247,7848,274,10251,1,322,44
248,5539,491,7759,3,591,617
249,5531,312,8287,0,384,85
250,5407,194,8229,1,223,35
251,3304,228,4526,1,281,103
252,2838,184,3452,2,238,29
253,2671,167,3110,1,215,118
254,2557,106,3062,0,127,13
255,1799,100,1947,0,117,221
256,1538,73,1798,0,85,15
257,1424,86,1646,0,100,12
258,1204,85,1365,1,98,15
259,1176,90,1203,4,177,15
260,1006,113,1064,0,136,31
