,Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
105,33,84,16,32,35,8
106,29,156,15,38,97,3
107,52,106,25,39,47,8
108,37,130,18,53,48,6
109,39,171,22,81,49,4
110,32,113,14,40,44,4
111,41,130,24,38,68,12
112,39,108,29,37,52,5
113,47,215,35,64,148,8
114,44,114,32,42,44,7
115,34,129,22,48,44,9
116,46,136,26,54,44,6
117,45,127,28,50,48,4
118,35,111,27,40,43,6
119,45,122,35,41,69,11
120,48,190,42,84,83,4
121,56,124,37,51,54,14
122,53,111,40,35,57,6
123,37,109,23,31,53,1
124,30,64,15,18,36,2
125,34,79,23,26,31,4
126,104,786,15,15,765,86
127,48,243,19,27,208,21
128,44,137,22,49,58,19
129,47,135,34,37,85,16
130,78,155,56,38,108,32
131,86,110,55,43,73,10
132,33,121,22,47,52,7
133,36,104,23,40,36,6
134,62,359,52,94,255,11
135,89,320,50,136,134,23
136,110,400,59,72,324,50
137,124,481,70,143,360,21
138,184,476,71,120,347,79
139,241,340,44,106,244,165
140,121,256,71,78,163,47
141,192,635,99,234,309,61
142,152,431,109,138,231,47
143,101,225,74,73,126,29
144,110,271,96,92,134,15
145,77,227,54,70,137,18
146,66,162,48,50,92,14
147,58,183,48,60,110,10
148,32,122,26,39,65,2
149,32,108,21,35,57,5
150,31,116,19,40,52,3
151,58,249,51,85,130,10
152,63,343,57,130,149,13
153,58,208,41,75,96,6
154,52,203,25,67,85,7
155,44,148,21,47,76,5
156,68,210,38,69,91,17
157,47,149,26,47,78,10
158,47,126,16,38,65,19
159,37,133,18,40,74,13
160,43,195,26,61,95,11
161,49,134,16,46,58,21
162,41,187,18,58,84,7
163,49,165,17,51,75,13
164,134,120,21,30,88,104
165,78,90,33,24,58,31
166,62,136,36,35,100,31
167,60,120,27,31,79,28
168,63,182,28,68,111,28
169,51,135,28,38,101,21
170,44,114,18,31,91,22
171,37,512,18,46,482,6
172,73,712,29,66,735,33
173,520,508,24,29,644,37
174,81,140,13,31,128,8
175,43,73,12,19,53,11
176,41,108,19,26,105,8
177,29,92,14,32,60,3
178,20,109,7,40,63,3
179,23,80,14,26,51,4
180,27,73,15,23,48,9
181,28,110,15,27,75,10
182,23,70,9,21,48,5
183,26,80,11,28,42,4
184,32,60,12,15,52,16
185,23,78,13,27,44,5
186,34,74,22,16,67,9
187,26,86,17,22,68,4
188,13,57,2,33,20,1
189,25,127,14,63,111,3
190,31,97,19,21,97,13
191,26,80,13,20,64,6
192,22,121,11,26,127,5
193,16,77,5,23,61,2
194,15,71,10,19,66,2
195,21,68,9,14,71,5
196,19,33,9,9,23,4
197,16,56,5,17,36,4
198,19,90,7,8,117,6
199,42,151,15,29,177,25
200,24,147,14,33,140,2
201,30,78,13,17,82,8
202,27,57,15,13,46,4
203,25,67,10,21,53,10
204,18,87,6,23,73,5
205,33,59,10,6,78,18
206,28,80,13,19,70,10
207,31,69,16,21,58,10
208,28,72,15,16,72,6
209,29,61,15,17,39,6
210,26,49,16,13,48,9
211,21,60,10,15,57,4
212,21,78,12,12,88,6
213,22,53,14,15,36,4
214,23,75,8,18,77,7
215,22,46,9,9,48,6
216,24,74,21,16,70,5
217,24,74,14,21,72,5
218,23,49,16,12,35,5
219,20,65,6,12,55,5
220,17,72,6,14,59,2
221,38,80,14,14,74,20
222,23,57,11,18,42,7
223,18,42,7,12,28,7
224,19,35,10,10,25,2
225,11,16,6,3,12,1
226,22,50,7,12,31,5
227,18,48,4,6,50,3
228,18,37,8,10,23,4
229,46,64,13,14,55,28
230,28,79,19,11,99,11
231,27,87,20,10,98,5
232,19,56,16,10,64,2
233,27,75,17,23,55,10
234,35,70,32,19,52,7
235,21,42,13,6,42,6
236,32,62,16,16,50,13
237,30,55,15,13,49,5
238,28,28,19,5,27,10
239,20,43,13,10,34,4
240,17,27,10,8,15,4
241,26,136,17,46,93,5
242,85,2639,46,1493,1336,46
243,142,594,77,137,556,79
244,497,2270,86,178,2266,403
245,169,444,97,48,483,104
246,145,376,53,15,390,102
247,207,2408,64,47,3792,165
248,169,1128,59,5,1332,123
249,86,490,42,9,568,51
250,67,293,38,5,338,27
251,665,516,60,7,610,608
252,103,329,36,6,390,75
253,38,215,15,3,240,18
254,106,258,20,4,308,76
255,38,203,13,5,251,18
256,50,262,10,9,298,33
257,24,119,6,3,135,9
258,29,320,9,4,334,13
259,14,90,3,6,94,2
260,10,106,1,6,111,2
261,17,111,5,13,104,3
262,13,194,1,97,99,3
263,35,139,4,10,146,22
