0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
12060,6324,389724,0,0,30268,166411,9802681,0,0,0,0,736,2944,0,0,0,15,10,0,0
10866,3695,356416,320,0,16588,101530,8803877,0,10,40,15800,362,1448,0,0,0,3,2,0,0
6291,2860,145608,0,0,9248,60059,2652073,0,0,0,0,259,1036,0,0,0,3,2,0,0
4760,2920,91212,0,0,13416,46845,1394524,0,0,0,0,1005,4020,0,0,0,63,42,0,0
4722,2216,99616,0,0,5848,40273,1607654,0,0,0,0,489,1956,0,0,0,15,10,0,0
4282,692,88484,0,0,2112,11793,1361185,0,0,0,0,53,212,0,0,0,0,0,0,0
5458,3060,118264,0,0,11016,56754,2013505,0,0,0,0,1188,4752,0,0,0,72,48,0,0
7397,4140,193460,0,0,16976,90053,3895041,0,0,0,0,1106,4424,0,0,0,60,40,0,0
6292,3312,146848,0,0,16592,67502,2663486,0,0,0,0,1344,5376,0,0,0,72,48,0,0
7621,3240,210488,0,0,9028,77566,4374716,0,0,0,0,222,888,0,0,0,3,2,0,0
2347,468,33884,0,0,12,6042,373276,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,700,26216,0,0,560,8678,267502,0,0,0,0,35,140,0,0,0,0,0,0,0
2095,504,26300,0,0,572,5300,265313,0,0,0,0,0,0,0,0,0,0,0,0,0
4144,968,83540,0,0,3192,14973,1259300,0,0,0,0,174,636,0,0,0,3,2,0,0
3928,2240,74104,0,0,5564,36542,1083339,0,0,0,0,455,1820,0,0,0,15,10,0,0
1958,1079,23992,140,0,1840,12607,237683,288,197,20,2495,105,420,0,0,0,3,2,0,0
2646,1420,36968,0,0,2256,18564,423805,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,1175,15156,24,0,1604,13385,128316,0,28,112,75,34,136,0,0,0,0,0,0,0
1432,1476,12264,0,0,2812,12637,96786,0,0,0,0,171,684,0,0,0,6,4,0,0
2880,976,46160,0,0,1408,13345,568667,0,0,0,0,0,0,0,0,0,0,0,0,0
793,312,4232,0,0,812,1769,21059,0,0,0,0,0,0,0,0,0,0,0,0,0
8269,7079,191984,320,0,18088,178042,3755475,3072,2059,44,10680,296,1184,0,0,0,3,2,0,0
28272,30490,1352020,248,4,135024,1532250,51512676,0,260,1040,4650,5576,22264,93,62,0,255,170,0,0
9210,4248,271872,0,0,1836,119226,6160903,0,0,0,0,15,60,0,0,0,0,0,0,0
16762,14405,624180,696,0,9664,560827,18521939,7488,5212,880,27645,5,0,0,15,0,0,0,0,0
18546,16763,742528,4,0,13276,676393,23528206,0,13,52,0,5,0,0,0,0,0,0,0,0
11148,8324,345672,0,0,10220,246203,8496462,0,0,0,0,146,584,0,0,0,3,2,0,0
7355,5123,192912,44,0,5368,130030,3921672,0,73,292,275,258,1032,0,0,0,15,10,0,0
14820,8471,575404,64,0,2440,322828,16840967,0,100,400,600,0,0,0,0,0,0,0,0,0
8240,5408,230180,0,0,3452,148454,4961629,0,0,0,0,84,336,0,0,0,0,0,0,0
8137,3888,220980,0,0,1544,96092,4653454,0,0,0,0,0,0,0,0,0,0,0,0,0
6189,3128,151632,0,0,5708,68066,2834101,0,0,0,0,130,520,0,0,0,0,0,0,0
8723,8226,232656,108,0,15508,214195,5012307,39,109,332,780,268,1052,0,0,0,3,2,0,0
32954,14722,2036200,128,0,6432,842877,91395976,0,292,1168,1190,148,592,0,5,0,0,0,0,0
53377,12568,4293376,0,0,39324,848214,247236997,0,0,0,0,620,2480,0,0,0,3,2,0,0
14557,10208,518444,0,0,74156,326336,14298028,0,0,0,0,4393,17572,0,0,0,267,178,0,0
7161,5111,184368,292,0,9952,121687,3676936,1728,1164,48,10260,995,3980,0,0,0,60,40,0,0
9176,5904,282132,0,0,7612,167899,6527439,0,0,0,0,556,2224,0,0,0,15,10,0,0
5378,4255,123524,224,0,3932,89816,2173272,0,18,72,7700,233,932,0,0,0,3,2,0,0
4711,2223,99580,28,0,532,45964,1612364,0,55,220,105,0,0,0,0,0,0,0,0,0
7982,4250,220336,336,0,8344,105382,4646374,1632,1164,304,11660,94,376,0,5,0,0,0,0,0
135200,26895,17645844,1188,0,122620,2904430,1633623550,0,22,88,219780,8781,35124,0,0,0,168,112,0,0
16990,7655,711932,76,0,17840,281231,22310889,102,79,44,685,140,560,0,0,0,0,0,0,0
5662,3443,130524,24,0,5328,73929,2324653,0,60,240,75,124,496,0,0,0,0,0,0,0
7881,2880,228860,0,0,2932,75010,4907948,0,0,0,0,71,284,0,0,0,0,0,0,0
7173,4474,192460,348,0,1380,118128,3903577,2145,1501,284,10940,0,0,0,5,0,0,0,0,0
5734,2324,106056,0,0,6028,42781,1580446,0,0,0,0,128,512,0,0,0,0,0,0,0
5196,2319,93104,224,0,328,43633,1395259,900,605,20,6200,9,36,0,0,0,0,0,0,0
12817,11998,404556,136,0,30428,382820,10418297,0,172,688,1350,940,3760,0,5,0,30,20,0,0
5611,5059,114116,264,0,12356,104741,1908738,1944,1308,48,7485,1197,4788,0,0,0,105,70,0,0
24704,7634,1333500,548,0,6392,358349,51872789,2250,1634,536,38890,128,512,0,5,0,0,0,0,0
60633,16078,5253200,812,0,6436,1193389,324122155,0,219,876,97565,0,0,0,0,0,0,0,0,0
111762,47665,9321064,12,12,20428,3965287,587285440,0,663,2652,0,0,0,9,6,0,0,0,5,0
34768,7850,1736228,360,0,7088,262244,66529013,2376,1660,304,11375,73,292,0,5,0,0,0,0,0
3189,284,53084,0,0,80,2828,680707,0,0,0,0,5,20,0,0,0,0,0,0,0
5117,2098,111000,244,0,1364,45083,1859653,0,67,268,7260,7,28,0,0,0,0,0,0,0
4915,1008,105164,0,0,1352,17750,1717133,0,0,0,0,0,0,0,0,0,0,0,0,0
3554,1084,57512,0,0,3344,15407,756389,0,0,0,0,52,208,0,0,0,0,0,0,0
4103,1328,74528,0,0,2160,20964,1074436,0,0,0,0,52,208,0,0,0,0,0,0,0
2061,748,24372,0,0,252,8442,238176,0,0,0,0,11,44,0,0,0,0,0,0,0
2258,2426,26856,52,0,2444,32018,283848,0,37,148,190,201,804,0,0,0,12,8,0,0
1744,1663,14080,136,0,3576,15798,112821,624,423,28,1765,78,312,0,0,0,0,0,0,0
2585,3391,30284,48,0,4308,47568,330619,0,40,160,330,114,456,0,0,0,3,2,0,0
5160,5869,92036,72,0,7944,121857,1445754,0,7,28,360,73,292,0,0,0,0,0,0,0
4639,4344,75064,0,0,2484,94671,1063125,0,0,0,0,0,0,0,0,0,0,0,0,0
3911,2483,70124,24,0,5752,41230,1001378,0,48,192,75,490,1960,0,0,0,30,20,0,0
3093,2143,46456,192,0,3332,32459,577999,960,646,24,4040,129,516,0,0,0,3,2,0,0
2876,1564,46008,0,0,1476,23100,574854,0,0,0,0,41,164,0,0,0,0,0,0,0
3955,2232,73940,0,0,3052,37492,1084116,0,0,0,0,147,588,0,0,0,3,2,0,0
2917,2003,46056,20,0,704,31436,580620,0,41,164,50,0,0,0,0,0,0,0,0,0
2944,2615,40296,24,0,3252,36483,481985,0,40,160,75,129,516,0,0,0,3,2,0,0
18444,24398,656224,460,0,71052,1042167,19222861,0,72,288,23655,3989,15956,0,0,0,186,124,0,0
13527,11904,463364,0,0,45784,392353,12506368,0,0,0,0,4186,16704,0,0,0,360,240,0,0
9799,8479,285592,60,0,18100,253066,6597299,0,76,304,525,904,3616,0,0,0,30,20,0,0
13799,7930,521104,476,0,6340,286555,14776750,3822,2652,416,21375,94,376,0,5,0,0,0,0,0
12735,7450,455912,416,0,17240,242717,12353588,2871,1932,72,19055,830,3320,0,0,0,15,10,0,0
11536,9562,359540,96,0,15504,306606,8967035,0,91,364,740,801,3204,0,0,0,18,12,0,0
7475,2727,186672,60,0,19264,58090,3652976,0,5,20,525,911,3644,0,0,0,33,22,0,0
5776,1372,137252,0,0,5496,26709,2455590,0,0,0,0,127,508,0,0,0,0,0,0,0
5397,2676,123848,0,0,5908,50470,2154537,0,0,0,0,758,2992,0,0,0,33,22,0,0
5078,1711,111232,20,0,4172,32444,1857859,0,3,12,50,61,244,0,0,0,0,0,0,0
6829,1088,183120,0,0,1068,25281,3620326,0,0,0,0,0,0,0,0,0,0,0,0,0
6772,1643,174728,252,0,1364,36776,3400000,0,6,24,9765,0,0,0,0,0,0,0,0,0
7470,2343,179964,36,0,4616,50471,3443563,21,22,32,140,14,56,0,0,0,0,5,0,0
42429,43790,2160244,168,0,739412,1548911,85200962,21,69,220,2450,150216,600864,0,0,0,55374,36936,0,0
12371,2444,440504,0,0,11128,69697,11707710,0,0,0,0,279,1116,0,0,0,3,2,0,0
6064,2907,138208,12,0,7700,58190,2478830,0,59,236,15,366,1464,0,0,0,12,8,0,0
6115,2127,144856,8,0,6236,43643,2639331,3,13,44,0,198,792,0,0,0,3,2,0,0
11003,2915,299564,12,0,23044,74206,6419405,3,9,28,5,114,456,0,0,0,0,5,0,0
15743,3440,630372,0,0,6248,115040,18906637,0,0,0,0,303,1212,0,0,0,3,2,0,0
4875,680,105260,0,0,12,12921,1714317,0,0,0,0,0,0,0,0,0,0,0,0,0
12723,1448,471568,0,0,2472,46062,12811451,0,0,0,0,267,1068,0,0,0,3,2,0,0
8691,2544,243964,0,0,12548,64013,5214534,0,0,0,0,89,356,0,0,0,0,0,0,0
83698,23488,7051452,0,0,749624,1558187,443762634,0,0,0,0,14930,59720,0,0,0,402,268,0,0
8183,4539,180404,136,0,48456,91134,3134850,0,9,36,2805,1554,6216,0,0,0,63,42,0,0
11513,6312,286172,0,0,72720,134349,5845426,0,0,0,0,1350,5400,0,0,0,33,22,0,0
8480,6331,180316,132,0,68804,113804,3122942,0,21,84,2640,4498,17992,0,0,0,504,336,0,0
15148,10766,457236,204,0,143384,282395,10703721,0,75,300,6125,5758,22832,0,0,0,366,244,0,0
11701,6520,327348,0,0,80424,148617,7060274,0,0,0,0,3600,14400,0,0,0,252,168,0,0
14656,7870,481856,376,0,97396,217984,12277530,0,20,80,18415,4100,16400,0,0,0,252,168,0,0
14405,15568,427424,0,0,88756,498256,10439918,0,0,0,0,3864,15456,0,0,0,252,168,0,0
13937,13019,421820,4,0,118276,368212,10095192,0,0,0,0,7975,31900,0,0,0,858,572,0,0
34605,33128,1653540,0,0,592412,1314047,59968991,0,0,0,0,63790,255160,0,0,0,12183,8122,0,0
31618,25345,1348660,880,0,475376,1004882,42266232,3465,2474,656,49230,20765,82740,0,5,0,1683,1122,0,0
33261,31988,1529584,0,0,514888,1285864,54716033,0,0,0,0,36421,145684,0,0,0,4629,3086,0,0
10652,5391,275680,280,0,63268,115978,5611634,0,10,40,12075,2083,8332,0,0,0,105,70,0,0
39543,29872,2059988,0,0,698016,1157319,81294340,0,0,0,0,97796,390444,0,0,0,23316,15544,0,0
19205,11026,638624,496,0,174428,312605,16122532,0,54,216,18900,5204,20816,0,5,0,255,170,0,0
19042,11243,656772,232,0,221656,333073,17214676,0,24,96,8265,14520,58080,0,0,0,1680,1120,0,0
19422,15592,646080,0,0,275492,366350,15914918,0,0,0,0,48143,192572,0,0,0,16368,10912,0,0
24875,13859,938416,312,0,265144,468421,26226580,0,29,116,15015,7869,31476,0,0,0,375,250,0,0
34669,28440,1599704,0,0,676972,1067794,54274194,0,0,0,0,66275,265100,0,0,0,12192,8128,0,0
59240,53708,3545516,0,0,1592896,2449843,153314226,0,0,0,0,224591,898364,0,0,0,62475,41650,0,0
26899,10804,1088696,0,0,233748,407670,31986727,0,0,0,0,4873,19492,0,0,0,168,112,0,0
32235,15475,1438400,340,0,439556,638195,47265834,0,23,92,17850,18165,72660,0,0,0,1365,910,0,0
36015,19404,1784484,0,0,554988,822468,66563499,0,0,0,0,32617,130468,0,0,0,3420,2280,0,0
34423,14072,1607124,0,0,420548,616067,55027450,0,0,0,0,13020,52080,0,0,0,672,448,0,0
21025,12339,748120,276,0,255396,398652,19668977,0,23,92,11730,11108,44432,0,0,0,861,574,0,0
35889,27492,1689736,0,0,685356,1093659,58339810,0,0,0,0,54430,217720,0,0,0,7860,5240,0,0
24618,15498,948848,332,0,342672,524883,27110625,0,34,136,13685,17608,70432,0,0,0,1680,1120,0,0
5399,4475,123428,224,0,4752,91662,2174216,0,19,76,7700,121,484,0,0,0,0,0,0,0
48494,26376,2949564,0,0,809964,1251828,134849283,0,0,0,0,69930,279720,0,0,0,9828,6552,0,0
24762,14248,936212,0,0,343352,507890,25849248,0,0,0,0,14525,58100,0,0,0,1104,736,0,0
29111,25762,1180464,812,0,551912,915407,35359416,231,288,536,50490,43993,175952,0,5,0,6915,4730,0,0
25154,18314,1017228,1676,8,351488,565043,31123099,5268,3762,1000,63235,28436,113744,420,345,0,3993,2692,0,0
13260,7924,382220,0,0,126004,178747,8503374,0,0,0,0,11280,45120,0,0,0,1680,1120,0,0
10930,5828,289224,0,0,58380,101388,6269912,0,0,0,0,2884,11536,0,0,0,195,130,0,0
8600,8490,169316,344,4,52868,128969,2870953,2502,1736,272,4830,3656,14624,129,86,0,387,288,0,0
9635,6019,222504,168,0,54296,111278,4195856,834,581,100,2910,1912,7648,0,0,0,105,75,0,0
6565,3140,108344,0,0,26072,40370,1524928,0,0,0,0,512,2048,0,0,0,18,12,0,0
8926,2684,225276,0,0,15488,39086,4631011,0,0,0,0,343,1372,0,0,0,39,26,0,0
6668,1938,131116,268,4,5772,20280,2089068,1326,907,92,3215,180,720,96,64,3,14,28,0,5
6266,5410,89192,1072,32,16140,74568,1069717,7992,5407,316,15965,444,1756,963,647,156,134,65,10,55
8619,5991,160324,236,0,8240,123377,2389248,1584,1072,64,5915,5,0,0,0,0,0,0,0,0
13723,11793,300960,708,8,58852,243241,5523672,6342,4286,232,15065,942,3528,300,200,93,92,65,0,10
15991,21617,382264,856,8,127776,568731,7708958,9906,6736,528,21085,3103,12032,357,238,117,174,99,0,20
21245,24989,513928,840,12,374676,583017,10066152,10656,7213,436,18425,19239,76176,621,414,18,2049,1403,5,0
11862,20765,235856,2068,32,110800,474364,4094026,19503,13279,1108,61840,3255,12260,1614,1101,252,312,151,10,60
9049,15574,133768,1056,32,104940,224997,1822443,7974,5507,764,15380,4965,19300,834,556,324,630,326,10,85
5144,6102,60556,1280,72,30004,73429,665477,4440,3184,896,17415,1609,6436,1581,1089,168,283,114,45,85
5778,8607,85116,152,0,48452,116090,1141428,993,726,256,1780,3593,13512,0,0,0,507,418,0,0
5847,9885,82612,1044,44,51992,132446,1046872,5169,3708,1048,15050,2942,11408,1056,704,312,571,387,15,35
4416,4166,46316,300,4,19820,43736,441414,2163,1492,200,3225,508,1872,108,72,3,17,25,0,5
4267,5235,52996,152,0,24900,62136,570089,885,616,104,2030,1898,7592,0,0,0,255,180,0,0
6329,7847,98008,192,0,50016,103824,1247215,1077,760,168,3845,7497,29988,0,0,0,2448,1632,0,0
2722,2484,25016,520,56,7684,16810,222876,1548,1122,360,2370,125,460,525,350,252,174,34,30,65
4571,5702,59388,268,4,26828,63341,706676,1650,1157,228,2680,1582,6168,99,66,3,182,135,0,0
7323,11469,113192,1348,36,69072,180798,1492535,5817,4125,988,29950,3387,13088,1185,805,144,414,297,10,55
4501,5959,59256,8,0,27196,75373,662861,0,1,4,5,1426,5704,0,0,0,120,80,0,0
5501,7372,77932,0,0,44668,97921,942116,0,0,0,0,3728,14872,0,0,0,660,440,0,0
4267,3064,59468,0,0,21936,34863,701321,0,0,0,0,1164,4656,0,0,0,105,70,0,0
3439,3348,39792,0,0,20956,35500,384824,0,0,0,0,1396,5424,0,0,0,168,112,0,0
3296,2884,30476,0,0,15176,25616,247728,0,0,0,0,1128,4492,0,0,0,168,112,0,0
5156,3204,66096,0,0,21760,34543,762662,0,0,0,0,729,2916,0,0,0,42,28,0,0
2827,3024,26200,0,0,13236,27339,217570,0,0,0,0,477,1908,0,0,0,30,20,0,0
600,88,3264,0,0,72,426,15572,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,664,5056,0,0,1656,3477,22147,0,0,0,0,27,108,0,0,0,0,0,0,0
7123,6923,118180,24,0,61200,104646,1630999,15,15,20,50,3893,15552,0,0,0,498,332,0,0
4041,4632,47144,0,0,27156,52053,473356,0,0,0,0,2282,9128,0,0,0,363,242,0,0
1118,828,5276,0,0,3424,4573,24758,0,0,0,0,81,324,0,0,0,3,2,0,0
2544,2404,24896,0,0,12520,20548,216137,0,0,0,0,990,3960,0,0,0,117,78,0,0
2099,2567,15152,76,0,9732,18741,106032,96,86,88,685,384,1516,0,0,0,18,22,0,0
1447,963,8896,48,0,3216,6192,52567,33,39,68,275,32,128,0,0,0,0,0,0,0
1914,2139,13372,104,0,8004,16842,85419,399,277,44,960,480,1920,0,0,0,60,40,0,0
1370,1248,8804,0,0,3476,7862,54127,0,0,0,0,489,1956,0,0,0,105,70,0,0
1232,1368,6748,0,0,4036,7924,35940,0,0,0,0,360,1440,0,0,0,60,40,0,0
3161,3972,33292,0,0,18444,40650,306381,0,0,0,0,1308,5192,0,0,0,168,112,0,0
3557,4530,39500,140,0,19648,54685,400452,0,29,116,2805,1186,4744,0,0,0,108,72,0,0
2123,2863,16616,92,0,9468,25347,122250,123,101,76,1050,413,1632,0,0,0,30,30,0,0
581,472,1552,0,0,652,1774,5199,0,0,0,0,0,0,0,0,0,0,0,0,0
2638,3976,25680,0,0,14688,40764,225083,0,0,0,0,1145,4580,0,0,0,168,112,0,0
1689,1040,14676,0,0,4388,6902,111255,0,0,0,0,588,2352,0,0,0,105,70,0,0
7075,7268,132944,0,0,46404,88596,1881690,0,0,0,0,14189,56756,0,0,0,8778,5852,0,0
15112,15304,453196,0,0,183204,377175,10376361,0,0,0,0,17204,68816,0,0,0,2910,1940,0,0
4118,3572,59128,0,0,21756,41841,705213,0,0,0,0,2160,8640,0,0,0,360,240,0,0
3752,4876,43888,0,0,22236,54930,446954,0,0,0,0,2063,8252,0,0,0,360,240,0,0
2220,2722,15416,96,0,8820,22434,107031,0,19,76,1265,228,912,0,0,0,9,6,0,0
2341,3303,18100,8,0,12292,28621,134817,0,24,96,5,526,2104,0,0,0,36,24,0,0
1740,2383,10612,104,0,4644,18183,64248,486,343,76,800,185,740,0,0,0,12,23,0,0
1492,1905,8204,652,52,3092,14291,47152,2394,1666,280,5115,48,192,834,556,84,56,0,50,35
2223,1944,19640,0,0,9492,16605,153128,0,0,0,0,590,2360,0,0,0,60,40,0,0
2851,3018,25680,680,60,10428,29574,205753,2541,1778,336,7385,310,1240,1260,840,30,32,13,100,0
2468,1956,20856,420,24,4796,17435,156954,2091,1419,100,3140,61,244,468,312,9,6,5,20,0
5558,6931,85060,1040,40,37968,108015,1077732,7200,4910,440,21150,3813,15252,1560,1040,0,666,444,50,0
2596,2708,17040,536,16,4556,28139,117430,3006,2043,156,6020,40,160,381,254,54,36,0,5,10
1263,773,4396,148,8,1708,3295,17467,228,169,68,690,26,104,66,44,12,8,0,0,5
807,652,3520,0,0,720,3852,17948,0,0,0,0,20,80,0,0,0,0,0,0,0
390,36,784,0,0,0,108,1522,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,2495,14824,128,0,4772,25190,122133,483,343,84,1675,108,432,0,0,0,3,2,0,0
1197,1102,6068,160,4,3372,6519,31679,318,233,84,1375,156,624,57,38,6,16,8,0,0
1123,972,5700,0,0,2884,4456,29050,0,0,0,0,184,736,0,0,0,15,10,0,0
280,80,380,0,0,16,142,732,0,0,0,0,0,0,0,0,0,0,0,0,0
590,426,1480,76,4,148,1159,4783,141,100,24,170,0,0,21,14,15,10,0,0,0
755,484,2940,0,0,916,2380,11449,0,0,0,0,0,0,0,0,0,0,0,0,0
3130,616,30068,0,0,840,4569,231921,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,600,16480,0,0,516,4968,115411,0,0,0,0,27,108,0,0,0,0,0,0,0
4854,4660,89820,0,0,19156,72700,1331374,0,0,0,0,3678,14712,0,0,0,858,572,0,0
2190,2458,19564,228,4,11036,20930,152764,381,283,116,3255,852,3408,81,54,3,92,90,0,5
1481,2040,9584,0,0,4948,17680,61087,0,0,0,0,290,1160,0,0,0,30,20,0,0
1186,1792,6816,0,0,3712,10372,37611,0,0,0,0,688,2752,0,0,0,252,168,0,0
1654,2168,13320,0,0,5164,16402,96729,0,0,0,0,1053,4212,0,0,0,360,240,0,0
3528,5868,37224,612,12,15160,78736,368299,5448,3692,240,9290,589,2156,441,294,18,42,45,5,0
1958,2480,14184,0,0,9532,19015,93768,0,0,0,0,859,3436,0,0,0,168,112,0,0
986,956,4128,0,0,3008,5111,17261,0,0,0,0,129,516,0,0,0,12,8,0,0
3401,3984,38688,0,0,19392,48102,398921,0,0,0,0,648,2592,0,0,0,21,14,0,0
857,1138,3172,132,4,2024,6158,14228,273,196,56,885,80,260,39,26,21,17,2,0,0
624,628,2184,0,0,1560,2361,7974,0,0,0,0,169,676,0,0,0,30,20,0,0
634,504,2080,0,0,660,2259,7626,0,0,0,0,0,0,0,0,0,0,0,0,0
670,268,2640,0,0,964,1189,9137,0,0,0,0,15,60,0,0,0,0,0,0,0
