graph_num,l2_norm,cosine_similarity,g/s_pred_label,g/s_true_label,node_diff_1,edge_diff_1,node_diff_2,edge_diff_2,node_diff_3,edge_diff_3,node_diff_4,edge_diff_4,node_diff_5,edge_diff_5,node_diff_6,edge_diff_6,node_diff_7,edge_diff_7,node_diff_8,edge_diff_8,node_diff_9,edge_diff_9,node_diff_10,edge_diff_10
34,999.5579022748007,0.9943774791236928,0,0,79,214,79,214,79,214,79,214,79,214,79,214,79,214,-452,-367,50,342,0,-420
35,799.110755777946,0.9934397569952872,0,0,55,120,55,120,55,120,55,120,55,120,55,120,55,120,-408,-335,23,296,0,-387
36,713.4598797409705,0.9920316870786968,0,0,57,89,57,89,57,89,57,89,57,89,57,89,57,89,-369,-308,21,260,0,-363
37,727.7087329419649,0.9898466460592482,0,0,37,76,37,76,37,76,37,76,37,76,37,76,37,76,-398,-314,30,301,0,-362
38,683.3066661463212,0.9896216938969465,0,0,60,63,60,63,60,63,60,63,60,63,60,63,60,63,-356,-319,24,244,0,-354
39,668.2940969363713,0.989048695580769,0,0,66,73,66,73,66,73,66,73,66,73,66,73,66,73,-345,-304,24,217,0,-346
40,594.0328273757268,0.9899587613785,0,0,65,92,65,92,65,92,65,92,65,92,65,92,65,92,-259,-205,21,212,0,-331
41,478.44330907642546,0.9921808567184842,0,0,43,73,43,73,43,73,43,73,43,73,43,73,43,73,-205,-164,21,182,0,-276
42,362.0731970196082,0.9943294624949107,0,0,30,63,30,63,30,63,30,63,30,63,30,63,30,63,-154,-127,12,132,0,-199
43,296.2144493437145,0.9953275926746894,0,0,27,49,27,49,27,49,27,49,27,49,27,49,27,49,-118,-108,16,110,0,-167
44,262.22890763605756,0.9963881116315946,0,0,28,58,28,58,28,58,28,58,28,58,28,58,28,58,-84,-72,12,88,0,-140
45,278.3882181415011,0.9954490568414961,1,1,26,50,26,50,26,50,26,50,26,50,26,50,26,50,-112,-89,13,103,0,-155
46,359.9097108998311,0.991501530959451,1,1,35,69,35,69,35,69,35,69,35,69,35,69,35,69,-140,-102,13,138,0,-196
47,427.54648870035174,0.9886700614740147,1,1,40,101,40,101,40,101,40,101,40,101,40,101,40,101,-136,-68,18,163,0,-224
48,399.9574977419476,0.9904406858395994,1,1,30,87,30,87,30,87,30,87,30,87,30,87,30,87,-131,-68,12,165,0,-227
49,447.73206273395255,0.9882000171046823,1,1,19,115,19,115,19,115,19,115,19,115,19,115,19,115,-140,-46,11,175,0,-230
50,484.53379655087014,0.9880805800598418,1,1,26,118,26,118,26,118,26,118,26,118,26,118,26,118,-161,-69,11,189,0,-257
51,486.7761292421805,0.9871941554216912,0,0,22,125,22,125,22,125,22,125,22,125,22,125,22,125,-156,-51,5,185,0,-251
52,426.0445986044184,0.9883042465924622,0,0,23,100,23,100,23,100,23,100,23,100,23,100,23,100,-139,-60,9,172,0,-235
53,328.60614723404063,0.9902801615628125,0,0,26,61,26,61,26,61,26,61,26,61,26,61,26,61,-133,-94,6,119,0,-191
54,286.2027253539002,0.9913852452076786,0,0,25,36,25,36,25,36,25,36,25,36,25,36,25,36,-128,-115,8,106,0,-166
55,266.9363219945911,0.9941427789754933,1,1,31,38,31,38,31,38,31,38,31,38,31,38,31,38,-105,-104,9,77,0,-163
56,324.69678162864506,0.992656839046492,1,1,39,31,39,31,39,31,39,31,39,31,39,31,39,31,-153,-155,10,94,0,-178
57,365.98224000626044,0.9896221547472555,1,1,26,34,26,34,26,34,26,34,26,34,26,34,26,34,-201,-173,8,127,0,-186
58,372.4902683292545,0.9905037145805212,1,1,25,18,25,18,25,18,25,18,25,18,25,18,25,18,-212,-199,4,117,0,-184
59,405.7856577061343,0.9893305397944715,0,1,37,43,37,43,37,43,37,43,37,43,37,43,37,43,-205,-181,10,145,0,-215
60,399.4108160778824,0.9893424988207065,0,0,36,22,36,22,36,22,36,22,36,22,36,22,36,22,-205,-195,7,141,0,-217
61,403.57031605409236,0.9886937704743273,1,1,31,35,31,35,31,35,31,35,31,35,31,35,31,35,-215,-184,9,147,0,-214
62,379.9105157797031,0.9887549725801196,0,0,29,49,29,49,29,49,29,49,29,49,29,49,29,49,-183,-136,8,150,0,-217
63,315.58200202166154,0.9901560684779482,0,0,27,46,27,46,27,46,27,46,27,46,27,46,27,46,-155,-114,4,108,0,-176
64,310.792535302893,0.9897245601227038,0,0,23,19,23,19,23,19,23,19,23,19,23,19,23,19,-168,-143,8,120,0,-165
65,309.832212657109,0.9892624273811957,0,0,22,24,22,24,22,24,22,24,22,24,22,24,22,24,-163,-129,10,121,0,-175
66,306.94624936623677,0.9903769898447267,1,1,31,29,31,29,31,29,31,29,31,29,31,29,31,29,-149,-127,14,110,0,-176
67,286.37562745457234,0.9926859682232948,1,1,32,32,32,32,32,32,32,32,32,32,32,32,32,32,-135,-118,14,97,0,-161
68,333.67499157113946,0.9906743367421967,1,1,29,11,29,11,29,11,29,11,29,11,29,11,29,11,-179,-169,9,109,0,-179
69,379.24925840402113,0.9906135724766406,1,1,39,33,39,33,39,33,39,33,39,33,39,33,39,33,-193,-167,13,122,0,-213
70,388.8817300928394,0.9912476497818573,1,1,28,31,28,31,28,31,28,31,28,31,28,31,28,31,-216,-181,5,134,0,-204
71,395.1721144008013,0.9917163096803427,0,0,37,47,37,47,37,47,37,47,37,47,37,47,37,47,-193,-165,9,128,0,-224
72,384.912977177959,0.9922146832265134,0,0,37,50,37,50,37,50,37,50,37,50,37,50,37,50,-182,-149,10,133,0,-219
73,438.10957533475573,0.989835618499748,1,1,40,37,40,37,40,37,40,37,40,37,40,37,40,37,-215,-176,14,168,0,-256
74,445.48288407075756,0.9901232666792196,1,1,38,44,38,44,38,44,38,44,38,44,38,44,38,44,-207,-171,16,175,0,-268
75,424.8340852615289,0.9904033690005669,1,0,38,26,38,26,38,26,38,26,38,26,38,26,38,26,-227,-201,11,147,0,-228
76,387.6673832036943,0.9894365169998846,0,0,37,34,37,34,37,34,37,34,37,34,37,34,37,34,-202,-179,13,131,0,-206
77,364.9698617694343,0.9901019254163486,0,0,36,34,36,34,36,34,36,34,36,34,36,34,36,34,-185,-171,12,115,0,-198
78,336.10266288739814,0.9916878777538805,0,0,31,29,31,29,31,29,31,29,31,29,31,29,31,29,-161,-144,13,118,0,-199
79,326.40925231984465,0.9927807556615552,0,0,21,53,21,53,21,53,21,53,21,53,21,53,21,53,-146,-104,8,126,0,-189
80,262.9410580339252,0.9940652212717124,0,0,24,43,24,43,24,43,24,43,24,43,24,43,24,43,-111,-87,4,89,0,-156
81,253.0790390372146,0.9939727011161691,0,0,21,58,21,58,21,58,21,58,21,58,21,58,21,58,-82,-47,11,102,0,-134
82,164.62381358722072,0.996123716085951,0,0,11,34,11,34,11,34,11,34,11,34,11,34,11,34,-61,-41,6,68,0,-90
83,100.09995004993759,0.9983276288878415,0,0,10,18,10,18,10,18,10,18,10,18,10,18,10,18,-35,-39,3,24,0,-61
84,88.9831444712986,0.9982181621168302,0,0,9,11,9,11,9,11,9,11,9,11,9,11,9,11,-35,-45,5,27,0,-50
85,77.0,0.9986668879155677,0,0,4,12,4,12,4,12,4,12,4,12,4,12,4,12,-33,-44,4,18,0,-38
86,103.33440859655606,0.9981839636126392,1,1,10,26,10,26,10,26,10,26,10,26,10,26,10,26,-24,-26,4,27,0,-57
87,1513.0297419416447,0.9789525473907695,1,1,336,79,336,79,336,79,336,79,336,79,336,79,336,79,-560,-693,51,143,0,-799
88,1648.8195777585854,0.9773196687356029,1,1,116,123,116,123,116,123,116,123,116,123,116,123,116,123,-1003,-821,16,506,0,-763
89,1870.2572015634642,0.9745625936218744,1,1,113,166,113,166,113,166,113,166,113,166,113,166,113,166,-1131,-860,25,620,0,-901
90,1944.1520002304346,0.975123025311649,1,1,102,155,102,155,102,155,102,155,102,155,102,155,102,155,-1204,-916,22,652,0,-908
91,2069.963043148355,0.9745841559152413,1,1,133,195,133,195,133,195,133,195,133,195,133,195,133,195,-1228,-914,32,724,0,-1013
92,2114.32305951574,0.9764957253988121,1,1,136,164,136,164,136,164,136,164,136,164,136,164,136,164,-1268,-965,27,726,0,-1042
93,2356.813951078871,0.9766315116846994,1,1,167,235,167,235,167,235,167,235,167,235,167,235,167,235,-1346,-972,35,835,0,-1232
94,1769.6881081139693,0.979957116064612,0,0,177,228,177,228,177,228,177,228,177,228,177,228,177,228,-769,-505,21,657,0,-1127
95,2203.904489763565,0.9798210255294987,1,1,226,353,226,353,226,353,226,353,226,353,226,353,226,353,-909,-557,22,785,0,-1369
96,2268.029761709489,0.9799948286514171,1,1,142,427,142,427,142,427,142,427,142,427,142,427,142,427,-955,-464,15,941,0,-1309
97,2390.4273676478856,0.9789304605454308,1,1,130,477,130,477,130,477,130,477,130,477,130,477,130,477,-975,-400,21,1025,0,-1357
98,2499.2556892002867,0.976973362648363,1,1,106,482,106,482,106,482,106,482,106,482,106,482,106,482,-1028,-398,21,1133,0,-1429
99,2498.7797021746433,0.9764246509933687,0,0,125,508,125,508,125,508,125,508,125,508,125,508,125,508,-950,-335,24,1126,0,-1430
100,2366.1779307566876,0.9749900713342583,0,0,98,500,98,500,98,500,98,500,98,500,98,500,98,500,-870,-255,18,1080,0,-1339
101,1930.6501495610228,0.975766517686141,0,0,81,436,81,436,81,436,81,436,81,436,81,436,81,436,-604,-101,13,875,0,-1100
102,1364.4251536819452,0.973653258705899,0,0,39,333,39,333,39,333,39,333,39,333,39,333,39,333,-322,64,9,630,0,-755
103,1266.8437156966127,0.9748135338926551,0,0,48,335,48,335,48,335,48,335,48,335,48,335,48,335,-235,116,10,528,0,-675
104,1159.925859699662,0.9750711321709749,0,0,53,311,53,311,53,311,53,311,53,311,53,311,53,311,-196,119,11,468,0,-614
105,1018.0795646706597,0.9800683487306959,1,0,57,251,57,251,57,251,57,251,57,251,57,251,57,251,-234,27,11,421,0,-583
106,1091.9326902332396,0.9807635799283279,1,1,63,260,63,260,63,260,63,260,63,260,63,260,63,260,-273,-9,16,452,0,-642
107,1035.6461751003574,0.9835212138348797,1,1,57,235,57,235,57,235,57,235,57,235,57,235,57,235,-277,-34,16,448,0,-620
108,1093.941497521691,0.9822342087487934,1,1,57,268,57,268,57,268,57,268,57,268,57,268,57,268,-278,-14,14,464,0,-615
109,1151.9427069086378,0.9827256213865131,1,1,60,294,60,294,60,294,60,294,60,294,60,294,60,294,-282,1,5,457,0,-639
110,1235.7916491059486,0.9813814820992436,1,1,62,313,62,313,62,313,62,313,62,313,62,313,62,313,-315,-8,12,504,0,-679
111,1230.496241359558,0.9843178467739498,1,1,63,272,63,272,63,272,63,272,63,272,63,272,63,272,-367,-98,8,523,0,-742
112,1387.0562353415958,0.9823024376887886,1,1,83,352,83,352,83,352,83,352,83,352,83,352,83,352,-338,-17,13,554,0,-766
113,1376.2238190061964,0.982844848050032,0,0,75,354,75,354,75,354,75,354,75,354,75,354,75,354,-308,16,10,556,0,-757
114,1470.1282257000578,0.9824318337313687,1,1,75,372,75,372,75,372,75,372,75,372,75,372,75,372,-349,-4,14,599,0,-820
115,1529.096465236906,0.9821078891896224,1,1,55,380,55,380,55,380,55,380,55,380,55,380,55,380,-402,-16,14,688,0,-819
116,1541.1745520868167,0.9819611080513224,0,1,78,350,78,350,78,350,78,350,78,350,78,350,78,350,-418,-58,15,667,0,-923
117,1608.9297685107326,0.9803375399868749,0,0,89,389,89,389,89,389,89,389,89,389,89,389,89,389,-386,16,16,682,0,-927
118,1460.3694737976414,0.9817753138636003,0,0,71,349,71,349,71,349,71,349,71,349,71,349,71,349,-340,34,13,634,0,-852
119,1481.9568144854964,0.9793187256986917,0,0,62,373,62,373,62,373,62,373,62,373,62,373,62,373,-308,97,16,634,0,-830
120,1426.163735340371,0.980242682652461,0,0,52,349,52,349,52,349,52,349,52,349,52,349,52,349,-309,98,11,619,0,-821
121,1422.1902123133882,0.9785957556066696,0,0,67,347,67,347,67,347,67,347,67,347,67,347,67,347,-261,137,18,606,0,-833
122,1349.3424324462637,0.9792117113834131,0,0,49,338,49,338,49,338,49,338,49,338,49,338,49,338,-256,147,8,576,0,-765
123,1172.5003198293807,0.9830035451344115,0,0,55,273,55,273,55,273,55,273,55,273,55,273,55,273,-231,97,12,502,0,-719
124,1198.0671934411691,0.9802219687395645,0,0,44,277,44,277,44,277,44,277,44,277,44,277,44,277,-265,78,14,541,0,-718
125,1280.8180979358467,0.9842165980732104,1,1,79,272,79,272,79,272,79,272,79,272,79,272,79,272,-285,35,21,523,0,-850
126,2080.6991613397645,0.986801094471753,1,1,259,239,259,239,259,239,259,239,259,239,259,239,259,239,-408,-159,45,573,0,-1714
127,2418.29216597168,0.9849143163458387,1,1,140,420,140,420,140,420,140,420,140,420,140,420,140,420,-688,-39,30,1044,0,-1706
128,2951.2173759314987,0.978964860209947,1,1,157,496,157,496,157,496,157,496,157,496,157,496,157,496,-1012,-191,38,1336,0,-1992
129,3318.062537083953,0.9809428808154457,1,1,202,537,202,537,202,537,202,537,202,537,202,537,202,537,-1171,-290,45,1449,0,-2269
130,3739.137467384691,0.9796884197471032,1,1,198,586,198,586,198,586,198,586,198,586,198,586,198,586,-1320,-302,63,1676,0,-2580
131,3935.416750485265,0.9796613370447691,1,1,197,618,197,618,197,618,197,618,197,618,197,618,197,618,-1434,-317,58,1814,0,-2663
132,4039.9991336632734,0.9792784391504289,1,1,175,648,175,648,175,648,175,648,175,648,175,648,175,648,-1476,-228,40,1853,0,-2739
133,3783.183315674777,0.9737437288250872,0,0,160,716,160,716,160,716,160,716,160,716,160,716,160,716,-1105,104,53,1745,0,-2503
134,3490.718120960213,0.9753914279710789,0,0,152,658,152,658,152,658,152,658,152,658,152,658,152,658,-1024,70,46,1607,0,-2314
135,3108.587782257403,0.9775732508624714,0,0,133,526,133,526,133,526,133,526,133,526,133,526,133,526,-1008,-47,35,1432,0,-2129
136,2865.442723210499,0.9734384996804765,0,0,108,514,108,514,108,514,108,514,108,514,108,514,108,514,-836,115,41,1354,0,-1932
137,2562.0132708477527,0.9729159342304282,0,0,95,479,95,479,95,479,95,479,95,479,95,479,95,479,-692,169,38,1209,0,-1710
138,2417.694563008322,0.9725330650848689,0,0,93,465,93,465,93,465,93,465,93,465,93,465,93,465,-622,184,32,1127,0,-1606
139,2174.8972389517626,0.9731816768020677,0,0,85,444,85,444,85,444,85,444,85,444,85,444,85,444,-538,175,25,994,0,-1411
140,2139.9747662063683,0.973527975507344,0,0,104,450,104,450,104,450,104,450,104,450,104,450,104,450,-473,189,31,938,0,-1395
141,2034.256129399639,0.972872890312782,0,0,79,451,79,451,79,451,79,451,79,451,79,451,79,451,-442,203,29,893,0,-1279
142,1885.8568344389241,0.9728763225501743,0,0,78,410,78,410,78,410,78,410,78,410,78,410,78,410,-395,179,39,834,0,-1205
143,1724.2955083163674,0.97487840099804,0,0,58,378,58,378,58,378,58,378,58,378,58,378,58,378,-395,135,24,763,0,-1092
144,1688.7359177799233,0.9741593195681306,0,0,70,350,70,350,70,350,70,350,70,350,70,350,70,350,-396,114,26,754,0,-1105
145,1632.4861408293793,0.9746543156744454,0,0,64,341,64,341,64,341,64,341,64,341,64,341,64,341,-380,123,17,715,0,-1073
146,1492.3377633766427,0.9725082454061625,0,0,53,339,53,339,53,339,53,339,53,339,53,339,53,339,-321,155,28,674,0,-906
147,1256.0457794204797,0.9756902724638827,0,0,52,269,52,269,52,269,52,269,52,269,52,269,52,269,-267,119,25,564,0,-805
148,1258.8002224340446,0.9781163068517796,1,1,68,234,68,234,68,234,68,234,68,234,68,234,68,234,-287,73,20,534,0,-892
149,1343.0532379619208,0.9749394782462213,0,0,64,280,64,280,64,280,64,280,64,280,64,280,64,280,-278,125,29,597,0,-881
150,1331.740590355344,0.9743749405877752,0,0,52,291,52,291,52,291,52,291,52,291,52,291,52,291,-288,138,15,595,0,-840
151,1216.6708675726563,0.9757153345931988,0,0,46,257,46,257,46,257,46,257,46,257,46,257,46,257,-265,115,19,559,0,-779
152,1208.7245343749748,0.9742225913335613,0,0,54,264,54,264,54,264,54,264,54,264,54,264,54,264,-252,119,21,545,0,-760
153,1304.8413696691257,0.9758718859941039,1,1,63,270,63,270,63,270,63,270,63,270,63,270,63,270,-285,101,23,603,0,-842
154,1398.2253037332716,0.9743235533649199,1,1,59,310,59,310,59,310,59,310,59,310,59,310,59,310,-304,135,17,626,0,-869
155,1190.7300281759926,0.9779673012364065,0,0,48,258,48,258,48,258,48,258,48,258,48,258,48,258,-271,90,11,540,0,-750
156,1154.369958029054,0.9768260048909471,0,0,52,261,52,261,52,261,52,261,52,261,52,261,52,261,-248,95,17,524,0,-701
157,1072.1203290675912,0.9782824602942582,0,0,49,242,49,242,49,242,49,242,49,242,49,242,49,242,-234,76,15,463,0,-669
158,1069.5036231822687,0.9795879658976395,1,1,57,222,57,222,57,222,57,222,57,222,57,222,57,222,-245,53,18,457,0,-710
159,1073.597690012418,0.9807235439242976,1,1,59,230,59,230,59,230,59,230,59,230,59,230,59,230,-231,80,18,462,0,-696
160,1035.5529923668803,0.9809422105373442,0,0,49,225,49,225,49,225,49,225,49,225,49,225,49,225,-211,101,19,453,0,-664
161,978.7997752349559,0.9809260873993308,0,0,41,208,41,208,41,208,41,208,41,208,41,208,41,208,-206,83,21,432,0,-638
162,906.3398920934684,0.9816596562209576,0,0,36,178,36,178,36,178,36,178,36,178,36,178,36,178,-201,65,21,406,0,-617
163,859.6679591563245,0.9830682142957905,1,0,43,179,43,179,43,179,43,179,43,179,43,179,43,179,-196,61,17,362,0,-573
164,888.7665610271349,0.9810197795328996,0,0,58,176,58,176,58,176,58,176,58,176,58,176,58,176,-196,52,26,389,0,-597
165,805.4563923639814,0.9816640021632415,0,0,43,152,43,152,43,152,43,152,43,152,43,152,43,152,-197,34,22,374,0,-542
166,769.2177845057926,0.9823674364369601,0,0,45,137,45,137,45,137,45,137,45,137,45,137,45,137,-184,23,22,338,0,-545
167,832.5563044022908,0.9798166591216227,0,1,56,170,56,170,56,170,56,170,56,170,56,170,56,170,-172,48,25,352,0,-559
168,857.6992479884776,0.980784436277239,1,1,55,169,55,169,55,169,55,169,55,169,55,169,55,169,-193,40,19,350,0,-594
169,879.1507265537576,0.9829246328760736,1,1,55,166,55,166,55,166,55,166,55,166,55,166,55,166,-207,29,18,381,0,-608
170,931.6319015576914,0.9810972179483022,0,0,51,196,51,196,51,196,51,196,51,196,51,196,51,196,-201,63,18,405,0,-610
171,943.7600330592518,0.9795417737389457,0,0,44,209,44,209,44,209,44,209,44,209,44,209,44,209,-193,75,24,417,0,-595
172,937.5729304966094,0.9789556367001195,0,0,45,204,45,204,45,204,45,204,45,204,45,204,45,204,-197,69,20,419,0,-595
173,916.3170848565468,0.978491615278668,0,0,47,208,47,208,47,208,47,208,47,208,47,208,47,208,-184,76,18,397,0,-569
174,934.1680790949774,0.978153983222872,0,1,54,204,54,204,54,204,54,204,54,204,54,204,54,204,-171,80,18,391,0,-610
175,912.1633625617727,0.9776134760306664,1,0,49,204,49,204,49,204,49,204,49,204,49,204,49,204,-184,85,12,387,0,-577
176,895.7254043511326,0.9737601294775742,0,0,31,202,31,202,31,202,31,202,31,202,31,202,31,202,-180,91,18,408,0,-550
177,906.9785002964513,0.9726380674439881,0,0,32,218,32,218,32,218,32,218,32,218,32,218,32,218,-164,119,17,398,0,-532
178,893.784649677986,0.9743992156025664,1,1,39,206,39,206,39,206,39,206,39,206,39,206,39,206,-160,112,16,396,0,-544
179,3112.5785130659756,0.9642935732775669,1,1,227,412,227,412,227,412,227,412,227,412,227,412,227,412,-70,252,29,417,0,-2810
180,4485.76281138448,0.9331909588353308,1,1,50,1328,50,1328,50,1328,50,1328,50,1328,50,1328,50,1328,-253,1154,17,1635,0,-1921
181,4556.540573724764,0.9329145772357575,1,1,48,1345,48,1345,48,1345,48,1345,48,1345,48,1345,48,1345,-282,1148,19,1671,0,-1973
182,4495.227802903875,0.9334422237894545,1,0,47,1331,47,1331,47,1331,47,1331,47,1331,47,1331,47,1331,-284,1141,11,1659,0,-1912
183,4528.36228674341,0.9339435303845913,1,1,50,1329,50,1329,50,1329,50,1329,50,1329,50,1329,50,1329,-313,1114,25,1718,0,-1958
184,4542.493037969349,0.9349848460791019,1,1,54,1339,54,1339,54,1339,54,1339,54,1339,54,1339,54,1339,-305,1127,17,1679,0,-1970
185,4636.734411199331,0.9341770110538595,0,1,48,1369,48,1369,48,1369,48,1369,48,1369,48,1369,48,1369,-284,1173,21,1705,0,-2000
186,1154.3599958418517,0.9692116532670079,0,0,51,259,51,259,51,259,51,259,51,259,51,259,51,259,-258,80,20,503,0,-720
187,1146.700047963721,0.9614590987622833,0,0,64,242,64,242,64,242,64,242,64,242,64,242,64,242,-327,14,22,506,0,-716
188,1021.7685647934173,0.9650298551070214,0,0,72,176,72,176,72,176,72,176,72,176,72,176,72,176,-317,-44,21,445,0,-700
189,980.4672355565993,0.9657959501593072,1,0,52,178,52,178,52,178,52,178,52,178,52,178,52,178,-327,-30,17,449,0,-641
190,933.6460785543952,0.9660041280310957,0,0,45,163,45,163,45,163,45,163,45,163,45,163,45,163,-292,-18,18,443,0,-624
191,900.0844404832249,0.9685609941347447,0,0,38,165,38,165,38,165,38,165,38,165,38,165,38,165,-274,0,18,438,0,-585
192,849.3061874259483,0.969934811186917,0,0,47,162,47,162,47,162,47,162,47,162,47,162,47,162,-259,-4,11,396,0,-546
193,850.5339499396835,0.9683082808881267,0,0,28,181,28,181,28,181,28,181,28,181,28,181,28,181,-244,32,15,412,0,-508
194,697.5700681651987,0.972435163472979,0,0,34,132,34,132,34,132,34,132,34,132,34,132,34,132,-221,-9,6,331,0,-445
195,653.6245099443563,0.9714775186014889,0,0,36,137,36,137,36,137,36,137,36,137,36,137,36,137,-197,3,8,312,0,-388
196,580.6548027873359,0.9748231379869606,0,0,35,112,35,112,35,112,35,112,35,112,35,112,35,112,-192,-26,4,270,0,-361
197,574.2691006836429,0.9729102183551859,0,0,32,114,32,114,32,114,32,114,32,114,32,114,32,114,-190,-21,4,272,0,-348
198,632.9186361610788,0.9648001824561724,0,1,43,137,43,137,43,137,43,137,43,137,43,137,43,137,-192,-11,3,275,0,-379
199,591.3239382944005,0.9672070414505518,0,0,27,130,27,130,27,130,27,130,27,130,27,130,27,130,-185,-11,3,275,0,-341
200,608.775820807627,0.9680548667065947,1,1,36,132,36,132,36,132,36,132,36,132,36,132,36,132,-173,7,3,275,0,-366
201,611.0212762253046,0.9693873335466574,1,1,35,124,35,124,35,124,35,124,35,124,35,124,35,124,-193,-17,4,281,0,-375
202,618.8432757976773,0.9661488666267183,0,0,36,131,36,131,36,131,36,131,36,131,36,131,36,131,-173,3,10,283,0,-379
203,602.0323911551603,0.969086620038365,1,1,32,131,32,131,32,131,32,131,32,131,32,131,32,131,-170,8,8,274,0,-362
