0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2643,4236,34704,0,0,6236,54410,406809,0,0,0,0,400,1600,0,0,0,30,20,0,0
2456,3244,33972,0,0,3032,42779,397439,0,0,0,0,52,168,0,0,0,0,0,0,0
7193,7405,185172,768,0,17404,164329,3691927,0,84,336,30210,2835,11340,0,15,0,360,240,0,0
3187,2612,47292,0,0,496,37342,588387,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,2680,24020,0,0,1420,32194,253181,0,0,0,0,0,0,0,0,0,0,0,0,0
2277,2370,29008,272,0,4244,27230,308016,0,32,128,5600,525,2100,0,5,0,60,40,0,0
2212,2972,26688,0,0,3668,34826,285456,0,0,0,0,117,468,0,0,0,3,2,0,0
3251,2194,53524,336,0,3828,31533,693009,0,22,88,8600,52,208,0,5,0,0,0,0,0
4948,4736,101472,0,0,9044,86765,1646691,0,0,0,0,207,768,0,0,0,3,2,0,0
3818,5342,66112,232,0,8192,85886,947442,27,93,300,5280,315,1260,0,0,0,12,23,0,0
1928,2064,23984,0,0,584,24194,247937,0,0,0,0,0,0,0,0,0,0,0,0,0
2531,2480,36904,0,0,3060,33987,434033,0,0,0,0,126,504,0,0,0,3,2,0,0
2326,2880,31288,0,0,2288,36419,354303,0,0,0,0,381,1524,0,0,0,30,20,0,0
1650,1984,18004,0,0,1108,21199,171278,0,0,0,0,0,0,0,0,0,0,0,0,0
2879,3996,45992,0,0,2984,58895,598446,0,0,0,0,180,660,0,0,0,3,2,0,0
3225,3179,56600,172,0,960,51015,774310,0,18,72,4515,44,176,0,0,0,0,0,0,0
2587,1947,39464,152,0,1628,26606,470976,0,12,48,3515,120,480,0,0,0,3,2,0,0
6077,6288,150716,744,0,3284,138146,2854415,372,385,548,26525,0,0,0,20,0,0,0,0,0
3289,4483,53136,168,0,3464,68768,720043,0,25,100,4305,261,1044,0,0,0,12,8,0,0
18169,21542,816604,852,0,22588,839926,27297421,318,311,396,55640,2770,11080,0,5,0,90,60,0,0
60158,79690,4651124,4540,0,516324,5229171,272669665,510,932,2368,532830,42296,168384,0,75,0,3486,2419,0,0
25356,33384,1052564,1804,0,324580,1223479,35147976,981,913,1036,124260,16651,65944,0,30,0,1098,782,0,0
4729,4424,63528,0,0,17568,58686,726856,0,0,0,0,329,1316,0,0,0,12,8,0,0
11518,8716,306408,0,0,16672,217546,6457732,0,0,0,0,880,3480,0,0,0,30,20,0,0
56737,52439,3301676,452,0,865540,2557948,143123827,0,62,248,31640,48602,194148,0,0,0,4848,3232,0,0
88419,69972,7090496,1856,0,1441376,4022390,442631534,969,813,668,162845,265496,1061664,0,15,0,70779,47466,0,0
38905,33923,2120748,172,0,324384,1288959,90852407,0,33,132,4515,93142,371668,0,0,0,29757,19838,0,0
24636,15707,1091296,152,0,138808,510523,37889014,216,166,88,3155,17445,69720,0,0,0,2451,1634,0,0
13563,12479,335336,116,0,116064,247005,6879451,0,18,72,2030,9120,36440,0,0,0,1434,956,0,0
6011,5316,88288,0,0,21588,65184,1064788,0,0,0,0,1413,5652,0,0,0,171,114,0,0
4458,5440,53228,0,0,16440,65460,602280,0,0,0,0,279,936,0,0,0,6,4,0,0
5704,6175,82276,60,0,28348,85009,1015403,0,15,60,525,1008,4032,0,0,0,66,44,0,0
4421,6166,68300,360,0,18948,92805,953747,0,58,232,9890,1107,4428,0,5,0,54,36,0,0
5037,8256,86432,0,0,15860,141473,1351732,0,0,0,0,409,1576,0,0,0,6,4,0,0
9241,10120,202864,0,0,42528,208656,3867286,0,0,0,0,1028,4052,0,0,0,66,44,0,0
20324,26420,699908,944,0,121332,868830,20212543,117,247,676,48445,2785,10940,0,10,0,78,57,0,0
12463,16758,329928,392,0,70648,404956,7558051,417,384,424,14960,1516,5964,0,0,0,42,53,0,0
19465,28155,693696,392,0,146572,942448,20648195,0,60,240,23765,3769,14776,0,0,0,141,94,0,0
44910,65431,2800164,636,0,262288,3720211,137950151,0,95,380,62805,4575,18180,0,0,0,105,70,0,0
79368,124770,5572172,4224,4,1448664,8255280,305144471,1686,1849,2900,470265,44302,176208,564,421,0,1971,1314,0,0
31368,32841,1459272,1516,0,215676,1424787,55302927,378,419,668,118095,4622,18348,0,15,0,102,68,0,0
27777,26803,974384,376,0,320628,916773,26460894,0,52,208,21855,7041,27784,0,0,0,237,158,0,0
83178,73751,5926780,388,0,2137376,4131716,331536183,273,263,324,22800,85927,343288,0,0,0,5424,3641,0,0
18388,24723,499376,192,0,206108,662933,11341404,0,30,120,5640,8361,33284,0,0,0,678,452,0,0
15696,18566,378124,372,0,168160,419941,7299204,0,62,248,11630,4464,17636,0,0,0,192,128,0,0
13435,15300,300752,0,0,153128,338390,5433957,0,0,0,0,4257,17028,0,0,0,168,112,0,0
8758,10220,158356,0,0,67672,186016,2450837,0,0,0,0,3055,12020,0,0,0,213,142,0,0
4546,4576,49664,0,0,24140,51059,460376,0,0,0,0,824,3296,0,0,0,45,30,0,0
15114,18754,371872,1464,8,166284,456423,7607403,918,912,1200,57730,4742,18908,216,179,291,377,207,0,30
10782,12167,225724,244,0,87440,252602,3861913,0,34,136,9150,2331,9164,0,0,0,111,74,0,0
3978,2119,44320,44,0,6308,20330,416197,72,54,24,155,119,476,0,0,0,3,2,0,0
1833,551,15008,100,0,1864,4105,104151,0,3,12,1500,0,0,0,0,0,0,0,0,0
7198,4151,123504,92,0,15852,62241,1693692,177,170,208,965,162,648,0,0,0,0,5,0,0
11576,6451,310424,296,0,32552,171905,6604103,219,165,76,13140,614,2376,0,0,0,12,8,0,0
6564,2723,107600,8,0,11468,45233,1455724,3,5,12,0,84,296,0,0,0,0,0,0,0
9897,10383,196940,96,0,56836,208717,3403132,54,102,264,1265,1689,6636,0,0,0,72,73,0,0
13038,12571,271844,80,0,102912,275703,4806905,0,15,60,950,2378,9212,0,0,0,117,78,0,0
10338,11674,198220,1076,0,59784,224865,3194336,678,682,920,31260,1812,7248,0,35,0,93,102,0,0
13479,14329,284940,636,0,121992,305439,4798534,114,171,380,21205,2298,9192,0,5,0,75,50,0,0
16038,15882,384700,488,0,126656,379001,7164108,195,176,184,18150,1754,6896,0,0,0,36,29,0,0
118248,177485,8207344,3664,24,3532156,11571511,443540288,3288,3284,4368,386870,109220,435180,1890,1285,1308,8177,5105,5,115
45341,54923,1837028,1684,0,921040,2130220,57671540,1329,1395,2036,109145,25649,101396,0,15,0,1272,1088,0,0
31992,31975,1126548,256,0,508392,1053687,30045211,162,199,364,9765,13146,52324,0,0,0,639,471,0,0
25754,28207,775960,296,0,430176,816339,17632760,612,488,320,12430,16461,65804,0,0,0,1218,867,0,0
51917,56869,2258732,1232,4,1168872,2403783,74492575,597,557,636,78215,38191,152664,3,7,570,2810,1685,0,55
21835,19646,662024,400,0,200544,600735,15767406,93,248,744,18185,6036,24104,0,0,0,276,219,0,0
89142,44511,6421460,60,0,724164,2860008,373116818,27,217,796,455,8024,31916,0,0,0,120,105,0,0
44349,27338,2002124,2160,4,417320,1048517,73143733,3384,2550,1176,143820,6655,26500,393,277,6,145,159,0,0
19222,13343,484244,308,0,160288,307402,9933370,213,203,244,14250,2722,10888,0,0,0,75,75,0,0
9668,7040,178796,0,0,47712,124737,2597426,0,0,0,0,1344,5376,0,0,0,63,42,0,0
11906,7660,254724,0,0,94884,153486,4250055,0,0,0,0,1948,7792,0,0,0,72,48,0,0
12890,7024,256256,0,0,69044,141431,3885910,0,0,0,0,1088,4352,0,0,0,30,20,0,0
15112,13736,351168,0,0,175788,324282,6291255,0,0,0,0,4831,19324,0,0,0,282,188,0,0
12417,8384,259060,0,0,108952,160336,4303567,0,0,0,0,3043,12172,0,0,0,171,114,0,0
11152,6776,182432,0,0,60244,106867,2277584,0,0,0,0,1150,4600,0,0,0,36,24,0,0
10857,11787,204564,48,0,90064,220039,3138767,33,27,20,275,2039,8036,0,0,0,72,48,0,0
6377,3688,101068,0,0,20240,50663,1345467,0,0,0,0,278,1112,0,0,0,3,2,0,0
4494,2368,50316,0,0,14116,26119,461645,0,0,0,0,51,204,0,0,0,0,0,0,0
12913,14251,271588,504,12,132464,293705,4416521,414,555,1116,12895,3747,14988,54,41,12,206,152,5,10
14688,9503,339288,172,0,119424,210825,5961111,0,20,80,4515,2232,8928,0,0,0,63,42,0,0
18405,10320,549976,0,0,105088,264103,13161059,0,0,0,0,1037,4148,0,0,0,12,8,0,0
16485,9096,444000,0,0,38840,244178,9604927,0,0,0,0,70,280,0,0,0,0,0,0,0
17660,11779,551652,4,0,185188,340090,12838167,0,0,0,0,7178,28492,0,0,0,495,330,0,0
27577,21711,1078868,2080,4,201632,809027,32362661,594,708,1248,132780,2651,10604,309,251,0,60,90,0,0
31067,20542,1011668,656,0,261144,609453,25216328,267,290,448,33255,3870,15400,0,0,0,147,108,0,0
43252,26328,1762832,0,0,505504,988348,55547758,0,0,0,0,11692,46608,0,0,0,390,260,0,0
10846,7732,186236,0,0,55484,129254,2508442,0,0,0,0,1360,5440,0,0,0,54,36,0,0
14470,11548,297552,0,0,98232,237597,4892841,0,0,0,0,2412,9548,0,0,0,87,58,0,0
12853,9344,271112,0,0,97684,181714,4523207,0,0,0,0,2459,9836,0,0,0,111,74,0,0
34540,9595,1256164,336,0,95140,213592,34873493,0,7,28,17430,1129,4516,0,0,0,15,10,0,0
20123,13639,478680,252,0,161772,311679,8562914,0,17,68,9765,2943,11772,0,0,0,90,60,0,0
15752,11144,349488,0,0,147636,241311,6226448,0,0,0,0,3228,12912,0,0,0,132,88,0,0
45376,34024,2241976,0,0,813064,1537771,82209085,0,0,0,0,33249,132996,0,0,0,2472,1648,0,0
40719,27255,1814952,136,0,404456,1100738,61158886,0,12,48,2805,7566,30144,0,0,0,207,138,0,0
18669,7987,468080,280,0,45760,174331,8991844,0,12,48,12075,401,1584,0,0,0,3,2,0,0
17167,10887,396136,164,0,128624,243383,7154098,0,22,88,4100,1699,6796,0,0,0,45,30,0,0
9789,4719,177600,196,0,53732,85484,2520274,0,13,52,5880,978,3912,0,0,0,30,20,0,0
5483,3356,68564,0,0,19292,42113,676565,0,0,0,0,165,660,0,0,0,0,0,0,0
12920,9915,274144,160,0,123748,213577,4537915,0,15,60,3900,4033,16132,0,0,0,228,152,0,0
18843,14320,490556,0,0,162832,375748,10646520,0,0,0,0,4291,17144,0,0,0,168,112,0,0
10127,8293,199180,408,0,86868,151821,3092611,141,147,212,8905,2550,10200,0,5,0,123,82,0,0
25072,29439,658996,272,0,187596,1026909,13659355,177,180,248,11055,5487,21768,0,0,0,312,248,0,0
26155,28490,760996,588,0,412672,823135,17676653,0,81,324,27195,10503,42012,0,0,0,450,300,0,0
22721,29813,593032,712,0,353356,802396,12850213,357,405,668,25970,10758,42952,0,5,0,726,539,0,0
57077,73423,2660904,552,0,1270132,3259489,101377774,0,70,280,47265,46263,185052,0,0,0,2913,1942,0,0
27154,26344,868560,0,0,335984,815051,22184910,0,0,0,0,10473,41652,0,0,0,675,450,0,0
23229,22712,606708,0,0,298152,600990,13309308,0,0,0,0,8743,34972,0,0,0,549,366,0,0
15581,7378,330516,440,0,90704,157634,5762182,0,20,80,15570,2478,9912,0,0,0,120,80,0,0
31972,29075,1151516,8,0,515824,977689,33592887,3,3,4,0,20741,82964,0,0,0,1680,1120,0,0
31009,33449,1224248,1148,0,444788,1178879,40372053,924,857,964,72430,19865,79340,0,10,0,1677,1258,0,0
114266,38122,11529700,480,0,750156,2877726,879501483,54,167,524,23705,11045,44180,0,0,0,195,160,0,0
22798,19468,753780,0,0,207472,600586,20418997,0,0,0,0,5471,21884,0,0,0,207,138,0,0
37418,36932,1417168,0,0,657784,1354648,45587388,0,0,0,0,21545,86160,0,0,0,1059,706,0,0
34571,34366,1507904,1984,8,471280,1359043,54804242,837,853,1180,127855,20910,83640,132,103,429,1828,1103,0,70
255550,358019,24393752,2556,4,16077424,30578557,1811872984,1446,1978,4056,235300,837370,3347800,378,262,3,109997,73445,0,5
21900,15723,844744,100,0,167792,522791,26598192,72,58,40,1380,6301,25204,0,0,0,474,316,0,0
14739,9200,259360,0,0,101856,167655,3699424,0,0,0,0,1347,5348,0,0,0,66,44,0,0
26452,14144,689516,0,0,216604,336268,14373953,0,0,0,0,6112,24388,0,0,0,306,204,0,0
17480,15804,456924,0,0,226692,387666,9604427,0,0,0,0,7783,31132,0,0,0,384,256,0,0
5605,3384,77888,0,0,24404,45692,984069,0,0,0,0,564,2256,0,0,0,12,8,0,0
17913,16120,482920,0,0,228132,402138,10772470,0,0,0,0,9538,38032,0,0,0,666,444,0,0
9461,5070,177596,148,0,48048,91281,2996226,54,47,44,1520,1228,4912,0,5,0,60,40,0,0
5933,4326,70016,280,4,31064,52283,719238,0,26,104,5950,628,2512,105,70,0,63,42,0,0
3788,2164,32368,0,0,8492,18542,237381,0,0,0,0,167,648,0,0,0,6,4,0,0
3335,1608,30380,0,0,9848,15920,255952,0,0,0,0,208,832,0,0,0,3,2,0,0
3420,2208,25512,0,0,15424,16861,157935,0,0,0,0,861,3444,0,0,0,168,112,0,0
3756,2608,26272,0,0,15808,21796,164566,0,0,0,0,140,560,0,0,0,0,0,0,0
7687,6203,97284,0,0,49820,78230,1021435,0,0,0,0,983,3792,0,0,0,30,20,0,0
724358,144931,220029600,132,0,1621576,35802895,47384250839,153,793,2764,2325,77606,310324,0,0,0,1080,780,0,0
12234,17728,276192,0,0,156888,387624,5515453,0,0,0,0,7092,28288,0,0,0,498,332,0,0
64151,40743,5295268,140,0,380120,2683175,325509775,195,177,188,2640,22422,89688,0,0,0,1146,774,0,0
10390,13468,259396,0,0,81592,315694,5495474,0,0,0,0,4411,17644,0,0,0,210,140,0,0
13367,18975,360112,116,0,147880,487717,8427408,135,162,288,1755,10440,41760,0,0,0,951,684,0,0
17259,23243,468984,332,0,265256,603110,11143439,0,53,212,17015,17366,69464,0,0,0,1830,1220,0,0
35457,63536,1715688,0,0,603844,2770780,69185511,0,0,0,0,81136,324424,0,0,0,10872,7248,0,0
43366,76504,2367936,0,0,807248,3836438,107691089,0,0,0,0,75556,301864,0,0,0,6540,4360,0,0
24243,58079,692596,2636,28,537864,1713222,17769809,25227,17460,2568,119980,55848,208252,1971,1324,363,9053,6349,5,45
11365,11656,190316,0,0,71672,179849,2688349,0,0,0,0,3456,13784,0,0,0,345,230,0,0
4420,8971,46404,756,16,34620,115302,518323,3957,2824,744,12840,1557,6028,504,336,48,134,138,5,15
4918,8913,65172,472,4,41120,125072,851288,1767,1267,356,9575,1803,7072,141,94,3,89,108,0,5
6558,10487,101244,220,0,52988,172829,1517403,750,557,228,6145,1581,6324,0,0,0,54,66,0,0
9240,15355,164852,1436,40,72532,308794,2786739,14553,9906,816,39175,3430,13520,2130,1420,30,341,329,50,15
17706,32749,421044,2672,84,243072,876180,8691788,40971,27838,2096,89285,9721,38224,5985,3990,48,656,546,175,5
33318,47607,1047044,8716,1108,706168,1415212,26789130,135312,91874,6664,243780,23226,92104,72123,48082,1152,1989,1279,10120,220
23748,30098,697516,1680,44,347748,790764,17121328,15420,11008,2912,46630,10082,39928,2250,1500,72,501,472,50,70
5140,8734,44552,336,4,47892,88263,375045,2529,1768,328,4305,2143,8252,120,80,6,241,253,0,5
56733,35928,4452312,5384,36,153864,2379705,258677211,29346,19862,1192,592780,3349,13156,5061,3394,189,159,117,10,45
6383,7936,63388,452,12,51108,74841,603446,1587,1186,512,5255,1772,6908,207,138,12,194,244,5,20
17168,19540,607936,1636,24,105812,602759,17736304,11475,7835,740,84310,3910,15420,1800,1200,21,176,203,20,50
11519,23419,195200,1880,44,160244,406715,3004886,11988,8591,2396,41970,6867,26188,1602,1068,342,846,627,15,130
9513,19032,152368,1648,44,116312,327371,2246937,9924,7153,2148,39180,4695,18340,1758,1182,126,375,394,25,70
4140,6632,40528,0,0,32924,72782,393354,0,0,0,0,1155,4540,0,0,0,48,32,0,0
4027,6516,30036,532,16,31164,60921,229450,2535,1818,512,6470,781,3004,360,240,45,57,73,5,20
7522,16968,74788,1624,116,103444,185896,781140,9699,7028,2248,16980,4034,15616,2583,1732,405,588,467,150,225
14174,12738,349176,1628,20,39540,306333,7357217,10209,6975,676,64785,569,2276,1122,753,150,103,32,5,35
4208,3896,39264,320,16,16156,30487,374222,1308,959,348,1550,467,1828,192,128,60,109,126,5,30
57963,41207,4594532,176,0,230628,2682498,270531914,1398,1121,756,2355,10605,42160,0,0,0,297,243,0,0
6375,11648,87668,1016,24,43380,194574,1182396,10689,7271,580,21865,2321,9104,1134,756,18,201,141,20,0
6518,9759,96832,836,24,42684,152856,1294635,4788,3341,596,18780,972,3808,936,624,9,48,48,20,0
4816,6152,50356,0,0,31008,71787,504205,0,0,0,0,915,3660,0,0,0,33,22,0,0
3619,5472,39532,0,0,20348,63734,432053,0,0,0,0,569,2256,0,0,0,18,12,0,0
8232,15777,170744,868,12,49972,346870,3237698,7104,4887,604,26835,2742,10848,648,432,6,154,125,5,0
5887,9512,84136,0,0,47348,145388,1145939,0,0,0,0,3215,12860,0,0,0,300,200,0,0
7887,14114,152476,528,4,56804,291932,2704604,3078,2148,384,16320,3015,11940,198,132,0,189,126,0,0
13211,21786,324324,3776,220,103652,534779,7048574,28464,19638,2648,128795,2883,11212,12705,8530,120,146,99,825,0
16315,34771,415968,2652,88,220172,914699,9638654,24033,16769,2988,97555,15779,62796,5604,3741,69,1837,1524,175,10
9101,17209,184468,580,4,97816,348544,3373300,3075,2221,684,18055,6964,27656,204,136,3,584,468,0,0
14094,19317,416520,5428,420,62316,543981,10174133,69150,46594,1976,188180,3271,12804,28350,18900,258,307,190,2275,30
5124,10391,64712,1136,40,31416,156525,794124,11190,7647,748,20925,1170,4480,1680,1120,42,67,71,50,5
5913,10284,102164,0,0,40068,180030,1618192,0,0,0,0,1526,6104,0,0,0,63,42,0,0
4582,9483,42864,1444,80,46200,103635,394380,9336,6550,1304,19775,1857,7028,2328,1572,183,236,261,105,80
8072,20003,108268,5852,616,89260,286840,1464350,40320,28217,5348,113235,6679,26316,21900,14700,1392,2053,1290,2050,1195
2648,4651,20040,128,0,18460,41374,157466,537,388,120,1575,693,2452,0,0,0,33,32,0,0
4251,7437,51944,448,4,29596,98023,614271,1596,1144,320,8395,1109,4316,135,90,0,63,42,0,0
3606,6660,40312,0,0,21664,79918,471188,0,0,0,0,1051,4204,0,0,0,81,54,0,0
9324,21115,150800,1200,28,128532,341298,2247925,9237,6492,1336,28500,11870,46420,1164,776,105,2347,1903,20,55
6578,11040,110912,0,0,59992,187444,1703209,0,0,0,0,5136,20544,0,0,0,702,468,0,0
5836,11349,87672,660,12,46032,180807,1251246,4098,2872,560,15395,3985,15740,486,324,18,570,427,5,0
17947,33456,451844,0,0,305828,846893,10208294,0,0,0,0,17941,71564,0,0,0,1671,1114,0,0
20748,47722,628352,5564,140,300808,1469836,17396476,41871,29281,5468,271765,21983,86952,10092,6833,354,2279,1792,205,200
6950,10404,106348,0,0,63496,166684,1494460,0,0,0,0,3045,12180,0,0,0,213,142,0,0
5768,6912,72892,0,0,44776,93511,807928,0,0,0,0,1902,7488,0,0,0,120,80,0,0
10053,15823,191384,252,0,123356,304115,3099399,1458,1023,204,7335,7224,28736,0,0,0,741,494,0,0
24703,14478,965520,484,4,53192,271844,29993654,2121,1527,452,14425,4206,16824,177,118,9,375,296,0,0
33495,27060,1650088,0,0,75632,1047050,64665023,0,0,0,0,7755,31020,0,0,0,1005,670,0,0
29494,22560,1064844,0,0,158588,524378,31165569,0,0,0,0,9995,39980,0,0,0,768,512,0,0
30685,58763,917888,4376,160,423928,2036146,23232671,32151,22597,4652,173495,17090,68120,9927,6708,240,1324,1086,330,180
618009,46508,172410532,0,0,512456,8175131,34200485118,0,0,0,0,7352,29408,0,0,0,123,82,0,0
215032,157724,29487676,9808,188,971804,15392705,-1175387115,117177,79781,6652,1012970,49195,196140,17589,11801,381,5417,3742,380,230
2144501,191739,1110670896,8,0,7647208,67879354,410192511018,3,29,108,0,136481,545864,0,0,0,1302,868,0,0
224422,662517,20064624,55740,1492,12510656,52941650,1460107514,2248845,1516865,70540,5707430,3226176,12581704,298650,201310,4617,1099425,765293,8775,3085
