Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
1510.0,86.0,1454.0,2.0,94.0,35.0
1452.0,110.0,1402.0,5.0,118.0,35.0
1345.0,91.0,1261.0,1.0,97.0,35.0
1269.0,132.0,1186.0,3.0,151.0,33.0
1290.0,117.0,1208.0,3.0,130.0,36.0
1367.0,124.0,1260.0,4.0,135.0,66.0
1487.0,131.0,1368.0,3.0,137.0,59.0
1522.0,94.0,1424.0,0.0,105.0,27.0
1482.0,84.0,1384.0,2.0,89.0,16.0
1434.0,106.0,1334.0,1.0,119.0,24.0
1400.0,82.0,1295.0,1.0,93.0,26.0
1356.0,138.0,1230.0,2.0,151.0,50.0
1325.0,130.0,1216.0,3.0,148.0,50.0
1251.0,80.0,1199.0,2.0,87.0,36.0
1231.0,78.0,1183.0,2.0,84.0,32.0
1234.0,98.0,1184.0,0.0,114.0,25.0
3652.0,73.0,1450.0,3.0,88.0,2284.0
3765.0,88.0,3716.0,2.0,110.0,132.0
3814.0,108.0,3775.0,5.0,133.0,125.0
3784.0,103.0,3846.0,1.0,130.0,35.0
3837.0,116.0,3911.0,5.0,145.0,36.0
3897.0,98.0,4000.0,4.0,101.0,32.0
3952.0,80.0,4003.0,3.0,79.0,77.0
1521.0,100.0,1562.0,3.0,110.0,38.0
1406.0,95.0,1484.0,5.0,106.0,85.0
1285.0,131.0,1393.0,2.0,166.0,42.0
1275.0,102.0,1408.0,0.0,127.0,19.0
1218.0,84.0,1331.0,0.0,110.0,14.0
1217.0,77.0,1304.0,3.0,88.0,21.0
1169.0,81.0,1245.0,3.0,93.0,16.0
1147.0,56.0,1200.0,3.0,63.0,11.0
1004.0,60.0,1032.0,2.0,71.0,8.0
909.0,63.0,884.0,0.0,82.0,21.0
867.0,56.0,841.0,0.0,69.0,20.0
827.0,55.0,809.0,1.0,66.0,19.0
796.0,64.0,796.0,1.0,78.0,24.0
775.0,51.0,765.0,0.0,63.0,21.0
774.0,80.0,765.0,3.0,90.0,17.0
821.0,67.0,823.0,3.0,84.0,20.0
798.0,53.0,821.0,0.0,58.0,18.0
804.0,58.0,809.0,1.0,70.0,23.0
815.0,45.0,827.0,3.0,48.0,14.0
750.0,50.0,759.0,0.0,63.0,17.0
754.0,58.0,761.0,1.0,70.0,22.0
715.0,68.0,736.0,2.0,83.0,15.0
692.0,61.0,701.0,0.0,79.0,21.0
709.0,73.0,724.0,2.0,88.0,18.0
769.0,92.0,779.0,2.0,124.0,20.0
841.0,78.0,871.0,1.0,95.0,22.0
876.0,54.0,914.0,3.0,66.0,13.0
886.0,68.0,914.0,1.0,82.0,22.0
905.0,64.0,938.0,0.0,76.0,27.0
926.0,61.0,949.0,5.0,68.0,27.0
942.0,74.0,953.0,0.0,91.0,31.0
919.0,91.0,912.0,2.0,123.0,34.0
927.0,91.0,951.0,2.0,112.0,18.0
981.0,75.0,998.0,0.0,92.0,21.0
1012.0,75.0,1021.0,0.0,100.0,28.0
1056.0,97.0,1077.0,5.0,128.0,22.0
