graph_num,l2_norm,cosine_similarity,g/s_pred_label,g/s_true_label,node_diff_1,edge_diff_1,node_diff_2,edge_diff_2,node_diff_3,edge_diff_3,node_diff_4,edge_diff_4,node_diff_5,edge_diff_5,node_diff_6,edge_diff_6,node_diff_7,edge_diff_7,node_diff_8,edge_diff_8,node_diff_9,edge_diff_9,node_diff_10,edge_diff_10
45,308.3536930215041,0.988588897060606,0,0,27,52,27,52,27,52,27,52,27,52,27,52,27,52,7,142,7,142,0,-175
46,292.4670921659392,0.9886558261782756,0,0,18,42,18,42,18,42,18,42,18,42,18,42,18,42,6,138,6,138,0,-181
47,345.4924022319449,0.9853811432938346,0,1,32,67,32,67,32,67,32,67,32,67,32,67,32,67,7,144,7,144,0,-198
48,319.363429340305,0.9861235463722071,0,0,25,59,25,59,25,59,25,59,25,59,25,59,25,59,9,142,9,142,0,-181
49,268.8233620800097,0.9888576540202091,0,0,26,42,26,42,26,42,26,42,26,42,26,42,26,42,5,116,5,116,0,-168
50,261.7708921939183,0.9876217915026677,0,0,15,43,15,43,15,43,15,43,15,43,15,43,15,43,4,123,4,123,0,-154
51,275.70999256465115,0.9861541137188571,0,1,24,42,24,42,24,42,24,42,24,42,24,42,24,42,9,125,9,125,0,-168
52,248.2075744210881,0.9883115241488436,1,0,10,33,10,33,10,33,10,33,10,33,10,33,10,33,4,124,4,124,0,-150
53,233.20591759215716,0.9893058709676459,1,0,13,38,13,38,13,38,13,38,13,38,13,38,13,38,4,107,4,107,0,-142
54,224.0,0.990403756567491,0,0,16,37,16,37,16,37,16,37,16,37,16,37,16,37,4,100,4,100,0,-137
55,232.63060847618485,0.989079449595988,0,0,18,48,18,48,18,48,18,48,18,48,18,48,18,48,8,96,8,96,0,-131
56,226.3183598385248,0.9898971258214847,1,1,13,38,13,38,13,38,13,38,13,38,13,38,13,38,6,104,6,104,0,-135
57,232.01077561182368,0.9903581741268314,1,1,18,48,18,48,18,48,18,48,18,48,18,48,18,48,6,94,6,94,0,-133
58,312.4163888146715,0.988071870234504,1,1,41,43,41,43,41,43,41,43,41,43,41,43,41,43,10,123,10,123,0,-206
59,471.0191078926629,0.9876173108938553,1,1,63,71,63,71,63,71,63,71,63,71,63,71,63,71,11,181,11,181,0,-305
60,562.8552211714839,0.9852829093619387,1,1,45,54,45,54,45,54,45,54,45,54,45,54,45,54,16,267,16,267,0,-373
61,613.290306461793,0.9839362893043807,1,1,42,71,42,71,42,71,42,71,42,71,42,71,42,71,13,298,13,298,0,-388
62,665.8716092461068,0.9835821580754165,1,1,37,63,37,63,37,63,37,63,37,63,37,63,37,63,17,334,17,334,0,-427
63,840.2737649123648,0.9814171089888499,1,1,94,97,94,97,94,97,94,97,94,97,94,97,94,97,26,346,26,346,0,-581
64,1024.2826758273322,0.9781473475231793,1,1,99,114,99,114,99,114,99,114,99,114,99,114,99,114,19,445,19,445,0,-702
65,1094.3413544228326,0.9744515842638772,1,1,53,127,53,127,53,127,53,127,53,127,53,127,53,127,18,548,18,548,0,-681
66,1117.9731660464843,0.9690313854298577,0,0,77,169,77,169,77,169,77,169,77,169,77,169,77,169,16,517,16,517,0,-688
67,1118.7358937658164,0.9664108541496851,0,0,53,152,53,152,53,152,53,152,53,152,53,152,53,152,19,554,19,554,0,-675
68,1110.304913075683,0.9671518521295258,1,1,55,140,55,140,55,140,55,140,55,140,55,140,55,140,15,548,15,548,0,-688
69,1144.2875512737173,0.964621105687385,0,0,57,139,57,139,57,139,57,139,57,139,57,139,57,139,18,576,18,576,0,-698
70,1006.5331589172807,0.9663610383370239,0,0,59,132,59,132,59,132,59,132,59,132,59,132,59,132,19,492,19,492,0,-618
71,787.4814283524406,0.9739674219138644,0,0,42,104,42,104,42,104,42,104,42,104,42,104,42,104,13,390,13,390,0,-477
72,698.2549677589126,0.9794777179288863,0,0,57,98,57,98,57,98,57,98,57,98,57,98,57,98,17,325,17,325,0,-431
73,626.9824558948998,0.9833308031753427,0,0,51,91,51,91,51,91,51,91,51,91,51,91,51,91,15,279,15,279,0,-401
74,636.9254273460905,0.9848589182336867,1,1,64,84,64,84,64,84,64,84,64,84,64,84,64,84,23,274,23,274,0,-420
75,634.4493675621404,0.9865017706193315,1,1,59,89,59,89,59,89,59,89,59,89,59,89,59,89,16,270,16,270,0,-420
76,682.7854714330117,0.9866612814116051,1,1,62,100,62,100,62,100,62,100,62,100,62,100,62,100,19,285,19,285,0,-454
77,747.107087371014,0.9884243630623917,1,1,64,97,64,97,64,97,64,97,64,97,64,97,64,97,16,317,16,317,0,-512
78,908.1084736968376,0.9892662180792993,1,1,88,114,88,114,88,114,88,114,88,114,88,114,88,114,20,386,20,386,0,-617
79,959.0437946204543,0.9892939598646682,1,1,72,104,72,104,72,104,72,104,72,104,72,104,72,104,21,427,21,427,0,-665
80,1022.4558670182298,0.9881706482522182,1,1,72,110,72,110,72,110,72,110,72,110,72,110,72,110,20,458,20,458,0,-710
81,1097.8547262730165,0.9854570242831522,1,1,82,89,82,89,82,89,82,89,82,89,82,89,82,89,21,512,21,512,0,-760
82,1113.055254693135,0.9854899096188322,1,1,81,109,81,109,81,109,81,109,81,109,81,109,81,109,20,511,20,511,0,-766
83,1161.7469604005857,0.9842188887697852,0,0,76,120,76,120,76,120,76,120,76,120,76,120,76,120,25,537,25,537,0,-794
84,1096.5701071978938,0.9842604264733528,0,0,60,121,60,121,60,121,60,121,60,121,60,121,60,121,20,525,20,525,0,-723
85,1018.4188725666861,0.9814622966750218,0,0,51,160,51,160,51,160,51,160,51,160,51,160,51,160,13,458,13,458,0,-648
86,1052.5996389891077,0.9777361593549071,0,0,51,182,51,182,51,182,51,182,51,182,51,182,51,182,25,484,25,484,0,-623
87,1003.2970646822406,0.9780571259607381,0,0,53,168,53,168,53,168,53,168,53,168,53,168,53,168,18,451,18,451,0,-618
88,828.1056695857118,0.9800184587222166,0,0,49,140,49,140,49,140,49,140,49,140,49,140,49,140,22,372,22,372,0,-504
89,761.7781829377893,0.97993985217395,0,0,41,128,41,128,41,128,41,128,41,128,41,128,41,128,16,347,16,347,0,-461
90,686.393473162442,0.9803888326564468,0,0,35,127,35,127,35,127,35,127,35,127,35,127,35,127,14,305,14,305,0,-404
91,602.2034539920872,0.9835395463518654,1,0,36,98,36,98,36,98,36,98,36,98,36,98,36,98,13,271,13,271,0,-373
92,647.9807095894137,0.9812751938998883,0,0,38,115,38,115,38,115,38,115,38,115,38,115,38,115,18,284,18,284,0,-394
93,711.2931884954332,0.9786144773597326,0,1,45,139,45,139,45,139,45,139,45,139,45,139,45,139,19,305,19,305,0,-412
94,661.3879345739533,0.980149184062279,0,0,36,126,36,126,36,126,36,126,36,126,36,126,36,126,14,287,14,287,0,-390
95,691.2582730065515,0.9783274291734857,1,1,49,126,49,126,49,126,49,126,49,126,49,126,49,126,12,295,12,295,0,-419
96,749.9273298126959,0.9773067295600912,1,1,47,126,47,126,47,126,47,126,47,126,47,126,47,126,19,337,19,337,0,-456
97,851.7347004789696,0.9758399986358394,1,1,55,151,55,151,55,151,55,151,55,151,55,151,55,151,19,374,19,374,0,-514
98,869.212287073762,0.9775429632128219,1,1,64,153,64,153,64,153,64,153,64,153,64,153,64,153,18,373,18,373,0,-533
99,1064.7394047371404,0.9823479916509121,1,1,116,162,116,162,116,162,116,162,116,162,116,162,116,162,31,406,31,406,0,-724
100,1153.5640424354428,0.9826305771479434,1,1,78,168,78,168,78,168,78,168,78,168,78,168,78,168,21,506,21,506,0,-760
101,1214.7020210734813,0.9831105694297341,1,1,80,176,80,176,80,176,80,176,80,176,80,176,80,176,21,533,21,533,0,-803
102,1274.853324896633,0.9824754835791345,1,1,73,182,73,182,73,182,73,182,73,182,73,182,73,182,28,584,28,584,0,-820
103,1299.6645721108198,0.9843160682792629,1,1,91,196,91,196,91,196,91,196,91,196,91,196,91,196,24,552,24,552,0,-867
104,1344.7821384893539,0.9837273904104353,1,1,65,203,65,203,65,203,65,203,65,203,65,203,65,203,20,620,20,620,0,-849
105,1662.4319534946385,0.9808567183063304,1,1,111,294,111,294,111,294,111,294,111,294,111,294,111,294,27,689,27,689,0,-1059
106,1586.912095864166,0.9785882017670977,0,0,72,297,72,297,72,297,72,297,72,297,72,297,72,297,24,677,24,677,0,-973
107,1637.9758850483727,0.9740657322986483,0,0,68,298,68,298,68,298,68,298,68,298,68,298,68,298,24,752,24,752,0,-947
108,1546.0206984384135,0.9742104564145294,0,0,59,298,59,298,59,298,59,298,59,298,59,298,59,298,18,698,18,698,0,-877
109,1556.9222845087677,0.9741443019884294,0,0,69,303,69,303,69,303,69,303,69,303,69,303,69,303,22,698,22,698,0,-879
110,1377.3420054583394,0.9761552047364828,0,0,53,273,53,273,53,273,53,273,53,273,53,273,53,273,14,604,14,604,0,-791
111,1426.4252521600984,0.9747098373727595,0,0,52,295,52,295,52,295,52,295,52,295,52,295,52,295,18,629,18,629,0,-784
112,1209.4391262068546,0.9761661701680932,0,0,60,263,60,263,60,263,60,263,60,263,60,263,60,263,14,506,14,506,0,-664
113,1116.8016833798201,0.9767298491058944,0,0,49,250,49,250,49,250,49,250,49,250,49,250,49,250,15,472,15,472,0,-589
114,982.0682257358701,0.9803638581400307,0,0,45,200,45,200,45,200,45,200,45,200,45,200,45,200,20,429,20,429,0,-549
115,985.2847304206028,0.9801444402595076,0,0,44,209,44,209,44,209,44,209,44,209,44,209,44,209,15,422,15,422,0,-543
116,976.2612355307364,0.9795131729562403,0,0,48,220,48,220,48,220,48,220,48,220,48,220,48,220,15,398,15,398,0,-530
117,942.1719588270498,0.9804048071410171,0,0,48,205,48,205,48,205,48,205,48,205,48,205,48,205,16,384,16,384,0,-531
118,914.6873782883417,0.9822272312424615,1,1,56,187,56,187,56,187,56,187,56,187,56,187,56,187,19,374,19,374,0,-538
119,931.960299583625,0.9822795479318618,1,1,54,196,54,196,54,196,54,196,54,196,54,196,54,196,19,370,19,370,0,-552
120,954.8224965929531,0.9836930096178378,1,1,62,199,62,199,62,199,62,199,62,199,62,199,62,199,23,376,23,376,0,-569
121,940.2063603273485,0.9849927360658091,1,1,56,193,56,193,56,193,56,193,56,193,56,193,56,193,19,381,19,381,0,-557
122,994.8376752013365,0.9866186675028505,1,1,66,191,66,191,66,191,66,191,66,191,66,191,66,191,20,403,20,403,0,-615
123,1059.550376338945,0.9858929687067751,1,1,51,168,51,168,51,168,51,168,51,168,51,168,51,168,22,468,22,468,0,-684
124,1202.5664222819462,0.983962430020284,1,1,66,200,66,200,66,200,66,200,66,200,66,200,66,200,21,522,21,522,0,-768
125,1206.6536371303905,0.9836456403350972,1,0,55,194,55,194,55,194,55,194,55,194,55,194,55,194,23,558,23,558,0,-740
126,1222.8883841136117,0.9835406798332408,1,1,54,208,54,208,54,208,54,208,54,208,54,208,54,208,23,561,23,561,0,-736
127,1166.247829579974,0.9839345823656789,0,0,57,202,57,202,57,202,57,202,57,202,57,202,57,202,16,521,16,521,0,-713
128,1290.318177815069,0.9820946698461555,1,1,70,221,70,221,70,221,70,221,70,221,70,221,70,221,18,565,18,565,0,-806
129,1352.6451862923996,0.9785121493434459,0,0,55,257,55,257,55,257,55,257,55,257,55,257,55,257,15,600,15,600,0,-791
130,1332.3850794721473,0.9779329148797277,0,0,59,259,59,259,59,259,59,259,59,259,59,259,59,259,21,585,21,585,0,-772
131,1294.0741864360018,0.9786055799148099,0,0,51,261,51,261,51,261,51,261,51,261,51,261,51,261,16,547,16,547,0,-762
132,1405.0544473435896,0.9767803232790736,1,1,64,307,64,307,64,307,64,307,64,307,64,307,64,307,11,566,11,566,0,-803
133,1471.865482984094,0.9750056588843722,1,1,56,325,56,325,56,325,56,325,56,325,56,325,56,325,13,619,13,619,0,-799
134,1506.3535441588738,0.9733849573694786,1,1,50,331,50,331,50,331,50,331,50,331,50,331,50,331,11,632,11,632,0,-828
135,1316.1561457517114,0.9769076034024149,0,0,49,274,49,274,49,274,49,274,49,274,49,274,49,274,10,564,10,564,0,-744
136,1266.5654345512512,0.9751066944906102,0,0,40,259,40,259,40,259,40,259,40,259,40,259,40,259,21,563,21,563,0,-699
137,1235.125904513382,0.9757355870761714,0,0,58,256,58,256,58,256,58,256,58,256,58,256,58,256,15,531,15,531,0,-692
138,1194.1130599738033,0.9751856213585014,0,0,56,243,56,243,56,243,56,243,56,243,56,243,56,243,16,513,16,513,0,-681
139,1065.6439367818878,0.9761144989061394,0,0,40,214,40,214,40,214,40,214,40,214,40,214,40,214,20,480,20,480,0,-585
140,1092.2385270626557,0.9771683342470967,0,1,71,223,71,223,71,223,71,223,71,223,71,223,71,223,21,446,21,446,0,-641
141,1108.423204376379,0.9790170688120859,1,1,64,232,64,232,64,232,64,232,64,232,64,232,64,232,22,457,22,457,0,-636
142,1159.7892049851127,0.9806515106379998,1,1,73,239,73,239,73,239,73,239,73,239,73,239,73,239,26,472,26,472,0,-679
143,1259.1004725596763,0.9851954094073083,1,1,76,232,76,232,76,232,76,232,76,232,76,232,76,232,24,521,24,521,0,-790
144,1327.4257041356402,0.9854971439874416,1,1,75,257,75,257,75,257,75,257,75,257,75,257,75,257,19,563,19,563,0,-791
145,1369.2921529023672,0.9847728624745705,1,1,84,265,84,265,84,265,84,265,84,265,84,265,84,265,26,583,26,583,0,-808
146,1425.749978081711,0.9840115028698275,1,1,68,269,68,269,68,269,68,269,68,269,68,269,68,269,24,626,24,626,0,-842
147,1362.5659617060746,0.9854376640301201,1,1,69,231,69,231,69,231,69,231,69,231,69,231,69,231,23,615,23,615,0,-832
148,1394.8476619330156,0.9851609618724841,0,0,82,243,82,243,82,243,82,243,82,243,82,243,82,243,27,619,27,619,0,-847
149,1561.1434911628078,0.9823172721277892,0,1,98,290,98,290,98,290,98,290,98,290,98,290,98,290,24,650,24,650,0,-967
150,1571.7203949812447,0.9771072228363674,0,0,71,329,71,329,71,329,71,329,71,329,71,329,71,329,25,676,25,676,0,-873
151,1603.4397400588523,0.9748652123640716,1,1,55,325,55,325,55,325,55,325,55,325,55,325,55,325,25,715,25,715,0,-887
152,1486.4830977848353,0.9781198412540494,1,1,63,275,63,275,63,275,63,275,63,275,63,275,63,275,18,665,18,665,0,-876
153,1835.8286957121027,0.9818209215376944,1,1,188,248,188,248,188,248,188,248,188,248,188,248,188,248,34,695,34,695,0,-1313
154,1968.1676757837479,0.9771468069508303,1,0,100,329,100,329,100,329,100,329,100,329,100,329,100,329,27,903,27,903,0,-1189
155,1923.8131406142334,0.9781305646705601,0,0,93,318,93,318,93,318,93,318,93,318,93,318,93,318,32,881,32,881,0,-1174
156,1811.9470190929976,0.9795109648386506,0,0,96,299,96,299,96,299,96,299,96,299,96,299,96,299,26,790,26,790,0,-1159
157,1836.7155468389765,0.9785366282292576,0,0,71,307,71,307,71,307,71,307,71,307,71,307,71,307,29,842,29,842,0,-1122
158,1709.224092973183,0.9798707542124502,0,0,74,295,74,295,74,295,74,295,74,295,74,295,74,295,27,777,27,777,0,-1032
159,1670.8174645962974,0.9792089792037618,0,0,72,291,72,291,72,291,72,291,72,291,72,291,72,291,22,746,22,746,0,-1024
160,1161.7633149656604,0.9772650146594777,0,0,48,246,48,246,48,246,48,246,48,246,48,246,48,246,19,492,19,492,0,-652
161,1157.58930541017,0.9763706393226291,0,0,49,264,49,264,49,264,49,264,49,264,49,264,49,264,16,481,16,481,0,-610
162,1012.744785224787,0.977666830319792,0,0,37,213,37,213,37,213,37,213,37,213,37,213,37,213,13,432,13,432,0,-570
163,819.5151005320158,0.9807288191763894,0,0,41,154,41,154,41,154,41,154,41,154,41,154,41,154,20,365,20,365,0,-476
164,762.1922329701347,0.9814087891334644,0,0,33,143,33,143,33,143,33,143,33,143,33,143,33,143,14,343,14,343,0,-441
165,751.7280093225208,0.9807097419595322,1,1,33,142,33,142,33,142,33,142,33,142,33,142,33,142,16,332,16,332,0,-442
166,746.7335535517337,0.9818741749210257,0,0,39,155,39,155,39,155,39,155,39,155,39,155,39,155,13,309,13,309,0,-433
167,1182.8190901401617,0.9719143885083381,1,1,139,170,139,170,139,170,139,170,139,170,139,170,139,170,30,373,30,373,0,-884
168,1273.0377056474015,0.9681858362053573,1,1,50,254,50,254,50,254,50,254,50,254,50,254,50,254,14,554,14,554,0,-733
169,1390.8285300496248,0.9665554361850491,1,1,56,283,56,283,56,283,56,283,56,283,56,283,56,283,17,601,17,601,0,-793
170,1502.6556491758183,0.9622412836341181,0,1,44,318,44,318,44,318,44,318,44,318,44,318,44,318,19,662,19,662,0,-812
171,1510.0797992159223,0.9639451353270251,1,1,41,326,41,326,41,326,41,326,41,326,41,326,41,326,17,660,17,660,0,-808
172,1573.4830790319927,0.9637763954978094,1,1,45,333,45,333,45,333,45,333,45,333,45,333,45,333,21,688,21,688,0,-859
173,1600.3537109026868,0.9640991711753352,1,1,41,331,41,331,41,331,41,331,41,331,41,331,41,331,16,711,16,711,0,-878
174,982.6749208156276,0.9748080370599421,0,0,72,112,72,112,72,112,72,112,72,112,72,112,72,112,23,444,23,444,0,-668
175,1023.5711992821995,0.9733059724970248,1,1,17,88,17,88,17,88,17,88,17,88,17,88,17,88,18,525,18,525,0,-663
176,942.6558226627575,0.9745864046891188,0,0,65,53,65,53,65,53,65,53,65,53,65,53,65,53,17,440,17,440,0,-672
177,979.3972636269717,0.971324269682088,0,0,47,75,47,75,47,75,47,75,47,75,47,75,47,75,21,483,21,483,0,-661
178,923.4803733702195,0.9725573535349858,0,0,45,59,45,59,45,59,45,59,45,59,45,59,45,59,20,455,20,455,0,-632
179,883.7652403212065,0.9739768259481117,0,0,63,53,63,53,63,53,63,53,63,53,63,53,63,53,19,424,19,424,0,-611
180,856.0724268424956,0.9737439557979949,0,0,54,63,54,63,54,63,54,63,54,63,54,63,54,63,22,406,22,406,0,-595
181,867.2266139827583,0.973608722360733,0,0,67,67,67,67,67,67,67,67,67,67,67,67,67,67,21,393,21,393,0,-616
182,890.1690850619336,0.975100021379673,1,1,78,111,78,111,78,111,78,111,78,111,78,111,78,111,22,361,22,361,0,-634
183,952.7019470957325,0.9755916043815522,1,1,83,132,83,132,83,132,83,132,83,132,83,132,83,132,26,391,26,391,0,-656
184,951.8566068479013,0.9757216029214302,1,1,47,132,47,132,47,132,47,132,47,132,47,132,47,132,22,432,22,432,0,-628
185,1142.9068203488857,0.9712147222390677,1,1,77,180,77,180,77,180,77,180,77,180,77,180,77,180,27,475,27,475,0,-765
186,1154.1265095300428,0.971162933039171,1,1,61,185,61,185,61,185,61,185,61,185,61,185,61,185,21,500,21,500,0,-752
187,1194.365521940415,0.9685141686398692,0,0,57,192,57,192,57,192,57,192,57,192,57,192,57,192,24,531,24,531,0,-762
188,1131.8772018200561,0.9686479265620714,0,0,45,201,45,201,45,201,45,201,45,201,45,201,45,201,23,485,23,485,0,-716
189,1010.2148286379487,0.9718501426859751,0,0,50,172,50,172,50,172,50,172,50,172,50,172,50,172,19,442,19,442,0,-636
190,870.4757319994625,0.9736288956345585,0,0,34,145,34,145,34,145,34,145,34,145,34,145,34,145,21,393,21,393,0,-541
191,914.0973689930412,0.9696696181231517,0,0,40,160,40,160,40,160,40,160,40,160,40,160,40,160,21,408,21,408,0,-558
192,695.9145062434035,0.9788137227544784,1,0,35,90,35,90,35,90,35,90,35,90,35,90,35,90,18,305,18,305,0,-482
193,769.8999935056501,0.9779596649677471,0,1,61,103,61,103,61,103,61,103,61,103,61,103,61,103,29,305,29,305,0,-552
194,676.8027777720774,0.9805767439025215,1,0,35,94,35,94,35,94,35,94,35,94,35,94,35,94,21,292,21,292,0,-465
195,763.9954188344325,0.9763019372367148,1,1,58,83,58,83,58,83,58,83,58,83,58,83,58,83,25,326,25,326,0,-546
196,721.3293283930718,0.9759036846920472,1,0,26,86,26,86,26,86,26,86,26,86,26,86,26,86,12,340,12,340,0,-482
197,784.3226376944631,0.9718533765479656,0,1,37,76,37,76,37,76,37,76,37,76,37,76,37,76,19,380,19,380,0,-525
198,796.5249525281678,0.9727793910264669,1,1,43,80,43,80,43,80,43,80,43,80,43,80,43,80,23,379,23,379,0,-537
199,794.1517487231266,0.9710071224278697,0,0,38,105,38,105,38,105,38,105,38,105,38,105,38,105,17,380,17,380,0,-504
200,706.3009273673651,0.9742621926256734,0,0,30,84,30,84,30,84,30,84,30,84,30,84,30,84,14,342,14,342,0,-457
201,798.2267848174478,0.9688654421449423,0,1,39,122,39,122,39,122,39,122,39,122,39,122,39,122,18,381,18,381,0,-481
202,570.4734875522262,0.9786529920255994,0,0,38,54,38,54,38,54,38,54,38,54,38,54,38,54,11,267,11,267,0,-390
203,584.8469885363179,0.9780240262526622,1,1,37,46,37,46,37,46,37,46,37,46,37,46,37,46,5,280,5,280,0,-401
204,706.0771912475293,0.9714757623553291,1,1,55,72,55,72,55,72,55,72,55,72,55,72,55,72,18,327,18,327,0,-476
205,605.9232624681116,0.9759580481417456,1,0,28,58,28,58,28,58,28,58,28,58,28,58,28,58,4,295,4,295,0,-405
206,625.6292832021212,0.9732044644172535,1,1,35,44,35,44,35,44,35,44,35,44,35,44,35,44,9,307,9,307,0,-425
207,597.139012291108,0.9733541279513129,0,0,32,47,32,47,32,47,32,47,32,47,32,47,32,47,10,292,10,292,0,-404
208,598.0610336746577,0.9722164291794654,0,0,34,49,34,49,34,49,34,49,34,49,34,49,34,49,10,291,10,291,0,-404
209,537.3081052803875,0.9759828455931013,0,0,31,32,31,32,31,32,31,32,31,32,31,32,31,32,7,253,7,253,0,-383
210,494.2721922180126,0.9801280227429013,1,0,30,42,30,42,30,42,30,42,30,42,30,42,30,42,12,218,12,218,0,-361
211,443.19972924179456,0.9799215839215142,0,0,17,40,17,40,17,40,17,40,17,40,17,40,17,40,9,200,9,200,0,-321
212,415.9651427704009,0.9814369424839408,0,0,21,42,21,42,21,42,21,42,21,42,21,42,21,42,13,185,13,185,0,-298
