0,1,2,3,4,5
0.9259259,0.074074075,0.89915967,0.010084034,0.07058824,0.020168068
0.9622642,0.03773585,0.9429098,0.0036832413,0.03499079,0.018416205
0.95454544,0.045454547,0.9334719,0.0,0.051975053,0.014553014
0.97310513,0.026894866,0.9751693,0.0022573364,0.020316027,0.0022573364
0.93401015,0.065989845,0.9071429,0.0,0.06904762,0.023809524
0.9544236,0.04557641,0.8960396,0.0,0.047029704,0.056930695
0.9559748,0.044025157,0.9300912,0.0,0.051671732,0.018237082
0.89719623,0.10280374,0.78370786,0.0056179776,0.11797753,0.09269663
0.8515406,0.14845939,0.78088576,0.0,0.19114219,0.027972028
0.9060241,0.0939759,0.8133595,0.0019646366,0.11198428,0.07269155
0.90969163,0.09030837,0.87676054,0.0017605633,0.10739437,0.014084507
0.9147609,0.08523908,0.88360655,0.008196721,0.08032787,0.027868852
0.93410856,0.065891474,0.89811915,0.0015673981,0.07053292,0.029780565
0.952741,0.04725898,0.9407295,0.0015197569,0.04407295,0.013677811
0.9403846,0.059615385,0.89708143,0.0061443932,0.058371738,0.038402457
0.9353535,0.06464647,0.9034942,0.0016638935,0.07820299,0.016638935
0.9679634,0.032036614,0.95635676,0.0,0.032258064,0.0113852
0.95734596,0.04265403,0.92971885,0.0,0.046184737,0.024096385
0.9628647,0.037135277,0.9495413,0.0,0.038990825,0.01146789
0.8512586,0.14874142,0.7865854,0.008130081,0.18089432,0.024390243
0.6802249,0.31977513,0.22753404,0.026626324,0.6505295,0.09531014
0.8829638,0.11703621,0.8212681,0.007988018,0.13979031,0.03095357
0.92617565,0.073824346,0.6084524,0.008246209,0.09159181,0.2917096
0.9714838,0.028516192,0.9185055,0.0021659671,0.036415324,0.042913225
0.9850359,0.014964117,0.94136393,0.0006373486,0.016571064,0.04142766
0.7416359,0.2583641,0.6637348,0.0031292287,0.3131766,0.019959405
0.8888666,0.1111334,0.8894465,0.00038017033,0.09952859,0.010644769
0.9447801,0.055219915,0.9437528,0.00027260336,0.049250342,0.006724216
0.9662645,0.033735532,0.96543604,9.41797e-05,0.030325862,0.0041439068
0.9185738,0.0814262,0.8649944,0.00033444815,0.06588629,0.06878484
0.94660276,0.053397227,0.9464367,0.0,0.04385564,0.009707629
0.9653633,0.034636673,0.96948636,0.00011781338,0.026272384,0.0041234684
0.93544734,0.064552665,0.9216046,0.00020362451,0.05721849,0.020973325
0.9391132,0.06088683,0.9277076,0.00053748995,0.0639613,0.007793604
0.94115573,0.058844257,0.9030197,0.00029036004,0.06242741,0.034262486
0.96019524,0.03980473,0.9562773,0.0,0.03966271,0.0040599625
0.9473407,0.052659295,0.8520788,0.0,0.0512035,0.09671772
0.9546865,0.04531347,0.94731295,0.0,0.044783983,0.007903056
0.94304633,0.056953643,0.9362912,0.0,0.05688282,0.0068259384
0.9340574,0.06594259,0.9229209,0.0006761325,0.066260986,0.010141988
0.92890996,0.07109005,0.85989994,0.0028591852,0.12651893,0.010721944
0.899017,0.10098302,0.8643379,0.0,0.11047929,0.025182778
