Graph Number,Average Node Degree,Unique Degree Count,Degree Centrality,Assortivity Coefficient,Clustering Coefficient,Density,Number of Weakly Connected Components,Number of Strongly Connected Components,Number of Nodes,Number of Edges,Eigenvalue_1,Eigenvalue_2,Eigenvalue_3,Eigenvalue_4,Eigenvalue_5
15,3.2234432234432235,21,0.005914574721914171,0.12415070339886579,0.04607502545499085,0.0029572873609570857,56,455,546,880,4.5522518676563735,3.1303780564122903,2.793676433289406,2.793676433289406,2.6329838813499546
16,3.20508166969147,21,0.005827421217620855,0.1741957937998838,0.04803981578319479,0.0029137106088104273,57,456,551,883,4.782981146695446,3.408074666685529,2.881871703523416,2.881871703523416,2.6797643153026205
17,3.24468085106383,23,0.005763198669740372,0.16805725070568245,0.04603929455964895,0.002881599334870186,62,460,564,915,5.120640571318824,3.760250120364316,3.160963811726192,2.7152511452205124,2.7152511452205124
18,3.254295532646048,21,0.0056011971301997395,0.20982896607218848,0.043831807468860236,0.0028005985650998693,64,473,582,947,5.052482727443987,3.7681165304289728,3.1609638117262064,2.998548374384193,2.7082942631571623
19,3.4083044982698962,22,0.005906940204973823,0.22522691555791158,0.04704278642608209,0.002953470102486912,58,463,578,985,5.199089772561097,4.062495511897411,3.1609638117261953,2.914803840870661,2.66577432841771
20,3.3436960276338517,22,0.005784941224280019,0.1839527785248735,0.04606041006528663,0.00289247061214001,63,471,579,968,4.610285343478159,3.8241473915420707,3.581134123890061,2.6759995927592977,2.6759995927592977
21,3.3025641025641024,22,0.005655075518089217,0.14238270657277088,0.036047204818737716,0.002827537759044608,63,477,585,966,4.3669873790062725,3.8429264543492923,3.601294567067429,2.677556074106743,2.677556074106743
22,3.2176759410801963,21,0.005274878591934748,0.10315190216213357,0.03614929694518046,0.002637439295967374,73,497,611,983,3.969472095516994,3.395077429499802,3.2775109165822887,2.6969232201434283,2.6601276266476366
23,3.144694533762058,20,0.005063920344222316,0.0837259794019328,0.028554950975510834,0.0025319601721111576,70,522,622,978,3.4474220161002966,3.341516396520978,2.7746228995044935,2.7640149251946267,2.7538317512850505
24,3.109612141652614,21,0.005252723212251037,0.07788694528016217,0.03610002073448159,0.0026263616061255185,74,507,593,922,3.482284188587321,2.9077361772327017,2.7640149251945774,2.5562867916537635,2.4374187250096027
25,3.0604026845637584,19,0.00514353392363657,0.06353526309511813,0.03108797233223231,0.0025717669618182844,77,516,596,912,3.4822841885873177,3.128263670057629,2.657018506686299,2.6180339887498945,2.4142135623730963
26,3.0,16,0.0051107325383304945,0.08372839828552756,0.029234210611761634,0.002555366269165247,78,507,588,882,3.3617775963286403,3.1538990924685915,2.6905872055720614,2.4600557842932815,2.4600557842932815
27,3.071304347826087,17,0.005350704438721406,0.09163187492766928,0.028952853341600145,0.002675352219360703,66,495,575,883,3.2889894353843294,2.669610396486859,2.618033988749878,2.4811943040920204,2.4142135623730963
28,3.1730103806228374,19,0.00549915143955431,0.1056447792408373,0.036979421980948536,0.0027495757197771556,53,495,578,917,3.261029807924709,3.107115494301452,2.64487818042077,2.5961546760086396,2.5254611713836597
29,3.149579831932773,19,0.005302322949381773,0.11612096671273571,0.04764293705964491,0.0026511614746908864,57,511,595,937,3.298638149686175,3.059239945292723,2.9529676789035837,2.596154676008647,2.5681148594401693
30,3.2693602693602695,19,0.005513255091669931,0.1001389290859934,0.05761055215381082,0.0027566275458349655,59,502,594,971,3.3345643341285487,3.245981258779008,2.891164131198275,2.732050807568894,2.5961546760086316
31,3.236842105263158,19,0.005332524061389057,0.10818457791481897,0.055108711646540576,0.002666262030694529,58,505,608,984,3.569145752095432,3.2476796335652995,2.8430097825152583,2.7320508075688847,2.594482966916749
32,3.2978369384359403,21,0.005496394897393233,0.10552771779967304,0.05760431174434152,0.0027481974486966167,60,497,601,991,3.616554300877841,3.2538966150262807,3.1152633312803917,2.7320508075688745,2.7131131563204187
33,3.3513513513513513,19,0.005670645264553894,0.06654310147960467,0.05862687203147729,0.002835322632276947,57,487,592,992,3.7191197972608947,3.603302681245121,3.155784533240335,2.764014925194588,2.7320508075688763
34,3.331103678929766,19,0.005579738155661249,0.05388172178168385,0.051074209121533154,0.0027898690778306247,64,498,598,996,3.8109964682349338,3.5887604602518035,3.033260362127044,2.764014925194584,2.732050807568884
35,3.3537414965986394,20,0.005713358597271958,0.03773581008846524,0.043090183535308954,0.002856679298635979,60,482,588,986,3.801495966967784,3.180595963168683,2.9407988572732573,2.764014925194582,2.7320508075688794
36,3.3355817875210794,19,0.005634428695136959,0.03861732730697388,0.04055082844389461,0.002817214347568479,67,491,593,989,3.9960500249876008,3.633052002434125,3.0181165629218225,2.9207318985935817,2.9207318985935817
37,3.2364864864864864,20,0.005476288471212329,0.04975638022840255,0.04206508728567552,0.0027381442356061644,67,501,592,958,3.9625944390262857,3.742202418561198,2.940339364315477,2.6719088376355153,2.520557910464298
