,Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
102,188,188,53,12,187,100
103,112,159,45,13,150,21
104,122,116,47,8,115,53
105,95,118,32,7,122,18
106,90,135,38,15,132,14
107,105,159,40,16,152,14
108,109,163,45,12,157,11
109,189,207,99,20,207,26
110,207,258,93,30,247,30
111,142,169,74,17,149,17
112,110,141,42,12,130,16
113,159,212,76,18,198,25
114,194,205,85,20,197,38
115,281,286,140,23,279,26
116,244,285,95,21,261,15
117,195,254,86,20,224,26
118,239,274,89,21,257,43
119,188,220,73,59,186,21
120,173,247,41,5,263,67
121,125,214,28,8,221,27
122,143,200,36,11,199,23
123,147,180,41,6,180,34
124,156,230,37,7,239,28
125,133,231,36,16,240,24
126,140,172,34,8,171,39
127,167,185,48,7,185,47
128,143,138,46,6,142,57
129,453,335,129,24,324,122
130,1110,1318,310,108,1315,269
131,428,614,154,41,671,178
132,591,453,203,24,517,311
133,757,748,296,53,797,155
134,503,617,194,30,703,152
135,294,477,97,25,531,100
136,334,530,124,62,601,139
137,261,343,129,13,402,76
138,244,345,94,6,395,72
139,241,380,76,16,424,80
140,235,334,87,22,368,77
141,202,304,65,13,325,64
142,178,244,56,7,267,64
143,208,236,92,7,262,67
144,252,292,125,9,319,72
145,173,186,67,1,208,64
146,193,196,79,5,220,69
147,212,172,108,6,188,60
148,230,210,98,5,247,79
149,178,185,85,7,197,54
150,39,25,11,1,25,1
151,115,126,38,4,138,31
152,216,283,94,6,318,73
153,149,199,67,6,214,45
154,147,183,68,5,201,37
155,160,159,77,8,164,40
156,165,130,87,3,153,37
157,169,145,71,3,164,52
158,151,153,61,1,174,41
159,138,147,56,4,155,34
160,104,114,33,0,125,29
161,157,116,69,0,130,54
162,230,164,136,6,180,72
163,196,140,94,4,153,47
164,168,95,104,3,103,35
165,132,84,54,0,96,47
166,101,89,45,4,97,26
167,128,86,67,2,94,35
168,124,110,55,5,118,35
169,144,91,66,1,97,35
170,140,132,71,3,151,33
171,157,117,90,3,130,36
172,204,124,116,4,135,66
173,207,131,88,3,137,59
174,121,94,68,0,105,27
175,105,84,68,2,89,16
176,105,106,51,1,119,24
177,117,82,61,1,93,26
178,139,138,69,2,151,50
179,158,130,96,3,148,50
180,109,80,55,2,87,36
181,90,78,34,2,84,32
182,119,98,54,0,114,25
183,2612,73,324,3,88,2284
184,239,88,79,2,110,132
185,249,108,113,5,133,125
186,134,103,96,1,130,35
187,164,116,111,5,145,36
188,136,98,99,4,101,32
189,164,80,75,3,79,77
190,140,100,68,3,110,38
191,207,95,112,5,106,85
192,136,131,89,2,166,42
193,86,102,44,0,127,19
194,76,84,41,0,110,14
195,97,77,61,3,88,21
196,81,81,57,3,93,16
197,73,56,40,3,63,11
198,60,60,31,2,71,8
199,98,63,49,0,82,21
200,82,56,49,0,69,20
201,71,55,43,1,66,19
202,108,64,68,1,78,24
203,74,51,37,0,63,21
204,90,80,50,3,90,17
205,110,67,80,3,84,20
206,77,53,46,0,58,18
207,84,58,51,1,70,23
208,65,45,36,3,48,14
209,62,50,26,0,63,17
210,72,58,31,1,70,22
211,66,68,36,2,83,15
212,85,61,49,0,79,21
213,86,73,53,2,88,18
214,147,92,110,2,124,20
215,96,78,54,1,95,22
216,75,54,54,3,66,13
217,91,68,50,1,82,22
218,92,64,52,0,76,27
219,104,61,60,5,68,27
220,118,74,60,0,91,31
221,140,91,88,2,123,34
222,98,91,59,2,112,18
223,101,75,57,0,92,21
224,127,75,98,0,100,28
225,149,97,111,5,128,22
