from,to,date,value
72947,43012,2017-09-03,1e+18
73030,65385,2017-09-03,9.7e+19
59913,59914,2017-09-03,1e+18
54461,62549,2017-09-03,8.195e+21
49972,72962,2017-09-03,1e+18
73027,62251,2017-09-03,1.74e+21
26615,30263,2017-09-03,3.435e+21
72936,70396,2017-09-03,7.5e+20
72965,67705,2017-09-03,5.55e+20
72988,37195,2017-09-03,4.04166e+22
71613,33980,2017-09-03,2.0042e+21
73114,31267,2017-09-03,2.36941e+20
71096,70539,2017-09-03,4.20495444191344e+20
73110,72067,2017-09-03,1e+18
73063,73063,2017-09-03,6.88292794e+19
72341,67913,2017-09-03,2.4e+21
73056,73057,2017-09-03,2.1e+21
72965,72966,2017-09-03,5.5e+20
67254,70754,2017-09-03,2e+22
72907,71201,2017-09-03,1e+19
73072,73073,2017-09-03,3.1351895312e+21
73040,73041,2017-09-03,2.5565e+21
72630,72967,2017-09-03,3e+21
73013,73014,2017-09-03,5.85e+20
69358,72971,2017-09-03,1.02e+20
72982,71057,2017-09-03,5e+20
72887,60024,2017-09-03,2.5496353e+21
72903,53881,2017-09-03,2.477e+23
70890,72961,2017-09-03,3.756e+21
72910,72911,2017-09-03,1e+18
73036,73037,2017-09-03,6.741e+20
72998,65458,2017-09-03,2.1344e+21
73081,73082,2017-09-03,7.550742034046268e+19
72977,72978,2017-09-03,1e+20
72965,67705,2017-09-03,1e+20
72907,71201,2017-09-03,1e+21
72951,62170,2017-09-03,5e+18
72934,72935,2017-09-03,3.6053065355696936e+21
72994,72995,2017-09-03,3.7562886e+21
72912,41570,2017-09-03,7.7322e+21
73016,47485,2017-09-03,9.5844595e+21
72993,64846,2017-09-03,1.05e+21
73025,73026,2017-09-03,6.221467749e+20
72952,72559,2017-09-03,3.104e+21
73086,73087,2017-09-03,4.5549512569e+22
73031,73032,2017-09-03,1e+19
60214,73097,2017-09-03,5e+18
72913,65751,2017-09-03,1.323e+20
73070,73071,2017-09-03,5.377229081e+20
73033,64026,2017-09-03,1e+17
72831,43392,2017-09-03,5e+18
25296,73099,2017-09-03,2e+22
73046,73047,2017-09-03,1e+19
72919,72920,2017-09-03,6.9998851657e+21
72915,67380,2017-09-03,2.625e+20
72965,67705,2017-09-03,4e+20
73067,73068,2017-09-03,1e+18
73064,73065,2017-09-03,3.08e+22
72991,72992,2017-09-03,1.133e+23
73109,65392,2017-09-03,3.99999534544e+23
72948,72949,2017-09-03,1.5141528320544765e+20
72866,65893,2017-09-03,1e+20
72928,69553,2017-09-03,5.8e+22
73112,73113,2017-09-03,1e+19
72970,21095,2017-09-03,3.8708263181214e+21
72973,72974,2017-09-03,1e+18
72950,21973,2017-09-03,7e+20
72376,71523,2017-09-03,1e+18
72975,72976,2017-09-03,7.6381e+21
31035,72987,2017-09-03,1.2388033702e+21
72988,37195,2017-09-03,6.346e+17
73017,71291,2017-09-03,2.545480931541107e+21
67508,72932,2017-09-03,3.51191815824e+22
73031,73059,2017-09-03,1e+21
73027,73055,2017-09-03,5.5e+21
72907,71201,2017-09-03,1e+20
73085,63413,2017-09-03,1e+19
72939,72940,2017-09-03,1.084913161925e+22
62605,68244,2017-09-03,5.56092166e+20
72929,72380,2017-09-03,1e+19
73090,73091,2017-09-03,1e+19
72341,73021,2017-09-03,5e+20
69381,73094,2017-09-03,1.644e+21
73115,73116,2017-09-03,3.92e+21
72927,69553,2017-09-03,1.64998273e+22
73061,73062,2017-09-03,3.6104950518931454e+22
72389,72899,2017-09-03,1e+18
72907,72931,2017-09-03,2e+21
73000,73001,2017-09-03,3.989977621483376e+21
72996,72997,2017-09-03,2.036645084185416e+21
42747,72956,2017-09-03,6e+20
72924,60753,2017-09-03,5e+18
73027,73054,2017-09-03,2.52e+21
72930,70234,2017-09-03,8.2573019205e+21
30983,73052,2017-09-03,9.540770176e+21
72979,72980,2017-09-03,4.544e+20
31642,72957,2017-09-03,3.54e+20
63186,70628,2017-09-03,7.5e+22
72944,64686,2017-09-03,1e+19
29674,29675,2017-09-03,9.6e+20
72965,67705,2017-09-03,2.55e+20
73081,73081,2017-09-03,7.550742034046268e+19
57843,32366,2017-09-03,1.22e+20
72916,72917,2017-09-03,8.799534544e+21
70244,73096,2017-09-03,1e+19
72958,66671,2017-09-03,1e+18
72854,72855,2017-09-03,2.2e+21
72982,71057,2017-09-03,1.5e+20
60214,60214,2017-09-03,5e+18
72947,43012,2017-09-03,1e+19
32678,73117,2017-09-03,8e+20
69905,72653,2017-09-03,1.0626e+22
72059,72945,2017-09-03,2e+18
72923,71885,2017-09-03,1.3875276495139476e+22
73006,73007,2017-09-03,6.5989e+22
31782,72953,2017-09-03,4.353233831e+21
69381,73094,2017-09-03,1.644566692e+21
61704,44873,2017-09-03,1e+19
73104,65399,2017-09-03,2e+21
72593,60249,2017-09-04,1.599527088e+21
73139,32168,2017-09-04,2.570895522e+21
73168,43593,2017-09-04,7.484838951310862e+21
73151,68877,2017-09-04,1e+19
72866,65893,2017-09-04,1e+20
73169,60300,2017-09-04,1.1892109281437126e+21
73128,73129,2017-09-04,8e+22
38040,38039,2017-09-04,2e+18
73148,73149,2017-09-04,1.599534544e+21
73163,62509,2017-09-04,8e+20
72965,67705,2017-09-04,5e+20
73119,71527,2017-09-04,2.099e+21
71680,65456,2017-09-04,2.519592726e+21
72965,67705,2017-09-04,1e+20
44523,73134,2017-09-04,5e+21
67164,73135,2017-09-04,1e+20
73130,72750,2017-09-04,1e+20
73170,23158,2017-09-04,1e+19
72907,71201,2017-09-04,1e+21
54393,73152,2017-09-04,8.067112712e+20
73173,73174,2017-09-04,2e+18
73058,58187,2017-09-04,5e+18
72871,54769,2017-09-04,5.93658059e+21
73166,73167,2017-09-04,6.93e+20
73140,73141,2017-09-04,1.65e+24
73161,73162,2017-09-04,6.6595e+18
67254,70754,2017-09-04,1e+22
73126,64769,2017-09-04,1.208843108e+21
73157,73158,2017-09-04,1e+20
70369,73145,2017-09-04,1.4e+21
73005,70010,2017-09-04,9.68775e+21
44530,63668,2017-09-04,1e+18
73125,61154,2017-09-04,1e+20
73060,72843,2017-09-04,3.19966066256e+22
65564,72591,2017-09-04,1e+18
73108,34343,2017-09-04,1.09769e+21
70375,73145,2017-09-04,1.4e+21
70908,73118,2017-09-04,1e+18
73171,73172,2017-09-04,5.2e+21
73131,73132,2017-09-04,7.4949818025e+20
73122,73123,2017-09-04,5e+20
71468,71469,2017-09-04,1e+20
72660,73004,2017-09-04,1e+20
72887,60024,2017-09-04,2.5496353e+21
73159,68050,2017-09-04,1e+19
73175,73176,2017-09-04,1.98e+22
73119,71527,2017-09-04,2.099685028e+21
73143,73144,2017-09-04,2.6316e+22
73136,73137,2017-09-04,2.679e+21
71556,55741,2017-09-04,4.0056e+21
73018,72013,2017-09-04,1e+19
73156,54886,2017-09-04,2e+22
73120,73121,2017-09-04,7.640753676470589e+21
73130,72750,2017-09-04,1e+21
73160,65568,2017-09-04,3.125972825e+24
73147,71228,2017-09-04,7.927087771623349e+20
73019,73020,2017-09-04,1.6e+22
68521,60317,2017-09-04,1e+21
73133,63633,2017-09-04,1.3209373386e+22
73157,73158,2017-09-04,1.2e+20
72999,55240,2017-09-04,5e+19
37814,37815,2017-09-04,1.4e+21
73153,70309,2017-09-04,1.296107076088e+21
72965,68704,2017-09-04,5.5e+21
67498,73138,2017-09-04,1e+17
73122,73123,2017-09-04,1e+20
72999,55240,2017-09-04,1e+20
73154,46902,2017-09-04,1.1e+20
72965,67705,2017-09-04,1e+21
40308,37631,2017-09-05,5e+21
73378,49,2017-09-05,8e+22
73566,53362,2017-09-05,5.272509536617319e+21
72098,73342,2017-09-05,1e+20
73463,73430,2017-09-05,1.523631841e+21
73108,34343,2017-09-05,1e+21
49,67486,2017-09-05,1.4465e+21
64746,64755,2017-09-05,2.46e+20
66585,49,2017-09-05,1e+22
72912,41570,2017-09-05,7.73223e+21
73766,49,2017-09-05,1.86e+22
73449,49,2017-09-05,2.995e+21
49,42883,2017-09-05,5e+19
72894,66739,2017-09-05,1.85309336e+20
57880,63823,2017-09-05,3.6e+21
49,65147,2017-09-05,2.16e+20
73063,49353,2017-09-05,6.88292794e+19
72739,73347,2017-09-05,2e+19
73377,30133,2017-09-05,2.42e+22
53218,73740,2017-09-05,4.75e+22
73806,43096,2017-09-05,3.356455582904453e+23
73547,40235,2017-09-05,3.433116e+21
73501,68542,2017-09-05,1e+19
73387,73388,2017-09-05,2.4e+21
72908,72909,2017-09-05,7.5227706526e+21
73320,73818,2017-09-05,8e+20
73642,73643,2017-09-05,8.4e+21
72886,38366,2017-09-05,3.08e+22
73394,73712,2017-09-05,3.0976e+22
73194,70685,2017-09-05,1e+20
73714,66639,2017-09-05,3.24904e+22
73568,39464,2017-09-05,2.6403e+22
73761,49,2017-09-05,1e+23
49,1625,2017-09-05,9.10597e+21
73574,63600,2017-09-05,2.4479e+22
59395,44041,2017-09-05,5e+21
73717,49,2017-09-05,1e+22
73338,72408,2017-09-05,1.3031755e+23
61858,66736,2017-09-05,1.25591e+21
72905,71933,2017-09-05,1.7675112712e+21
73357,39366,2017-09-05,2e+20
49,1625,2017-09-05,5.705848e+21
73053,64240,2017-09-05,1e+19
73031,73490,2017-09-05,4e+22
73130,72750,2017-09-05,1.49995199985e+22
73199,73294,2017-09-05,1.7509e+23
63739,73423,2017-09-05,2.100077e+22
64746,64755,2017-09-05,9e+20
73825,49,2017-09-05,3.9425917477e+22
37631,49,2017-09-05,5e+21
72907,71201,2017-09-05,2.6999534544e+22
73701,73702,2017-09-05,7.442058260684669e+21
72910,72911,2017-09-05,1.796405345076e+23
73365,49,2017-09-05,5.4692e+22
73031,73490,2017-09-05,1e+22
73339,73340,2017-09-05,3.605384040166649e+20
73354,65799,2017-09-05,6.988316349e+20
65366,73572,2017-09-05,3.59441818e+21
72057,73595,2017-09-05,6.5577580849e+21
73444,73445,2017-09-05,2.51e+21
73040,73041,2017-09-05,1.4227594084617852e+20
73475,73476,2017-09-05,5e+19
73251,73252,2017-09-05,1.410975e+22
73612,73496,2017-09-05,1.42989e+22
73738,39329,2017-09-05,5.6e+21
73686,73687,2017-09-05,5.61e+22
73334,72137,2017-09-05,3.679426404590404e+22
72867,56904,2017-09-05,1.09999713198e+23
73560,73561,2017-09-05,1.318497250772493e+22
73598,73599,2017-09-05,8.25e+21
71503,51505,2017-09-05,1e+19
73439,73440,2017-09-05,2.897788008e+22
73431,62037,2017-09-05,8.788056712e+20
73402,73403,2017-09-05,8.141360594188704e+20
73198,47177,2017-09-05,1.20376e+23
73378,49,2017-09-05,1.2136776358942e+23
73016,47485,2017-09-05,9.5844595e+21
73687,49,2017-09-05,5.61e+22
71248,73706,2017-09-05,1e+21
49,1625,2017-09-05,5.37464e+21
73801,71479,2017-09-05,6.615e+23
72349,62209,2017-09-05,6e+20
72059,73279,2017-09-05,4.476025e+21
72999,55240,2017-09-05,1e+19
72875,72876,2017-09-05,3.8671575e+21
49,22019,2017-09-05,5.61362190058e+21
73329,73713,2017-09-05,5e+20
73700,38366,2017-09-05,1.044776119e+22
73386,58187,2017-09-05,5.5962992214826e+18
72993,64846,2017-09-05,1.05e+21
73304,73780,2017-09-05,2.599282576088e+21
72952,72559,2017-09-05,3.104e+21
38610,39422,2017-09-05,9.3e+19
73276,73277,2017-09-05,2e+21
73471,49,2017-09-05,2.2e+22
73792,73800,2017-09-05,5e+20
49,71450,2017-09-05,5.78063350365e+21
67254,73280,2017-09-05,2e+22
73735,73736,2017-09-05,9.406419563397e+21
73393,73394,2017-09-05,1e+20
73200,66645,2017-09-05,4.7e+20
49,35310,2017-09-05,1.40777567264e+22
49,71521,2017-09-05,3.30159267163e+21
73725,49,2017-09-05,1.375e+23
72994,72995,2017-09-05,3.7562886e+21
73553,49,2017-09-05,3.749563635e+21
73518,73519,2017-09-05,7.19e+21
49,63608,2017-09-05,1.12026231953e+21
33437,11778,2017-09-05,1.6e+21
49,73465,2017-09-05,6.453513861e+20
73262,67330,2017-09-05,1e+18
73352,49,2017-09-05,1.458e+22
73749,73041,2017-09-05,6.541105984904858e+20
49,73461,2017-09-05,6.85414146008e+21
73229,58470,2017-09-05,7.07e+20
73515,71846,2017-09-05,5e+18
73584,69546,2017-09-05,4.27550041425e+21
73283,54933,2017-09-05,1.3745e+23
73350,49,2017-09-05,4e+22
73714,73715,2017-09-05,8e+18
73510,62206,2017-09-05,8.56e+20
73386,58187,2017-09-05,8.45e+21
73676,44510,2017-09-05,1.6e+21
73654,49,2017-09-05,1.87e+22
73799,49,2017-09-05,7e+21
57880,70648,2017-09-05,2.016e+22
73159,68050,2017-09-05,1e+19
49,34388,2017-09-05,4.97199658911e+21
73503,41959,2017-09-05,2.547959552953699e+21
73617,73618,2017-09-05,1e+19
73545,73546,2017-09-05,4.3e+22
73756,49,2017-09-05,1.98e+22
73112,73791,2017-09-05,2.04118988510633e+22
31264,73236,2017-09-05,6e+21
66598,49,2017-09-05,2e+21
72928,69553,2017-09-05,7.44998273e+22
73462,39854,2017-09-05,2.51922310635e+22
73430,49,2017-09-05,1.523631841e+21
73272,70519,2017-09-05,2.5364952852529603e+21
73470,73685,2017-09-05,1.202e+22
62326,73648,2017-09-05,1e+20
31128,39348,2017-09-05,2.867939111e+21
73685,49,2017-09-05,1.202e+22
73056,73057,2017-09-05,2.1e+21
73653,73654,2017-09-05,1.87e+22
73263,73264,2017-09-05,5e+21
73430,49,2017-09-05,3.047263682e+21
67498,73217,2017-09-05,1e+18
49,72591,2017-09-05,4.78e+20
73278,65752,2017-09-05,1.4875418371141688e+21
73224,73225,2017-09-05,1.649773493e+23
70898,66599,2017-09-05,1.071e+21
72925,27006,2017-09-05,7.5e+22
72979,72980,2017-09-05,4.544e+20
73722,73723,2017-09-05,3.75e+21
72923,71885,2017-09-05,1.3875276495139476e+22
73634,73633,2017-09-05,2.39937272e+21
45691,45251,2017-09-05,4.125e+21
73335,39171,2017-09-05,3.730120130565068e+21
73629,73630,2017-09-05,2.25e+21
49,58079,2017-09-05,1.221377984143e+22
73819,73820,2017-09-05,2.344783e+21
49,36643,2017-09-05,3.55625601349e+21
73388,49,2017-09-05,2.4e+21
49,17555,2017-09-05,7.63129974289e+21
73432,62205,2017-09-05,1e+21
72963,72964,2017-09-05,7.4595519986e+21
71885,73448,2017-09-05,1.1179152113947592e+20
72309,73184,2017-09-05,1e+20
73106,73107,2017-09-05,2e+18
46995,63456,2017-09-05,5e+18
70908,73182,2017-09-05,1e+19
73465,68608,2017-09-05,1.3384187359e+21
63503,49,2017-09-05,5.4e+21
73567,49,2017-09-05,2.63e+22
73649,72534,2017-09-05,1.68056e+21
73263,73264,2017-09-05,1e+21
70407,73350,2017-09-05,3e+22
73656,73657,2017-09-05,8.384e+21
73311,62048,2017-09-05,7.999394135e+20
73262,67330,2017-09-05,2.447050122e+21
72964,73380,2017-09-05,2.3366e+22
49,73822,2017-09-05,3.70558261761e+21
73045,73748,2017-09-05,1e+19
73826,73827,2017-09-05,5.61e+21
73065,73464,2017-09-05,1.5e+22
73390,73391,2017-09-05,5e+19
73542,49,2017-09-05,3.1351895312e+21
73633,73634,2017-09-05,2.39937272e+21
73679,73680,2017-09-05,2.541e+21
53623,73449,2017-09-05,2.995e+21
73765,73766,2017-09-05,1e+22
31783,32274,2017-09-05,8.186261856e+20
73414,49,2017-09-05,3.499187937e+21
73067,73068,2017-09-05,1e+19
73730,49881,2017-09-05,7.5e+20
73650,66598,2017-09-05,2e+21
73662,73663,2017-09-05,5.39e+22
73401,71964,2017-09-05,3.7495199985e+21
21702,62007,2017-09-05,7.5e+20
73031,73490,2017-09-05,2.0002e+22
73283,54933,2017-09-05,4.5e+20
73301,73302,2017-09-05,2.4e+21
73788,49,2017-09-05,1.0999999999999999e+24
73664,73665,2017-09-05,2.508e+22
73683,49,2017-09-05,2e+22
73692,63515,2017-09-05,1.4e+21
72915,67380,2017-09-05,2.625e+20
70743,73689,2017-09-05,4e+21
73640,49,2017-09-05,5.4353e+22
73647,46969,2017-09-05,3.0333333333333334e+22
73385,61964,2017-09-05,2e+20
73031,73490,2017-09-05,1.0003e+22
73641,49,2017-09-05,2.9760003597e+21
49,53263,2017-09-05,9.4e+20
73490,49,2017-09-05,1.6e+23
73532,49,2017-09-05,2.723e+21
73343,60586,2017-09-05,8.700821048520941e+21
73691,49,2017-09-05,1.0875e+22
73575,45820,2017-09-05,1.75989e+22
73180,73181,2017-09-05,3.0145636e+21
72937,73403,2017-09-05,1.0700445825e+21
73475,73476,2017-09-05,5.444e+21
49,22019,2017-09-05,5.92033656424e+21
49,72122,2017-09-05,3.97038682672e+21
73758,73759,2017-09-05,2.2e+21
73669,42582,2017-09-05,1e+20
73763,65385,2017-09-05,1.39e+21
73598,73670,2017-09-05,2.761e+21
73342,72098,2017-09-05,1e+20
73034,73035,2017-09-05,1e+19
72873,73269,2017-09-05,5e+22
72951,62170,2017-09-05,3.7794227461297175e+21
73115,73325,2017-09-05,3.92e+21
63553,72878,2017-09-05,5e+21
73706,49,2017-09-05,1.1e+22
73538,20943,2017-09-05,5.2142625e+22
73198,73199,2017-09-05,1.950365e+24
73639,49,2017-09-05,1.2517922083425e+23
73724,73725,2017-09-05,1.375e+23
73516,49,2017-09-05,2.25e+21
73171,73172,2017-09-05,5.2e+21
59282,71523,2017-09-05,1e+18
73595,49,2017-09-05,6.5577580849e+21
73198,47177,2017-09-05,3e+21
73192,73191,2017-09-05,1.6918e+22
72950,23995,2017-09-05,2e+20
37025,16924,2017-09-05,1.021864e+22
49,57648,2017-09-05,2.11408599742e+21
73565,49,2017-09-05,1.3504795458e+22
73661,73648,2017-09-05,3.50592726e+20
73485,73378,2017-09-05,1.2136776358942e+23
73314,73315,2017-09-05,3.7495199985e+21
73299,73300,2017-09-05,1e+18
73632,49,2017-09-05,6.965174129e+21
73350,49,2017-09-05,3e+22
73608,73609,2017-09-05,2.2e+22
39366,49,2017-09-05,4.824e+21
55302,73825,2017-09-05,3.9425917477e+22
73703,73704,2017-09-05,6.59359998e+20
31207,33581,2017-09-05,1.1e+21
70498,73298,2017-09-05,3e+20
41959,73555,2017-09-05,3e+19
73440,49,2017-09-05,2.947788008e+22
66585,49,2017-09-05,3e+22
73490,49,2017-09-05,1e+22
73357,73358,2017-09-05,5e+21
73382,71227,2017-09-05,1e+22
73141,72176,2017-09-05,5.5e+23
49,65298,2017-09-05,1.820607873607e+22
73663,49,2017-09-05,5.39e+22
73732,70554,2017-09-05,1.43e+22
73231,55227,2017-09-05,2.75e+22
63115,73601,2017-09-05,1e+18
37483,73531,2017-09-05,4.8e+21
49,55100,2017-09-05,6.444256489652e+22
73792,72358,2017-09-05,5.4e+20
71479,73813,2017-09-05,5e+19
49,73461,2017-09-05,9.5926715667e+20
73723,49,2017-09-05,3.75e+21
73218,48281,2017-09-05,1.3737897998e+22
73643,49,2017-09-05,8.4e+21
73263,62018,2017-09-05,3e+21
73443,49,2017-09-05,5e+23
73526,73430,2017-09-05,1.523631841e+21
39353,49,2017-09-05,2.4553488962e+21
73400,49,2017-09-05,1.43323859998e+23
73558,66644,2017-09-05,4.2369268867924525e+20
73718,66594,2017-09-05,1.32e+21
72927,72928,2017-09-05,1.64998273e+22
73796,72397,2017-09-05,4e+21
73797,62210,2017-09-05,1.4e+21
62326,73648,2017-09-05,2e+22
73504,73505,2017-09-05,1e+20
73260,71363,2017-09-05,3.3e+21
73458,53239,2017-09-05,1.807337876646927e+20
73537,49,2017-09-05,6e+21
73740,49,2017-09-05,4.75e+22
72965,73206,2017-09-05,5.5e+21
72873,73269,2017-09-05,1e+20
73141,73788,2017-09-05,1.0999999999999999e+24
73455,73456,2017-09-05,2.178e+21
73311,62048,2017-09-05,1e+18
37410,71965,2017-09-05,6.6e+21
73592,72268,2017-09-05,7.4954955e+20
26615,30263,2017-09-05,3.435e+21
44419,73443,2017-09-05,5e+20
70554,65803,2017-09-05,1e+20
63553,72878,2017-09-05,2.5e+21
73329,73292,2017-09-05,2e+21
71338,72904,2017-09-05,1e+21
73207,73208,2017-09-05,2e+22
49,45575,2017-09-05,3.76118975377e+21
73190,73191,2017-09-05,1.5928e+22
73209,67092,2017-09-05,5.5e+21
7675,71439,2017-09-05,100000000.0
73754,73755,2017-09-05,1.6214533048e+21
39464,49,2017-09-05,2.6403e+22
73693,47427,2017-09-05,1.353512188662e+23
73398,49,2017-09-05,3.01e+22
73309,68092,2017-09-05,7e+22
73447,57880,2017-09-05,4.95e+22
73549,73550,2017-09-05,1.8917e+22
73359,73360,2017-09-05,2.2011e+23
62213,49,2017-09-05,2.20934e+22
73519,49,2017-09-05,7.19e+21
69900,73466,2017-09-05,1.687197176e+21
49,30026,2017-09-05,1.7033e+22
73442,30825,2017-09-05,6.001564127394018e+20
73002,72500,2017-09-05,3.770885189982729e+21
73601,63115,2017-09-05,1e+18
73459,37631,2017-09-05,5e+21
73343,60586,2017-09-05,8e+19
73445,49,2017-09-05,2.51e+21
73318,65799,2017-09-05,6.950316349e+20
49,70380,2017-09-05,5.52949509e+21
73264,73263,2017-09-05,2e+21
73413,73414,2017-09-05,3.499187937e+21
39344,49,2017-09-05,3.730120130565068e+21
72950,21973,2017-09-05,5e+20
73741,62215,2017-09-05,7.065316349e+20
73623,49,2017-09-05,2.9e+21
73104,73517,2017-09-05,2e+21
49,73290,2017-09-05,5.22216432639e+21
73027,73055,2017-09-05,5.58e+21
73793,49,2017-09-05,4.42e+22
73505,49,2017-09-05,7e+21
73092,73093,2017-09-05,3.19999534544e+23
73436,49,2017-09-05,1.3255e+22
73000,73001,2017-09-05,3.989977621483376e+21
73636,61451,2017-09-05,4.822182037371911e+21
73765,73766,2017-09-05,1.86e+22
49,66018,2017-09-05,1.11e+20
29674,29675,2017-09-05,9.6e+20
73288,60438,2017-09-05,1e+20
73736,49,2017-09-05,9.406419563397e+21
36639,44388,2017-09-05,1.35e+22
73186,64892,2017-09-05,1.4e+21
73027,71051,2017-09-05,7.2e+21
73624,36703,2017-09-05,2.24553877145e+21
73587,73588,2017-09-05,9.45e+19
73276,73277,2017-09-05,1e+20
49,73498,2017-09-05,2.71e+20
62326,73648,2017-09-05,9.567325982e+21
73689,49,2017-09-05,4e+21
73528,73529,2017-09-05,1.1e+22
73428,65823,2017-09-05,1.6e+21
73549,73550,2017-09-05,5.1e+19
73296,73446,2017-09-05,1.5e+21
73207,73208,2017-09-05,1e+20
49,72591,2017-09-05,6.48057441105e+21
73438,65496,2017-09-05,6.998802851466636e+21
73611,63527,2017-09-05,1.12330225981e+21
73318,65799,2017-09-05,1e+18
73329,73713,2017-09-05,3e+21
