from,to,date,value
4396695,4396655,2016-10-25,8.8105726872247e+19
66024,4229519,2016-10-25,9e+19
31061,4396790,2016-10-25,2.73e+19
4371924,4372446,2016-10-25,4.485326444117259e+21
4396132,4396842,2016-10-25,1e+22
4396818,4396428,2016-10-25,1.559637728918457e+22
4395563,4395564,2016-10-25,1e+19
4396636,4396652,2016-10-25,2e+20
4396777,4396924,2016-10-25,2.231125763061524e+21
4395755,4395756,2016-10-25,2.382e+21
345127,4396801,2016-10-25,1.8e+22
4396739,4388141,2016-10-25,7.165e+22
1746794,4396819,2016-10-25,1.786e+21
1430701,342970,2016-10-25,6.157666e+19
4273768,4395915,2016-10-25,3.681640156e+21
4396811,4396430,2016-10-25,8.8105726872247e+19
2714310,4388893,2016-10-25,1e+19
2199715,4376579,2016-10-25,4.539130705744025e+21
254750,57843,2016-10-25,1e+16
4396200,4396898,2016-10-25,3e+19
240668,4380993,2016-10-25,2e+22
75108,4396894,2016-10-25,1.600071232382096e+22
2603732,4396804,2016-10-25,5.649e+21
4392573,4392366,2016-10-25,9.9e+17
4396740,4396725,2016-10-25,8.8105726872247e+19
2335543,4396814,2016-10-25,4e+20
4396873,4396874,2016-10-25,5.504106237656037e+21
4396931,4396932,2016-10-25,1.7728879415876588e+22
4396742,4396725,2016-10-25,8.8105726872247e+19
4396632,4396808,2016-10-25,2.0567867036011e+21
65733,4393126,2016-10-25,1e+22
4396748,4396725,2016-10-25,8.8105726872247e+19
4395539,4394642,2016-10-25,1e+19
2853399,4396714,2016-10-25,1e+21
64494,4396899,2016-10-25,1e+21
4396937,4396938,2016-10-25,1.4988415667876716e+22
254819,4396674,2016-10-25,2.2238865773587805e+20
4394988,4396386,2016-10-25,5e+21
4396660,4396661,2016-10-25,5e+18
4392573,4396941,2016-10-25,1.99899e+21
31061,31052,2016-10-25,2.73e+19
4371924,4372446,2016-10-25,1e+20
4396719,2852845,2016-10-25,2.7393329072149e+19
1938952,4396640,2016-10-25,2e+18
2714310,4388893,2016-10-25,5e+22
3830671,4391265,2016-10-25,2.709304619319896e+21
2335547,4382021,2016-10-25,1e+22
4396636,4396652,2016-10-25,1e+21
4394669,4396888,2016-10-25,5e+20
3844297,4396659,2016-10-25,5e+18
2852708,4396364,2016-10-25,5e+20
31052,4396692,2016-10-25,2.4e+21
4396637,4396638,2016-10-25,7.77063660219566e+20
2632143,4396184,2016-10-25,1e+19
4396848,4396849,2016-10-25,4e+20
34217,4396832,2016-10-25,1.3000655725720651e+22
4396636,4396652,2016-10-25,1e+19
254750,4396353,2016-10-25,3e+20
4395755,4395756,2016-10-25,1e+20
72592,4396954,2016-10-25,1e+23
1746794,4396819,2016-10-25,5e+21
4396876,4396881,2016-10-25,4.701082426096737e+21
4396668,4396669,2016-10-25,450000000000000.0
1430723,342970,2016-10-25,3.78249958e+19
243325,4396880,2016-10-25,3e+21
3618355,4396704,2016-10-25,3e+20
4396706,4396672,2016-10-25,2.5107164989264364e+18
2698708,4396897,2016-10-25,7.4e+19
4396785,4396786,2016-10-25,5.471678916486885e+20
2199048,4396422,2016-10-25,3e+19
1430700,2844768,2016-10-25,2.2128870215e+21
4274886,4396791,2016-10-25,8.899845922967652e+22
4395687,4396768,2016-10-25,6.27e+21
4396699,4396672,2016-10-25,3.5867378556091945e+18
4396636,4396696,2016-10-25,2e+21
4396749,4396429,2016-10-25,2.459289239013656e+20
4396913,4396910,2016-10-25,2.25e+21
1378325,1430720,2016-10-25,2.5051e+19
255017,4396903,2016-10-25,1e+21
2852348,4396933,2016-10-25,7.89953298026377e+20
4396636,4396238,2016-10-25,1e+22
2715989,4393897,2016-10-25,1.05e+22
2335543,4396814,2016-10-25,5e+21
251785,4376572,2016-10-25,1e+18
3843915,4396681,2016-10-25,1.8e+20
70407,4375082,2016-10-25,6e+21
4392573,4396906,2016-10-25,2.391275833e+21
4274936,2714310,2016-10-25,8e+22
4396449,4396450,2016-10-25,1.6309e+18
3843915,4394769,2016-10-25,9.994e+21
235848,2199794,2016-10-25,1.96e+22
342221,4396044,2016-10-25,1.04e+21
4396871,4396808,2016-10-25,1.4335180055402e+21
2853179,1430720,2016-10-25,7.825959e+18
4392573,4273768,2016-10-25,3.681640156e+21
2194046,4396591,2016-10-25,1.3124e+20
4396755,120208,2016-10-25,1e+20
4274818,4390993,2016-10-25,9.34e+18
4396826,4396430,2016-10-25,8.8105726872247e+19
2194794,4396759,2016-10-25,5e+21
4388882,4388883,2016-10-25,1.679e+19
2853086,342970,2016-10-25,1.553999e+19
1746794,57843,2016-10-25,1000000000000.0
2010301,4396952,2016-10-25,7.9541e+21
4394669,255042,2016-10-25,1e+18
4395963,4396703,2016-10-25,1e+19
2852930,1430720,2016-10-25,2.11932205e+19
4395363,4396746,2016-10-25,1e+19
4396921,4396922,2016-10-25,3.13452829e+18
92773,4396866,2016-10-25,2.016775661022311e+22
4396945,4395600,2016-10-25,5.25e+21
4396660,4396661,2016-10-25,8e+18
1423893,4396840,2016-10-25,1e+20
4395857,4395858,2016-10-25,1.179e+21
57843,254750,2016-10-25,1e+16
4273768,4396687,2016-10-25,3.6816501562829387e+21
1430713,342970,2016-10-25,1.96881951501e+21
4396862,4396863,2016-10-25,2e+18
4396157,4396911,2016-10-25,1e+21
4274406,4375814,2016-10-25,4.436e+21
4396795,4396796,2016-10-25,1.6140628815307617e+21
2853208,4396689,2016-10-25,9.5940569400026e+20
4396683,4396684,2016-10-25,1e+20
4396760,4396429,2016-10-25,8.8105726872247e+19
4395687,4396768,2016-10-25,3.136768416206664e+18
2717802,4396904,2016-10-25,9.882121485163734e+21
4396646,4396430,2016-10-25,1.76211453744494e+20
4396743,4396725,2016-10-25,8.8105726872247e+19
4396806,4396786,2016-10-25,5.471678916486885e+20
254958,4396929,2016-10-25,1e+19
4392573,4396930,2016-10-25,1.57744610198e+21
4396693,4396207,2016-10-25,1.9966e+21
3618355,4396704,2016-10-25,4.65031e+21
4396761,4396429,2016-10-25,1.5277572687225e+20
275424,4390980,2016-10-25,1e+19
4396497,4396711,2016-10-25,1e+19
55806,4386967,2016-10-25,6.575091778473636e+18
4371924,4372446,2016-10-25,7e+21
348579,4396914,2016-10-25,1.2511605085581903e+20
3844088,4396845,2016-10-25,1e+21
4396662,4396663,2016-10-25,7.185986513758692e+20
4396354,4396355,2016-10-25,2e+21
31434,4396701,2016-10-25,1e+16
4396700,4396672,2016-10-25,3.5867378556091945e+18
4396697,4396672,2016-10-25,3.5867378556091945e+18
65733,4396817,2016-10-25,1e+22
4396731,4396725,2016-10-25,8.8105726872247e+19
4396694,4396672,2016-10-25,2.3313796061459763e+18
75108,4396894,2016-10-25,7.4e+20
75594,4396944,2016-10-25,1.2e+19
4395842,4395312,2016-10-25,1e+21
4396660,4396716,2016-10-25,5e+18
4396722,2852916,2016-10-25,2.4458329528704e+19
2853086,342970,2016-10-25,1.5539995e+19
4396798,4396799,2016-10-25,5.601253869210546e+22
4396855,4396856,2016-10-25,1.35040632e+21
4396671,4396672,2016-10-25,3.705088064613792e+18
4396746,4395115,2016-10-25,1.0463e+22
256514,4396685,2016-10-25,2.3912858327004e+21
4396730,4396725,2016-10-25,8.8105726872247e+19
4371924,4394032,2016-10-25,1e+19
4396931,4396932,2016-10-25,5e+21
4392573,4396383,2016-10-25,4.2350661233e+21
348846,4396928,2016-10-25,1.911864250568446e+22
4396718,4396925,2016-10-25,5.4e+20
4396688,4396655,2016-10-25,8.8105726872247e+19
2852931,1430720,2016-10-25,1.193955087e+19
4396905,4396027,2016-10-25,1.243e+20
4396429,4395505,2016-10-25,3.379286863644484e+18
4396917,4396910,2016-10-25,7.5e+20
4396763,4396429,2016-10-25,8.8105726872247e+19
275198,31052,2016-10-25,2.6e+19
4396918,4396910,2016-10-25,2.25e+21
4396869,4396870,2016-10-25,7.2124e+20
3029101,31052,2016-10-25,4.54e+19
4396773,4396429,2016-10-25,8.8105726872247e+19
204417,4390987,2016-10-25,1e+16
2852895,2852916,2016-10-25,2.7393329072149e+19
4396949,4395600,2016-10-25,7.5e+20
4396770,4392542,2016-10-25,9e+21
4396649,4395924,2016-10-25,1e+18
4393133,4393134,2016-10-25,1.8439525458422373e+21
254958,4396929,2016-10-25,4.555e+21
4396354,4396355,2016-10-25,1.1e+19
4396859,4396860,2016-10-25,1.71e+20
4396910,2852921,2016-10-25,1.10785599662149e+22
4396009,4395455,2016-10-25,5e+18
4396783,4396784,2016-10-25,4.5e+21
4392573,4396943,2016-10-25,9.899e+19
204417,4390987,2016-10-25,4.8e+19
2851811,4395790,2016-10-25,5e+20
4396631,4396808,2016-10-25,1e+18
4394669,255042,2016-10-25,5e+20
4396729,4396725,2016-10-25,8.8105726872247e+19
4274753,4396839,2016-10-25,6.767536277728758e+22
4396647,4395924,2016-10-25,1e+18
4396710,4396655,2016-10-25,8.8105726872247e+19
71805,2219707,2016-10-25,2.2697329802638e+20
345127,4396801,2016-10-25,3e+21
67435,4392573,2016-10-25,1e+18
4274753,4396839,2016-10-25,2e+22
4396892,4396893,2016-10-25,1e+20
4392573,4396942,2016-10-25,5.0132293061e+20
4396637,4396638,2016-10-25,7.770636602195e+20
4396636,4396641,2016-10-25,1e+18
4396792,4396430,2016-10-25,2.508101085677429e+20
2632143,4396841,2016-10-25,2e+18
4396883,4396884,2016-10-25,2.284e+21
4396213,4370247,2016-10-25,1.26e+22
4394669,255042,2016-10-25,2e+18
4396648,4395841,2016-10-25,1.69e+19
2103120,4390990,2016-10-25,4.1e+19
4396915,4396910,2016-10-25,1.5e+21
1746794,4396819,2016-10-25,1e+18
267836,4396430,2016-10-25,8.8105726872247e+19
4396666,4396673,2016-10-25,1.8380435e+21
4396721,2852916,2016-10-25,2.4458329528704e+19
4396703,4396178,2016-10-25,3.3592e+22
4395539,4394642,2016-10-25,1e+18
4396157,4396911,2016-10-25,2.5e+21
4396769,4396429,2016-10-25,8.8105726872247e+19
4396007,4396008,2016-10-25,1.308e+22
4396751,4396429,2016-10-25,8.8105726872247e+19
4396635,4396737,2016-10-25,2.5e+19
345696,4379107,2016-10-25,5.73356942e+21
4396660,4396661,2016-10-25,2e+18
4396777,4396778,2016-10-25,1.5e+21
2851811,4395790,2016-10-25,2e+21
65733,4396487,2016-10-25,1e+19
2702410,4395534,2016-10-25,1.57e+21
1938952,4395500,2016-10-25,1e+21
4274753,4396839,2016-10-25,1e+21
4396157,4396908,2016-10-25,7.1277844262e+19
4396950,412420,2016-10-25,5.56215e+20
4396460,4396461,2016-10-25,5e+21
4396676,4396655,2016-10-25,8.8105726872247e+19
4396777,4396778,2016-10-25,1.501e+21
2219707,4396467,2016-10-25,3.00283286155937e+20
4396886,4396887,2016-10-25,9.2493e+20
4396635,4396635,2016-10-25,2.5e+19
2852931,1430720,2016-10-25,1.173955087e+19
4396738,4396725,2016-10-25,8.8105726872247e+19
3908300,4396939,2016-10-25,2.7162e+20
4396157,4396911,2016-10-25,1e+22
1938952,4395500,2016-10-25,1e+18
4396795,4396796,2016-10-25,2e+18
2335547,4382021,2016-10-25,2e+22
36601,4396889,2016-10-25,1e+19
4395363,4396746,2016-10-25,1.0454e+22
73064,4378719,2016-10-25,2e+19
4396787,4387638,2016-10-25,1e+21
4396779,4396430,2016-10-25,9.493023873710986e+19
4396753,4396429,2016-10-25,8.8105726872247e+19
1746794,4396819,2016-10-25,1e+21
4396636,4396237,2016-10-25,1e+19
2200414,4394719,2016-10-25,2.099349153150476e+21
4395563,4395564,2016-10-25,2.0523714694162505e+21
4395539,4395540,2016-10-25,4e+18
3029128,31052,2016-10-25,9.8e+18
2698708,4396263,2016-10-25,2.02e+20
4396645,4396646,2016-10-25,8.8105726872247e+19
2852881,4395879,2016-10-25,1.59995864e+20
2849030,4393200,2016-10-25,2.9e+19
2194209,4396844,2016-10-25,1.308031440765381e+21
4396755,4396850,2016-10-25,2.216367582032268e+21
4396677,4396678,2016-10-25,4.097e+21
3844297,72224,2016-10-25,5e+18
330041,4396675,2016-10-25,8.5496828e+20
4395898,4396713,2016-10-25,6.9e+19
72224,3844297,2016-10-25,5e+18
4396823,4396824,2016-10-25,5e+18
4396703,4395963,2016-10-25,1e+19
4391341,4392803,2016-10-25,8.461236569325506e+19
1430723,342970,2016-10-25,3.782499e+19
4396658,4396655,2016-10-25,8.8105726872247e+19
4392573,4392366,2016-10-25,9.9999e+20
4396747,4396725,2016-10-25,8.8105726872247e+19
4396890,4396891,2016-10-25,2e+21
4274406,4390984,2016-10-25,1e+19
4274753,4396839,2016-10-25,7e+22
4396766,4396429,2016-10-25,9.538520619476738e+19
4396636,4396238,2016-10-25,1e+18
251785,4376572,2016-10-25,1e+19
4396809,4396810,2016-10-25,1.3e+22
4396774,4396429,2016-10-25,8.8105726872247e+19
4396636,4396237,2016-10-25,2e+21
193337,4396757,2016-10-25,4e+16
4396882,4395726,2016-10-25,2.5e+21
275198,31052,2016-10-25,2.68e+19
2852943,342970,2016-10-25,3.2716509e+19
4396853,4396854,2016-10-25,1.00632e+23
4392573,2194046,2016-10-25,2.2e+17
4396713,4396713,2016-10-25,6.9e+19
4396636,4396636,2016-10-25,1.33e+16
4396739,4388141,2016-10-25,7.374581059995934e+18
58282,4396901,2016-10-25,4e+21
4396665,4396666,2016-10-25,1.7049902533638493e+21
4396764,4396936,2016-10-25,4.869e+21
31080,4396531,2016-10-25,1.2e+21
2219707,4396467,2016-10-25,3e+18
4396643,4396644,2016-10-25,5e+18
4396836,4396430,2016-10-25,2.5176541413866288e+20
348579,348579,2016-10-25,2.14106e+20
4396772,4396429,2016-10-25,8.8105726872247e+19
4396664,4396655,2016-10-25,8.8105726872247e+19
4396673,4396680,2016-10-25,2.0386018e+21
1378325,1430720,2016-10-25,3.549066e+19
4395863,4395864,2016-10-25,1.200061647350269e+22
4392372,4394852,2016-10-25,1e+20
2720749,2719984,2016-10-25,1.509958053578664e+17
4392573,4396651,2016-10-25,9.9e+17
73243,342970,2016-10-25,4.901833e+19
4395863,4395864,2016-10-25,6.1e+19
302413,4371732,2016-10-25,5e+21
4396746,4395115,2016-10-25,1e+18
348709,4396940,2016-10-25,1.5811394376261975e+21
4396656,4396655,2016-10-25,8.8105726872247e+19
4395811,4396379,2016-10-25,2e+18
4396226,1941795,2016-10-25,1e+19
4395898,4396251,2016-10-25,6e+22
4395491,4395492,2016-10-25,5.000000353233466e+21
2854184,4394771,2016-10-25,2.3885e+22
4396831,4396796,2016-10-25,2.61606e+22
4396636,4396696,2016-10-25,1e+19
4388882,4388883,2016-10-25,1.91826e+22
4396178,4396160,2016-10-25,7e+18
67435,4392573,2016-10-25,9.834644129239689e+22
4396672,4396843,2016-10-25,6.599446290068473e+20
4396715,4396655,2016-10-25,2.3455572687225e+20
4396835,4396430,2016-10-25,8.8105726872247e+19
65733,4396817,2016-10-25,1e+19
4396823,4396824,2016-10-25,1.6213589865490725e+22
344078,4396723,2016-10-25,5.8e+17
43378,4396736,2016-10-25,1e+19
4396125,4396126,2016-10-25,7.0912300636036e+21
4396765,31655,2016-10-25,2.792091724211799e+21
4396857,4396858,2016-10-25,9.764542936e+20
4396671,4396672,2016-10-25,2.14e+21
75108,4396894,2016-10-25,1e+22
4396829,4396830,2016-10-25,4.214e+21
4396788,4396430,2016-10-25,2.5077534905397792e+20
4396895,4396896,2016-10-25,1e+18
4392573,4394810,2016-10-25,6.0196553174e+20
4396449,4396450,2016-10-25,2.0533e+22
3844297,4396659,2016-10-25,6e+21
2103120,4395882,2016-10-25,1.5500883187629877e+22
4396812,4396430,2016-10-25,8.8105726872247e+19
4392573,4377663,2016-10-25,2.597104361e+19
333738,333607,2016-10-25,1e+18
4395539,4396670,2016-10-25,1e+18
31080,4396531,2016-10-25,5e+20
4396711,4393876,2016-10-25,5e+19
4396663,4396665,2016-10-25,1.2191319512284694e+21
4395711,4395712,2016-10-25,3.4e+21
4396180,4396160,2016-10-25,2e+18
34217,4396832,2016-10-25,6.9e+19
4396440,4396441,2016-10-25,1e+18
4396815,4396816,2016-10-25,3.18e+20
4396732,4396725,2016-10-25,2.5225514111008545e+20
2716039,412420,2016-10-25,4.305011021911915e+21
1938952,4395500,2016-10-25,5e+19
4396864,4392711,2016-10-25,2.9937e+19
4396882,4396001,2016-10-25,2.5e+21
2336690,4396907,2016-10-25,1.1358e+22
4274753,4396839,2016-10-25,3e+22
2702410,4395534,2016-10-26,5000000.0
67660,4391591,2016-10-26,4.5426e+22
2194046,4396591,2016-10-26,1e+21
2218861,4396973,2016-10-26,1.3e+18
4396635,4397019,2016-10-26,5.5e+19
2219706,2219706,2016-10-26,4.5632498493367e+20
4397056,1806764,2016-10-26,6.2226e+20
4397109,4396027,2016-10-26,9.8811651e+19
3844209,4375923,2016-10-26,3e+18
2699915,4396979,2016-10-26,1.240023e+21
193337,243667,2016-10-26,3.431506e+19
2853437,4396979,2016-10-26,5.3065e+20
4396969,4396970,2016-10-26,1.580151225477681e+21
4396964,4397015,2016-10-26,9.562241836031637e+21
4396978,4395127,2016-10-26,1.499e+21
458243,2200345,2016-10-26,1.1000901040326955e+19
193337,4396968,2016-10-26,2.877958e+21
193337,4396659,2016-10-26,5.48e+19
2853468,2853315,2016-10-26,8.8105726872247e+19
4396989,4396990,2016-10-26,5e+21
4392573,4394830,2016-10-26,6.85558729355e+21
193337,219052,2016-10-26,4.418e+20
31434,4396980,2016-10-26,1e+16
3844328,4396991,2016-10-26,1.83704e+22
260001,4397052,2016-10-26,5e+20
2853888,2853315,2016-10-26,8.8105726872247e+19
4397092,4396027,2016-10-26,7.4353321e+19
193337,4394694,2016-10-26,4.88e+19
4397108,4396027,2016-10-26,7.766332e+19
4397060,4397061,2016-10-26,1e+21
193337,3844209,2016-10-26,4.44505454e+21
4394988,4397069,2016-10-26,2e+18
2337468,1771219,2016-10-26,1e+18
4395746,4397020,2016-10-26,2.1086e+22
193337,3844209,2016-10-26,1.018e+20
4382077,4395753,2016-10-26,20000000.0
4396974,4396975,2016-10-26,3.33e+21
4396369,4396370,2016-10-26,5.8142203e+17
4396635,4396737,2016-10-26,2.5e+19
2219706,4396467,2016-10-26,4.5632498493367e+20
4396660,4396661,2016-10-26,1.199e+19
4397086,4396027,2016-10-26,1.8445098e+20
235848,4396988,2016-10-26,1e+19
