graph_num,l2_norm,cosine_similarity,g/s_pred_label,g/s_true_label,node_diff_1,edge_diff_1,node_diff_2,edge_diff_2,node_diff_3,edge_diff_3,node_diff_4,edge_diff_4,node_diff_5,edge_diff_5,node_diff_6,edge_diff_6,node_diff_7,edge_diff_7,node_diff_8,edge_diff_8,node_diff_9,edge_diff_9,node_diff_10,edge_diff_10
34,143.6697602141801,0.9964740095128871,0,1,7,-1,7,-1,7,-1,7,-1,11,-2,-45,-70,14,-8,15,15,24,99,0,-48
35,178.93574265640726,0.9946849423525892,1,1,3,-16,3,-16,3,-16,3,-16,7,-18,-58,-94,8,-39,21,29,23,115,0,-42
36,164.60862674841803,0.9952715075574462,0,0,7,-5,7,-5,7,-5,7,-5,9,-11,-55,-74,18,-12,23,38,24,98,0,-74
37,159.16343801262903,0.9956906182050169,1,1,9,-10,9,-10,9,-10,9,-10,16,-6,-49,-79,18,-10,18,27,21,91,0,-74
38,199.51942261343882,0.9933227153552063,0,0,10,0,10,0,10,0,10,0,13,-12,-57,-89,12,-13,19,51,23,136,0,-75
39,151.43315356948756,0.9957692599138773,1,0,7,-3,7,-3,7,-3,7,-3,10,1,-61,-74,11,-12,11,16,18,94,0,-60
40,140.8438852062808,0.9962130967548978,1,0,1,-2,1,-2,1,-2,1,-2,2,-10,-67,-86,11,-8,9,29,14,75,0,-30
41,169.82343772283025,0.9949513056834077,0,0,6,2,6,2,6,2,6,2,9,11,-57,-65,10,6,16,51,19,111,0,-73
42,158.13917920616638,0.9957676118357074,1,1,7,-7,7,-7,7,-7,7,-7,12,-2,-49,-73,16,1,14,30,20,99,0,-72
43,197.59807691371898,0.994027271069597,1,1,10,6,10,6,10,6,10,6,14,5,-50,-66,20,13,22,63,24,125,0,-101
44,179.84159696799847,0.9951166938470716,1,1,9,-1,9,-1,9,-1,9,-1,18,6,-55,-70,18,6,21,66,19,104,0,-86
45,163.35544068074378,0.9959133681420328,1,0,6,-6,6,-6,6,-6,6,-6,14,-9,-58,-92,19,-4,22,46,19,75,0,-73
46,207.27517941133232,0.993697828043454,0,1,11,-13,11,-13,11,-13,11,-13,17,-5,-61,-96,17,-6,21,53,24,124,0,-95
47,208.83725721240452,0.9935758670107703,1,0,8,0,8,0,8,0,8,0,13,-5,-71,-105,16,-10,20,63,24,120,0,-86
48,224.39696967650877,0.9926039934225185,0,0,6,0,6,0,6,0,6,0,12,3,-66,-84,14,0,22,72,26,148,0,-101
49,203.88231899799453,0.9939800968150373,1,1,10,-7,10,-7,10,-7,10,-7,13,-3,-74,-99,13,11,22,63,23,119,0,-78
50,230.36058690670154,0.9921925815696933,1,0,4,-22,4,-22,4,-22,4,-22,4,-14,-78,-95,8,-6,24,90,25,150,0,-62
51,195.757503049053,0.9943814607659077,0,0,6,-12,6,-12,6,-12,6,-12,13,-11,-66,-88,15,-10,25,56,22,120,0,-79
52,191.34785078489907,0.9944789601396896,1,0,9,-13,9,-13,9,-13,9,-13,16,-15,-60,-97,16,-9,17,37,22,122,0,-69
53,184.98648599289623,0.9947223339055471,1,1,9,-16,9,-16,9,-16,9,-16,18,-20,-58,-97,21,-9,23,56,20,98,0,-72
54,214.78826783602497,0.9931582261348118,0,0,10,-12,10,-12,10,-12,10,-12,10,-11,-68,-95,16,-20,18,63,23,141,0,-77
55,186.05913038601466,0.9948753803459595,1,1,4,-30,4,-30,4,-30,4,-30,11,-32,-66,-113,14,-28,19,34,19,85,0,-51
56,215.06743128609688,0.9928737339425266,0,1,9,-17,9,-17,9,-17,9,-17,10,-25,-76,-114,11,-14,14,50,22,132,0,-66
57,199.7923922475528,0.9938945375795255,0,0,4,-18,4,-18,4,-18,4,-18,8,-20,-83,-121,16,-19,23,56,21,88,0,-64
58,211.1539722572133,0.9932206014150158,0,0,8,-10,8,-10,8,-10,8,-10,15,-8,-78,-116,17,-7,18,42,25,119,0,-83
59,199.96999774966244,0.9935918952248457,1,0,5,-23,5,-23,5,-23,5,-23,13,-24,-77,-133,14,-37,17,25,20,81,0,-63
60,208.94257584322062,0.9928368398372776,0,0,13,-21,13,-21,13,-21,13,-21,16,-19,-69,-119,14,-32,16,23,26,121,0,-66
61,201.68539857907413,0.9936009117406049,1,1,4,-15,4,-15,4,-15,4,-15,9,-13,-81,-125,12,-32,22,46,22,100,0,-55
62,209.3083849252103,0.9930150951674952,0,0,4,-26,4,-26,4,-26,4,-26,6,-22,-71,-113,11,-32,21,47,25,124,0,-54
63,198.5749228880626,0.9936671523841711,1,1,5,-20,5,-20,5,-20,5,-20,5,-15,-78,-116,8,-24,18,43,23,106,0,-58
64,211.83484132691675,0.9926939603386772,0,0,7,-11,7,-11,7,-11,7,-11,10,13,-66,-75,11,4,22,60,25,143,0,-93
65,152.6532017351749,0.9962252358408559,1,1,7,-3,7,-3,7,-3,7,-3,9,15,-62,-69,11,3,13,31,16,88,0,-70
66,168.86681142249356,0.9951941142181974,0,0,7,-13,7,-13,7,-13,7,-13,14,-2,-63,-96,15,-12,20,27,22,89,0,-66
67,179.22053453775882,0.9945614618550727,1,0,8,-11,8,-11,8,-11,8,-11,13,-13,-59,-96,15,-26,15,31,27,115,0,-48
68,182.55410156991817,0.994193962271272,0,0,4,-13,4,-13,4,-13,4,-13,10,-15,-63,-95,9,-35,18,42,25,112,0,-52
69,164.21936548409874,0.9950204457937446,0,0,6,-11,6,-11,6,-11,6,-11,11,-18,-64,-102,11,-14,15,32,18,87,0,-44
70,176.14198817999073,0.9943255221628533,0,0,6,-11,6,-11,6,-11,6,-11,8,-14,-73,-103,15,-15,16,41,22,95,0,-48
71,175.9261208575918,0.9942216632555069,0,0,11,-10,11,-10,11,-10,11,-10,17,-18,-63,-110,15,-21,20,43,20,87,0,-50
72,186.84485542824024,0.9936619345919462,0,0,7,-12,7,-12,7,-12,7,-12,7,-15,-65,-91,14,-7,24,69,23,112,0,-52
73,207.7281877839404,0.9921758908524357,1,1,2,-3,2,-3,2,-3,2,-3,6,-30,-68,-109,13,-20,21,42,28,140,0,-50
74,190.9685838037241,0.9930240931922879,0,0,1,-8,1,-8,1,-8,1,-8,5,-24,-74,-118,11,-33,14,35,20,109,0,-36
75,179.21495473313604,0.994342655911822,1,1,4,-9,4,-9,4,-9,4,-9,9,-14,-66,-105,9,-26,16,48,19,105,0,-37
76,186.10212250267324,0.9943111162888086,1,1,11,-11,11,-11,11,-11,11,-11,15,-4,-51,-92,16,-29,21,60,22,113,0,-63
77,192.062489830784,0.9938223321769224,0,0,3,-6,3,-6,3,-6,3,-6,7,5,-66,-87,14,-5,18,57,25,133,0,-51
78,182.45273360517237,0.9944241230977705,1,1,6,-2,6,-2,6,-2,6,-2,6,-14,-66,-95,10,-21,16,54,21,109,0,-59
79,164.4597215125941,0.9953586794805097,0,1,6,-8,6,-8,6,-8,6,-8,9,-3,-65,-78,14,-5,21,61,20,88,0,-61
80,206.8912757948,0.9932543120391074,0,1,7,-10,7,-10,7,-10,7,-10,9,-12,-66,-89,16,3,20,75,22,126,0,-84
81,182.42532718896246,0.9949813410286704,1,1,9,-1,9,-1,9,-1,9,-1,15,-11,-57,-86,16,-9,18,35,20,105,0,-93
82,201.89601283829256,0.9936044702875326,0,0,4,-15,4,-15,4,-15,4,-15,12,-25,-56,-107,17,-29,20,45,23,122,0,-74
83,218.69613622558583,0.9923687880032652,0,0,13,-20,13,-20,13,-20,13,-20,12,-25,-43,-91,18,-15,19,63,23,138,0,-101
84,183.11471814138807,0.9943324798841002,1,0,12,-19,12,-19,12,-19,12,-19,14,-23,-42,-89,16,-22,18,38,23,108,0,-80
85,160.95962226595836,0.9956201828312191,0,0,3,-23,3,-23,3,-23,3,-23,9,-10,-41,-73,18,-8,22,62,18,95,0,-50
86,186.94651641579205,0.9940253740080721,0,0,7,-18,7,-18,7,-18,7,-18,15,-19,-52,-96,16,-26,25,49,24,111,0,-64
87,181.76358271116908,0.9943026666343192,1,1,5,-14,5,-14,5,-14,5,-14,9,-12,-54,-77,15,-1,24,70,26,115,0,-59
88,151.37370973851438,0.9958085040238973,1,0,7,-15,7,-15,7,-15,7,-15,11,-11,-58,-84,14,-12,17,23,23,90,0,-37
89,181.34773227145686,0.9942334656454607,1,1,5,-14,5,-14,5,-14,5,-14,5,-17,-68,-100,11,-13,15,33,22,116,0,-39
90,177.74419821755083,0.9947133358826674,1,1,12,-10,12,-10,12,-10,12,-10,13,-7,-69,-105,11,-22,19,41,21,95,0,-50
91,186.48860555004427,0.9940640804652505,1,1,1,-19,1,-19,1,-19,1,-19,7,-14,-76,-107,13,-11,21,45,20,100,0,-52
92,205.24862971527972,0.993046865245129,0,0,8,-11,8,-11,8,-11,8,-11,15,-2,-70,-102,17,-3,24,63,21,121,0,-77
93,194.24211695716252,0.9936119978960823,0,0,5,-18,5,-18,5,-18,5,-18,12,-19,-54,-93,12,-33,18,49,21,131,0,-52
94,175.59328005365126,0.9949466235679363,0,0,12,-8,12,-8,12,-8,12,-8,20,9,-56,-88,18,-5,26,57,21,95,0,-70
95,163.783393541592,0.9951042003562797,0,0,2,-13,2,-13,2,-13,2,-13,7,-12,-65,-96,13,-1,15,24,18,98,0,-40
96,163.24521432495348,0.9949905586996086,0,0,5,-5,5,-5,5,-5,5,-5,11,7,-57,-70,11,-9,23,73,21,98,0,-45
97,172.46738822165773,0.9945036625749983,1,1,3,-15,3,-15,3,-15,3,-15,10,-6,-59,-81,9,-7,11,35,21,117,0,-55
98,166.98802352264667,0.9945968035697152,0,0,5,-22,5,-22,5,-22,5,-22,15,-13,-52,-83,16,-3,21,45,19,91,0,-67
99,138.1195134656939,0.9962363563900735,1,1,5,-15,5,-15,5,-15,5,-15,8,-7,-62,-79,12,-9,13,22,14,71,0,-42
100,129.64181424216494,0.9965854972372428,1,1,6,-13,6,-13,6,-13,6,-13,11,-13,-58,-79,13,2,16,33,15,50,0,-43
101,126.07537428062626,0.9967330768035273,1,1,6,-9,6,-9,6,-9,6,-9,6,-17,-53,-79,12,-26,15,23,14,51,0,-41
102,147.25148556126692,0.9957936595387101,1,1,6,-18,6,-18,6,-18,6,-18,10,-19,-57,-98,11,-35,19,32,15,47,0,-42
103,133.42038824707413,0.9966349590745035,0,0,8,-11,8,-11,8,-11,8,-11,10,2,-52,-71,10,-12,12,10,20,82,0,-40
104,133.9850737955538,0.99637915831495,0,0,3,-15,3,-15,3,-15,3,-15,3,-6,-54,-72,6,-6,15,25,18,80,0,-35
105,170.46700560519037,0.9945970940840435,1,1,0,-12,0,-12,0,-12,0,-12,6,-12,-64,-91,9,-2,18,53,20,98,0,-52
106,179.97777640586628,0.9939863095200274,1,1,3,-14,3,-14,3,-14,3,-14,8,-21,-71,-107,8,-26,11,14,20,104,0,-48
107,168.25575770237404,0.9948261379598972,0,1,16,1,16,1,16,1,16,1,16,-7,-57,-90,16,-5,13,37,17,88,0,-76
108,161.76526203112954,0.9949666170798885,0,0,2,-5,2,-5,2,-5,2,-5,8,-1,-61,-71,11,14,9,43,15,112,0,-47
109,162.35762994081924,0.9949086045275034,0,0,3,-13,3,-13,3,-13,3,-13,10,-12,-63,-84,10,-10,19,55,14,79,0,-66
110,241.85119391890544,0.989906957714338,1,1,2,-12,2,-12,2,-12,2,-12,7,-13,-66,-90,10,-6,22,68,27,178,0,-87
111,184.63477462276708,0.994318006468934,1,1,4,-14,4,-14,4,-14,4,-14,12,-21,-53,-91,13,-19,18,52,22,119,0,-58
112,165.23922052587878,0.9950565252601024,0,0,6,-9,6,-9,6,-9,6,-9,7,-22,-64,-95,10,-17,17,38,16,90,0,-52
113,160.73269735806713,0.9950717566147946,0,0,5,-12,5,-12,5,-12,5,-12,5,-22,-56,-84,5,-24,16,32,18,102,0,-43
114,126.29726837901127,0.9966445348969236,0,0,2,-8,2,-8,2,-8,2,-8,7,-21,-47,-80,11,-16,16,19,16,67,0,-29
115,162.68681569199146,0.9951857008864562,0,1,8,-11,8,-11,8,-11,8,-11,13,-15,-42,-79,14,-7,17,31,22,110,0,-57
116,139.38077342302273,0.996405103767717,0,0,12,-10,12,-10,12,-10,12,-10,16,-13,-48,-97,13,-24,12,-10,14,58,0,-42
117,157.19096666157378,0.9952800462720006,0,0,6,-3,6,-3,6,-3,6,-3,10,-6,-55,-93,12,-16,18,55,13,76,0,-55
118,156.31378697990783,0.9953355593225574,1,1,3,1,3,1,3,1,3,1,9,-9,-69,-106,11,-10,16,28,13,71,0,-42
119,166.00903589865223,0.9947905350609861,0,0,6,-5,6,-5,6,-5,6,-5,8,-5,-60,-92,10,-14,13,33,16,106,0,-46
120,183.14202139323461,0.9937419342844834,0,1,4,-19,4,-19,4,-19,4,-19,17,-2,-60,-97,14,-5,16,48,18,115,0,-49
121,157.0764145249057,0.9950706585779483,1,1,2,-9,2,-9,2,-9,2,-9,7,2,-56,-75,13,4,13,27,16,104,0,-58
122,167.83920876839238,0.9938064508576215,0,0,8,0,8,0,8,0,8,0,8,5,-59,-80,7,-15,11,24,16,114,0,-61
123,136.38914912851388,0.9954719735658669,0,0,9,2,9,2,9,2,9,2,6,1,-45,-62,7,-9,14,31,13,84,0,-62
124,119.15536076903967,0.9962659943771638,0,0,6,-16,6,-16,6,-16,6,-16,11,1,-35,-58,12,1,10,28,13,64,0,-55
125,135.66134305689297,0.9950394922199545,0,0,6,-11,6,-11,6,-11,6,-11,9,-5,-46,-76,9,-15,15,21,15,66,0,-65
126,167.75577486334114,0.9926721606505926,0,1,4,-12,4,-12,4,-12,4,-12,10,5,-33,-47,15,17,18,50,24,113,0,-86
127,147.57032221961163,0.9937159689818322,0,0,10,-18,10,-18,10,-18,10,-18,13,1,-28,-47,15,12,19,41,21,71,0,-95
128,143.48170615099335,0.9941061731742924,0,0,10,-16,10,-16,10,-16,10,-16,14,-10,-36,-71,17,3,20,32,22,60,0,-82
129,144.60636223901076,0.9942579207423977,1,1,5,-16,5,-16,5,-16,5,-16,17,4,-28,-50,23,12,22,40,21,70,0,-90
130,110.5350623105628,0.996579438762824,1,1,2,-15,2,-15,2,-15,2,-15,8,-8,-42,-68,7,-18,8,24,13,52,0,-30
131,130.40322081911935,0.9954327111449555,0,1,4,-3,4,-3,4,-3,4,-3,15,0,-45,-73,13,-3,15,28,17,71,0,-53
132,115.69788243524597,0.9963289990857962,1,0,3,-8,3,-8,3,-8,3,-8,9,-5,-43,-66,15,-7,14,34,12,57,0,-42
133,116.9529820055906,0.9964183021059934,1,1,5,-1,5,-1,5,-1,5,-1,12,-9,-35,-71,18,1,14,22,14,59,0,-49
134,123.98790263570072,0.9960816846402973,1,1,7,-5,7,-5,7,-5,7,-5,9,-16,-37,-72,18,-14,16,11,13,64,0,-55
135,118.7476315553283,0.9969149640067122,1,1,5,0,5,0,5,0,5,0,7,-5,-39,-65,11,-7,13,26,13,74,0,-39
136,146.03766637412417,0.9951079682401871,0,0,5,0,5,0,5,0,5,0,17,4,-37,-66,19,7,17,43,20,93,0,-60
137,140.356688476182,0.9960509018746634,1,1,4,-12,4,-12,4,-12,4,-12,9,-3,-55,-83,16,-2,15,29,13,75,0,-44
138,143.8054240979804,0.9956128716886147,1,0,2,-4,2,-4,2,-4,2,-4,6,-4,-58,-87,10,-12,15,25,13,84,0,-36
139,166.36706404814626,0.9942786361273419,0,1,2,-4,2,-4,2,-4,2,-4,8,-3,-52,-79,12,-21,17,44,17,109,0,-60
140,127.67145334803705,0.9964479542817709,0,0,9,-6,9,-6,9,-6,9,-6,6,-12,-58,-86,14,-9,16,13,15,53,0,-34
141,139.35566009315875,0.9957094411935888,0,0,0,0,0,0,0,0,0,0,3,3,-62,-78,5,-10,14,43,14,78,0,-32
142,132.50660360902774,0.9960167015444946,0,0,12,-1,12,-1,12,-1,12,-1,19,9,-48,-66,14,5,13,25,16,69,0,-62
143,140.86873322352267,0.9956446430534943,1,1,4,-5,4,-5,4,-5,4,-5,7,3,-52,-75,14,6,16,30,16,80,0,-57
144,136.63454907160195,0.9956886877070396,0,0,5,2,5,2,5,2,5,2,11,3,-43,-62,15,-5,15,33,17,86,0,-59
145,145.23429347092923,0.9954005911697996,1,1,8,0,8,0,8,0,8,0,10,0,-49,-69,12,-3,11,26,18,99,0,-50
146,129.61095632700193,0.9962053703616763,1,0,2,-1,2,-1,2,-1,2,-1,6,5,-52,-65,8,-6,10,32,14,88,0,-25
147,127.85538705897378,0.996290004337252,1,1,10,-3,10,-3,10,-3,10,-3,14,5,-48,-70,15,-7,11,19,13,75,0,-44
148,138.69751259485514,0.9959476543416789,0,0,5,-4,5,-4,5,-4,5,-4,6,5,-45,-57,11,1,14,55,15,93,0,-39
149,188.3878977004627,0.9926076007531602,0,0,4,4,4,4,4,4,4,4,5,5,-56,-74,9,7,16,60,23,141,0,-48
150,178.27226368675525,0.9930752897806286,0,0,6,6,6,6,6,6,6,6,12,1,-43,-69,15,4,22,75,24,116,0,-66
151,109.95908329919816,0.9973219040351141,1,0,5,8,5,8,5,8,5,8,11,16,-42,-64,14,-2,18,43,10,33,0,-44
152,109.71326264403953,0.997327846099449,1,1,1,-7,1,-7,1,-7,1,-7,7,-1,-36,-57,11,-10,19,49,13,57,0,-29
153,177.74701122663075,0.9932893033843991,0,1,1,-3,1,-3,1,-3,1,-3,5,12,-44,-56,9,3,16,66,21,137,0,-49
154,126.46738710039043,0.9964853269312008,1,1,4,-1,4,-1,4,-1,4,-1,8,6,-44,-73,13,-3,17,43,16,65,0,-42
155,165.9487872808958,0.9943225546457043,1,1,1,1,1,1,1,1,1,1,5,7,-52,-64,5,-4,17,51,21,127,0,-34
156,141.15594213493105,0.995730713406149,1,1,4,1,4,1,4,1,4,1,9,0,-52,-73,9,6,10,9,17,100,0,-34
157,133.8656042454521,0.9963499650948504,1,1,9,1,9,1,9,1,9,1,15,6,-54,-83,17,-3,16,11,15,65,0,-49
158,124.69562943423479,0.9969621223387414,1,1,11,2,11,2,11,2,11,2,14,15,-53,-67,15,10,15,7,15,59,0,-55
159,139.0179844480562,0.9961352499610301,1,1,3,-10,3,-10,3,-10,3,-10,6,2,-60,-73,9,-2,15,33,19,81,0,-40
160,141.67215675636479,0.9961025506665759,1,1,5,-12,5,-12,5,-12,5,-12,11,-10,-69,-98,15,-20,18,12,16,48,0,-34
161,163.30952207388276,0.9948341841930255,0,1,10,0,10,0,10,0,10,0,13,-13,-70,-96,9,-6,13,16,17,91,0,-52
162,167.9374883699289,0.9944537296538053,1,0,4,-11,4,-11,4,-11,4,-11,11,-23,-63,-100,18,-6,12,21,21,99,0,-43
163,155.0709515028524,0.9952104409313178,1,1,6,-4,6,-4,6,-4,6,-4,6,-4,-68,-88,9,-18,17,40,15,80,0,-50
164,166.1174283451318,0.9949026579306218,1,1,5,-3,5,-3,5,-3,5,-3,8,-5,-68,-92,12,-2,20,46,17,95,0,-48
165,166.88019654830228,0.9947761387773775,0,0,2,-5,2,-5,2,-5,2,-5,7,-11,-70,-91,9,-14,20,49,18,96,0,-42
166,160.50545162080945,0.9955546857782895,1,1,2,-5,2,-5,2,-5,2,-5,8,-7,-62,-73,9,-4,17,57,20,106,0,-33
167,166.47822680458847,0.995297952476168,1,1,11,-4,11,-4,11,-4,11,-4,9,-13,-61,-79,14,-12,17,37,24,115,0,-34
168,164.38673912454132,0.9953848356379775,1,1,2,-8,2,-8,2,-8,2,-8,5,-7,-66,-79,7,-10,19,70,19,97,0,-30
169,149.1978552124661,0.9965398821154382,1,1,9,-6,9,-6,9,-6,9,-6,17,3,-57,-68,18,17,21,49,19,83,0,-54
170,199.03768487399566,0.9939158234792042,0,0,15,4,15,4,15,4,15,4,18,20,-57,-65,19,12,23,57,27,131,0,-91
171,145.7086133349707,0.996480254028698,0,0,5,-13,5,-13,5,-13,5,-13,11,-3,-56,-77,13,-12,21,36,20,73,0,-59
172,178.11513130556875,0.9946006126716448,0,0,5,-8,5,-8,5,-8,5,-8,8,-1,-56,-79,10,-18,19,46,23,116,0,-71
173,183.06009942092788,0.9943674205004432,0,0,10,-17,10,-17,10,-17,10,-17,7,-5,-61,-85,10,-11,16,44,20,109,0,-79
174,169.9117417955569,0.9953032593250887,0,0,9,-5,9,-5,9,-5,9,-5,16,14,-48,-56,18,28,24,54,23,105,0,-80
175,197.72961336127676,0.9937490376540394,0,0,9,-11,9,-11,9,-11,9,-11,10,4,-65,-85,13,2,18,36,25,128,0,-89
176,168.7483333251028,0.9953510417438661,0,0,6,-11,6,-11,6,-11,6,-11,9,0,-56,-78,15,-2,15,32,18,104,0,-77
177,190.85858639317226,0.9942246396435773,1,1,6,-18,6,-18,6,-18,6,-18,6,-16,-69,-113,10,-19,21,61,18,83,0,-73
178,209.2343184088117,0.993061646276996,0,1,5,-6,5,-6,5,-6,5,-6,10,2,-56,-77,18,7,22,70,24,132,0,-103
179,219.8977034895999,0.9924241560090264,0,0,6,-5,6,-5,6,-5,6,-5,10,-12,-61,-89,15,3,25,73,24,135,0,-106
180,203.93136100168604,0.993307683089441,1,1,5,-14,5,-14,5,-14,5,-14,7,-12,-73,-97,9,-1,19,63,20,120,0,-81
181,207.7281877839404,0.992744602441982,0,0,6,-14,6,-14,6,-14,6,-14,10,-13,-68,-99,12,-18,19,59,23,127,0,-81
182,154.7611062250461,0.9960581826771345,1,1,3,-5,3,-5,3,-5,3,-5,14,5,-65,-85,15,-2,19,49,14,74,0,-59
183,225.67675999092154,0.9924442132597773,0,1,10,-14,10,-14,10,-14,10,-14,15,-1,-65,-95,18,-6,24,82,27,140,0,-91
