,Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
221,97,103,46,5,105,20
222,85,70,37,5,75,14
223,52,28,18,4,23,9
224,81,68,16,3,73,17
225,111,102,59,6,103,26
226,92,82,38,7,84,24
227,61,60,16,8,52,15
228,68,58,39,5,59,8
229,66,63,27,3,70,14
230,62,62,23,1,65,6
231,51,61,19,4,63,11
232,65,61,21,6,58,12
233,61,43,28,0,51,7
234,110,71,42,4,81,20
235,121,93,48,4,106,13
236,66,57,29,4,63,11
237,59,45,18,3,43,9
238,84,64,40,7,60,15
239,60,53,22,1,60,8
240,75,66,57,3,80,9
241,110,102,48,3,122,36
242,70,78,33,4,83,10
243,85,81,31,1,97,16
244,83,85,32,11,76,16
245,79,67,33,3,79,10
246,62,60,25,3,64,7
247,56,46,30,1,49,9
248,62,64,19,4,70,14
249,79,55,46,3,62,12
250,73,67,34,9,54,18
251,82,72,43,3,80,20
252,128,61,40,1,63,51
253,87,65,24,4,68,24
254,49,45,15,2,45,10
255,46,29,13,1,28,9
256,65,56,23,5,56,15
257,54,51,31,4,49,4
258,51,33,22,0,37,15
259,40,37,11,2,35,2
260,59,42,21,4,40,8
261,57,40,22,2,38,8
262,98,42,30,3,38,48
263,82,35,27,1,37,30
264,84,37,41,3,39,28
265,45,36,30,3,43,8
266,55,46,27,5,42,8
267,48,32,27,0,40,4
268,58,36,34,1,42,6
269,69,58,36,2,66,20
270,48,55,25,4,57,8
271,47,37,23,1,38,8
272,47,71,24,2,79,10
273,53,32,25,6,28,12
274,43,29,18,2,29,8
275,35,33,12,4,34,6
276,34,31,12,1,31,6
277,41,40,13,0,49,10
278,46,42,33,2,47,7
279,45,40,12,3,42,13
280,43,33,15,0,39,5
281,52,24,34,2,26,7
282,96,34,34,2,35,37
283,53,43,34,3,47,12
284,42,38,26,5,37,6
285,45,40,23,2,42,11
286,78,70,33,7,70,16
287,93,58,58,1,76,28
288,107,39,47,2,42,47
289,57,43,28,4,41,6
290,88,62,53,1,73,18
291,57,47,32,1,53,4
292,85,56,52,3,65,13
293,89,68,52,2,78,14
294,70,54,34,0,68,11
295,117,140,89,4,177,32
296,345,458,212,8,746,169
297,90,70,46,4,81,19
298,72,73,32,6,76,14
